#HOLE:,U1528D
#EXPEDITION:,376
#TOP:,82.6989
#BOTTOM:,332.4825
DEPTH_WMSF,TENS,CS,ETIM
m,lbf,m/h,s
169.7193,2246.511,544.1708,1185.384
169.8717,2198,546.4285,1184.375
170.0241,2270.884,544.5084,1183.377
170.1765,2368.264,542.4191,1182.372
170.3289,2380.686,541.9919,1181.365
170.4813,2402.967,541.6296,1180.367
170.6337,2348.063,542.9625,1179.362
170.7861,2290.866,543.5438,1178.347
170.9385,2332.543,541.4433,1177.333
171.0909,2373.998,541.395,1176.323
171.2433,2340.875,541.9482,1175.318
171.3957,2300,543.1139,1174.307
171.5481,2305.585,542.8845,1173.302
171.7005,2281.492,542.6728,1172.293
171.8529,2290.667,540.4365,1171.289
172.0053,2395.124,540.4221,1170.28
172.1577,2349.828,542.0701,1169.279
172.3101,2365.727,536.4647,1168.272
172.4625,2455.154,529.6365,1167.262
172.6149,2378.582,529.333,1166.242
172.7673,2298.522,529.3395,1165.204
172.9197,2215.779,531.0676,1164.163
173.0721,2065.819,534.007,1163.144
173.2245,2047.605,535.1166,1162.124
173.3769,2136.314,534.0787,1161.086
173.5293,2264.586,527.2214,1160.066
173.6817,2378.614,517.4159,1159.035
173.8341,2482.311,504.3944,1157.988
173.9865,2398.89,495.2402,1156.917
174.1389,2388.612,498.4369,1155.844
174.2913,2273.944,514.9219,1154.731
174.4437,2160.755,514.1337,1153.664
174.5961,2299.173,510.8325,1152.598
174.7485,2382.898,522.7614,1151.533
174.9009,2362.091,536.8632,1150.479
175.0533,2396.052,540.1698,1149.453
175.2057,2399.118,543.0127,1148.438
175.3581,2460.365,546.3875,1147.422
175.5105,2401.806,548.8516,1146.415
175.6629,2358.508,551.9928,1145.428
175.8153,2327.975,552.6946,1144.43
175.9677,2303.811,554.736,1143.436
176.1201,2347.665,554.6604,1142.453
176.2725,2355.186,554.5839,1141.461
176.4249,2276.659,555.0408,1140.454
176.5773,2315.867,554.8782,1139.459
176.7297,2378.203,555.1853,1138.461
176.8821,2377.904,557.2606,1137.473
177.0345,2429.017,557.3905,1136.479
177.1869,2370.758,557.1744,1135.484
