#HOLE:,U1517A
#EXPEDITION:,372
#TOP:,0.1348
#BOTTOM:,186.3676
DEPTH_LSF,RHON
29.0908,1.720273
29.2432,1.719571
29.3956,1.773697
29.5480,1.806563
29.7004,1.831414
29.8528,1.808769
30.0052,1.766695
30.1576,1.727712
30.3100,1.696991
30.4624,1.662697
30.6148,1.644952
30.7672,1.635359
30.9196,1.652261
31.0720,1.673637
31.2244,1.690898
31.3768,1.727281
31.5292,1.761386
31.6816,1.809817
31.8340,1.848829
31.9864,1.895827
32.1388,1.903449
32.2912,1.89837
32.4436,1.880507
32.5960,1.867088
32.7484,1.822524
32.9008,1.785523
33.0532,1.762722
33.2056,1.772571
33.3580,1.754453
33.5104,1.755928
33.6628,1.761993
33.8152,1.762281
33.9676,1.767449
34.1200,1.7807
34.2724,1.779315
34.4248,1.781144
34.5772,1.790404
34.7296,1.79887
34.8820,1.822106
35.0344,1.825773
35.1868,1.818285
35.3392,1.817747
35.4916,1.813693
35.6440,1.801816
35.7964,1.799603
35.9488,1.797959
36.1012,1.794604
36.2536,1.799409
36.4060,1.808561
36.5584,1.843159
36.7108,1.861875
36.8632,1.884951
37.0156,1.903308
37.1680,1.919097
37.3204,1.924903
37.4728,1.935515
37.6252,1.933219
37.7776,1.930843
37.9300,1.925679
38.0824,1.9037
38.2348,1.896152
38.3872,1.899393
38.5396,1.897081
38.6920,1.897285
38.8444,1.901581
38.9968,1.902297
39.1492,1.910957
39.3016,1.911852
39.4540,1.906908
39.6064,1.901556
39.7588,1.905832
39.9112,1.911163
40.0636,1.906346
40.2160,1.896392
40.3684,1.894144
40.5208,1.87734
40.6732,1.857661
40.8256,1.84429
40.9780,1.833702
41.1304,1.837442
41.2828,1.841077
41.4352,1.843542
41.5876,1.842688
41.7400,1.842488
41.8924,1.847576
42.0448,1.852812
42.1972,1.864302
42.3496,1.876977
42.5020,1.883776
42.6544,1.885696
42.8068,1.910651
42.9592,1.932692
43.1116,1.947934
43.2640,1.951421
43.4164,1.94528
43.5688,1.950802
43.7212,1.941105
43.8736,1.926161
44.0260,1.889472
44.1784,1.86048
44.3308,1.821008
44.4832,1.787814
44.6356,1.748258
44.7880,1.726259
44.9404,1.7176
45.0928,1.720367
45.2452,1.737633
45.3976,1.73789
45.5500,1.726683
45.7024,1.716598
45.8548,1.722899
46.0072,1.706844
46.1596,1.728793
46.3120,1.755209
46.4644,1.781232
46.6168,1.795323
46.7692,1.825185
46.9216,1.82057
47.0740,1.806751
47.2264,1.797341
47.3788,1.813025
47.5312,1.796388
47.6836,1.824597
47.8360,1.832759
47.9884,1.819492
48.1408,1.810943
48.2932,1.803518
48.4456,1.792841
48.5980,1.785278
48.7504,1.798642
48.9028,1.790375
49.0552,1.7959
49.2076,1.815465
49.3600,1.819388
49.5124,1.829562
49.6648,1.835606
49.8172,1.853435
49.9696,1.850081
50.1220,1.855964
50.2744,1.855354
50.4268,1.867045
50.5792,1.86407
50.7316,1.864073
50.8840,1.85217
51.0364,1.861635
51.1888,1.839288
51.3412,1.838572
51.4936,1.830299
51.6460,1.834542
51.7984,1.836174
51.9508,1.849722
52.1032,1.835922
52.2556,1.845097
52.4080,1.836512
52.5604,1.841075
52.7128,1.833438
52.8652,1.82248
53.0176,1.814765
53.1700,1.810706
53.3224,1.800529
53.4748,1.79905
53.6272,1.794407
53.7796,1.804955
53.9320,1.821787
54.0844,1.830847
54.2368,1.851684
54.3892,1.875704
54.5416,1.903934
54.6940,1.921584
54.8464,1.93933
54.9988,1.964503
55.1512,1.991225
55.3036,2.000162
55.4560,2.005724
55.6084,2.012571
55.7608,2.011344
55.9132,2.001512
56.0656,1.998773
56.2180,1.983787
56.3704,1.978151
56.5228,1.980837
56.6752,1.981045
56.8276,1.995263
56.9800,2.002656
57.1324,2.00319
57.2848,2.001678
57.4372,2.00813
57.5896,2.003237
57.7420,1.993446
57.8944,1.974413
58.0468,1.966546
58.1992,1.943405
58.3516,1.952994
58.5040,1.946256
58.6564,1.941697
58.8088,1.938092
58.9612,1.943798
59.1136,1.942361
59.2660,1.940352
59.4184,1.931507
59.5708,1.923066
59.7232,1.919365
59.8756,1.899451
60.0280,1.878075
60.1804,1.861861
60.3328,1.851885
60.4852,1.833039
60.6376,1.83731
60.7900,1.829674
60.9424,1.832858
61.0948,1.83378
61.2472,1.826657
61.3996,1.815464
61.5520,1.801128
61.7044,1.775618
61.8568,1.752799
62.0092,1.746331
62.1616,1.754483
62.3140,1.763479
62.4664,1.772345
62.6188,1.794713
62.7712,1.797176
62.9236,1.790652
63.0760,1.779271
63.2284,1.772893
63.3808,1.761987
63.5332,1.761998
63.6856,1.753214
63.8380,1.750286
63.9904,1.746583
64.1428,1.736372
64.2952,1.729139
64.4476,1.742648
64.6000,1.731562
64.7524,1.749101
64.9048,1.761109
65.0572,1.761005
65.2096,1.760886
65.3620,1.770015
65.5144,1.747833
65.6668,1.747144
65.8192,1.747812
65.9716,1.760086
66.1240,1.762166
66.2764,1.7678
66.4288,1.781353
66.5812,1.784729
66.7336,1.775818
66.8860,1.795516
67.0384,1.799018
67.1908,1.805084
67.3432,1.811548
67.4956,1.800093
67.6480,1.79803
67.8004,1.798327
67.9528,1.786131
68.1052,1.766045
68.2576,1.765702
68.4100,1.770442
68.5624,1.783419
68.7148,1.786577
68.8672,1.800699
69.0196,1.810726
69.1720,1.822542
69.3244,1.836703
69.4768,1.848711
69.6292,1.842161
69.7816,1.841578
69.9340,1.832893
70.0864,1.827819
70.2388,1.822272
70.3912,1.812004
70.5436,1.812288
70.6960,1.816192
70.8484,1.812682
71.0008,1.822698
71.1532,1.817732
71.3056,1.803626
71.4580,1.807807
71.6104,1.799143
71.7628,1.788948
71.9152,1.785667
72.0676,1.784587
72.2200,1.774539
72.3724,1.773958
72.5248,1.77401
72.6772,1.763848
72.8296,1.77024
72.9820,1.787595
73.1344,1.782084
73.2868,1.792488
73.4392,1.795464
73.5916,1.77763
73.7440,1.767695
73.8964,1.773152
74.0488,1.767342
74.2012,1.779278
74.3536,1.791695
74.5060,1.793604
74.6584,1.807938
74.8108,1.82234
74.9632,1.827189
75.1156,1.82391
75.2680,1.825564
75.4204,1.831657
75.5728,1.847274
75.7252,1.841253
75.8776,1.851129
76.0300,1.859337
76.1824,1.861406
76.3348,1.858864
76.4872,1.879315
76.6396,1.877929
76.7920,1.87686
76.9444,1.891239
77.0968,1.88293
77.2492,1.880642
77.4016,1.878041
77.5540,1.865121
77.7064,1.857475
77.8588,1.85135
78.0112,1.840072
78.1636,1.840042
78.3160,1.817234
78.4684,1.811609
78.6208,1.814135
78.7732,1.811018
78.9256,1.813344
79.0780,1.812314
79.2304,1.816262
79.3828,1.815125
79.5352,1.809949
79.6876,1.800498
79.8400,1.806185
79.9924,1.805302
80.1448,1.81933
80.2972,1.824757
80.4496,1.83598
80.6020,1.834112
80.7544,1.823002
80.9068,1.819766
81.0592,1.828963
81.2116,1.821869
81.3640,1.815856
81.5164,1.814556
81.6688,1.82397
81.8212,1.827784
81.9736,1.824604
82.1260,1.821612
82.2784,1.824005
82.4308,1.819502
82.5832,1.820283
82.7356,1.821652
82.8880,1.809985
83.0404,1.809731
83.1928,1.803626
83.3452,1.797165
83.4976,1.795812
83.6500,1.812117
83.8024,1.81278
83.9548,1.820474
84.1072,1.829165
84.2596,1.83318
84.4120,1.839539
84.5644,1.833378
84.7168,1.831247
84.8692,1.817367
85.0216,1.815253
85.1740,1.819892
85.3264,1.829392
85.4788,1.825193
85.6312,1.818432
85.7836,1.803993
85.9360,1.793502
86.0884,1.787129
86.2408,1.775142
86.3932,1.77296
86.5456,1.76888
86.6980,1.767486
86.8504,1.765686
87.0028,1.771841
87.1552,1.774668
87.3076,1.783683
87.4600,1.781698
87.6124,1.792786
87.7648,1.793067
87.9172,1.79426
88.0696,1.79629
88.2220,1.796663
88.3744,1.808349
88.5268,1.821461
88.6792,1.814587
88.8316,1.810897
88.9840,1.806546
89.1364,1.80145
89.2888,1.796614
89.4412,1.789034
89.5936,1.788923
89.7460,1.78934
89.8984,1.778713
90.0508,1.773922
90.2032,1.764224
90.3556,1.746195
90.5080,1.748133
90.6604,1.74228
90.8128,1.737554
90.9652,1.736205
91.1176,1.743683
91.2700,1.744372
91.4224,1.749265
91.5748,1.746768
91.7272,1.74492
91.8796,1.747272
92.0320,1.74829
92.1844,1.736321
92.3368,1.717421
92.4892,1.718711
92.6416,1.720854
92.7940,1.716677
92.9464,1.720714
93.0988,1.719861
93.2512,1.715648
93.4036,1.720578
93.5560,1.721019
93.7084,1.727794
93.8608,1.745449
94.0132,1.763301
94.1656,1.777962
94.3180,1.783098
94.4704,1.759211
94.6228,1.71291
94.7752,1.670165
94.9276,1.593798
95.0800,1.499858
95.2324,1.445459
95.3848,1.419856
95.5372,1.414443
95.6896,1.504003
95.8420,1.58303
95.9944,1.668313
96.1468,1.75151
96.2992,1.817172
96.4516,1.818803
96.6040,1.829924
96.7564,1.827174
96.9088,1.79591
97.0612,1.728122
97.2136,1.667797
97.3660,1.605132
97.5184,1.57295
97.6708,1.557736
97.8232,1.558337
97.9756,1.576028
98.1280,1.605867
98.2804,1.603572
98.4328,1.587305
98.5852,1.573439
98.7376,1.56165
98.8900,1.54758
99.0424,1.533383
99.1948,1.547947
99.3472,1.550849
99.4996,1.537296
99.6520,1.528474
99.8044,1.51307
99.9568,1.488666
100.1092,1.456282
100.2616,1.401441
100.4140,1.34729
100.5664,1.333728
100.7188,1.32789
100.8712,1.340411
101.0236,1.365252
101.1760,1.404018
101.3284,1.417242
101.4808,1.445671
101.6332,1.47346
101.7856,1.485186
101.9380,1.510984
102.0904,1.548308
102.2428,1.587669
102.3952,1.614272
102.5476,1.61975
102.7000,1.615245
102.8524,1.611969
103.0048,1.59441
103.1572,1.620324
103.3096,1.663528
103.4620,1.715822
103.6144,1.781776
103.7668,1.870773
103.9192,1.920738
104.0716,1.956188
104.2240,1.956733
104.3764,1.943423
104.5288,1.938344
104.6812,1.94861
104.8336,1.945083
104.9860,1.944879
105.1384,1.926258
105.2908,1.913341
105.4432,1.90158
105.5956,1.886276
105.7480,1.851117
105.9004,1.825384
106.0528,1.817791
106.2052,1.822656
106.3576,1.82532
106.5100,1.830011
106.6624,1.823283
106.8148,1.807638
106.9672,1.813499
107.1196,1.80803
107.2720,1.803282
107.4244,1.794192
107.5768,1.818363
107.7292,1.834509
107.8816,1.845979
108.0340,1.852025
108.1864,1.847012
108.3388,1.840411
108.4912,1.831336
108.6436,1.820209
108.7960,1.813183
108.9484,1.812393
109.1008,1.803113
109.2532,1.816951
109.4056,1.811257
109.5580,1.805997
109.7104,1.811649
109.8628,1.824199
110.0152,1.819829
110.1676,1.829966
110.3200,1.82111
110.4724,1.830202
110.6248,1.825346
110.7772,1.812703
110.9296,1.8071
111.0820,1.80702
111.2344,1.793617
111.3868,1.785758
111.5392,1.78088
111.6916,1.785522
111.8440,1.785553
111.9964,1.770086
112.1488,1.742708
112.3012,1.709111
112.4536,1.669107
112.6060,1.65247
112.7584,1.652148
112.9108,1.667058
113.0632,1.717726
113.2156,1.760776
113.3680,1.791415
113.5204,1.816798
113.6728,1.819019
113.8252,1.816053
113.9776,1.831086
114.1300,1.825025
114.2824,1.804129
114.4348,1.803264
114.5872,1.801601
114.7396,1.792698
114.8920,1.802635
115.0444,1.794953
115.1968,1.790403
115.3492,1.794561
115.5016,1.785149
115.6540,1.779402
115.8064,1.78504
115.9588,1.790167
116.1112,1.797556
116.2636,1.791104
116.4160,1.783441
116.5684,1.795603
116.7208,1.786092
116.8732,1.78848
117.0256,1.787253
117.1780,1.786696
117.3304,1.787262
117.4828,1.790499
117.6352,1.801919
117.7876,1.799599
117.9400,1.80467
118.0924,1.815503
118.2448,1.822113
118.3972,1.821877
118.5496,1.827534
118.7020,1.827905
118.8544,1.837272
119.0068,1.841888
119.1592,1.831469
119.3116,1.842711
119.4640,1.845396
119.6164,1.835738
119.7688,1.822656
119.9212,1.819873
120.0736,1.820988
120.2260,1.813209
120.3784,1.805226
120.5308,1.806804
120.6832,1.812158
120.8356,1.822598
120.9880,1.826121
121.1404,1.840316
121.2928,1.850631
121.4452,1.871859
121.5976,1.885731
121.7500,1.886805
121.9024,1.878218
122.0548,1.880528
122.2072,1.85359
122.3596,1.842896
122.5120,1.818968
122.6644,1.806001
122.8168,1.791658
122.9692,1.794209
123.1216,1.79645
123.2740,1.80621
123.4264,1.800143
123.5788,1.799625
123.7312,1.797428
123.8836,1.785778
124.0360,1.785458
124.1884,1.78818
124.3408,1.785346
124.4932,1.787922
124.6456,1.790426
124.7980,1.793939
124.9504,1.801112
125.1028,1.799419
125.2552,1.806054
125.4076,1.809443
125.5600,1.795797
125.7124,1.787834
125.8648,1.789458
126.0172,1.795225
126.1696,1.812323
126.3220,1.809464
126.4744,1.815835
126.6268,1.815678
126.7792,1.815109
126.9316,1.81938
127.0840,1.815507
127.2364,1.808654
127.3888,1.814798
127.5412,1.811649
127.6936,1.807494
127.8460,1.802613
127.9984,1.811337
128.1508,1.811138
128.3032,1.81591
128.4556,1.816992
128.6080,1.822977
128.7604,1.820159
128.9128,1.824764
129.0652,1.825718
129.2176,1.839491
129.3700,1.837235
129.5224,1.832716
129.6748,1.835723
129.8272,1.835186
129.9796,1.827551
130.1320,1.813794
130.2844,1.810058
130.4368,1.798596
130.5892,1.787329
130.7416,1.770115
130.8940,1.758663
131.0464,1.754292
131.1988,1.740536
131.3512,1.746264
131.5036,1.746392
131.6560,1.733081
131.8084,1.72946
131.9608,1.747017
132.1132,1.753654
132.2656,1.769713
132.4180,1.742516
132.5704,1.72026
132.7228,1.701829
132.8752,1.686894
133.0276,1.660159
133.1800,1.658501
133.3324,1.692143
133.4848,1.723645
133.6372,1.739111
133.7896,1.756578
133.9420,1.770556
134.0944,1.782705
134.2468,1.791971
134.3992,1.797936
134.5516,1.807775
134.7040,1.822601
134.8564,1.843001
135.0088,1.854622
135.1612,1.871007
135.3136,1.858429
135.4660,1.841671
135.6184,1.812376
135.7708,1.798809
135.9232,1.774922
136.0756,1.757516
136.2280,1.728164
136.3804,1.71732
136.5328,1.710319
136.6852,1.704007
136.8376,1.703064
136.9900,1.709943
137.1424,1.721209
137.2948,1.755094
137.4472,1.765928
137.5996,1.776246
137.7520,1.785533
137.9044,1.795497
138.0568,1.805085
138.2092,1.817622
138.3616,1.809977
138.5140,1.807099
138.6664,1.802548
138.8188,1.821023
138.9712,1.829981
139.1236,1.823732
139.2760,1.797309
139.4284,1.758505
139.5808,1.735438
139.7332,1.731379
139.8856,1.741464
140.0380,1.748695
140.1904,1.755886
140.3428,1.786583
140.4952,1.812731
140.6476,1.806899
140.8000,1.786613
140.9524,1.771781
141.1048,1.74557
141.2572,1.741788
141.4096,1.745383
141.5620,1.782336
141.7144,1.800439
141.8668,1.828608
142.0192,1.830988
142.1716,1.831241
142.3240,1.838105
142.4764,1.829692
142.6288,1.811991
142.7812,1.796414
142.9336,1.771136
143.0860,1.72608
143.2384,1.705502
143.3908,1.684386
143.5432,1.668006
143.6956,1.669678
143.8480,1.686008
144.0004,1.708294
144.1528,1.738782
144.3052,1.751042
144.4576,1.755848
144.6100,1.764885
144.7624,1.771055
144.9148,1.771685
145.0672,1.762596
145.2196,1.759777
145.3720,1.75535
145.5244,1.768879
145.6768,1.796671
145.8292,1.793496
145.9816,1.813601
146.1340,1.824566
146.2864,1.829885
146.4388,1.83056
146.5912,1.814833
146.7436,1.806551
146.8960,1.817998
147.0484,1.807509
147.2008,1.820078
147.3532,1.821998
147.5056,1.820845
147.6580,1.818662
147.8104,1.813339
147.9628,1.808978
148.1152,1.805625
148.2676,1.783704
148.4200,1.778843
148.5724,1.783517
148.7248,1.78805
148.8772,1.787128
149.0296,1.781671
149.1820,1.788828
149.3344,1.793157
149.4868,1.777063
149.6392,1.761608
149.7916,1.74753
149.9440,1.731838
150.0964,1.7156
150.2488,1.728608
150.4012,1.713348
150.5536,1.69907
150.7060,1.697342
150.8584,1.695456
151.0108,1.663842
151.1632,1.676278
151.3156,1.689206
151.4680,1.706597
151.6204,1.728195
151.7728,1.733866
151.9252,1.746438
152.0776,1.76906
152.2300,1.768236
152.3824,1.776245
152.5348,1.763329
152.6872,1.760687
152.8396,1.760901
152.9920,1.755176
153.1444,1.755081
153.2968,1.746503
153.4492,1.747019
153.6016,1.762116
153.7540,1.760158
153.9064,1.755301
154.0588,1.748365
154.2112,1.728333
154.3636,1.725483
154.5160,1.72221
154.6684,1.715255
154.8208,1.727187
154.9732,1.754334
155.1256,1.754453
155.2780,1.748626
155.4304,1.725549
155.5828,1.693362
155.7352,1.645447
155.8876,1.610751
156.0400,1.574207
156.1924,1.555674
156.3448,1.557632
156.4972,1.562108
156.6496,1.547305
156.8020,1.576855
156.9544,1.587817
157.1068,1.613065
157.2592,1.663112
157.4116,1.648743
157.5640,1.642365
157.7164,1.660999
157.8688,1.685459
158.0212,1.648309
158.1736,1.645915
158.3260,1.640738
158.4784,1.652186
158.6308,1.654744
158.7832,1.64628
158.9356,1.61789
159.0880,1.613899
159.2404,1.599734
159.3928,1.591879
159.5452,1.583067
159.6976,1.571041
159.8500,1.5679
160.0024,1.560085
160.1548,1.553126
160.3072,1.544846
160.4596,1.529072
160.6120,1.549501
160.7644,1.578849
160.9168,1.620384
161.0692,1.662016
161.2216,1.677053
161.3740,1.676529
161.5264,1.665765
161.6788,1.64119
161.8312,1.648675
161.9836,1.641685
162.1360,1.612551
162.2884,1.596178
162.4408,1.579224
162.5932,1.550513
162.7456,1.530259
162.8980,1.51103
163.0504,1.517352
163.2028,1.516649
163.3552,1.53035
163.5076,1.551592
163.6600,1.558767
163.8124,1.573164
163.9648,1.582657
164.1172,1.57916
164.2696,1.56706
164.4220,1.557915
164.5744,1.545728
164.7268,1.549698
164.8792,1.565562
165.0316,1.578318
165.1840,1.608997
165.3364,1.578374
165.4888,1.542597
165.6412,1.554125
165.7936,1.584116
165.9460,1.602403
166.0984,1.630013
166.2508,1.661278
166.4032,1.686984
166.5556,1.690258
166.7080,1.677368
166.8604,1.642628
167.0128,1.616802
167.1652,1.602648
167.3176,1.602814
167.4700,1.605916
167.6224,1.651342
167.7748,1.680647
167.9272,1.716643
168.0796,1.739232
168.2320,1.751121
168.3844,1.735914
168.5368,1.708255
168.6892,1.684707
168.8416,1.687885
168.9940,1.683578
169.1464,1.702075
169.2988,1.714231
169.4512,1.738123
169.6036,1.76157
169.7560,1.785695
169.9084,1.792646
170.0608,1.788096
170.2132,1.769511
170.3656,1.722731
170.5180,1.701321
170.6704,1.702921
170.8228,1.711388
170.9752,1.712732
171.1276,1.753589
171.2800,1.760735
171.4324,1.78225
171.5848,1.79994
171.7372,1.82443
171.8896,1.820146
172.0420,1.810877
172.1944,1.792514
172.3468,1.786148
172.4992,1.782978
172.6516,1.783711
172.8040,1.759249
172.9564,1.764622
173.1088,1.763983
173.2612,1.762708
173.4136,1.78305
173.5660,1.781182
173.7184,1.779922
173.8708,1.786547
174.0232,1.788764
174.1756,1.794456
174.3280,1.79872
174.4804,1.802546
174.6328,1.819276
174.7852,1.82854
174.9376,1.831439
175.0900,1.834627
175.2424,1.82705
175.3948,1.804344
175.5472,1.784326
175.6996,1.775466
175.8520,1.759478
176.0044,1.756197
176.1568,1.752022
176.3092,1.754719
176.4616,1.755008
176.6140,1.755875
176.7664,1.750167
176.9188,1.749204
177.0712,1.728267
177.2236,1.724308
177.3760,1.717639
177.5284,1.679408
177.6808,1.639836
177.8332,1.636877
177.9856,1.606346
178.1380,1.612779
178.2904,1.639266
178.4428,1.670647
178.5952,1.704338
178.7476,1.743893
178.9000,1.733425
179.0524,1.734933
179.2048,1.738564
179.3572,1.751291
179.5096,1.746001
179.6620,1.747381
179.8144,1.754179
179.9668,1.754851
180.1192,1.749413
180.2716,1.741312
180.4240,1.716281
180.5764,1.689029
180.7288,1.645894
180.8812,1.624616
181.0336,1.615501
181.1860,1.599144
181.3384,1.612599
181.4908,1.610596
181.6432,1.611578
181.7956,1.625376
181.9480,1.632308
182.1004,1.619484
182.2528,1.641297
182.4052,1.628606
182.5576,1.629994
182.7100,1.633988
182.8624,1.637978
183.0148,1.642296
183.1672,1.663611
183.3196,1.748326
183.4720,1.753263
183.6244,1.769107
183.7768,1.726469
183.9292,1.747394
184.0816,1.774023
184.2340,1.781574
184.3864,1.770667
184.5388,1.776952
184.6912,1.781962
184.8436,1.770144
184.9960,1.770614
185.1484,1.77583
185.3008,1.758853
185.4532,1.732385
185.6056,1.713355
185.7580,1.686863
185.9104,1.660626
186.0628,1.641382
186.2152,1.618007
186.3676,1.622105

