#HOLE:,U1520B,,
#EXPEDITION:,372,,
#TOP:,0.1079,,
#BOTTOM:,752.0498,,
DEPTH_LSF,DHAP,DHAT,ECD
m,psi,degC,g/cm3
78.7463,5341.093968,2,2.097162
78.8987,5340.010534,2,2.081959
79.0511,5341.231754,2,2.089559
79.2035,5340.010534,2,2.071364
79.3559,5343.00992,2,2.097332
79.5083,5344.009232,2,2.101774
79.6607,5344.009232,2,2.097485
79.8131,5344.009232,2,2.094554
79.9655,5344.009232,2,2.091858
80.1179,5343.00992,2,2.075087
80.2703,5343.00992,2,2.07066
80.4227,5345.008544,2,2.085839
80.5751,5346.009306,2,2.090678
80.7276,5343.00847,2,2.056941
80.88,5339.012673,2,2.015532
81.0324,5344.004881,2,2.060142
81.1848,5350.008004,2,2.113909
81.3372,5346.009306,2,2.068463
81.4896,5352.008078,2,2.120915
81.642,5345.015796,2,2.051489
81.7944,5349.007242,2,2.085
81.9468,5350.009454,2,2.089397
82.0992,5348.00938,2,2.067256
82.2516,5350.008004,2,2.082917
82.404,5348.01083,2,2.059601
82.5564,5355.007464,2,2.121312
82.7088,5349.010142,2,2.059462
82.8612,5348.01083,2,2.045575
83.0136,5350.008004,2,2.060029
83.166,5350.009454,2,2.056028
83.3184,5350.009454,2,2.05411
83.4708,5352.010979,2,2.067138
83.6232,5355.007464,2,2.089397
83.7756,5352.010979,2,2.058704
83.928,5354.009602,2,2.074174
84.0804,5352.009528,2,2.051394
84.2328,5353.00884,2,2.056589
84.3852,5344.016484,2,1.970252
84.5376,5347.008618,2,1.994882
84.69,5346.009306,2,1.97928
84.8424,5348.00938,2,1.993018
84.9948,5348.00938,2,1.991058
85.1472,5348.00938,2,1.987547
85.2996,5348.00938,2,1.982126
85.452,5347.010068,2,1.969511
85.6044,5351.005865,2,2.000642
85.7568,5351.010216,2,1.996911
85.9092,5355.008914,2,2.028596
86.0616,5353.00884,2,2.007159
86.214,5351.011667,2,1.985604
86.3664,5353.00884,2,1.999376
86.5188,5352.010979,2,1.98638
86.6712,5353.01029,2,1.991562
86.8236,5350.009454,2,1.961645
86.976,5350.009454,2,1.957528
87.1284,5349.010142,2,1.944928
87.2808,5352.009528,2,1.968229
87.4332,5353.00884,2,1.973458
87.5856,5349.014493,2,1.933822
87.738,5351.008766,2,1.949386
87.8904,5353.00884,2,1.962407
88.0428,5354.009602,2,1.966515
88.1952,5351.013117,2,1.93778
88.3476,5352.009528,2,1.942049
88.5,5355.008914,2,1.964403
88.6524,5353.01029,2,1.944838
88.8048,5352.008078,2,1.930719
88.9572,5350.010904,2,1.910135
89.1096,5351.008766,2,1.915413
89.262,5353.01029,2,1.928761
89.4144,5353.01029,2,1.926969
89.5668,5355.007464,2,1.938991
89.7192,5349.013043,2,1.885426
89.8716,5351.008766,2,1.898794
90.024,5351.010216,2,1.89392
90.1764,5354.006701,2,1.915815
90.3288,5356.008226,2,1.929139
90.4812,5363.00776,2,1.985181
90.6336,5355.010364,2,1.914742
90.786,5355.011815,2,1.91122
90.9384,5359.006161,2,1.940376
91.0908,5357.010438,2,1.92113
91.2432,5357.008988,2,1.917533
91.3956,5361.009136,2,1.948806
91.548,5359.011963,2,1.926996
91.7004,5359.009062,2,1.923589
91.8528,5356.009676,2,1.894946
92.0052,5355.010364,2,1.884306
92.1576,5357.007538,2,1.896433
92.31,5356.009676,2,1.885133
92.4624,5355.010364,2,1.872745
92.6148,5358.00975,2,1.894961
92.7672,5360.008374,2,1.908928
92.9196,5359.010512,2,1.896041
93.072,5355.011815,2,1.861
93.2244,5357.008988,2,1.874678
93.3768,5357.008988,2,1.869282
93.5292,5357.008988,2,1.866223
93.6816,5361.007686,2,1.895462
93.834,5361.009136,2,1.891837
93.9864,5361.009136,2,1.889655
94.1388,5362.008448,2,1.893502
94.2912,5361.010586,2,1.883583
94.4436,5361.009136,2,1.879493
94.596,5362.009898,2,1.883749
94.7484,5361.010586,2,1.874022
94.9008,5362.008448,2,1.878127
95.0532,5361.010586,2,1.867558
95.2056,5362.009898,2,1.870788
95.358,5360.011275,2,1.851461
95.5104,5363.006309,2,1.871839
95.6628,5366.008596,2,1.892368
95.8152,5363.01066,2,1.866476
95.9676,5360.009824,2,1.8388
96.12,5364.005621,2,1.868044
96.2724,5363.01066,2,1.85612
96.4248,5364.008522,2,1.861785
96.5772,5365.009284,2,1.865931
96.7296,5363.01066,2,1.846639
96.882,5365.007834,2,1.858761
97.0344,5364.009972,2,1.848286
97.1868,5363.00921,2,1.837169
97.3392,5353.013191,2,1.755968
97.4916,5366.996305,2,1.86173
97.644,5367.009358,2,1.859862
97.7964,5363.01066,2,1.825629
97.9488,5365.009284,2,1.836905
98.1012,5364.009972,2,1.82629
98.2536,5370.005843,2,1.870064
98.406,5365.010734,2,1.828271
98.5584,5366.010046,2,1.832943
98.7108,5366.010046,2,1.829834
98.8632,5364.011423,2,1.811306
99.0156,5364.009972,2,1.808548
99.168,5363.00921,2,1.797305
99.3204,5365.009284,2,1.809881
99.4728,5365.009284,2,1.806492
99.6252,5367.009358,2,1.820336
99.7776,5369.009432,2,1.832423
