#HOLE:,U1528D
#EXPEDITION:,376
#TOP:,0.0229
#BOTTOM:,323.1109
DEPTH_WMSF,GR,ECGR
m,gAPI,gAPI
98.6257,33.21619,35.86449
98.7781,33.93961,36.6473
98.9305,32.49456,35.08936
99.0829,32.50762,35.09943
99.2353,34.42327,37.17171
99.3877,35.03659,37.86476
99.5401,32.07722,34.69849
99.6925,31.33807,33.84521
99.8449,29.64885,32.0655
99.9973,30.07359,32.77505
100.1497,29.2653,32.06579
100.3021,29.16509,31.93679
100.4545,29.52894,32.78502
100.6069,30.21968,33.58876
100.7593,32.09129,35.18595
100.9117,33.76566,37.00225
101.0641,36.09381,39.58075
101.2165,38.73014,42.54202
101.3689,39.74192,43.74327
101.5213,38.45728,42.23964
101.6737,35.3681,38.83821
101.8261,32.15741,35.32145
101.9785,30.82344,33.92361
102.1309,31.45696,34.68418
102.2833,32.99962,36.22059
102.4357,35.45537,38.72529
102.5881,37.5006,40.94323
102.7405,38.8129,42.64519
102.8929,37.78905,41.9966
103.0453,36.60252,40.45129
103.1977,35.79472,39.67438
103.3501,35.58835,40.16297
103.5025,34.59306,39.20803
103.6549,34.83286,39.50517
103.8073,35.54989,40.35171
103.9597,36.03738,40.64473
104.1121,37.54469,41.55877
104.2645,40.83403,44.79247
104.4169,42.24079,46.14568
104.5693,40.38572,43.74817
104.7217,35.96796,38.79307
104.8741,34.24368,36.98103
105.0265,32.48285,35.25577
105.1789,31.93522,34.66346
105.3313,31.3183,33.97845
105.4837,33.14523,35.85301
105.6361,36.51755,39.35568
105.7885,41.02821,44.22539
105.9409,46.11201,49.55823
106.0933,47.6848,51.09058
106.2457,46.23722,49.53663
106.3981,42.67448,45.71486
106.5505,40.37157,43.25325
106.7029,39.2621,42.06767
106.8553,39.45858,42.27253
107.0077,40.46815,43.40468
107.1601,42.6651,45.78201
107.3125,42.58875,45.62101
107.4649,43.21366,46.26835
107.6173,43.52113,46.56625
107.7697,48.07124,51.41086
107.9221,51.78012,55.3774
108.0745,52.0901,55.71236
108.2269,45.21653,48.36585
108.3793,39.73974,42.50233
108.5317,37.86892,40.50264
108.6841,39.15163,41.91099
108.8365,37.43275,40.12608
108.9889,37.90939,40.69498
109.1413,39.86233,42.85883
109.2937,42.8353,46.1036
109.4461,41.08876,44.24876
109.5985,38.43304,41.38879
109.7509,38.0645,40.99192
109.9033,38.1586,41.09915
110.0557,37.66813,40.57278
110.2081,34.26425,37.17684
110.3605,30.31472,33.05242
110.5129,27.15442,29.32475
110.6653,27.3761,29.57685
110.8177,31.56951,34.36324
110.9701,34.20309,37.41228
111.1225,34.10644,37.13569
111.2749,32.67375,35.52874
111.4273,33.72575,36.70669
111.5797,34.84355,37.82059
111.7321,35.42382,38.39909
111.8845,35.88455,38.8668
112.0369,35.84341,38.80845
112.1893,36.23182,39.14641
112.3417,37.30902,40.21127
112.4941,39.11525,42.16127
112.6465,40.41359,43.56111
112.7989,40.10481,43.22454
112.9513,38.76746,41.78315
113.1037,39.43806,42.43144
113.2561,42.83574,45.97104
113.4085,45.39481,48.63164
113.5609,44.83286,47.97882
113.7133,44.55298,47.70301
113.8657,47.51876,50.92147
114.0181,52.83111,56.65142
114.1705,55.46202,59.48224
114.3229,53.38314,57.29693
114.4753,49.21614,52.88688
114.6277,46.93423,50.43628
114.7801,45.95626,49.37657
114.9325,44.86883,48.20864
115.0849,43.40936,46.65477
115.2373,41.68913,44.84358
115.3897,40.05616,43.13543
115.5421,37.76339,40.71921
115.6945,38.18945,41.2133
115.8469,41.72585,45.03745
115.9993,43.52247,46.89241
116.1517,43.09386,46.35479
116.3041,41.96937,45.15258
116.4565,43.27858,46.58524
116.6089,47.64374,51.32644
116.7613,51.48449,55.5571
116.9137,51.88732,56.18077
117.0661,49.83854,54.19109
117.2185,47.62555,51.79399
117.3709,45.89359,49.83961
117.5233,44.23309,48.03168
117.6757,43.45394,47.36034
117.8281,46.63741,50.70979
117.9805,51.00936,55.18239
118.1329,53.59726,58.00058
118.2853,50.90097,55.14301
118.4377,45.43503,49.29023
118.5901,40.49371,43.9787
118.7425,39.25318,42.65269
118.8949,38.73447,42.1022
119.0473,37.53082,40.80804
119.1997,36.68625,39.91926
119.3521,40.38794,44.00332
119.5045,44.20815,48.23247
119.6569,46.08519,50.42527
119.8093,45.11836,49.58746
119.9617,43.89952,48.4705
120.1141,43.11401,47.73103
120.2665,40.74796,45.16283
120.4189,40.344,44.75571
120.5713,41.16365,45.72886
120.7237,42.51939,47.30915
120.8761,42.51697,47.37369
121.0285,42.99092,47.95804
121.1809,42.90643,47.92177
121.3333,41.00834,45.71294
