#HOLE:,U1528D
#EXPEDITION:,376
#TOP:,60.9829
#BOTTOM:,331.6453
DEPTH_WMSF,LCAL
m,in
143.4313,10.85759
143.5837,10.85593
143.7361,10.87291
143.8885,10.88869
144.0409,10.92153
144.1933,10.94091
144.3457,10.96323
144.4981,11.06044
144.6505,11.13575
144.8029,11.15457
144.9553,11.15826
145.1077,11.15538
145.2601,11.15946
145.4125,11.23711
145.5649,11.37562
145.7173,11.29411
145.8697,11.18638
146.0221,11.17071
146.1745,11.15321
146.3269,11.10576
146.4793,11.06242
146.6317,11.038
146.7841,11.03588
146.9365,11.02035
147.0889,11.01392
147.2413,11.35862
147.3937,11.22793
147.5461,11.19375
147.6985,11.22735
147.8509,11.25805
148.0033,11.3603
148.1557,11.59327
148.3081,11.43432
148.4605,11.41572
148.6129,11.52669
148.7653,11.61107
148.9177,11.60051
149.0701,11.61168
149.2225,11.65433
149.3749,11.78956
149.5273,12.02508
149.6797,13.13813
149.8321,14.72921
149.9845,14.86518
150.1369,14.59083
150.2893,14.56623
150.4417,14.72551
150.5941,13.01627
150.7465,12.36492
150.8989,12.71154
151.0513,12.92369
151.2037,14.2103
151.3561,13.80552
151.5085,12.30547
151.6609,12.28039
151.8133,12.12207
151.9657,12.09804
152.1181,12.01948
152.2705,12.00818
152.4229,11.92972
152.5753,11.89751
152.7277,12.06253
152.8801,11.82875
153.0325,11.82874
153.1849,11.82901
153.3373,11.8334
153.4897,11.83315
153.6421,11.82468
153.7945,11.87055
153.9469,13.06105
154.0993,12.94142
154.2517,12.98132
154.4041,11.8462
154.5565,11.78149
154.7089,11.77795
154.8613,11.76919
155.0137,11.71084
155.1661,11.69496
155.3185,11.7056
155.4709,11.81281
155.6233,11.87548
155.7757,12.04994
155.9281,12.30346
156.0805,12.29074
156.2329,12.16094
156.3853,12.17204
156.5377,12.18385
156.6901,12.109
156.8425,12.05066
156.9949,11.99334
157.1473,11.9008
157.2997,11.74613
157.4521,11.95778
157.6045,12.18445
157.7569,12.36109
157.9093,12.44895
158.0617,12.51276
158.2141,12.37931
158.3665,11.77284
158.5189,11.9593
158.6713,13.05325
158.8237,13.60738
158.9761,13.6097
159.1285,13.54901
159.2809,13.08219
159.4333,12.30392
159.5857,12.05582
159.7381,12.21276
159.8905,12.33843
160.0429,12.42353
160.1953,12.19591
160.3477,12.18556
160.5001,12.18752
160.6525,12.19344
160.8049,12.23074
160.9573,12.18336
161.1097,11.74619
161.2621,11.38998
161.4145,11.21977
161.5669,11.11536
161.7193,10.99413
161.8717,10.88049
162.0241,10.83337
162.1765,10.67496
162.3289,10.6028
162.4813,10.61815
162.6337,10.61747
162.7861,10.6135
162.9385,10.61776
163.0909,10.65807
163.2433,10.74488
163.3957,10.7716
163.5481,10.76739
163.7005,10.77981
163.8529,10.76906
164.0053,10.76715
164.1577,10.78886
164.3101,10.77458
164.4625,10.76715
164.6149,10.77793
164.7673,10.79602
164.9197,10.80747
165.0721,10.87297
165.2245,11.00333
165.3769,10.98448
165.5293,11.01212
165.6817,11.17264
165.8341,11.19518
165.9865,11.08526
166.1389,10.99155
166.2913,11.01593
166.4437,11.08903
166.5961,10.83516
166.7485,10.73977
166.9009,10.71008
167.0533,10.69767
167.2057,10.799
167.3581,10.83388
167.5105,10.86027
167.6629,10.86516
167.8153,10.85487
167.9677,11.18511
168.1201,11.86862
168.2725,11.94536
168.4249,11.48599
168.5773,11.17508
168.7297,11.45824
168.8821,11.20451
169.0345,10.88295
169.1869,10.92721
169.3393,11.06511
169.4917,11.05765
169.6441,10.93009
169.7965,10.88234
169.9489,10.88618
170.1013,10.88066
170.2537,10.88281
170.4061,10.85929
170.5585,10.72613
170.7109,10.7199
170.8633,10.66275
171.0157,10.65547
171.1681,10.66
171.3205,10.6556
171.4729,10.65973
171.6253,10.65587
171.7777,10.66307
171.9301,10.67894
172.0825,10.66149
172.2349,10.69301
172.3873,10.71128
172.5397,10.71128
172.6921,10.71549
172.8445,10.7391
172.9969,10.77887
173.1493,10.82324
173.3017,10.88749
173.4541,11.21641
173.6065,12.16047
173.7589,12.99098
173.9113,13.11979
174.0637,12.44442
174.2161,11.828
174.3685,11.22714
174.5209,11.07745
174.6733,11.16758
174.8257,11.01971
174.9781,10.83496
175.1305,10.79398
175.2829,10.86889
175.4353,11.17878
175.5877,11.51919
175.7401,11.37707
175.8925,12.12288
176.0449,12.41486
176.1973,11.79949
176.3497,11.16151
176.5021,10.89808
176.6545,10.91983
176.8069,10.90446
176.9593,10.93165
177.1117,10.94603
177.2641,10.97138
177.4165,11.03721
177.5689,11.03089
177.7213,11.01164
177.8737,11.01594
178.0261,10.98456
178.1785,10.89993
178.3309,10.81582
178.4833,10.80708
178.6357,10.86823
178.7881,10.87677
178.9405,10.87876
179.0929,10.89553
179.2453,10.91695
179.3977,10.9228
179.5501,10.90961
179.7025,10.89925
179.8549,10.92192
180.0073,10.93787
180.1597,10.97685
180.3121,11.00471
180.4645,11.00927
180.6169,11.0347
180.7693,11.06889
180.9217,11.1177
181.0741,11.22883
181.2265,11.35136
181.3789,11.4126
181.5313,11.44999
181.6837,11.48077
181.8361,11.49551
181.9885,11.49481
182.1409,11.5036
182.2933,11.54132
182.4457,11.58125
182.5981,11.58786
182.7505,11.58112
182.9029,11.58471
183.0553,11.58315
183.2077,11.58197
183.3601,11.61717
183.5125,11.64976
183.6649,11.66003
183.8173,11.6647
183.9697,11.66219
184.1221,11.66835
184.2745,11.69949
184.4269,11.97775
184.5793,12.30174
184.7317,12.02941
184.8841,11.8923
185.0365,11.8576
185.1889,11.85203
185.3413,11.8573
185.4937,11.85325
185.6461,11.84822
185.7985,11.86646
185.9509,11.86681
186.1033,11.78882
186.2557,11.64098
186.4081,11.60677
186.5605,11.60917
186.7129,11.61384
186.8653,11.70155
187.0177,11.82827
187.1701,11.86334
187.3225,11.84193
187.4749,12.0435
187.6273,11.90306
187.7797,11.91213
187.9321,11.81916
188.0845,11.80957
188.2369,11.7689
188.3893,11.75528
188.5417,11.72097
188.6941,11.98035
188.8465,11.72492
188.9989,11.70216
189.1513,11.66489
189.3037,11.63558
189.4561,11.63746
189.6085,11.63355
189.7609,11.66769
189.9133,11.62711
190.0657,11.45685
190.2181,11.27204
190.3705,11.19928
190.5229,11.17789
190.6753,11.17246
190.8277,11.17223
190.9801,11.1633
191.1325,11.2167
191.2849,11.25481
191.4373,11.18826
191.5897,11.19528
191.7421,11.25023
191.8945,11.26055
192.0469,11.2561
192.1993,11.25143
192.3517,11.26065
192.5041,11.26256
192.6565,11.28965
192.8089,11.54497
192.9613,11.57771
193.1137,11.60984
193.2661,11.60525
193.4185,11.60668
193.5709,11.66799
193.7233,11.74508
193.8757,11.74976
194.0281,11.75425
194.1805,11.75466
194.3329,11.76555
194.4853,11.80861
194.6377,11.86153
194.7901,11.79308
194.9425,11.86714
195.0949,11.73553
195.2473,11.54302
195.3997,11.53179
195.5521,11.67532
195.7045,11.91488
195.8569,12.16584
196.0093,11.95679
196.1617,12.53167
196.3141,12.57513
196.4665,12.58965
196.6189,12.5997
196.7713,12.51024
196.9237,12.23409
197.0761,12.27907
197.2285,12.49588
197.3809,12.87947
197.5333,12.73385
197.6857,12.43734
197.8381,12.42473
197.9905,12.42473
198.1429,12.42473
198.2953,12.42553
198.4477,12.52568
198.6001,12.65732
198.7525,13.10463
198.9049,12.79008
199.0573,12.62227
199.2097,12.60632
199.3621,12.61028
199.5145,12.61097
199.6669,12.67108
199.8193,12.63434
199.9717,12.52094
200.1241,12.63111
200.2765,12.69419
200.4289,12.51494
200.5813,12.44031
200.7337,12.44335
200.8861,12.32632
201.0385,12.2289
201.1909,12.15076
201.3433,11.93304
201.4957,11.94671
201.6481,12.32517
201.8005,12.60991
201.9529,12.21837
202.1053,11.71956
202.2577,11.72297
202.4101,11.72531
202.5625,11.717
202.7149,11.79086
202.8673,11.869
203.0197,11.76388
203.1721,11.78536
203.3245,11.82687
203.4769,11.81943
203.6293,11.85012
203.7817,11.94016
203.9341,12.04512
204.0865,12.11146
204.2389,12.17322
204.3913,12.06559
204.5437,12.32034
204.6961,12.22955
204.8485,12.1395
205.0009,12.19111
205.1533,12.23669
205.3057,12.32675
205.4581,12.40163
205.6105,12.40581
205.7629,12.40563
205.9153,12.45038
206.0677,12.56352
206.2201,12.58405
206.3725,12.60563
206.5249,12.61109
206.6773,12.60336
206.8297,12.64787
206.9821,12.80645
207.1345,13.05465
207.2869,13.23997
207.4393,13.16427
207.5917,13.05773
207.7441,12.96687
207.8965,12.88897
208.0489,12.94957
208.2013,12.87634
208.3537,12.7938
208.5061,12.77195
208.6585,12.6765
208.8109,12.50301
208.9633,12.40702
209.1157,12.38156
209.2681,12.37872
209.4205,12.37311
209.5729,12.24572
209.7253,12.12239
209.8777,12.11277
210.0301,12.09378
210.1825,12.06475
210.3349,12.01561
210.4873,11.98374
210.6397,11.98502
210.7921,11.92068
210.9445,11.91668
211.0969,11.92924
211.2493,11.90636
211.4017,11.92374
211.5541,11.9907
211.7065,12.04557
211.8589,12.05349
212.0113,12.05572
212.1637,12.09434
212.3161,12.16368
212.4685,11.94136
212.6209,11.97022
212.7733,11.96624
212.9257,11.91256
213.0781,11.89831
213.2305,11.80993
213.3829,11.77539
213.5353,11.76122
213.6877,11.77475
213.8401,11.70043
213.9925,11.79546
214.1449,11.86671
214.2973,11.88452
214.4497,11.88029
214.6021,11.92151
214.7545,11.9719
214.9069,11.8344
215.0593,11.96531
215.2117,12.06835
215.3641,12.08404
215.5165,12.09321
215.6689,12.11473
215.8213,12.1417
215.9737,12.14934
216.1261,12.16563
216.2785,12.22994
216.4309,12.32585
216.5833,12.41933
216.7357,12.417
216.8881,12.41076
217.0405,12.3934
217.1929,12.34667
217.3453,12.29499
217.4977,12.22176
217.6501,12.21888
217.8025,11.99233
217.9549,11.93618
218.1073,11.96645
218.2597,11.95566
218.4121,11.92151
218.5645,11.89773
218.7169,11.88588
218.8693,11.81986
219.0217,11.63307
219.1741,11.36106
219.3265,11.18745
219.4789,11.13498
219.6313,11.11862
219.7837,11.13195
219.9361,11.1591
220.0885,11.19936
220.2409,11.24388
220.3933,11.27485
220.5457,11.27949
220.6981,11.31276
220.8505,11.35625
221.0029,11.37814
221.1553,11.61095
221.3077,11.92656
221.4601,12.23704
221.6125,12.14002
221.7649,12.22034
221.9173,12.40602
222.0697,12.24865
222.2221,11.79254
222.3745,11.85331
222.5269,12.12917
222.6793,12.40405
222.8317,12.40488
222.9841,11.67373
223.1365,11.63894
223.2889,11.41085
223.4413,11.02976
223.5937,11.04494
223.7461,11.02789
223.8985,11.02815
224.0509,11.03333
224.2033,11.05213
224.3557,11.02797
224.5081,11.03714
224.6605,11.05995
224.8129,11.59814
224.9653,12.27122
225.1177,12.54685
225.2701,12.93094
225.4225,12.99419
225.5749,12.91918
225.7273,12.70243
225.8797,12.04242
226.0321,11.61935
226.1845,11.10582
226.3369,11.01303
226.4893,11.01023
226.6417,11.16133
226.7941,11.42852
226.9465,11.41471
227.0989,11.27852
227.2513,11.26453
227.4037,11.27663
227.5561,11.25959
227.7085,11.24827
227.8609,11.22843
228.0133,11.21879
228.1657,11.23913
228.3181,11.30807
228.4705,11.10695
228.6229,10.77727
228.7753,10.64755
228.9277,10.64908
229.0801,10.6554
229.2325,10.653
229.3849,10.65075
229.5373,10.65301
229.6897,10.65103
229.8421,10.64397
229.9945,10.63939
230.1469,10.64073
230.2993,10.64228
230.4517,10.64044
230.6041,10.64257
230.7565,10.63508
230.9089,10.63212
231.0613,10.62366
231.2137,10.74662
231.3661,11.1364
231.5185,11.46628
231.6709,11.3773
231.8233,10.96584
231.9757,10.87483
232.1281,10.9521
232.2805,10.99276
232.4329,10.90085
232.5853,10.887
232.7377,10.7915
232.8901,10.82542
233.0425,10.84841
233.1949,10.78759
233.3473,10.7886
233.4997,10.78577
233.6521,10.78947
233.8045,10.80375
233.9569,10.83237
234.1093,10.87435
234.2617,10.921
234.4141,10.90523
234.5665,10.75611
234.7189,10.61875
234.8713,10.60913
235.0237,10.6151
235.1761,10.6158
235.3285,10.62823
235.4809,10.62086
235.6333,10.62012
235.7857,10.62478
235.9381,10.63143
236.0905,10.63279
236.2429,10.66148
236.3953,10.75484
236.5477,10.87086
236.7001,10.9374
236.8525,10.93273
237.0049,10.92943
237.1573,10.92925
237.3097,10.93424
237.4621,10.94772
237.6145,10.98513
237.7669,11.09808
237.9193,11.08623
238.0717,11.11379
238.2241,11.64645
238.3765,11.83527
238.5289,11.67131
238.6813,11.83797
238.8337,11.85369
238.9861,11.56462
239.1385,11.23927
239.2909,11.14605
239.4433,11.13389
239.5957,11.19542
239.7481,11.32605
239.9005,11.43676
240.0529,11.45403
240.2053,11.44936
240.3577,11.45144
240.5101,11.45626
240.6625,11.45324
240.8149,11.37809
240.9673,11.24785
241.1197,11.17711
241.2721,11.17901
241.4245,11.18166
241.5769,11.15135
241.7293,11.13498
241.8817,11.13732
242.0341,11.17483
242.1865,11.25659
242.3389,11.21519
242.4913,11.08764
242.6437,10.99176
242.7961,10.91553
242.9485,10.86887
243.1009,10.85112
243.2533,10.87496
243.4057,10.90985
243.5581,10.91571
243.7105,10.90194
243.8629,10.89752
244.0153,10.98375
244.1677,11.00361
244.3201,11.01048
244.4725,11.19988
244.6249,11.68104
244.7773,13.01732
244.9297,14.07478
245.0821,13.81155
245.2345,13.26203
245.3869,13.2811
245.5393,13.41979
245.6917,12.69719
245.8441,11.52331
245.9965,11.01088
246.1489,11.07665
246.3013,11.04496
246.4537,11.0514
246.6061,11.27537
246.7585,11.37997
246.9109,11.39677
247.0633,11.57776
247.2157,11.79925
247.3681,11.5769
247.5205,11.11325
247.6729,10.89188
247.8253,10.94097
247.9777,11.02425
248.1301,11.07436
248.2825,11.11676
248.4349,11.0867
248.5873,11.22545
248.7397,11.44051
248.8921,11.3836
249.0445,11.01056
249.1969,10.83035
249.3493,11.1393
249.5017,11.42351
249.6541,11.54111
249.8065,11.38267
249.9589,11.25984
250.1113,11.25688
250.2637,11.2202
250.4161,11.13476
250.5685,11.06741
250.7209,10.97107
250.8733,10.89784
251.0257,10.87779
251.1781,10.86846
251.3305,10.86783
251.4829,10.87152
251.6353,10.91448
251.7877,10.84582
251.9401,10.7875
252.0925,10.78872
252.2449,10.82291
252.3973,10.81499
252.5497,10.85917
252.7021,10.88989
252.8545,10.92706
253.0069,10.93974
253.1593,10.93477
253.3117,10.94382
253.4641,10.93966
253.6165,10.93477
253.7689,10.95607
253.9213,11.06505
254.0737,11.17757
254.2261,11.22177
254.3785,11.22503
254.5309,11.2389
254.6833,11.23434
254.8357,11.15358
254.9881,11.10701
255.1405,11.52114
255.2929,11.68241
255.4453,11.16133
255.5977,10.78834
255.7501,10.70311
255.9025,10.68948
256.0549,10.688
256.2073,10.69118
256.3597,10.69265
256.5121,10.69906
256.6645,10.67945
256.8169,10.6597
256.9693,10.67481
257.1217,10.64766
257.2741,10.58659
257.4265,10.57998
257.5789,10.57575
257.7313,10.56832
257.8837,10.5768
258.0361,10.57102
258.1885,10.61654
258.3409,10.70306
258.4933,10.73323
258.6457,10.41463
258.7981,10.24414
258.9505,10.22369
259.1029,10.29295
259.2553,10.44489
259.4077,10.51609
259.5601,10.52503
259.7125,10.52843
259.8649,10.52628
260.0173,10.54552
260.1697,10.57693
260.3221,10.50318
260.4745,10.47381
260.6269,10.52213
260.7793,10.54592
260.9317,10.54137
261.0841,10.54596
261.2365,10.56924
261.3889,10.57625
261.5413,10.59378
261.6937,10.62414
261.8461,10.68499
261.9985,10.81496
262.1509,10.91113
262.3033,11.00103
262.4557,11.01258
262.6081,10.95939
262.7605,10.97981
262.9129,10.99781
263.0653,11.01431
263.2177,11.00779
263.3701,11.06946
263.5225,11.15342
263.6749,11.19032
263.8273,11.25715
263.9797,11.56521
264.1321,11.71632
264.2845,11.36733
264.4369,11.48099
264.5893,11.64641
264.7417,11.45098
264.8941,11.30269
265.0465,11.27195
265.1989,11.17389
265.3513,11.40818
265.5037,11.71985
265.6561,11.12411
265.8085,11.01395
265.9609,10.86366
266.1133,10.81554
266.2657,10.81746
266.4181,10.81461
266.5705,10.77602
266.7229,10.76715
266.8753,10.83903
267.0277,11.10572
267.1801,11.12874
267.3325,11.87041
267.4849,11.81714
267.6373,11.53527
267.7897,11.59135
267.9421,11.41906
268.0945,11.42709
268.2469,11.74577
268.3993,11.8217
268.5517,11.65383
268.7041,11.59209
268.8565,11.66819
269.0089,11.76999
269.1613,13.58808
269.3137,14.30502
269.4661,14.21911
269.6185,13.71906
269.7709,13.17464
269.9233,11.66111
270.0757,11.43195
270.2281,11.4653
270.3805,11.4623
270.5329,11.27828
270.6853,11.11154
270.8377,10.86526
270.9901,11.02723
271.1425,11.15648
