#HOLE:,U1528D
#EXPEDITION:,376
#TOP:,83.7657
#BOTTOM:,325.0149
DEPTH_WMSF,HSGR,HCGR,HFK,HTHO,HURA,HBHK
m,gAPI,gAPI,%,ppm,ppm,%
113.9409,38.38526,24.59135,1.061612,1.667577,1.808288,0.0375
114.0933,40.32321,26.28015,1.103286,1.964973,1.822659,0.0375
114.2457,40.60805,27.13426,1.123301,2.12161,1.77825,0.0375
114.3981,42.73482,29.57153,1.18253,2.556162,1.73544,0.0375
114.5505,42.39297,29.19382,1.139604,2.68643,1.794661,0.0375
114.7029,40.87067,29.45397,1.093374,3.040518,1.583385,0.0375
114.8553,38.59198,28.77947,1.01258,3.297348,1.36282,0.0375
115.0077,37.96095,29.10316,1.014768,3.388327,1.242344,0.0375
115.1601,38.75668,30.75605,1.093932,3.454723,1.102713,0.0375
115.3125,38.71428,30.51462,1.098218,3.352245,1.071052,0.0375
115.4649,39.95105,32.14862,1.14305,3.61358,0.9517816,0.0375
115.6173,41.8614,34.95794,1.236682,3.965981,0.8068486,0.0375
115.7697,43.69227,37.12737,1.32131,4.165964,0.7405172,0.0375
115.9221,43.73943,36.55136,1.305089,4.076304,0.8029143,0.0375
116.0745,43.41051,36.91478,1.303246,4.20363,0.7431253,0.0375
116.2269,45.15048,39.53725,1.376603,4.614875,0.6081759,0.0375
116.3793,46.56775,40.54881,1.397428,4.81728,0.589264,0.0375
116.5317,46.76295,40.44508,1.375781,4.91082,0.6029392,0.0375
116.6841,45.11165,38.94695,1.323666,4.735733,0.575691,0.0375
116.8365,44.85021,38.24903,1.26298,4.867336,0.6851289,0.0375
116.9889,45.36795,38.4867,1.249865,5.020332,0.7369649,0.0375
117.1413,45.25916,36.92164,1.203307,4.791225,0.9467974,0.0375
117.2937,45.03106,35.81547,1.169261,4.635982,1.101218,0.0375
117.4461,44.89782,34.3685,1.133898,4.379197,1.284665,0.0375
117.5985,44.19788,33.22672,1.088081,4.281423,1.419716,0.0375
117.7509,44.28476,31.51802,1.05589,3.922135,1.678102,0.0375
117.9033,43.03538,29.3761,1.004516,3.53626,1.850468,0.0375
118.0557,43.69074,28.88456,1.020059,3.287693,1.999975,0.0375
118.2081,43.74472,26.90872,0.9872534,2.846331,2.226774,0.0375
118.3605,44.0508,25.69068,0.9373038,2.748283,2.395551,0.0375
118.5129,42.02184,25.0456,0.923874,2.620116,2.178609,0.0375
118.6653,38.13258,22.83147,0.840571,2.398054,1.985097,0.0375
118.8177,34.8344,21.66757,0.7512838,2.54771,1.72208,0.0375
118.9701,33.27359,21.10765,0.6901091,2.726426,1.57294,0.0375
119.1225,32.43367,21.37247,0.6887775,2.81919,1.437564,0.0375
119.2749,33.86417,22.0875,0.6931029,3.023142,1.449592,0.0375
119.4273,36.72887,24.70542,0.7397114,3.58962,1.493431,0.0375
119.5797,39.1139,27.87321,0.820873,4.130121,1.293217,0.0375
119.7321,39.56786,27.7612,0.8096462,4.160025,1.390358,0.0375
119.8845,36.9166,26.50599,0.7911448,3.865989,1.257313,0.0375
120.0369,37.02659,27.12359,0.7920786,4.058589,1.268976,0.0375
120.1893,37.40101,26.29571,0.7568873,3.999283,1.446852,0.0375
120.3417,39.36712,26.14171,0.7347153,4.079776,1.773115,0.0375
120.4941,39.19399,26.40725,0.7718524,3.947583,1.663445,0.0375
120.6465,38.61417,24.35465,0.7311248,3.528006,1.854237,0.0375
120.7989,39.01798,22.93789,0.6837336,3.351281,2.134969,0.0375
120.9513,38.88941,23.80824,0.7309,3.354182,2.015237,0.0375
121.1037,37.90665,23.20907,0.7200431,3.225631,1.889547,0.0375
121.2561,36.19402,21.22635,0.6953017,2.734775,1.945105,0.0375
121.4085,33.9769,21.1186,0.6556209,2.932511,1.68713,0.0375
121.5609,33.22052,21.24509,0.6157963,3.206161,1.589616,0.0375
121.7133,33.52666,21.09402,0.6201199,3.132348,1.608402,0.0375
121.8657,33.93826,20.84455,0.608155,3.122351,1.714023,0.0375
122.0181,33.39741,22.09911,0.6575825,3.235094,1.408403,0.0375
122.1705,32.12815,19.9531,0.5959409,2.907855,1.601152,0.0375
122.3229,30.60294,18.6873,0.5834584,2.575056,1.492507,0.0375
122.4753,29.29945,17.76828,0.5555037,2.444005,1.460062,0.0375
122.6277,28.01169,17.19774,0.5026552,2.570387,1.391235,0.0375
122.7801,27.81542,17.09171,0.4808286,2.664099,1.362384,0.0375
122.9325,29.02571,17.74811,0.4721919,2.924974,1.419704,0.0375
123.0849,29.11587,16.22485,0.4585065,2.516672,1.604668,0.0375
123.2373,30.30755,16.06027,0.4811328,2.331358,1.765785,0.0375
123.3897,29.53255,15.84977,0.4951416,2.181834,1.705032,0.0375
123.5421,31.47107,17.00764,0.539289,2.294523,1.751889,0.0375
123.6945,31.40744,17.32268,0.5425478,2.376437,1.701105,0.0375
123.8469,31.66812,18.57619,0.5564159,2.697072,1.548717,0.0375
123.9993,30.60195,18.33277,0.559992,2.598113,1.469745,0.0375
124.1517,30.72042,19.38135,0.5611694,2.92736,1.317219,0.0375
124.3041,31.40742,19.27448,0.5867347,2.743444,1.370545,0.0375
124.4565,31.3615,18.89997,0.6155304,2.454817,1.419968,0.0375
124.6089,29.92369,18.34122,0.5758413,2.508082,1.344187,0.0375
124.7613,29.48613,19.0277,0.5857903,2.669894,1.255417,0.0375
124.9137,29.4544,19.79945,0.5770726,2.968307,1.152789,0.0375
125.0661,29.97082,20.10388,0.5574458,3.180792,1.174796,0.0375
125.2185,29.25187,20.5014,0.5558345,3.31764,1.057893,0.0375
125.3709,28.11043,20.04824,0.5207983,3.377503,0.9840327,0.0375
125.5233,27.44944,19.13442,0.4876781,3.278508,0.9877905,0.0375
125.6757,27.29501,19.76349,0.4421839,3.74652,0.8909876,0.0375
125.8281,27.57053,19.33531,0.4224489,3.7248,0.9965799,0.0375
125.9805,27.13204,19.15945,0.3884098,3.867714,0.9875805,0.0375
126.1329,27.46669,19.48416,0.3607929,4.133487,1.068165,0.0375
126.2853,27.67724,19.50039,0.3589982,4.1492,1.097226,0.0375
126.4377,27.90205,19.56407,0.3596168,4.165992,1.111247,0.0375
126.5901,27.29206,18.60886,0.3526581,3.900546,1.196939,0.0375
126.7425,28.40447,19.51184,0.3712847,4.080973,1.231517,0.0375
126.8949,29.23381,18.90907,0.3353955,4.097889,1.457511,0.0375
127.0473,29.07986,17.94668,0.3165874,3.899492,1.569429,0.0375
127.1997,27.41785,17.09443,0.305064,3.693722,1.450344,0.0375
127.3521,26.16056,16.03906,0.319126,3.273069,1.42234,0.0375
127.5045,27.12148,16.79726,0.3568171,3.295442,1.452926,0.0375
127.6569,28.48397,18.12882,0.4212876,3.34482,1.449901,0.0375
127.8093,29.65399,19.58483,0.5011075,3.344224,1.37233,0.0375
127.9617,29.54026,20.23152,0.5485874,3.273534,1.258383,0.0375
128.1141,28.92869,19.46136,0.5416259,3.0674,1.235575,0.0375
128.2665,29.32401,18.98704,0.5316891,2.973519,1.284204,0.0375
128.4189,30.80933,19.42505,0.5457403,3.031647,1.395809,0.0375
128.5713,32.38274,21.35492,0.6074355,3.289073,1.353,0.0375
128.7237,33.56109,23.0813,0.6590176,3.54049,1.296109,0.0375
128.8761,33.59925,22.84747,0.6757815,3.367402,1.374875,0.0375
129.0285,33.68669,23.42755,0.7283976,3.245308,1.324319,0.0375
129.1809,33.87797,24.10828,0.7865062,3.123318,1.241845,0.0375
129.3333,33.61905,23.70133,0.7911781,2.965518,1.285504,0.0375
129.4857,32.75012,22.93238,0.7571493,2.918265,1.301291,0.0375
129.6381,31.38011,21.16849,0.6778021,2.817401,1.348582,0.0375
129.7905,30.48393,19.76191,0.613748,2.741536,1.41154,0.0375
129.9429,31.06756,20.03456,0.6166146,2.812165,1.466705,0.0375
130.0953,32.09623,20.97486,0.6400715,2.976274,1.502066,0.0375
130.2477,32.19141,21.21113,0.6516932,2.983994,1.48041,0.0375
130.4001,30.96753,20.11651,0.6254122,2.786985,1.441795,0.0375
130.5525,29.39037,19.1311,0.602079,2.607725,1.366627,0.0375
130.7049,29.07509,18.20778,0.5753779,2.468098,1.451078,0.0375
130.8573,29.67182,17.92327,0.5290965,2.6479,1.557059,0.0375
131.0097,29.8435,18.29873,0.50726,2.89614,1.506379,0.0375
131.1621,29.32082,17.59862,0.4861741,2.795175,1.49537,0.0375
131.3145,29.45192,17.91233,0.5108503,2.75127,1.447073,0.0375
131.4669,29.99055,18.49337,0.567638,2.605062,1.440871,0.0375
131.6193,31.8091,20.23845,0.6355021,2.767154,1.446466,0.0375
131.7717,32.68927,21.40333,0.6910335,2.815452,1.357514,0.0375
131.9241,33.49055,21.5985,0.7073368,2.782555,1.409761,0.0375
132.0765,32.88276,20.77145,0.6982636,2.570535,1.39198,0.0375
132.2289,31.82873,19.88266,0.673121,2.432807,1.377327,0.0375
132.3813,30.89763,19.52081,0.6430683,2.49273,1.29458,0.0375
132.5337,30.64224,19.64558,0.6632503,2.414533,1.265558,0.0375
132.6861,31.7206,19.63202,0.681244,2.304792,1.407176,0.0375
132.8385,32.52992,20.34615,0.6863233,2.503946,1.410618,0.0375
132.9909,32.56028,19.57509,0.6630808,2.39283,1.494562,0.0375
133.1433,31.51463,18.81932,0.617985,2.414563,1.489704,0.0375
133.2957,31.99111,18.69373,0.6132485,2.402016,1.599362,0.0375
133.4481,34.63847,19.40342,0.6441962,2.448301,1.933329,0.0375
133.6005,36.89904,21.21142,0.7058909,2.666635,2.042865,0.0375
133.7529,37.31045,21.66652,0.7102879,2.786758,2.079035,0.0375
133.9053,36.55215,21.24963,0.6810483,2.824292,2.01641,0.0375
134.0577,36.02389,21.06486,0.683409,2.751231,1.944599,0.0375
134.2101,35.72469,20.33649,0.6649789,2.625655,2.015236,0.0375
134.3625,35.24451,19.66526,0.6397512,2.558192,2.084707,0.0375
134.5149,33.8849,17.8841,0.6080857,2.172631,2.17304,0.0375
134.6673,33.03534,17.60286,0.5904799,2.185558,2.150804,0.0375
134.8197,32.04675,17.92921,0.5963063,2.256063,1.959274,0.0375
134.9721,32.12893,18.45845,0.5977492,2.417266,1.857552,0.0375
135.1245,32.46735,20.31365,0.6230302,2.863948,1.611669,0.0375
135.2769,32.16157,20.04683,0.5847866,3.002329,1.571109,0.0375
135.4293,32.72266,21.14151,0.6103765,3.203427,1.512391,0.0375
135.5817,33.05474,21.97416,0.6441299,3.272735,1.475685,0.0375
135.7341,33.24231,22.4363,0.6160094,3.585512,1.486496,0.0375
135.8865,32.37266,22.10942,0.5906963,3.628927,1.450137,0.0375
136.0389,31.53738,22.65956,0.6142267,3.667512,1.222165,0.0375
136.1913,30.64299,22.60716,0.6243677,3.591342,1.095326,0.0375
136.3437,30.25393,23.28536,0.6538244,3.636277,0.942116,0.0375
136.4961,30.74007,24.08534,0.6894333,3.684228,0.8991551,0.0375
136.6485,32.09398,25.92076,0.7667705,3.819789,0.8900405,0.0375
136.8009,33.2892,26.57329,0.7696165,4.012285,0.9384654,0.0375
136.9533,32.62775,25.80256,0.7765824,3.724431,0.9287814,0.0375
137.1057,31.0927,23.965,0.6945076,3.615901,0.9653171,0.0375
137.2581,30.74961,24.18285,0.6520497,3.934287,0.8754252,0.0375
137.4105,30.69804,23.78379,0.6397617,3.8783,0.8989512,0.0375
137.5629,31.89849,24.53716,0.6491306,4.064938,0.8788546,0.0375
137.7153,32.19858,25.13369,0.6247942,4.398633,0.8824849,0.0375
137.8677,32.27021,25.84545,0.6286575,4.604187,0.8183867,0.0375
138.0201,31.51955,24.72521,0.5834397,4.509856,0.833461,0.0375
138.1725,30.91741,22.59468,0.5034695,4.295125,1.065776,0.0375
138.3249,31.39139,23.00485,0.4564874,4.701679,1.038448,0.0375
138.4773,31.84886,22.3418,0.4327427,4.628162,1.23589,0.0375
138.6297,32.90096,23.03765,0.4215984,4.916479,1.283239,0.0375
138.7821,31.22125,23.20651,0.3981515,5.107933,1.063674,0.0375
138.9345,29.77594,20.51733,0.3833761,4.332424,1.237339,0.0375
139.0869,28.19311,19.22596,0.3741504,3.972505,1.210044,0.0375
139.2393,29.19925,20.50273,0.4046628,4.203168,1.195838,0.0375
139.3917,29.8465,19.77674,0.4221663,3.868007,1.31922,0.0375
139.5441,30.4096,19.60714,0.3971746,3.95997,1.338123,0.0375
139.6965,30.42889,19.36411,0.3883191,3.933916,1.407969,0.0375
139.8489,31.18371,19.53897,0.4114492,3.854558,1.48572,0.0375
140.0013,31.4817,19.18044,0.4194223,3.692979,1.55578,0.0375
140.1537,32.24071,20.04725,0.4527919,3.775506,1.536615,0.0375
140.3061,32.49597,19.84528,0.4559051,3.692561,1.615297,0.0375
140.4585,33.67974,20.0349,0.4840154,3.58878,1.723158,0.0375
140.6109,33.14358,20.32667,0.4667614,3.783353,1.599225,0.0375
140.7633,32.68907,19.87043,0.4606029,3.673188,1.585395,0.0375
140.9157,31.51079,19.15196,0.4451513,3.533379,1.510195,0.0375
141.0681,31.46586,20.19882,0.4153088,4.043749,1.441036,0.0375
141.2205,31.80669,20.44938,0.4111632,4.148385,1.524146,0.0375
141.3729,32.04319,21.6377,0.4679353,4.196962,1.39458,0.0375
141.5253,33.17904,23.93864,0.5217079,4.619769,1.263701,0.0375
