#HOLE:,U1520A
#EXPEDITION:,372
#TOP:,37.6176
#BOTTOM:,99.3700
DEPTH_LSF,GRMA_FILT
m,gAPI
52.2784,30.27268
52.3089,29.18122
52.3394,28.08296
52.3699,26.9915
52.4004,25.89325
52.4308,26.18225
52.4613,26.47536
52.4918,26.76564
52.5223,27.05874
52.5528,27.35264
52.5832,29.02428
52.6137,30.7123
52.6442,32.38396
52.6747,34.07194
52.7052,35.74364
52.7356,36.75475
52.7661,37.75611
52.7966,38.7637
52.8271,39.76507
52.8576,40.77264
52.8880,41.64963
52.9185,42.52074
52.9490,43.39726
52.9795,44.26837
53.0100,45.14488
53.0404,45.32108
53.0709,45.49791
53.1014,45.67445
53.1319,45.84988
53.1624,46.02652
53.1928,46.57919
53.2233,47.13728
53.2538,47.68996
53.2843,48.24803
53.3148,48.80072
53.3452,48.67763
53.3757,48.55134
53.4062,48.42427
53.4367,48.29698
53.4672,48.17091
53.4976,47.0652
53.5281,45.96244
53.5586,44.85281
53.5891,43.75005
53.6196,42.64043
53.6500,42.62803
53.6805,42.61806
53.7110,42.60804
53.7415,42.59807
53.7720,42.58804
53.8024,42.86285
53.8329,43.14044
53.8634,43.41535
53.8939,43.69294
53.9244,43.96785
53.9548,45.24535
53.9853,46.53162
54.0158,47.8054
54.0463,49.09164
54.0768,50.36546
54.1072,50.99526
54.1377,51.61816
54.1682,52.24495
54.1987,52.86785
54.2292,53.49462
54.2596,53.79628
54.2901,54.09518
54.3206,54.39592
54.3511,54.69482
54.3816,54.99556
54.4120,54.73776
54.4425,54.4769
54.4730,54.21856
54.5035,53.95771
54.5340,53.69681
54.5644,52.90254
54.5949,52.10049
54.6254,51.30621
54.6559,50.50418
54.6864,49.70988
54.7168,48.71791
54.7473,47.73106
54.7778,46.73808
54.8083,45.75122
54.8388,44.75826
54.8692,43.71281
54.8997,42.67367
54.9302,41.62806
54.9607,40.58891
54.9912,39.54331
55.0216,38.81477
55.0521,38.07962
55.0826,37.34572
55.1131,36.61638
55.1436,35.88258
55.1740,35.45507
55.2045,35.02337
55.2350,34.59585
55.2655,34.16416
55.2960,33.73663
55.3264,32.94913
55.3569,32.16441
55.3874,31.37481
55.4179,30.58382
55.4484,29.80048
55.4788,28.94348
55.5093,28.0915
55.5398,27.23423
55.5703,26.38225
55.6008,25.52499
55.6312,24.03218
55.6617,22.54723
55.6922,21.05305
55.7227,19.5681
55.7532,18.07391
55.7836,17.71497
55.8141,17.35292
55.8446,16.99437
55.8751,16.63233
55.9056,16.27377
55.9360,15.93489
55.9665,15.59556
55.9970,15.25952
56.0275,14.92019
56.0580,14.58414
56.0884,15.06942
56.1189,15.55552
56.1494,16.04464
56.1799,16.53074
56.2104,17.01985
56.2408,17.95097
56.2713,18.87756
56.3018,19.80991
56.3323,20.7365
56.3628,21.66885
56.3932,21.51311
56.4237,21.35476
56.4542,21.19794
56.4847,21.03959
56.5152,20.88261
56.5456,21.99401
56.5761,23.11631
56.6066,24.22773
56.6371,25.34999
56.6676,26.46144
56.6980,27.58279
56.7285,28.69723
56.7590,29.81858
56.7895,30.93303
56.8200,32.05437
56.8504,33.94738
56.8809,35.8313
56.9114,37.72694
56.9419,39.61086
56.9724,41.50648
57.0028,42.41882
57.0333,43.33847
57.0638,44.25657
57.0943,45.16895
57.1248,46.08682
57.1552,46.19824
57.1857,46.31075
57.2162,46.42218
57.2467,46.53469
57.2772,46.64611
57.3076,46.69442
57.3381,46.74204
57.3686,46.78997
57.3991,46.83797
57.4296,46.88552
57.4600,46.28587
57.4905,45.68731
57.5210,45.08502
57.5515,44.48645
57.5820,43.88417
57.6124,43.29047
57.6429,42.70045
57.6734,42.10677
57.7039,41.51676
57.7344,40.92308
57.7648,40.70823
57.7953,40.49144
57.8258,40.27673
57.8563,40.05994
57.8868,39.84523
57.9172,39.69187
57.9477,39.53866
57.9782,39.38692
58.0087,39.23371
58.0392,39.08197
58.0696,38.86389
58.1001,38.64685
58.1306,38.42847
58.1611,38.21143
58.1916,37.99305
58.2220,37.96558
58.2525,37.93882
58.2830,37.91191
58.3135,37.88516
58.3440,37.85824
58.3744,37.55077
58.4049,37.24001
58.4354,36.93225
58.4659,36.62149
58.4964,36.31139
58.5268,36.16204
58.5573,36.01123
58.5878,35.86187
58.6183,35.71107
58.6488,35.56171
58.6792,36.13418
58.7097,36.70694
58.7402,37.28325
58.7707,37.85601
58.8012,38.43232
58.8316,39.12861
58.8621,39.821
58.8926,40.51769
58.9231,41.21008
58.9536,41.90677
58.9840,42.75737
59.0145,43.61654
59.0450,44.47425
59.0755,45.32662
59.1060,46.18409
59.1364,46.0096
59.1669,45.83339
59.1974,45.65889
59.2279,45.48269
59.2584,45.30819
59.2888,45.83228
59.3193,46.35727
59.3498,46.88552
59.3803,47.41471
59.4108,47.93877
59.4412,47.96334
59.4717,47.98571
59.5022,48.00821
59.5327,48.03057
59.5632,48.05308
59.5936,47.75826
59.6241,47.46455
59.6546,47.16901
59.6851,46.8753
59.7156,46.57976
59.7460,46.31407
59.7765,46.04579
59.8070,45.78011
59.8375,45.51184
59.8680,45.24615
59.8984,45.02751
59.9289,44.80881
59.9594,44.59222
59.9899,44.37353
60.0204,44.15694
60.0508,44.35595
60.0813,44.55569
60.1118,44.75667
60.1423,44.95641
60.1728,45.15739
60.2032,44.90545
60.2337,44.65375
60.2642,44.40049
60.2947,44.14879
60.3252,43.89553
60.3556,43.8261
60.3861,43.75618
60.4166,43.68694
60.4471,43.61703
60.4776,43.54749
60.5080,43.79579
60.5385,44.04654
60.5690,44.29485
60.5995,44.54559
60.6300,44.79391
60.6604,44.90493
60.6909,45.01452
60.7214,45.12479
60.7519,45.23438
60.7824,45.34465
60.8128,45.98849
60.8433,46.63021
60.8738,47.27593
60.9043,47.91765
60.9348,48.56336
60.9652,49.12752
60.9957,49.68806
61.0262,50.25208
61.0567,50.81261
61.0872,51.37658
61.1176,51.62493
61.1481,51.87571
61.1786,52.12406
61.2091,52.37484
61.2396,52.6232
61.2700,52.04014
61.3005,51.45572
61.3310,50.86767
61.3615,50.27858
61.3920,49.69519
61.4224,48.28029
61.4529,46.87074
61.4834,45.45241
61.5139,44.04285
61.5444,42.62455
61.5748,40.43103
61.6053,38.24932
61.6358,36.05404
61.6663,33.87233
61.6968,31.67705
61.7272,30.69804
61.7577,29.71001
61.7882,28.73154
61.8187,27.74353
61.8492,26.76503
61.8796,26.21768
61.9101,25.67227
61.9406,25.13215
61.9711,24.58675
62.0016,24.04661
62.0320,24.81255
62.0625,25.57997
62.0930,26.35216
62.1235,27.11958
62.1540,27.89176
62.1844,28.03502
62.2149,28.17554
62.2454,28.31694
62.2759,28.45747
62.3064,28.59887
62.3368,28.65373
62.3673,28.70902
62.3978,28.76378
62.4283,28.81908
62.4588,28.87444
62.4892,29.13779
62.5197,29.40373
62.5502,29.66709
62.5807,29.93302
62.6112,30.19638
62.6416,30.43703
62.6721,30.67605
62.7026,30.91656
62.7331,31.15558
62.7636,31.39608
62.7940,32.46634
62.8245,33.53291
62.8550,34.60611
62.8855,35.67267
62.9160,36.74586
62.9464,37.8142
62.9769,38.87591
63.0074,39.94423
63.0379,41.00595
63.0684,42.07431
63.0988,43.49118
63.1293,44.92192
63.1598,46.33882
63.1903,47.76953
63.2208,49.18646
63.2512,48.95539
63.2817,48.71583
63.3122,48.47477
63.3427,48.23328
63.3732,47.99414
63.4036,47.65327
63.4341,47.31411
63.4646,46.97283
63.4951,46.63366
63.5256,46.29239
63.5560,45.46716
63.5865,44.64592
63.6170,43.81957
63.6475,42.99833
63.6780,42.17199
63.7084,42.45799
63.7389,42.74736
63.7694,43.03392
63.7999,43.32328
63.8304,43.60986
63.8608,42.92445
63.8913,42.23133
63.9218,41.54494
63.9523,40.85184
63.9828,40.16542
64.0132,39.72797
64.0437,39.29443
64.0742,38.85819
64.1047,38.42464
64.1352,37.98841
64.1656,37.14214
64.1961,36.2999
64.2266,35.45242
64.2571,34.61018
64.2876,33.76271
64.3180,33.25021
64.3485,32.73309
64.3790,32.22095
64.4095,31.70384
64.4400,31.18739
64.4704,30.40144
64.5009,29.6078
64.5314,28.82184
64.5619,28.02821
64.5924,27.24223
64.6228,26.78105
64.6533,26.32449
64.6838,25.8651
64.7143,25.40854
64.7448,24.94916
64.7752,24.54281
64.8057,24.13917
64.8362,23.73301
64.8667,23.32937
64.8972,22.92322
64.9276,22.70227
64.9581,22.48301
64.9886,22.26238
65.0191,22.04312
65.0496,21.82248
65.0800,21.4795
65.1105,21.13316
65.1410,20.79018
65.1715,20.44385
65.2020,20.10085
65.2324,21.86311
65.2629,23.62717
65.2934,25.40219
65.3239,27.18037
65.3544,28.94133
65.3848,29.55258
65.4153,30.15519
65.4458,30.76155
65.4763,31.36415
65.5068,31.9705
65.5372,33.06232
65.5677,34.14851
65.5982,35.24146
65.6287,36.32766
65.6592,37.4206
65.6896,36.85442
65.7201,36.28179
65.7506,35.7147
65.7811,35.14209
65.8116,34.57499
65.8420,35.39339
65.8725,36.22258
65.9030,37.04372
65.9335,37.87288
65.9640,38.69403
65.9944,39.14223
66.0249,39.58585
66.0554,40.03223
66.0859,40.47584
66.1164,40.92221
66.1468,41.54691
66.1773,42.16828
66.2078,42.79351
66.2383,43.41487
66.2688,44.0401
66.2992,44.30281
66.3297,44.56768
66.3602,44.83209
66.3907,45.09486
66.4212,45.35962
66.4516,46.14088
66.4821,46.92979
66.5126,47.71107
66.5431,48.49996
66.5736,49.28125
66.6040,49.53144
66.6345,49.77715
66.6650,50.02439
66.6955,50.27011
66.7260,50.51736
66.7564,50.42832
66.7869,50.33862
66.8174,50.24836
66.8479,50.15866
66.8784,50.0684
66.9088,48.9642
66.9393,47.86504
66.9698,46.75904
67.0003,45.65987
67.0308,44.55387
67.0612,43.42949
67.0917,42.29409
67.1222,41.16968
67.1527,40.03431
67.1832,38.90988
67.2136,37.05518
67.2441,35.20755
67.2746,33.34846
67.3051,31.48606
67.3356,29.64169
67.3660,29.41239
67.3965,29.19139
67.4270,28.96901
67.4575,28.748
67.4880,28.52563
67.5184,28.47763
67.5489,28.43036
67.5794,28.38279
67.6099,28.33551
67.6404,28.28794
67.6708,28.52648
67.7013,28.76751
67.7318,29.00621
67.7623,29.24724
67.7928,29.48595
67.8232,29.44205
67.8537,29.39615
67.8842,29.3507
67.9147,29.30481
67.9452,29.25936
67.9756,29.95534
68.0061,30.65063
68.0366,31.35023
68.0671,32.04551
68.0976,32.74511
68.1280,33.45851
68.1585,34.16753
68.1890,34.88097
68.2195,35.58999
68.2500,36.30342
68.2804,36.4884
68.3109,36.67454
68.3414,36.86037
68.3719,37.04504
68.4024,37.23038
68.4328,36.67156
68.4633,36.10727
68.4938,35.54844
68.5243,34.98416
68.5548,34.42532
68.5852,34.4967
68.6157,34.57109
68.6462,34.64596
68.6767,34.72036
68.7072,34.79523
68.7376,34.75883
68.7681,34.72225
68.7986,34.68544
68.8291,34.64885
68.8596,34.61205
68.8900,34.3461
68.9205,34.08138
68.9510,33.81501
68.9815,33.5503
69.0120,33.28393
69.0424,32.96949
69.0729,32.65198
69.1034,32.33754
69.1339,32.02003
69.1644,31.70558
69.1948,31.17934
69.2253,30.65508
69.2558,30.12756
69.2863,29.5991
69.3168,29.07575
69.3472,28.60135
69.3777,28.1301
69.4082,27.65591
69.4387,27.18467
69.4692,26.71049
69.4996,26.48685
69.5301,26.2652
69.5606,26.04218
69.5911,25.82053
69.6216,25.5975
69.6520,25.06049
69.6825,24.51803
69.7130,23.98081
69.7435,23.43837
69.7740,22.90114
69.8044,22.47413
69.8349,22.04713
69.8654,21.62428
69.8959,21.19729
69.9264,20.77443
69.9568,20.08641
69.9873,19.40136
70.0178,18.71204
70.0483,18.02699
70.0788,17.33769
70.1092,17.19009
70.1397,17.04506
70.1702,16.89914
70.2007,16.75411
70.2312,16.60819
70.2616,16.69761
70.2921,16.7882
70.3226,16.87864
70.3531,16.96851
70.3836,17.05896
70.4140,17.17835
70.4445,17.2989
70.4750,17.41829
70.5055,17.53884
70.5360,17.65823
70.5664,17.78768
70.5969,17.91639
70.6274,18.04589
70.6579,18.1746
70.6884,18.30411
70.7188,18.90005
70.7493,19.49402
70.7798,20.09169
70.8103,20.68566
70.8408,21.28332
70.8712,22.26476
70.9017,23.24082
70.9322,24.22296
70.9627,25.19902
70.9932,26.18116
71.0236,27.51754
71.0541,28.86701
71.0846,30.20343
71.1151,31.55287
71.1456,32.88932
71.1760,33.58003
71.2065,34.26246
71.2370,34.94912
71.2675,35.637
71.2980,36.31824
71.3284,36.6813
71.3589,37.04075
71.3894,37.40243
71.4199,37.76188
71.4504,38.12355
71.4808,38.60543
71.5113,39.08462
71.5418,39.56679
71.5723,40.04598
71.6028,40.52815
71.6332,41.07067
71.6637,41.61854
71.6942,42.16112
71.7247,42.70897
71.7552,43.25589
71.7856,43.78697
71.8161,44.32325
71.8466,44.85433
71.8771,45.3906
71.9076,45.9217
71.9380,45.87898
71.9685,45.8337
71.9990,45.78813
72.0295,45.74284
72.0600,45.69727
72.0904,45.40397
72.1209,45.11172
72.1514,44.81765
72.1819,44.5254
72.2124,44.23133
72.2428,44.22965
72.2733,44.22833
72.3038,44.22702
72.3343,44.22571
72.3648,44.22444
72.3952,44.30905
72.4257,44.3945
72.4562,44.47911
72.4867,44.56455
72.5172,44.64917
72.5476,44.9501
72.5781,45.25037
72.6086,45.55252
72.6391,45.85279
72.6696,46.15493
72.7000,46.23058
72.7305,46.30491
72.7610,46.37971
72.7915,46.45405
72.8220,46.52885
72.8524,46.44711
72.8829,46.36557
72.9134,46.28353
72.9439,46.202
72.9744,46.11996
73.0048,45.83706
73.0353,45.55138
73.0658,45.26846
73.0963,44.98279
73.1268,44.69987
73.1572,44.471
73.1877,44.24391
73.2182,44.0154
73.2487,43.78648
73.2792,43.55978
73.3096,43.08036
73.3401,42.60283
73.3706,42.12231
73.4011,41.64478
73.4316,41.16427
73.4620,40.6652
73.4925,40.16918
73.5230,39.67007
73.5535,39.17405
73.5840,38.67494
73.6144,38.02915
73.6449,37.37694
73.6754,36.73103
73.7059,36.07884
73.7364,35.42699
73.7668,34.13997
73.7973,32.84033
73.8278,31.5533
73.8583,30.2537
73.8888,28.96663
73.9192,28.02978
73.9497,27.10049
73.9802,26.16543
74.0107,25.23614
74.0412,24.30109
74.0716,23.89589
74.1021,23.49486
74.1326,23.09134
74.1631,22.69031
74.1936,22.28679
74.2240,23.58287
74.2545,24.89387
74.2850,26.20263
74.3155,27.50325
74.3460,28.81205
74.3764,30.26315
74.4069,31.72846
74.4374,33.17959
74.4679,34.64487
74.4984,36.09603
74.5288,38.2246
74.5593,40.34375
74.5898,42.47606
74.6203,44.59522
74.6508,46.7275
74.6812,47.75359
74.7117,48.76916
74.7422,49.79104
74.7727,50.8066
74.8032,51.82847
74.8336,52.60692
74.8641,53.38009
74.8946,54.15806
74.9251,54.93122
74.9556,55.7092
74.9860,54.52993
75.0165,53.33896
75.0470,52.1595
75.0775,50.96855
75.1080,49.78907
75.1384,49.2441
75.1689,48.70649
75.1994,48.16555
75.2299,47.62363
75.2604,47.08697
75.2908,46.03724
75.3213,44.99178
75.3518,43.93981
75.3823,42.89435
75.4128,41.8424
75.4432,42.62156
75.4737,43.40056
75.5042,44.1844
75.5347,44.96341
75.5652,45.74725
75.5956,45.90633
75.6261,46.06652
75.6566,46.22515
75.6871,46.38534
75.7176,46.54697
75.7480,48.21711
75.7785,49.90363
75.8090,51.5738
75.8395,53.26028
75.8700,54.93048
75.9004,53.89116
75.9309,52.84468
75.9614,51.79169
75.9919,50.74521
76.0224,49.69224
76.0528,49.9198
76.0833,50.15001
76.1138,50.38165
76.1443,50.61186
76.1748,50.8435
76.2052,50.07008
76.2357,49.28774
76.2662,48.50674
76.2967,47.73059
76.3272,46.95015
76.3576,47.24861
76.3881,47.55
76.4186,47.84846
76.4491,48.14983
76.4796,48.44831
76.5100,48.65941
76.5405,48.86871
76.5710,49.0793
76.6015,49.2886
76.6320,49.4992
76.6624,49.58991
76.6929,49.67961
76.7234,49.76986
76.7539,49.85956
76.7844,49.94981
76.8148,50.65543
76.8453,51.35787
76.8758,52.06469
76.9063,52.76713
76.9368,53.47395
76.9672,53.05531
76.9977,52.63244
77.0282,52.21366
77.0587,51.7908
77.0892,51.37201
77.1196,50.35762
77.1501,49.33771
77.1806,48.32769
77.2111,47.3078
77.2416,46.29775
77.2720,44.66982
77.3025,43.04927
77.3330,41.41862
77.3635,39.79807
77.3940,38.16745
77.4244,36.94884
77.4549,35.73883
77.4854,34.52131
77.5159,33.31131
77.5464,32.09379
77.5768,31.61997
77.6073,31.14209
77.6378,30.66881
77.6683,30.19094
77.6988,29.71493
77.7292,30.21326
77.7597,30.71648
77.7902,31.21482
77.8207,31.71803
77.8512,32.21638
77.8816,32.48761
77.9121,32.75602
77.9426,33.02609
77.9731,33.2945
78.0036,33.56456
78.0340,33.80904
78.0645,34.05193
78.0950,34.29632
78.1255,34.5392
78.1560,34.78359
78.1864,34.94501
78.2169,35.1079
78.2474,35.2705
78.2779,35.43211
78.3084,35.59474
78.3388,35.82585
78.3693,36.05922
78.3998,36.29034
78.4303,36.5237
78.4608,36.75482
78.4912,37.22156
78.5217,37.68673
78.5522,38.1548
78.5827,38.61998
78.6132,39.08804
78.6436,39.38982
78.6741,39.68909
78.7046,39.99022
78.7351,40.28948
78.7656,40.59061
78.7960,40.82168
78.8265,41.05119
78.8570,41.28212
78.8875,41.51162
78.9180,41.74255
78.9484,42.20561
78.9789,42.67324
79.0094,43.13634
79.0399,43.60396
79.0704,44.06708
79.1008,44.71503
79.1313,45.36528
79.1618,46.00922
79.1923,46.65945
79.2228,47.30341
79.2532,47.93839
79.2837,48.56938
79.3142,49.2043
79.3447,49.8353
79.3752,50.47021
