#HOLE:,U1520B
#EXPEDITION:,372
#TOP:,1.3271
#BOTTOM:,748.5446
DEPTH_LSF,BPHI,TNPH
m,%,%
138.9444,66.5354,68.6921
139.0968,60.5475,58.3062
139.2492,66.2795,69.0532
139.4016,61.8509,61.1578
139.5540,63.5888,63.5258
139.7064,59.0763,56.3744
139.8588,67.6802,73.9264
140.0112,69.4654,78.8831
140.1636,67.3106,72.3540
140.3160,60.8193,60.1364
140.4684,65.3778,70.3163
140.6208,61.5854,63.6268
140.7732,62.6827,65.5254
140.9256,60.2462,61.3220
141.0780,52.6700,49.2026
141.2304,56.7343,56.0905
141.3828,56.8662,56.0089
141.5352,56.1448,54.6471
141.6876,59.4381,60.5891
141.8400,61.2946,64.2235
141.9924,61.6056,65.1426
142.1448,62.4158,65.9347
142.2972,61.7242,64.7771
142.4496,67.6110,77.7102
142.6020,59.4948,59.2691
142.7544,62.3387,63.7453
142.9068,66.4134,71.7385
143.0592,58.3327,55.4660
143.2116,68.1404,73.6975
143.3640,65.8543,68.2459
143.5164,60.3213,57.9883
143.6688,59.3892,56.1568
143.8212,70.1262,77.0520
143.9736,59.1702,55.9652
144.1260,70.2883,77.6752
144.2784,56.7942,50.7305
144.4308,64.2171,62.3957
144.5832,73.1408,81.6592
144.7356,66.3041,64.2708
144.8880,67.8045,66.5979
145.0404,74.3474,80.7655
145.1928,68.2841,66.8055
145.3452,73.8825,80.0868
145.4976,68.3611,68.5641
145.6500,65.3947,63.6360
145.8024,62.3302,60.7434
145.9548,64.1531,64.8447
146.1072,57.8066,54.6740
146.2596,65.6202,71.5328
146.4120,61.0244,62.9873
146.5644,58.9864,59.2283
146.7168,56.9887,57.6490
146.8692,58.7953,61.2564
147.0216,56.3235,56.5756
147.1740,54.2196,53.0930
147.3264,58.5028,61.5783
147.4788,58.3526,61.5141
147.6312,59.6263,63.6184
147.7836,61.3885,66.4828
147.9360,56.0152,56.0126
148.0884,60.3731,64.3209
148.2408,57.9082,58.6531
148.3932,59.4429,60.2987
148.5456,64.5061,68.1953
148.6980,59.4166,58.1357
148.8504,65.1465,67.9891
149.0028,58.1365,54.3967
149.1552,64.3079,63.4161
149.3076,65.5074,67.2670
149.4600,71.6157,79.6709
149.6124,63.0248,61.2495
149.7648,63.8916,63.7645
149.9172,64.3666,66.2177
150.0696,56.7719,53.1122
150.2220,63.6200,65.0895
150.3744,63.4527,64.4771
150.5268,66.7922,71.2874
150.6792,62.4147,63.0532
150.8316,59.9482,59.1025
150.9840,64.9156,67.7805
151.1364,65.6734,70.5061
151.2888,74.8038,95.4563
151.4412,61.1877,62.6703
151.5936,66.3075,74.1841
151.7460,57.5458,58.3080
151.8984,56.4555,55.9796
152.0508,62.9586,68.9918
152.2032,56.9253,57.1392
152.3556,63.7776,70.2241
152.5080,60.3892,62.9737
152.6604,61.3645,64.8060
152.8128,56.3878,55.6424
152.9652,58.5277,60.4483
153.1176,57.4153,58.1290
153.2700,58.0384,58.5803
153.4224,60.0318,62.8683
153.5748,60.3657,63.8697
153.7272,58.5877,60.2823
153.8796,59.8694,63.4349
154.0320,63.4561,71.0662
154.1844,56.1245,56.5731
154.3368,61.9936,68.1843
154.4892,55.8332,57.2364
154.6416,58.1988,61.4679
154.7940,48.1803,45.2320
154.9464,57.7523,61.7347
155.0988,61.5410,69.1718
155.2512,59.7516,64.1532
155.4036,56.8174,59.2804
155.5560,51.4038,49.9068
155.7084,59.8232,65.0512
155.8608,62.1797,69.4280
156.0132,57.6999,60.0244
156.1656,58.1854,60.9747
156.3180,51.6169,51.1010
156.4704,56.9600,59.4225
156.6228,52.7538,51.1295
156.7752,60.7082,63.6810
156.9276,58.2997,58.5313
157.0800,59.9579,59.7398
157.2324,67.5950,75.2002
157.3848,68.9034,77.6344
157.5372,64.2580,66.6200
157.6896,63.1910,63.6204
157.8420,62.8034,62.9232
157.9944,64.6996,63.8108
158.1468,60.8781,57.2459
158.2992,66.2548,65.5973
158.4516,60.9333,55.5813
158.6040,70.1661,71.5256
158.7564,68.1037,66.5625
158.9088,69.6746,70.2093
159.0612,76.4553,88.3685
159.2136,62.0740,56.6932
159.3660,63.9424,61.8176
159.5184,67.3596,70.6873
159.6708,59.6644,56.9903
159.8232,65.2266,66.8070
159.9756,56.1026,50.4076
160.1280,70.4765,77.9675
160.2804,69.1699,75.5784
160.4328,61.8924,59.6545
160.5852,63.4939,63.3563
160.7376,60.6941,58.7604
160.8900,60.3221,57.7834
161.0424,64.4630,66.6830
161.1948,69.6730,79.5371
161.3472,62.8089,64.6790
161.4996,59.5390,58.6365
161.6520,61.7669,64.1018
161.8044,59.0352,59.1590
161.9568,59.6921,60.3588
162.1092,66.2669,74.5723
162.2616,57.8293,57.3655
162.4140,62.2222,66.3634
162.5664,62.1565,66.1029
162.7188,64.7137,71.0344
162.8712,62.7678,66.9724
163.0236,56.4564,55.5918
163.1760,59.2156,60.6764
163.3284,56.7973,56.7855
163.4808,58.6568,59.4609
163.6332,60.5906,62.6076
163.7856,56.4530,54.6527
163.9380,59.0634,58.7346
164.0904,61.0485,62.6635
164.2428,64.4224,69.2664
164.3952,57.6643,57.0431
164.5476,60.3265,61.7158
164.7000,57.1038,56.6258
164.8524,60.4610,62.8015
165.0048,60.7242,63.4478
165.1572,57.8288,57.4115
165.3096,61.1478,63.2537
165.4620,60.5214,62.1123
165.6144,58.5470,57.4653
165.7668,60.1715,60.0880
165.9192,73.5686,91.7328
166.0716,63.3578,65.9492
166.2240,64.3715,67.9117
166.3764,64.3814,69.2440
166.5288,60.6840,61.1225
166.6812,61.3295,62.4765
166.8336,58.4625,58.3842
166.9860,61.4378,64.5802
167.1384,56.1205,55.0464
167.2908,59.1387,60.4756
167.4432,63.6839,68.4103
167.5956,60.6006,60.8389
167.7480,62.2762,62.0016
167.9004,64.0671,64.0412
168.0528,80.4058,105.5060
168.2052,64.9149,62.7684
168.3576,66.9442,66.1309
168.5100,71.3415,77.5084
168.6624,66.4142,67.4177
168.8148,67.6525,70.3226
168.9672,61.3702,58.9508
169.1196,61.6736,59.2914
169.2720,62.3070,61.1525
169.4244,67.7621,72.7494
169.5768,59.9036,58.1341
169.7292,61.8660,62.3283
169.8816,62.0068,63.9714
170.0340,61.7335,63.4212
170.1864,65.6034,71.8547
170.3388,67.4411,76.3223
170.4912,55.6671,53.0205
170.6436,61.3550,62.8196
170.7960,60.1101,61.0712
170.9484,65.1521,69.4973
171.1008,67.0876,72.6573
171.2532,78.2251,100.8583
171.4056,66.3854,66.9988
171.5580,68.0850,70.0694
171.7104,64.8117,64.7180
171.8628,65.8209,68.5810
172.0152,62.9650,64.6120
172.1676,58.9972,59.1443
172.3200,56.6287,56.8862
172.4724,48.9465,46.2015
172.6248,60.6487,66.0704
172.7772,55.4841,55.9462
172.9296,60.3998,64.6090
173.0820,58.1717,61.1312
173.2344,58.7800,62.7781
173.3868,55.0733,55.4279
173.5392,61.4393,67.8422
173.6916,58.3536,61.3846
173.8440,54.5950,54.6665
173.9964,55.5189,56.0722
174.1488,58.2397,59.9236
174.3012,62.9205,67.1072
174.4536,67.0713,75.7186
174.6060,70.5349,84.3089
174.7584,62.1948,65.6802
174.9108,64.7424,71.6516
175.0632,55.4485,54.4537
175.2156,60.0307,63.6381
175.3680,56.9367,58.9477
175.5204,54.8964,55.3496
175.6728,56.7004,58.3183
175.8252,61.3026,67.5632
175.9776,61.0229,68.0079
176.1300,58.0070,61.7084
176.2824,50.6240,49.7525
176.4348,55.8512,59.4107
176.5872,47.0215,45.1567
176.7396,52.7134,54.3839
176.8920,51.8477,52.7066
177.0444,51.6764,51.8513
177.1968,64.1868,76.0845
177.3492,47.5386,44.3446
177.5016,58.7267,61.2483
177.6540,54.8141,53.8152
177.8064,66.5077,74.9267
177.9588,63.3045,66.3195
178.1112,57.8570,57.1048
178.2636,61.3951,63.4752
178.4160,60.2824,59.7530
178.5684,67.5656,73.4877
178.7208,71.3605,78.9515
178.8732,76.3862,89.4905
179.0256,73.7164,80.1235
179.1780,67.7596,67.1700
179.3304,67.1756,67.4834
179.4828,67.6602,71.7250
179.6352,59.9872,58.0249
179.7876,64.6088,68.9552
179.9400,66.3211,73.6721
180.0924,56.2167,54.9041
180.2448,60.5147,62.5592
180.3972,57.6629,59.1588
180.5496,62.5504,68.5482
180.7020,61.4213,66.5551
180.8544,60.7126,65.9713
181.0068,56.4496,57.5693
181.1592,54.2706,54.3057
181.3116,61.4881,68.7000
181.4640,54.2616,54.0543
181.6164,56.5443,57.6770
181.7688,58.7323,61.9150
181.9212,57.8892,60.4635
182.0736,61.1012,67.1359
182.2260,57.1216,59.0224
182.3784,57.2365,59.4971
182.5308,54.2180,54.1276
182.6832,56.6441,57.6581
182.8356,57.1485,57.9808
182.9880,60.6632,63.2003
183.1404,59.1664,59.6506
183.2928,58.9113,59.6351
183.4452,61.8259,63.9224
183.5976,51.0160,45.4931
183.7500,72.1895,88.7980
183.9024,61.3200,63.4797
184.0548,61.0682,62.9725
184.2072,59.9186,61.5355
184.3596,57.4995,57.3992
184.5120,57.2043,57.2118
184.6644,55.2765,54.5318
184.8168,55.0506,54.8245
184.9692,62.0906,67.3509
185.1216,52.4405,50.7956
185.2740,63.4007,72.7035
185.4264,53.3740,53.4008
185.5788,48.8702,46.4025
185.7312,56.1516,57.6674
185.8836,56.9432,59.0307
186.0360,64.4133,73.3867
186.1884,58.3132,59.9654
186.3408,60.7953,63.5208
186.4932,56.1939,55.8482
186.6456,63.7712,70.7996
186.7980,54.1257,53.0518
186.9504,57.9627,59.5355
187.1028,56.1694,56.9102
187.2552,59.7780,62.9459
187.4076,58.8917,60.5224
187.5600,59.6640,61.5139
187.7124,61.7574,65.6769
187.8648,54.4781,52.0727
188.0172,58.8530,59.6656
188.1696,65.8164,75.2054
188.3220,56.8376,56.4437
188.4744,64.2293,69.3560
188.6268,57.7719,56.2033
188.7792,60.6618,59.8130
188.9316,63.7618,64.7981
189.0840,63.4723,63.0874
189.2364,60.1190,57.0699
189.3888,58.7159,55.2068
189.5412,60.7729,60.0481
189.6936,61.1668,61.5915
189.8460,60.9781,62.2923
189.9984,63.8771,67.7251
190.1508,51.5196,47.3802
190.3032,57.5608,57.6292
190.4556,61.0778,64.0241
190.6080,61.3134,64.7159
190.7604,59.7762,61.6814
190.9128,57.6433,57.8916
191.0652,62.9926,69.6767
191.2176,60.1285,63.7810
191.3700,64.2455,71.3127
191.5224,63.3918,68.5417
191.6748,62.4667,65.7772
191.8272,62.6295,66.3483
191.9796,59.0885,59.2676
192.1320,57.9048,57.1933
192.2844,62.9328,67.5746
192.4368,61.2746,63.6339
192.5892,58.4205,59.1653
192.7416,64.1830,71.0274
192.8940,58.1980,58.4393
193.0464,60.8491,63.7618
193.1988,54.8594,53.1836
193.3512,57.3543,57.5209
193.5036,56.8478,57.1474
193.6560,58.1306,59.2768
193.8084,62.8856,68.8216
193.9608,52.9241,50.4397
194.1132,63.5598,70.0505
194.2656,64.5080,71.6134
194.4180,53.6293,51.2837
194.5704,63.0975,69.8687
194.7228,56.0346,56.7619
194.8752,60.0480,64.1245
195.0276,56.0776,56.9023
195.1800,52.0309,50.3497
195.3324,58.9341,62.1024
195.4848,55.3269,54.6993
195.6372,62.6321,67.7716
195.7896,57.4464,56.6359
195.9420,55.8695,53.1833
196.0944,68.2655,77.3984
196.2468,64.4217,68.5229
196.3992,60.7395,61.6182
196.5516,59.7713,60.9269
196.7040,60.8503,62.2083
196.8564,58.4450,57.5244
197.0088,60.1921,58.9668
197.1612,62.2521,62.7014
197.3136,65.1044,68.0601
197.4660,56.5135,51.6908
197.6184,60.8557,58.7544
197.7708,63.5905,64.5619
197.9232,64.8097,67.3209
198.0756,67.7897,75.6813
198.2280,66.8836,74.1059
198.3804,59.1685,59.2149
198.5328,61.7802,64.8893
198.6852,55.3093,53.5787
198.8376,50.6656,46.2267
198.9900,60.2250,62.5109
199.1424,55.0925,52.9295
199.2948,56.8557,55.4770
199.4472,58.6722,58.6103
199.5996,60.6446,62.7587
199.7520,62.8192,66.9655
199.9044,64.2656,71.4935
200.0568,62.0632,68.2190
200.2092,57.5476,60.2249
200.3616,55.1465,56.0344
200.5140,55.9493,57.7961
200.6664,53.2291,53.1194
200.8188,55.8658,57.7116
200.9712,56.1134,57.8300
201.1236,55.0473,56.2118
201.2760,51.7324,50.4524
201.4284,55.0207,56.0512
201.5808,54.5920,55.2677
201.7332,59.7308,63.9904
201.8856,55.6707,55.7880
202.0380,60.9819,65.3807
202.1904,57.8811,59.1117
202.3428,56.2639,56.3706
202.4952,57.7771,58.8930
202.6476,55.3333,54.5165
202.8000,60.5940,63.9330
202.9524,58.5697,60.4411
203.1048,61.0132,65.3127
203.2572,60.5791,64.0780
203.4096,59.9875,62.8292
203.5620,61.5593,66.9350
203.7144,56.4167,57.4332
203.8668,56.1092,57.3060
204.0192,52.9027,51.5353
204.1716,51.7200,49.4341
204.3240,56.3228,57.1013
204.4764,54.5919,53.8273
204.6288,65.5773,74.7255
204.7812,57.9631,58.2833
204.9336,59.5311,60.5957
205.0860,63.0397,66.8837
205.2384,63.5051,68.0763
205.3908,60.3254,61.8400
205.5432,60.5547,62.1808
205.6956,60.1525,61.9175
205.8480,59.3547,61.2539
206.0004,58.0874,59.3859
206.1528,61.2974,66.2485
206.3052,57.6407,57.7015
206.4576,54.5162,51.7275
206.6100,58.2215,57.1939
206.7624,60.0181,59.8338
206.9148,64.5694,67.4837
207.0672,61.1670,61.0889
207.2196,59.8683,58.3101
207.3720,55.9640,53.3073
207.5244,59.8102,61.3127
207.6768,61.9167,65.3966
207.8292,58.3270,58.3259
207.9816,62.3283,66.1183
208.1340,62.5278,66.8816
208.2864,60.2176,61.9327
208.4388,59.6020,60.7477
208.5912,63.4008,67.2834
208.7436,61.2217,63.0734
208.8960,59.1938,59.6790
209.0484,57.3092,57.4683
209.2008,59.0293,61.4868
209.3532,55.9385,56.1493
209.5056,54.8846,53.7169
209.6580,54.7140,54.3431
209.8104,62.8427,70.4690
209.9628,57.5509,58.8601
210.1152,54.9295,53.2625
210.2676,57.6580,57.5188
210.4200,56.3148,55.2834
210.5724,65.1039,73.0585
210.7248,60.8247,62.8050
210.8772,55.6776,54.1065
211.0296,56.3223,55.8979
211.1820,60.8273,66.0752
211.3344,59.8216,65.8569
211.4868,54.6626,57.0805
211.6392,52.3834,53.3746
211.7916,47.5536,46.3105
211.9440,50.6744,50.6132
212.0964,55.1589,57.9975
212.2488,57.7428,62.5898
212.4012,56.7840,60.7982
212.5536,56.2206,59.3615
212.7060,54.0972,56.2439
212.8584,53.5998,56.0198
213.0108,50.4248,50.4580
213.1632,53.6291,55.0790
213.3156,57.6056,62.7319
213.4680,58.6253,64.3263
213.6204,55.7101,58.3368
213.7728,54.4946,56.1120
213.9252,57.5936,61.8694
214.0776,51.8347,51.6468
214.2300,54.8738,57.1808
214.3824,54.6269,56.2227
214.5348,53.3002,53.7928
214.6872,55.2682,57.1583
214.8396,57.0168,59.9925
214.9920,50.9651,48.9615
215.1444,57.2764,60.2257
215.2968,60.1863,66.3028
215.4492,57.6924,61.7063
215.6016,53.6731,54.8531
215.7540,56.4703,59.9179
215.9064,54.2171,55.6017
216.0588,60.4308,66.7661
216.2112,58.3838,62.6904
216.3636,60.0062,65.9322
216.5160,57.2909,61.0655
216.6684,52.8613,52.5153
216.8208,53.4233,53.7089
216.9732,63.8220,74.7530
217.1256,54.4291,55.6661
217.2780,53.5962,52.8619
217.4304,49.6251,46.0732
217.5828,56.6397,57.2623
217.7352,59.9177,62.5384
217.8876,53.9256,51.7457
218.0400,60.6002,63.9164
218.1924,58.8719,60.9698
218.3448,58.5061,61.0495
218.4972,53.7063,53.7229
218.6496,53.0744,53.3277
218.8020,56.3832,59.9976
218.9544,53.8973,56.0545
219.1068,55.8581,59.7791
219.2592,51.6857,51.4030
219.4116,51.6072,49.2584
219.5640,65.9683,72.6422
219.7164,64.3854,65.7426
219.8688,68.9844,72.1260
220.0212,64.3516,61.7607
220.1736,51.0870,42.0825
220.3260,57.1921,52.2352
220.4784,60.7369,59.6277
220.6308,59.1021,59.3449
220.7832,61.6869,67.1488
220.9356,60.6491,66.1818
221.0880,53.0356,53.7882
221.2404,57.2792,61.8756
221.3928,49.4362,47.6588
221.5452,60.1418,67.0087
221.6976,57.0267,61.6918
221.8500,47.8836,46.1824
222.0024,53.9965,56.6347
222.1548,50.1876,50.0253
222.3072,60.3618,68.0716
222.4596,55.8490,58.8678
222.6120,53.0070,54.6326
222.7644,51.9415,52.3682
222.9168,50.0014,48.6447
223.0692,53.8479,53.8390
223.2216,54.5052,55.2455
223.3740,54.3416,55.1216
223.5264,53.9234,54.8154
223.6788,53.5184,53.7184
223.8312,49.4167,46.5946
223.9836,54.4399,54.1462
224.1360,57.5081,59.0120
224.2884,57.9346,58.5865
224.4408,55.3817,54.6781
224.5932,58.4517,60.5853
224.7456,49.8393,46.4118
224.8980,57.9569,60.1286
225.0504,60.3702,64.7919
225.2028,61.2049,63.1828
225.3552,60.7115,61.4175
225.5076,62.3344,60.4961
225.6600,65.7346,62.0643
225.8124,73.2156,72.9785
225.9648,78.3639,83.9624
226.1172,66.5223,58.3793
226.2696,67.9102,60.7820
226.4220,74.6463,77.6398
226.5744,69.1639,68.3314
226.7268,64.1231,61.0463
226.8792,64.3774,63.3893
227.0316,61.5485,58.3914
227.1840,61.3121,57.5237
227.3364,70.2031,72.4181
227.4888,71.7922,70.9044
227.6412,79.5773,83.3971
227.7936,82.8248,88.2005
227.9460,86.8043,92.1167
228.0984,90.9935,106.3889
228.2508,73.0350,63.6619
228.4032,73.5790,66.3036
228.5556,81.4810,86.2542
228.7080,69.7444,64.8000
228.8604,67.1898,60.2097
229.0128,63.7337,54.3402
229.1652,77.1760,77.3416
229.3176,72.1159,65.7241
229.4700,73.9686,68.2043
229.6224,72.9071,65.0656
229.7748,78.0111,72.6556
229.9272,74.8980,66.4856
230.0796,77.8749,71.7655
230.2320,77.7387,73.4545
230.3844,73.9236,69.7878
230.5368,67.1014,63.0550
230.6892,67.8178,67.8949
230.8416,59.7022,56.0738
230.9940,64.7600,68.3140
231.1464,57.8163,55.8479
231.2988,51.7989,45.9554
231.4512,50.5718,43.9303
231.6036,50.0448,43.4229
231.7560,70.5617,76.9447
231.9084,61.4483,56.1394
232.0608,63.7877,57.7032
232.2132,64.4693,59.8717
232.3656,80.8070,102.4192
232.5180,56.7287,49.0579
232.6704,55.8008,48.6122
232.8228,57.5885,54.7380
232.9752,59.7092,58.0645
233.1276,58.0617,55.1622
233.2800,66.0189,68.1559
233.4324,58.9471,54.1339
233.5848,68.9348,72.0371
233.7372,66.6108,64.2385
233.8896,67.9401,64.2648
234.0420,73.6054,74.5687
234.1944,69.8637,65.1892
234.3468,67.6841,59.1345
234.4992,71.8062,64.6894
234.6516,73.3430,66.4497
234.8040,79.0204,77.4892
234.9564,75.4323,68.2467
235.1088,74.8965,66.6818
235.2612,78.6623,73.7143
235.4136,84.2414,85.7982
235.5660,76.1507,67.8226
235.7184,80.4346,76.1910
235.8708,78.2566,72.5353
236.0232,83.8590,87.3127
236.1756,78.2469,75.0087
236.3280,76.3806,72.2062
236.4804,83.0235,88.9086
236.6328,70.7708,62.4384
236.7852,72.7421,66.3154
236.9376,70.6537,65.4203
237.0900,71.9608,69.4329
237.2424,69.0418,65.5286
237.3948,65.3047,60.0752
237.5472,68.2787,67.9109
237.6996,65.7017,64.9403
237.8520,59.8267,56.6674
238.0044,62.7773,62.2131
238.1568,57.5480,53.4572
238.3092,63.7331,63.4496
238.4616,58.8145,54.2751
238.6140,67.2296,67.2745
238.7664,70.2562,71.8443
238.9188,77.1487,85.8355
239.0712,73.5466,74.5571
239.2236,72.4034,71.4412
239.3760,68.7235,63.1334
239.5284,77.2773,80.5478
239.6808,74.8404,74.1737
239.8332,78.3310,81.8912
239.9856,89.0135,114.4845
240.1380,70.8440,65.3751
240.2904,72.2232,68.3730
240.4428,66.6515,59.0146
240.5952,67.2041,60.1208
240.7476,70.1899,65.0256
240.9000,65.4636,55.8572
241.0524,70.3613,63.5518
241.2048,77.8918,78.4275
241.3572,79.2409,81.0331
241.5096,76.8755,75.5458
241.6620,63.5408,52.4137
241.8144,70.7992,67.7529
241.9668,68.0915,64.6030
242.1192,64.0551,59.4029
242.2716,65.1063,62.6882
242.4240,58.9615,53.8535
242.5764,62.2333,59.3682
242.7288,63.1611,60.5509
242.8812,70.5670,73.9675
243.0336,70.2086,70.8390
243.1860,74.2110,77.3272
243.3384,67.1250,61.9406
243.4908,79.3650,87.5028
243.6432,75.2515,75.2031
243.7956,70.1658,63.2814
243.9480,78.9843,83.0554
244.1004,75.1129,77.7190
244.2528,67.3377,63.5637
244.4052,64.2421,60.3454
244.5576,63.2451,61.6684
244.7100,62.9200,62.3756
244.8624,61.2908,60.3862
245.0148,68.3744,76.5593
245.1672,68.7270,77.9229
245.3196,64.0338,65.5704
245.4720,66.4401,69.7992
245.6244,66.3870,69.4021
245.7768,63.9308,63.6067
245.9292,64.5544,63.4831
246.0816,61.9447,58.0055
246.2340,63.0111,60.9864
246.3864,70.1356,78.0135
246.5388,58.9787,55.7958
246.6912,59.1820,56.1591
246.8436,57.9482,54.1546
246.9960,58.5632,53.6342
247.1484,66.4121,66.6108
247.3008,68.7842,70.3498
247.4532,70.7661,72.7116
247.6056,58.5424,51.2945
247.7580,67.5300,68.7926
247.9104,65.4483,66.5622
248.0628,60.3584,57.5924
248.2152,64.0779,62.8647
248.3676,73.9188,82.4535
248.5200,92.2140,129.9968
248.6724,74.7593,77.4583
248.8248,71.9390,69.4173
248.9772,73.9237,73.5700
249.1296,63.9187,56.1835
249.2820,74.0948,76.9353
249.4344,67.3240,64.2093
249.5868,67.3039,64.0559
249.7392,68.1562,65.3026
249.8916,67.9922,65.5115
250.0440,70.2720,69.4263
250.1964,66.0147,62.9315
250.3488,69.6617,71.0276
250.5012,56.7829,49.0296
250.6536,75.3571,81.7452
250.8060,70.3775,69.9818
250.9584,71.5815,70.6917
251.1108,71.3962,69.0332
251.2632,68.5971,64.6954
251.4156,69.3625,67.9417
251.5680,60.2093,54.0432
251.7204,67.9252,69.6840
251.8728,61.2030,58.3603
252.0252,61.6398,58.8110
252.1776,62.0010,59.8303
252.3300,65.1991,66.3465
252.4824,66.4068,68.4147
252.6348,60.8422,58.4959
252.7872,62.6374,62.1176
252.9396,58.5499,57.1883
253.0920,66.5638,74.5350
253.2444,57.9842,57.5777
253.3968,58.9398,59.4497
253.5492,58.5480,59.5537
253.7016,63.6309,68.8527
253.8540,55.2806,53.7118
254.0064,61.8153,65.7027
254.1588,59.2590,62.3657
254.3112,52.4385,49.4969
254.4636,49.7219,44.9369
254.6160,60.4237,62.0141
254.7684,61.5342,61.7678
254.9208,60.8757,57.7898
255.0732,66.6267,68.1311
255.2256,64.3833,64.0992
255.3780,60.1357,57.5308
255.5304,57.5440,55.0688
255.6828,60.7023,62.1358
255.8352,54.3693,53.0543
255.9876,56.7755,58.1147
256.1400,50.7254,48.4061
256.2924,59.8746,64.9591
256.4448,57.4455,60.2448
256.5972,51.2695,49.2408
256.7496,54.5171,55.0414
256.9020,60.5877,65.9487
257.0544,55.8128,57.0610
257.2068,55.8367,56.9988
257.3592,53.0127,53.4849
257.5116,54.6327,56.3934
257.6640,59.2890,65.9042
257.8164,59.4782,66.4344
257.9688,51.2288,51.2151
258.1212,52.8196,53.5882
258.2736,54.1448,55.2695
258.4260,60.3873,66.6472
258.5784,55.1079,57.0900
258.7308,49.7322,47.6241
258.8832,50.7807,48.1322
259.0356,54.8683,54.3979
259.1880,57.3932,57.9226
259.3404,58.6320,59.5175
259.4928,59.8478,62.2311
259.6452,66.2346,76.0636
259.7976,56.9720,57.2553
259.9500,55.3562,55.7564
260.1024,57.7375,60.6436
260.2548,51.1922,49.4559
260.4072,61.4867,67.6767
260.5596,58.6910,61.4455
260.7120,58.5366,60.8376
260.8644,55.6217,55.7691
261.0168,55.9676,57.0432
261.1692,57.7273,60.1521
261.3216,58.8902,62.2463
261.4740,57.8266,60.3760
261.6264,55.1448,54.8629
261.7788,60.7880,64.7397
261.9312,62.2355,67.5183
262.0836,63.5074,68.9473
262.2360,65.3512,71.6111
262.3884,62.2821,64.9802
262.5408,63.8220,67.7750
262.6932,60.8473,61.9796
262.8456,66.1272,72.5984
262.9980,60.5812,62.1663
263.1504,58.6901,59.5372
263.3028,48.4194,43.8404
263.4552,52.4642,50.6866
263.6076,62.7348,69.2605
263.7600,58.3300,59.0102
263.9124,60.5004,60.8093
264.0648,60.1603,59.5627
264.2172,74.4426,90.9578
264.3696,52.9472,46.6862
264.5220,66.9385,69.8748
264.6744,63.3053,63.2351
264.8268,70.7245,79.5240
264.9792,58.8272,57.4309
265.1316,57.0496,53.9380
265.2840,62.4083,62.4237
265.4364,59.7671,57.6191
265.5888,66.1638,70.5496
265.7412,56.3004,53.1879
265.8936,55.2960,51.5280
266.0460,62.0581,64.2860
266.1984,63.8702,69.3286
266.3508,57.3802,57.3437
266.5032,60.5545,64.2236
266.6556,65.3225,75.7469
266.8080,56.8030,56.7458
266.9604,57.4381,57.6354
267.1128,63.3162,69.3776
267.2652,60.6042,63.7973
267.4176,63.5466,68.8146
267.5700,57.8626,57.0587
267.7224,58.7439,58.3355
267.8748,60.1109,60.1409
268.0272,61.2817,61.8699
268.1796,60.6826,60.4449
268.3320,64.2423,65.8045
268.4844,64.9378,64.7267
268.6368,69.3127,70.9608
268.7892,65.3783,62.2046
268.9416,72.3690,75.5296
269.0940,64.0790,59.0929
269.2464,65.2429,62.5055
269.3988,73.6856,82.8108
269.5512,59.8731,55.5668
269.7036,71.3668,78.2605
269.8560,60.5735,57.5102
270.0084,68.2188,73.0672
270.1608,63.2062,62.9718
270.3132,64.4598,63.7818
270.4656,69.2728,72.0289
270.6180,77.2371,90.5455
270.7704,70.0806,70.8910
270.9228,70.1287,70.3693
271.0752,65.0035,60.5150
271.2276,72.3260,76.2479
271.3800,69.9969,72.7602
271.5324,67.8868,69.7808
271.6848,61.0554,57.7028
271.8372,66.2573,67.1340
271.9896,62.1053,58.7249
272.1420,71.9754,76.0140
272.2944,68.2552,68.0384
272.4468,72.3210,76.7399
272.5992,65.0528,61.5796
272.7516,68.1968,67.0631
272.9040,67.5951,65.5818
273.0564,71.0186,73.1900
273.2088,66.7363,63.9403
273.3612,67.8426,66.2304
273.5136,65.3892,63.3015
273.6660,65.5246,65.3731
273.8184,61.2926,57.8469
273.9708,59.3231,54.0855
274.1232,66.7260,65.6934
274.2756,65.7829,62.8566
274.4280,71.2148,72.7653
274.5804,66.8978,62.0813
274.7328,72.3307,71.5441
274.8852,72.2152,68.9631
275.0376,73.5229,71.4092
275.1900,74.7106,72.8647
275.3424,73.5969,71.1532
275.4948,71.5872,68.1011
275.6472,73.0506,73.9358
275.7996,76.3210,84.8959
275.9520,68.1199,68.3573
276.1044,62.0358,57.5373
276.2568,65.5358,64.0679
276.4092,68.2799,69.2258
276.5616,67.1179,67.5607
276.7140,63.1315,60.0112
276.8664,65.7840,67.1621
277.0188,62.2719,61.0984
277.1712,67.6332,72.0493
277.3236,59.4595,57.4081
277.4760,61.1708,60.4743
277.6284,63.8312,64.7622
277.7808,67.5897,74.0708
277.9332,67.2989,71.7482
278.0856,59.6134,55.9630
278.2380,65.4694,64.1893
278.3904,72.4152,75.6221
278.5428,78.2154,89.7358
278.6952,68.3469,67.4177
278.8476,62.5884,57.3818
279.0000,63.9314,60.2239
279.1524,69.9003,70.9687
279.3048,72.3391,74.0132
279.4572,73.6446,74.9458
279.6096,78.1332,84.3400
279.7620,67.2602,61.6588
279.9144,73.6539,74.1869
280.0668,70.2653,68.3544
280.2192,73.8852,76.4393
