#HOLE:,U1528D
#EXPEDITION:,376
#TOP:,82.6989
#BOTTOM:,323.0337
DEPTH_WMSF,GR,ECGR
m,gAPI,gAPI
186.4833,27.23278,30.09468
186.6357,31.34931,34.64265
186.7881,33.35318,36.85703
186.9405,36.1882,39.99818
187.0929,35.31379,39.0304
187.2453,36.05264,40.05941
187.3977,36.22224,40.35259
187.5501,34.92157,38.90012
187.7025,36.21472,40.43926
187.8549,34.40697,38.37775
188.0073,37.18357,41.50677
188.1597,35.1872,39.15758
188.3121,36.19286,40.19072
188.4645,34.31875,38.1123
188.6169,33.6772,37.39069
188.7693,33.63922,37.45277
188.9217,33.43744,37.58508
189.0741,36.06018,40.02271
189.2265,33.34479,36.94759
189.3789,32.0169,35.43282
189.5313,30.86307,34.11283
189.6837,34.69881,38.36159
189.8361,37.39859,41.32802
189.9885,36.51157,40.35953
190.1409,36.01159,39.43219
190.2933,37.17842,40.50356
190.4457,38.61885,42.04395
190.5981,40.06196,43.60092
190.7505,40.73104,44.3198
190.9029,37.67762,41.00602
191.0553,37.40853,40.71343
191.2077,36.57021,39.81004
191.3601,38.5582,41.99718
191.5125,37.11558,40.53741
191.6649,35.73469,38.9638
191.8173,35.2714,38.51198
191.9697,35.32151,38.58228
192.1221,38.9817,42.5624
192.2745,44.97429,49.11176
192.4269,43.55345,47.55331
192.5793,38.42898,41.97972
192.7317,33.56919,36.85769
192.8841,35.05025,38.57282
193.0365,36.34286,39.98441
193.1889,36.19513,39.82187
193.3413,34.85513,38.35157
193.4937,37.18163,40.94266
193.6461,35.67016,39.35533
193.7985,40.09273,44.36149
193.9509,38.0824,42.21388
194.1033,39.53915,43.95348
194.2557,36.19431,40.30429
194.4081,37.71748,42.0097
194.5605,42.39065,47.21558
194.7129,42.7401,47.59924
194.8653,41.81694,46.58113
195.0177,37.4022,41.69419
195.1701,40.28794,44.84133
195.3225,39.88848,44.50792
195.4749,44.75349,49.71487
195.6273,41.7115,46.5785
195.7797,42.30212,47.25982
195.9321,36.33221,40.40511
196.0845,36.97695,41.12962
196.2369,35.50474,39.49908
196.3893,33.74795,37.60321
196.5417,32.79987,36.76327
196.6941,34.6767,39.29152
196.8465,35.44513,40.08747
196.9989,39.35609,44.37299
197.1513,38.6099,43.56393
197.3037,40.41099,45.66903
197.4561,39.87897,45.53724
197.6085,39.60695,45.50663
197.7609,39.57012,45.23811
197.9133,34.91333,39.88969
198.0657,33.49193,38.26569
198.2181,31.46882,35.755
198.3705,33.60576,38.15682
198.5229,35.82716,41.18929
198.6753,36.82623,43.88582
198.8277,37.15707,42.82539
198.9801,37.20078,42.47274
199.1325,40.03242,45.85054
199.2849,40.87405,46.85263
199.4373,40.7193,46.64761
199.5897,39.40086,45.04002
199.7421,37.28477,42.73927
199.8945,36.52102,41.719
200.0469,36.63229,41.70697
200.1993,36.34726,41.33974
200.3517,36.70562,41.74006
200.5041,35.60174,40.48477
200.6565,36.6296,41.73839
200.8089,38.0016,43.3799
200.9613,39.08152,44.34778
201.1137,40.86997,45.89052
201.2661,40.20522,44.87154
201.4185,38.44381,42.79896
201.5709,38.02389,42.28863
201.7233,36.02672,40.10918
201.8757,35.97049,40.2014
202.0281,35.56175,40.15495
202.1805,37.14603,42.36451
202.3329,39.947,45.43226
202.4853,41.16781,46.1116
202.6377,42.42092,47.15664
202.7901,44.11751,49.10892
202.9425,43.15962,47.99323
203.0949,43.06665,47.85853
203.2473,42.12929,46.80933
203.3997,39.54729,43.95175
203.5521,39.72417,44.16253
203.7045,39.71454,44.17097
203.8569,39.77277,44.27897
204.0093,38.25994,42.65454
204.1617,39.14211,43.76915
204.3141,42.8988,48.02323
204.4665,45.55927,50.95584
204.6189,43.96205,49.17222
204.7713,41.93089,47.00286
204.9237,36.6507,41.19506
205.0761,32.75339,36.81083
205.2285,30.92687,34.83034
205.3809,31.70118,35.76229
205.5333,31.61566,35.70828
