#HOLE:,U1528D
#EXPEDITION:,376
#TOP:,0.0980
#BOTTOM:,323.4909
DEPTH_WMSF,HSGR,HCGR,HFK,HTHO,HURA,HBHK
m,gAPI,gAPI,%,ppm,ppm,%
43.2272,2.691531,2.407556,0.0549259,0.4500543,-0.01831374,-999.25
43.3796,2.928314,2.13916,0.04632311,0.4143994,0.04173885,-999.25
43.5320,3.120037,2.377234,0.05104317,0.4630681,0.03283695,-999.25
43.6844,3.258976,2.760086,0.0664307,0.4956847,0.01559083,-999.25
43.8368,3.209255,2.460139,0.05682743,0.4557748,0.05105347,-999.25
43.9892,2.701493,1.862799,0.04571696,0.329374,0.07930543,-999.25
44.1416,2.602181,1.473032,0.03681627,0.2565632,0.1437355,-999.25
44.2940,2.659024,0.8611483,0.01784833,0.171504,0.2489365,-999.25
44.4464,3.168642,0.6184112,0.00745658,0.1545464,0.3760231,-999.25
44.5988,3.137258,0.2708157,0.005658088,0.05367084,0.4297667,-999.25
44.7512,3.524241,0.284495,0.0137526,0.01066458,0.4701959,-999.25
44.9036,2.917653,-0.05314499,0.006851929,-0.05714871,0.4308932,-999.25
45.0560,3.471956,0.4035503,0.008795154,0.07784609,0.462737,-999.25
45.2084,3.729544,0.5927302,0.007646125,0.1452058,0.4748428,-999.25
45.3608,3.881794,0.8854712,-0.008271405,0.3322213,0.4607063,-999.25
45.5132,3.434518,0.5942271,-0.006396743,0.2279015,0.4211285,-999.25
45.6656,2.52305,0.657218,-0.0123058,0.2826858,0.2910667,-999.25
45.8180,2.782336,0.6050122,-0.02547143,0.3430339,0.3148347,-999.25
45.9704,2.903284,1.322307,-0.004969526,0.4528967,0.244595,-999.25
46.1228,3.152565,1.525581,-0.001703753,0.4989266,0.2640321,-999.25
46.2752,3.01624,2.146124,0.008882958,0.6358302,0.1656423,-999.25
46.4276,2.51533,2.054294,0.01345602,0.5796251,0.09946599,-999.25
46.5800,2.891698,2.044381,0.009047907,0.602256,0.1555628,-999.25
46.7324,2.656647,1.958293,0.01789973,0.5228402,0.1390378,-999.25
46.8848,3.212651,2.296687,0.01693866,0.6369229,0.1679442,-999.25
47.0372,2.762773,1.523359,0.00823998,0.4399974,0.212416,-999.25
47.1896,2.740574,2.093881,0.02238006,0.5400654,0.1318985,-999.25
47.3420,2.544207,1.975814,0.03796259,0.4109947,0.08686956,-999.25
47.4944,2.32847,1.857686,0.03589164,0.3852592,0.0787461,-999.25
47.6468,2.107099,1.318601,0.02676843,0.2658945,0.1086598,-999.25
47.7992,2.258392,1.331318,0.02453221,0.2830625,0.1013963,-999.25
47.9516,2.353251,1.059325,0.01838617,0.2318713,0.155547,-999.25
48.1040,2.658828,0.8834944,0.009507369,0.2274993,0.1955033,-999.25
48.2564,2.608502,1.45494,0.03070765,0.2865285,0.1182081,-999.25
48.4088,2.957459,1.746758,0.0377249,0.3389734,0.1294353,-999.25
48.5612,3.006395,2.112918,0.04926854,0.3887445,0.07196835,-999.25
48.7136,2.950494,2.203439,0.05482884,0.3852028,0.05557293,-999.25
48.8660,2.909296,1.93183,0.04172121,0.3748923,0.07559659,-999.25
49.0184,3.672415,2.16578,0.05695045,0.3607118,0.1382965,-999.25
49.1708,6.099569,4.050524,0.1103439,0.6521759,0.1802708,-999.25
49.3232,8.708339,5.854214,0.1665741,0.9010543,0.2615149,-999.25
49.4756,11.18243,7.187099,0.2079016,1.086288,0.4084052,-999.25
49.6280,12.15725,8.398456,0.2328405,1.328522,0.3495411,-999.25
49.7804,12.65958,8.455564,0.2361267,1.327586,0.4088376,-999.25
49.9328,12.89971,8.284622,0.2386811,1.257844,0.4528983,-999.25
50.0852,12.7788,8.274516,0.2353444,1.27414,0.4520332,-999.25
50.2376,13.28532,7.850877,0.2290938,1.174958,0.6117557,-999.25
50.3900,14.29998,8.340771,0.2452037,1.237652,0.6708285,-999.25
50.5424,14.84159,8.552488,0.2709194,1.154952,0.7299791,-999.25
50.6948,14.76429,9.399979,0.2611837,1.483573,0.6213518,-999.25
50.8472,14.25896,8.916362,0.2528389,1.377428,0.5809219,-999.25
50.9996,14.38651,8.773652,0.2534713,1.327987,0.5852221,-999.25
51.1520,14.38195,8.621892,0.2666283,1.202318,0.5974758,-999.25
51.3044,14.19513,8.538072,0.2489026,1.279231,0.5986886,-999.25
51.4568,14.58208,9.138134,0.2608567,1.401565,0.578403,-999.25
51.6092,16.00083,10.1793,0.2882123,1.575104,0.6572537,-999.25
51.7616,16.95368,10.4794,0.3068019,1.562451,0.7414831,-999.25
51.9140,16.22387,11.11965,0.3337569,1.609839,0.5097688,-999.25
