#HOLE:,U1520A
#EXPEDITION:,372
#TOP:,36.0936
#BOTTOM:,95.6821
DEPTH_LSF,BPHI,TNPH
m,%,%
90.8053,62.0996,54.3348
90.9577,74.0362,77.8119
91.1101,69.8287,68.7250
91.2625,75.8948,80.7457
91.4149,72.1461,72.6240
91.5673,71.3233,70.1341
91.7197,71.7739,67.9406
91.8721,70.7303,67.8531
92.0245,70.8280,69.7268
92.1769,69.5026,66.7495
92.3293,68.1904,65.9040
92.4817,72.1023,75.0410
92.6341,66.7432,63.3634
92.7865,67.6822,65.9447
92.9389,65.7329,63.4222
93.0913,66.0917,63.7303
93.2437,59.5118,53.2387
93.3961,65.0063,63.7218
93.5485,67.5581,68.7819
93.7009,64.6061,63.4275
93.8533,64.8646,63.2980
94.0057,70.9511,77.1038
94.1581,65.1358,64.7297
94.3105,65.9530,66.3213
94.4629,65.3312,66.6601
94.6153,66.1936,68.8618
94.7677,57.0814,52.2034
94.9201,63.3063,63.3310
95.0725,63.7671,63.8619
95.2249,67.8533,68.5439
95.3773,68.3813,67.9015
95.5297,72.8752,77.2511
95.6821,71.5959,73.4079

