#HOLE:,U1520B
#EXPEDITION:,372
#TOP:,0.1079
#BOTTOM:,757.3838
DEPTH_LSF,ROP5,RPM_GVR
m,m/h,c/min
163.0236,26.25338,58
163.1760,21.80327,53.00001
163.3284,22.04008,41
163.4808,24.63691,58
163.6332,22.96936,58
163.7856,20.72283,60
163.9380,23.11209,56.50439
164.0904,23.41658,62
164.2428,21.59331,57.00001
164.3952,21.6028,54.00201
164.5476,24.39345,57
164.7000,26.32973,58
164.8524,23.18796,46.00798
165.0048,26.07618,46
165.1572,29.37836,59
165.3096,34.98009,34
165.4620,29.46686,39.99998
165.6144,25.10621,55
165.7668,32.42031,67
165.9192,32.31404,54
166.0716,23.28486,47
166.2240,26.02672,40.00002
166.3764,29.9587,63
166.5288,26.71655,43.99355
166.6812,23.72319,53.99356
166.8336,23.5444,49
166.9860,25.87635,56
167.1384,28.41705,56
167.2908,27.75882,57.9879
167.4432,25.59185,65
167.5956,36.76392,60
167.7480,36.14737,56
167.9004,31.39504,62
168.0528,35.6558,58.00002
168.2052,35.09752,62
168.3576,35.81902,53.99563
168.5100,38.0877,44.00002
168.6624,42.61145,51.00621
168.8148,27.63033,39.00743
168.9672,30.02558,42
169.1196,29.93579,47.99631
169.2720,26.02316,54.99573
169.4244,26.08775,58.99999
169.5768,22.78698,42.00004
169.7292,25.31857,43
169.8816,22.36756,55
170.0340,21.52245,55
170.1864,19.18904,56
170.3388,25.07674,63
170.4912,19.94408,67
170.6436,19.99813,55.00003
170.7960,21.2318,57.99523
170.9484,22.96816,46.00713
171.1008,25.56247,42.00005
171.2532,25.62379,56
171.4056,25.82017,63
171.5580,24.7948,54.00059
171.7104,24.89043,68.99997
171.8628,25.55052,62
172.0152,34.4537,60
172.1676,29.75376,63
172.3200,33.03726,69.98727
172.4724,24.64324,61.00519
172.6248,22.69074,46.99829
172.7772,22.60527,56
172.9296,25.06203,57.99886
173.0820,24.6257,58
173.2344,23.20207,62.99943
173.3868,23.23502,45.00004
173.5392,22.3962,51
173.6916,24.74129,45
173.8440,20.76289,59.99999
173.9964,26.66842,53
174.1488,28.32174,59
174.3012,26.31194,52.99972
174.4536,26.66097,61.99668
174.6060,29.54421,60
174.7584,35.51789,51.00003
174.9108,27.71398,34
175.0632,29.16606,60
175.2156,25.15642,60
175.3680,30.78551,37
175.5204,26.66713,60.99239
175.6728,28.66967,47
175.8252,27.14971,60
175.9776,23.72034,63
176.1300,23.53684,46
176.2824,21.59049,62
176.4348,23.33583,65.99363
176.5872,23.56758,69.99999
176.7396,26.29795,53.00003
176.8920,26.32176,65.99317
177.0444,27.84059,51
177.1968,27.76662,72
177.3492,32.44785,55.0052
177.5016,36.73632,73.99015
177.6540,36.57423,74
177.8064,43.8246,62
177.9588,51.13728,62
178.1112,46.22162,60
178.2636,48.86937,60
178.4160,48.67316,52.00002
178.5684,46.03302,52
178.7208,46.67707,52
178.8732,42.89149,60
179.0256,44.77075,50
179.1780,43.13625,66
179.3304,40.79847,65
179.4828,43.60985,66
179.6352,47.97245,63
179.7876,48.82872,56
179.9400,49.9627,56
180.0924,61.65974,62
180.2448,59.12474,64
180.3972,66.25367,57
180.5496,63.91791,47.00002
180.7020,63.89711,60
180.8544,76.39606,51
181.0068,70.79649,56
181.1592,56.91986,57
181.3116,55.33218,48.00001
181.4640,52.99953,47
181.6164,52.2396,47
181.7688,50.05164,47
181.9212,47.60313,50
182.0736,45.44482,50
182.2260,42.83304,50
182.3784,36.4066,41
182.5308,36.75285,49
182.6832,39.51475,41.00275
182.8356,34.00451,58.99997
182.9880,34.47448,43.00727
183.1404,35.16327,43
183.2928,36.60878,56
183.4452,37.96825,56
183.5976,35.6301,51
183.7500,39.36199,29.01026
183.9024,42.45112,29
184.0548,37.14875,38
184.2072,38.26262,56.9881
184.3596,39.58286,59
184.5120,40.40162,60.99956
184.6644,40.76828,53
184.8168,40.15967,52
184.9692,38.22875,52
185.1216,42.62014,55
185.2740,40.50273,40.99999
185.4264,43.39611,41
185.5788,47.61935,46
185.7312,43.61093,26.00846
185.8836,48.01685,26
186.0360,45.51941,62
186.1884,35.92874,58
186.3408,36.89083,45
186.4932,38.96871,57.99834
186.6456,39.17336,54.00165
186.7980,35.88666,50.00164
186.9504,37.07118,32.00736
187.1028,39.6965,62.98738
187.2552,43.62188,67
187.4076,46.31762,64.00162
187.5600,47.7151,64
187.7124,59.20295,53
187.8648,55.28804,53
188.0172,52.252,54
188.1696,54.58357,60.99999
188.3220,65.44239,61
188.4744,53.60877,66.99805
188.6268,51.39872,58
188.7792,45.9551,46.00003
188.9316,44.63944,65
189.0840,38.39355,43.0023
189.2364,41.42825,54.99998
189.3888,43.24286,42
189.5412,38.06879,35.00001
189.6936,38.78485,52.99321
189.8460,39.73109,53.99963
189.9984,37.23091,56.99888
190.1508,36.54323,61.99999
190.3032,36.51544,70
190.4556,36.24696,49.00002
190.6080,41.92218,45.00146
190.7604,38.27135,49.99818
190.9128,37.12573,67.99998
191.0652,43.61188,54
191.2176,42.12212,54
191.3700,38.06863,54
191.5224,43.89742,36
191.6748,44.6031,58.99327
191.8272,45.94296,64
191.9796,43.93008,60
192.1320,45.28875,46
192.2844,43.72172,59
192.4368,38.99825,59
192.5892,38.6676,59
192.7416,39.76317,59
192.8940,42.61732,41.00612
193.0464,43.39607,41
193.1988,41.7905,70.99731
193.3512,43.25859,49
193.5036,45.53948,69
193.6560,43.40592,62
193.8084,37.9216,56.00001
193.9608,44.9059,59
194.1132,46.93478,54
194.2656,43.58425,59.99998
194.4180,45.19193,65.99999
194.5704,47.72842,51
194.7228,39.38609,43.00096
194.8752,40.42269,27.00002
195.0276,36.58545,51
195.1800,36.84537,58
195.3324,47.52964,41.99907
195.4848,43.51088,36
195.6372,39.47562,53
195.7896,36.97145,48
195.9420,27.17694,53.99817
196.0944,26.05326,52.00061
196.2468,28.92264,32.00002
196.3992,27.25397,53
196.5516,28.19045,60
196.7040,27.82865,48
196.8564,26.71934,39.00001
197.0088,26.12458,44
197.1612,25.68928,38
197.3136,28.30281,39
197.4660,39.06995,26
197.6184,39.35368,26
197.7708,35.91306,26
197.9232,39.59388,32.00197
198.0756,43.79998,54.99997
198.2280,39.36787,38
198.3804,41.93657,55.99503
198.5328,43.6171,23.00906
198.6852,48.01976,23
198.8376,40.62762,62.98916
198.9900,40.88618,63
199.1424,43.25539,41
199.2948,51.53033,49
199.4472,47.20775,54
199.5996,40.04662,46
199.7520,46.6909,55
199.9044,46.33253,61.99483
200.0568,46.8621,53.00026
200.2092,47.36025,20.00003
200.3616,42.89496,53.99138
200.5140,41.07903,66.99673
200.6664,39.12292,67
200.8188,38.78593,50.99504
200.9712,40.33831,57
201.1236,44.81783,41
201.2760,43.72479,54
201.4284,42.5219,47.99711
201.5808,39.15388,48
201.7332,35.98235,26.00736
201.8856,44.02301,58.99997
202.0380,44.29564,58
202.1904,38.49755,53
202.3428,40.24498,50
202.4952,36.80999,40
202.6476,37.25113,57.99998
202.8000,37.29396,43.00338
202.9524,34.43628,54.99732
203.1048,37.66366,56.99956
203.2572,36.56573,48.00198
203.4096,36.96424,56.99999
203.5620,35.06073,54.99998
203.7144,41.2651,57
203.8668,37.03524,57.99979
204.0192,34.40425,54
204.1716,35.57673,57
204.3240,35.09568,27
204.4764,38.40856,54.99424
204.6288,38.53202,57.99654
204.7812,42.07024,35
204.9336,40.44109,55.9982
205.0860,39.3266,43.00258
205.2384,39.57687,43
205.3908,43.84311,50
205.5432,39.19805,61
205.6956,39.40081,61
205.8480,34.97432,62
206.0004,35.33,62
206.1528,32.24714,33
206.3052,29.72602,56.99834
206.4576,29.67536,50
206.6100,32.19958,69
206.7624,32.0487,59
206.9148,28.26169,58
207.0672,35.99208,64
207.2196,36.02282,70.99999
207.3720,42.97924,67.99997
207.5244,37.06267,59.0006
207.6768,40.68923,50
207.8292,38.76113,45.00001
207.9816,41.15386,29.00198
208.1340,35.74511,57
208.2864,34.74455,52
208.4388,39.71708,44
208.5912,39.60677,53.99953
208.7436,35.89614,62
208.8960,33.94528,63
209.0484,32.66634,47.00092
209.2008,32.51263,60.9994
209.3532,34.39704,58
209.5056,30.97176,49.00059
209.6580,33.83421,59.99999
209.8104,34.56248,66.99755
209.9628,35.42398,55
210.1152,31.31635,56.99972
210.2676,33.64232,30
210.4200,33.8503,59.9959
210.5724,36.93557,66.99905
210.7248,33.42314,48.00187
210.8772,34.98567,48
211.0296,36.56053,70
211.1820,36.95323,55
211.3344,29.32405,56
211.4868,28.86757,55.99875
211.6392,31.27623,62
211.7916,26.73036,62
211.9440,26.65281,26
212.0964,28.09903,42.99999
212.2488,29.1251,65
212.4012,27.76772,41
212.5536,25.44124,61
212.7060,25.54741,43.00088
212.8584,28.9566,59.0013
213.0108,27.0755,58
213.1632,27.55166,51.00074
213.3156,30.54566,57
213.4680,32.15495,62.99828
213.6204,27.42385,19
213.7728,29.8371,69.99998
213.9252,32.15945,70
214.0776,36.34182,38
214.2300,36.12708,38
214.3824,35.28729,61
214.5348,36.7708,71.99715
214.6872,36.63185,42.50145
214.8396,37.1783,63.99999
214.9920,27.66765,45.00001
215.1444,29.45328,42.00098
215.2968,29.40265,29
215.4492,28.49949,57
215.6016,30.13684,46
215.7540,31.15798,50
215.9064,34.42467,50
216.0588,34.80234,43
216.2112,31.56412,43
216.3636,32.83095,48
216.5160,43.91365,55.00046
216.6684,46.78981,66
216.8208,43.57531,76
216.9732,48.12239,77
217.1256,44.82529,68
217.2780,44.51112,45
217.4304,43.70692,44
217.5828,47.22775,48
217.7352,54.63135,45.00016
217.8876,51.63451,44
218.0400,50.77776,39.00039
218.1924,54.8278,39
218.3448,56.61153,66
218.4972,47.6095,60
218.6496,50.34686,60
218.8020,44.66307,58
218.9544,40.06597,58
219.1068,40.00872,69.99957
219.2592,40.66958,62
219.4116,39.84848,65
219.5640,36.97844,70
219.7164,38.51152,71
219.8688,39.63797,28
220.0212,43.95903,40
220.1736,44.37227,42
220.3260,50.88807,69
220.4784,60.41593,62
220.6308,54.99728,62
220.7832,42.7085,50
220.9356,42.38974,69
221.0880,49.6088,63
221.2404,41.70183,59.99987
221.3928,37.46376,60.99999
221.5452,39.24479,63
221.6976,33.4785,61
221.8500,33.64771,47.00003
222.0024,34.25423,45
222.1548,35.77053,75
222.3072,42.39211,74
222.4596,45.81643,54.00002
222.6120,43.03387,71
222.7644,48.5236,72
222.9168,52.55994,28.99998
223.0692,50.3393,27.00007
223.2216,57.68589,34
223.3740,47.69606,14.00028
223.5264,47.20243,34.9997
223.6788,41.26265,15
223.8312,43.2124,15
223.9836,41.07261,22
224.1360,40.93748,22
224.2884,39.44986,28
224.4408,30.92928,46
224.5932,31.59346,46
224.7456,31.88225,39
224.8980,35.28864,41
225.0504,33.2755,36.99961
225.2028,37.62921,47
225.3552,36.74236,62
225.5076,37.36143,60
225.6600,37.95705,46.00004
225.8124,40.25039,41
225.9648,60.37226,46
226.1172,61.97005,46
226.2696,69.02941,55
226.4220,58.94726,55
226.5744,62.38951,50
226.7268,56.48667,46.00031
226.8792,48.87658,52
227.0316,52.07431,51
227.1840,48.89739,51
227.3364,47.09924,26
227.4888,42.86142,52
227.6412,42.28238,39
227.7936,42.33544,54
227.9460,48.35117,50.99994
228.0984,43.90591,50
228.2508,42.83715,63
228.4032,51.04889,42
228.5556,51.70195,45.99993
228.7080,51.53158,45
228.8604,54.86162,44.99992
229.0128,57.91501,44
229.1652,56.3959,44
229.3176,49.03169,38
229.4700,47.4705,37.99908
229.6224,54.32697,27.00266
229.7748,60.9662,55
229.9272,49.35565,55
230.0796,42.11089,55
230.2320,48.25278,55
230.3844,49.42936,54
230.5368,53.02078,53.99961
230.6892,55.25249,50
230.8416,62.92295,53
230.9940,62.70898,58.99959
231.1464,59.51262,61.99974
231.2988,56.17497,52
231.4512,64.80382,55
231.6036,80.81317,54
231.7560,66.35332,46
231.9084,61.77888,52.99921
232.0608,50.67322,51
232.2132,50.11831,54.00081
232.3656,49.40867,49
232.5180,45.02775,46
232.6704,44.71395,51
232.8228,42.70219,50.99999
232.9752,43.51091,35
233.1276,35.72157,35.00177
233.2800,36.41737,33
233.4324,33.26501,52
233.5848,36.90505,51
233.7372,33.242,46.4998
233.8896,30.20037,53
234.0420,23.78078,28
234.1944,23.87732,55.00055
234.3468,25.49776,58
234.4992,26.08648,54
234.6516,26.64958,51.00014
234.8040,27.901,53
234.9564,26.88568,45
235.1088,27.08504,48
235.2612,25.64403,48.00272
235.4136,26.90154,66
235.5660,33.79519,70
235.7184,32.50726,49.00047
235.8708,31.60159,52.00095
236.0232,29.33797,58
236.1756,32.44712,57
236.3280,31.16705,59
236.4804,34.70958,62
236.6328,32.24163,57
236.7852,33.20932,57
236.9376,35.27094,60
237.0900,40.82167,50
237.2424,40.21374,61.99999
237.3948,39.34749,49
237.5472,43.116,55
237.6996,37.16478,59
237.8520,38.45605,58
238.0044,35.40608,58
238.1568,33.15278,-999.25
238.3092,37.63131,-999.25
238.4616,37.18689,56
238.6140,32.76691,56
238.7664,34.69772,56
238.9188,35.08405,58
239.0712,32.9387,58
239.2236,36.48561,58
239.3760,32.15668,58
239.5284,37.39781,58
239.6808,45.61433,58
239.8332,47.93388,48
239.9856,49.97131,48
240.1380,62.88614,48
240.2904,69.12956,63
240.4428,74.4165,63
240.5952,88.19225,62.99989
240.7476,108.4525,56
240.9000,207.2249,55
241.0524,201.1667,54.99454
241.2048,195.8537,30
241.3572,189.9362,69
241.5096,181.418,60.99911
241.6620,168.0567,58
241.8144,155.2771,48
241.9668,147.976,61.99954
242.1192,111.6948,59
242.2716,87.56886,57.99998
242.4240,70.18222,41
242.5764,56.20956,45
242.7288,55.22898,46.99905
242.8812,53.74167,49.99784
243.0336,42.90395,41.00217
243.1860,39.49301,49.9983
243.3384,38.78252,43.00196
243.4908,33.76551,49.99998
243.6432,35.97936,25
243.7956,32.49955,58
243.9480,34.75834,52.00001
244.1004,37.5143,62.00076
244.2528,29.24692,65
244.4052,25.5722,67
244.5576,28.65767,76
244.7100,25.00992,80
244.8624,25.18973,70
245.0148,23.5867,78
245.1672,23.46969,57.00002
245.3196,25.30408,73.99999
245.4720,24.51776,70
245.6244,24.46971,71
245.7768,29.32069,57
245.9292,34.09762,67.00137
246.0816,32.288,71.99862
246.2340,40.91666,67.00083
246.3864,41.27374,67
246.5388,52.81502,74
246.6912,52.2053,63
246.8436,48.55086,69
246.9960,52.7165,69
247.1484,53.50008,73
247.3008,51.35326,63.99564
247.4532,46.18884,44.00001
247.6056,48.95885,52.00177
247.7580,49.82255,66.99998
247.9104,41.46,56
248.0628,43.73759,66
248.2152,35.83146,66
248.3676,41.24073,56
248.5200,41.23512,59
248.6724,38.8582,64
248.8248,34.94449,62.99969
248.9772,35.17531,67
249.1296,35.38755,63
249.2820,32.66862,65.99999
249.4344,34.53534,62.00189
249.5868,31.23829,64.99999
249.7392,37.89944,60
249.8916,35.55793,55
250.0440,32.63389,46.0061
250.1964,31.69076,66
250.3488,32.77744,61
250.5012,34.74834,60
250.6536,32.37464,68
250.8060,33.75636,71.99867
250.9584,34.37736,69
251.1108,33.22237,22.00584
251.2632,31.14505,60
251.4156,32.72435,68.00068
251.5680,32.34767,66
251.7204,30.58,61.99897
251.8728,33.26671,58.99999
252.0252,33.50557,49
252.1776,34.77865,49
252.3300,33.63612,57
252.4824,34.398,52
252.6348,38.45514,58
252.7872,38.06337,63
252.9396,33.6071,55
253.0920,36.62933,66
253.2444,37.95068,69
253.3968,34.27185,44
253.5492,34.81958,44.00001
253.7016,36.82453,51
253.8540,39.25199,66
254.0064,40.39724,66.00074
254.1588,40.64028,67.99186
254.3112,42.86335,66
254.4636,48.89337,74
254.6160,45.75297,59.00225
254.7684,55.20964,64.99924
254.9208,57.35328,63
255.0732,56.49931,66
255.2256,56.72329,64
255.3780,56.15491,57
255.5304,56.7159,57.00193
255.6828,56.66508,65.99998
255.8352,52.27586,68.99728
255.9876,53.81499,56
256.1400,50.85218,27
256.2924,51.71776,29
256.4448,60.83407,60
256.5972,61.19898,66
256.7496,53.20953,50.00002
256.9020,55.06715,23
257.0544,55.56465,61
257.2068,50.7864,66
257.3592,44.97525,66
257.5116,38.64246,65.99999
257.6640,33.60912,58
257.8164,33.30201,29
257.9688,30.25368,64
258.1212,29.78735,60
258.2736,28.60206,62.00209
258.4260,24.43471,57
258.5784,24.38766,64
258.7308,24.19721,65
258.8832,27.70795,61.9864
259.0356,30.01855,30
259.1880,33.24218,30.01585
259.3404,30.30201,66.99785
259.4928,32.33185,61.99525
259.6452,28.44388,51.00304
259.7976,29.74706,58.00174
259.9500,30.25585,61.99432
260.1024,30.35081,49.00395
260.2548,30.41157,57.99559
260.4072,26.84419,47.99779
260.5596,27.53626,43.00089
260.7120,29.30764,45
260.8644,31.88495,52.00003
261.0168,27.81504,66.98651
261.1692,31.63484,56
261.3216,32.13697,63
261.4740,38.62236,66.99999
261.6264,37.32079,64
261.7788,40.76057,52
261.9312,46.31755,41
262.0836,45.2937,41.00004
262.2360,47.18994,62
262.3884,46.08301,61.99721
262.5408,58.22461,62.0014
262.6932,47.83566,61.99995
262.8456,51.89043,35.00003
262.9980,46.46473,50
263.1504,33.24071,50
263.3028,34.30421,55
263.4552,35.46681,54.99997
263.6076,35.97608,39
263.7600,35.40561,60
263.9124,34.1959,64.99997
264.0648,32.26264,57.99999
264.2172,34.38399,63
264.3696,32.99876,63.99992
264.5220,35.67821,68
264.6744,52.45723,44
264.8268,51.42178,63
264.9792,46.34022,62.99405
265.1316,42.42516,58
265.2840,43.03366,69
265.4364,44.01443,68.98848
265.5888,43.90111,46.00003
265.7412,43.62895,60
265.8936,39.97324,57.00001
266.0460,34.45688,61.99289
266.1984,34.13349,52
266.3508,34.25692,56
266.5032,37.13843,56.0041
266.6556,34.58606,28.01184
266.8080,35.43238,49
266.9604,35.96619,56
267.1128,36.09941,63
267.2652,39.38459,58
267.4176,42.17165,57.99267
267.5700,48.62601,45
267.7224,42.49963,50.00475
267.8748,42.27594,56
268.0272,41.53904,50
268.1796,42.63174,41.00002
268.3320,41.12007,49.99995
268.4844,41.58097,25
268.6368,40.05414,66
268.7892,40.44191,61
268.9416,38.32511,49
269.0940,37.48643,60.99674
269.2464,38.33809,55
269.3988,35.91969,55
269.5512,35.95152,58
269.7036,35.60287,43.00003
269.8560,32.90551,60
270.0084,33.90211,59.97957
270.1608,30.17185,54.00056
270.3132,29.74213,55
270.4656,31.43591,51
270.6180,29.23331,55
270.7704,32.33144,63.00112
270.9228,34.65246,73.98814
271.0752,32.7612,52.99773
271.2276,36.92223,49
271.3800,37.72078,48
271.5324,34.14221,48
271.6848,38.92313,49
271.8372,35.23674,46
271.9896,36.32817,40
272.1420,41.49734,49.98669
272.2944,40.17,38.00003
272.4468,30.54403,61
272.5992,21.69452,48
272.7516,21.95995,57.00001
272.9040,23.24459,60.00646
273.0564,23.82798,72
273.2088,25.42958,54.00003
273.3612,25.26223,56
273.5136,25.24848,55
273.6660,23.31696,50
273.8184,22.12123,50.00478
273.9708,26.16956,58.00001
274.1232,43.65628,61.00421
274.2756,38.78371,59
274.4280,36.6082,56
274.5804,33.50326,54
274.7328,34.56685,57
274.8852,35.4653,46.00183
275.0376,33.64387,41.99572
275.1900,38.76075,35
275.3424,43.24977,60
275.4948,43.3419,58
275.6472,42.58163,44
275.7996,37.22681,45
275.9520,37.96623,51
276.1044,44.75065,32.02061
276.2568,41.79089,64.98998
276.4092,41.34982,49
276.5616,41.10513,63
276.7140,38.4558,66.99998
276.8664,37.84473,57
277.0188,37.62007,59
277.1712,37.02217,44
277.3236,45.98862,53
277.4760,46.34632,54.00002
277.6284,43.79441,59.99422
277.7808,37.55249,51.00451
277.9332,41.67017,58.00258
278.0856,44.22523,62.00194
278.2380,44.9967,62
278.3904,41.61567,69
278.5428,43.11547,20
278.6952,42.67371,43
278.8476,40.86555,45
279.0000,41.72892,43
279.1524,41.55996,45
279.3048,49.77568,47.00132
279.4572,48.72109,49.01327
279.6096,47.63358,68.99202
279.7620,46.80407,28.00005
279.9144,51.77882,46.00535
280.0668,39.85905,42
280.2192,42.46643,34.00672
280.3716,40.58093,57
280.5240,39.16522,65
280.6764,39.92676,69
280.8288,35.99958,59.5017
280.9812,36.87007,60
281.1336,37.4062,59.99997
281.2860,35.7716,46.99521
281.4384,32.20369,40.01716
281.5908,39.70539,64.99312
281.7432,35.35969,55
281.8956,32.71637,37.00006
282.0480,32.98354,60
282.2004,32.32436,61
282.3528,32.06697,62.00767
282.5052,31.77014,25
282.6576,31.83065,66
282.8100,33.60988,65.99998
282.9624,36.9207,57
283.1148,36.19804,42.01341
283.2672,39.29649,60.9809
283.4196,47.9593,34.00993
283.5720,44.15245,64
283.7244,44.90268,63.98788
283.8768,51.77988,55
284.0292,46.68127,70.98997
284.1816,48.41701,55
284.3340,45.75934,68.99998
284.4864,48.2307,61
284.6388,44.79739,58
284.7912,44.96776,58
284.9436,39.9103,57
285.0960,44.87739,53
285.2484,43.99951,56
285.4008,45.5308,51
285.5532,40.82704,51.01175
285.7056,39.49093,66.98528
285.8580,41.27936,47
286.0104,36.50182,62.00002
286.1628,38.71948,67
286.3152,39.49554,67.00149
286.4676,45.41078,57
286.6200,40.49128,56
286.7724,42.21559,60.99999
286.9248,42.02181,59.00001
287.0772,52.07906,60
287.2296,49.48988,57
287.3820,51.41882,69.99996
287.5344,54.38804,55.99016
287.6868,45.89011,43.00986
287.8392,45.72953,56
287.9916,41.80135,67.00153
288.1440,45.70202,65
288.2964,43.39278,57.99311
288.4488,43.63371,48.99463
288.6012,38.92533,55.00003
288.7536,41.08846,50
288.9060,40.70394,56.00077
289.0584,41.17015,56.99998
289.2108,46.33719,51.00776
289.3632,43.79485,59.99767
289.5156,39.92175,57.00001
289.6680,41.11992,59.00001
289.8204,37.21315,47.00862
289.9728,36.08784,51.99998
290.1252,37.06416,50
290.2776,34.61829,56
290.4300,31.57097,56.00474
290.5824,28.54432,62
290.7348,29.34705,55
290.8872,26.32097,31
291.0396,29.66673,31.0001
291.1920,29.07549,35
291.3444,28.38948,39
291.4968,27.33107,39.00562
291.6492,27.93961,55.98874
291.8016,29.35368,58
291.9540,27.38861,48
292.1064,31.70625,61
292.2588,31.69257,51.9862
292.4112,37.08364,35.0179
292.5636,36.95121,57.99994
292.7160,34.70482,38.0098
292.8684,42.00029,50
293.0208,46.58505,51
293.1732,43.88664,51
293.3256,41.63314,66
293.4780,54.81664,45
293.6304,49.87017,45
293.7828,48.07269,50.00007
293.9352,39.60967,72.97922
294.0876,37.37441,56
294.2400,35.19492,46
294.3924,35.56295,61
294.5448,36.52267,55
294.6972,40.9047,38
294.8496,41.23834,58
295.0020,40.46052,55
295.1544,41.59201,55.98817
295.3068,42.10135,41.99997
295.4592,51.52528,34
295.6116,50.01772,59
295.7640,61.24742,59
295.9164,57.18631,56
296.0688,52.74722,58
296.2212,50.34595,55.98542
296.3736,52.86345,39.01375
296.5260,51.23366,54.99995
296.6784,48.29263,39.01467
296.8308,49.21705,56
296.9832,51.47619,55
297.1356,57.46312,55
297.2880,51.09816,43
297.4404,53.95876,50
297.5928,56.76171,60.99214
297.7452,50.2109,51.99991
297.8976,51.57566,25
298.0500,46.64923,24.03603
298.2024,52.67204,27
298.3548,45.36511,39
298.5072,46.14491,57
298.6596,47.39982,56.99911
298.8120,53.76588,39.00001
298.9644,48.76906,41.01423
299.1168,45.90093,41
299.2692,51.53173,44.00005
299.4216,50.40657,59.00447
299.5740,52.39581,60
299.7264,45.24588,56.00808
299.8788,52.51699,43
300.0312,50.26947,58
300.1836,47.66086,58
300.3360,43.64385,50
300.4884,43.7805,57.00003
300.6408,42.57923,66.00002
300.7932,42.3313,70
300.9456,40.48617,67.00001
301.0980,44.66096,69.99817
301.2504,45.51399,66.99268
301.4028,30.69118,59.00918
301.5552,31.09406,68.99989
301.7076,31.9708,38.02579
301.8600,34.2373,44
302.0124,26.25686,60
302.1648,27.41474,60.01205
302.3172,27.77955,72.99995
302.4696,27.92544,58.00002
302.6220,27.22748,63
302.7744,26.74592,66
302.9268,37.54529,66
303.0792,37.12911,64
303.2316,34.98535,69
303.3840,32.14123,68.99995
303.5364,49.11034,54
303.6888,50.85796,73
303.8412,48.57679,79.99149
303.9936,49.5415,68
304.1460,51.74138,52.00009
304.2984,62.79023,76.98288
304.4508,63.85141,60
304.6032,52.95155,60.00003
304.7556,58.0885,67
304.9080,68.62656,68.99996
305.0604,66.91985,58.99808
305.2128,62.91633,68.99995
305.3652,58.04266,57.0029
305.5176,57.67696,70
305.6700,53.57481,66.99998
305.8224,49.45511,62.00678
305.9748,46.79509,68.99806
306.1272,50.50027,64
306.2796,49.60285,63.98831
306.4320,46.56199,52
306.5844,43.35592,55
306.7368,41.03108,64
306.8892,44.09927,56
307.0416,40.07493,55.9882
307.1940,38.62729,44.00009
307.3464,39.68096,66.99802
307.4988,39.1248,53
307.6512,37.1608,69
307.8036,37.71336,63
307.9560,39.72955,66
308.1084,42.49696,62.00498
308.2608,43.8468,66.99701
308.4132,44.61459,64.01698
308.5656,49.84798,73.007
308.7180,55.6958,71
308.8704,53.96632,59
309.0228,52.20818,65
309.1752,60.77097,75.99995
309.3276,60.06927,64.00003
309.4800,56.24876,70.98078
309.6324,51.52933,47.99392
309.7848,47.57972,37.00005
309.9372,45.83147,42
310.0896,39.63267,53
310.2420,34.40748,52.99999
310.3944,35.4768,67
310.5468,38.05308,34
310.6992,35.38834,57
310.8516,35.52883,46
311.0040,34.33488,27
311.1564,30.86892,50
311.3088,30.6103,61.99998
311.4612,30.2423,64
311.6136,34.8323,58
311.7660,40.68446,58
311.9184,34.64941,66.99272
312.0708,34.79922,38
312.2232,34.1955,59.99994
312.3756,33.58991,44.01358
312.5280,32.49451,53
312.6804,38.97807,64.99995
312.8328,41.32722,55
312.9852,40.82413,59
313.1376,33.29562,42
313.2900,32.74346,55
313.4424,35.52535,46.00003
313.5948,34.11776,52.99999
313.7472,35.24075,44
313.8996,34.8469,56.99989
314.0520,35.63828,35.01064
314.2044,34.81427,59
314.3568,33.47467,49
314.5092,35.55172,29
314.6616,40.02357,29
314.8140,36.33801,52
314.9664,37.08587,38.0086
315.1188,38.6485,49.99994
315.2712,38.44119,36.02375
315.4236,38.28714,62.99998
315.5760,35.70479,59
315.7284,34.12775,61.99997
315.8808,37.71772,43.99999
316.0332,30.87884,57.00006
316.1856,33.62594,70.99997
316.3380,35.90409,62.99996
316.4904,36.52141,53
316.6428,33.81825,59.98249
316.7952,34.36681,25.04385
316.9476,31.45526,44
317.1000,35.94046,63
317.2524,35.96036,66.99998
317.4048,32.87635,72
317.5572,37.79174,57
317.7096,36.00781,30.00018
317.8620,36.72872,71.99995
318.0144,37.60097,61
318.1668,39.07804,65
318.3192,37.30362,52.99666
318.4716,40.4845,50.01339
318.6240,40.25334,68.99945
318.7764,39.46222,65.00001
318.9288,41.44704,67.01794
319.0812,42.94941,61.00004
319.2336,42.327,71
319.3860,38.38069,68
319.5384,38.68598,67.99992
319.6908,40.70794,49.00005
319.8432,42.90931,61.00001
319.9956,43.89827,64
320.1480,40.03224,63
320.3004,37.70765,58
320.4528,31.03398,45.00011
320.6052,29.82346,69
320.7576,31.23655,69
320.9100,34.7594,60
321.0624,34.68963,59.98854
321.2148,33.86694,49.98508
321.3672,34.97079,69
321.5196,35.10145,69.98734
321.6720,36.89508,58.99654
321.8244,40.95821,68.00002
321.9768,53.01727,74.99996
322.1292,53.39436,66.99421
322.2816,51.5653,69.99999
322.4340,44.464,65.00003
322.5864,44.99028,70.98953
322.7388,44.77769,62.00932
322.8912,37.39548,69.99767
323.0436,35.46039,67
323.1960,36.37076,67.00004
323.3484,32.95313,74.99181
323.5008,26.7718,71
