#HOLE:,U1528D
#EXPEDITION:,376
#TOP:,60.3733
#BOTTOM:,332.4073
DEPTH_WMSF,DRH,NRHB,PEFL,RHL,RHOM
m,g/cm3,g/cm3,barns/e-,g/cm3,g/cm3
127.4293,0.04868762,2.302348,3.446552,2.253661,2.302348
127.5817,0.0542212,2.303446,3.393319,2.249225,2.303446
127.7341,0.0621412,2.300591,3.376593,2.238449,2.300591
127.8865,0.061404,2.296042,3.339605,2.234638,2.296042
128.0389,0.05995417,2.302191,3.244898,2.242237,2.302191
128.1913,0.06090799,2.316579,3.058697,2.255671,2.316579
128.3437,0.06160894,2.324667,2.983957,2.263058,2.324667
128.4961,0.06595311,2.32607,3.081893,2.260117,2.32607
128.6485,0.07447489,2.33014,3.198465,2.255665,2.33014
128.8009,0.07996593,2.334191,3.177787,2.254225,2.334191
128.9533,0.08269917,2.339992,3.109621,2.257293,2.339992
129.1057,0.07190768,2.330223,3.12254,2.258315,2.330223
129.2581,0.04879043,2.30759,3.103077,2.2588,2.30759
129.4105,0.03111106,2.297499,3.160725,2.266388,2.297499
129.5629,0.02834051,2.30686,3.214263,2.27852,2.30686
129.7153,0.03230506,2.324953,3.234923,2.292648,2.324953
129.8677,0.03636809,2.330172,3.233633,2.293804,2.330172
130.0201,0.04344782,2.333807,3.218028,2.290359,2.333807
130.1725,0.04582364,2.332743,3.260659,2.286919,2.332743
130.3249,0.0476131,2.332588,3.25279,2.284975,2.332588
130.4773,0.06261729,2.327158,3.129731,2.264541,2.327158
130.6297,0.1013791,2.32236,3.111293,2.22098,2.32236
130.7821,0.1498907,2.295058,2.9765,2.145167,2.295058
130.9345,0.1751609,2.245556,2.821016,2.070395,2.245556
131.0869,0.1757993,2.235408,2.767289,2.059608,2.235408
131.2393,0.1727191,2.29251,2.982324,2.119791,2.29251
131.3917,0.151912,2.364726,3.400445,2.212814,2.364726
131.5441,0.09107378,2.342489,3.543265,2.251415,2.342489
131.6965,0.04829331,2.292356,3.474321,2.244063,2.292356
131.8489,0.05224874,2.288602,3.389771,2.236353,2.288602
132.0013,0.0821558,2.308128,3.395714,2.225972,2.308128
132.1537,0.1101201,2.31269,3.426793,2.20257,2.31269
132.3061,0.1163339,2.300059,3.466319,2.183725,2.300059
132.4585,0.1250256,2.307141,3.496943,2.182116,2.307141
132.6109,0.1423661,2.33509,3.452106,2.192724,2.33509
132.7633,0.1262098,2.321425,3.153972,2.195215,2.321425
132.9157,0.09440521,2.29183,2.809926,2.197425,2.29183
133.0681,0.07586468,2.287553,2.794645,2.211688,2.287553
133.2205,0.05642578,2.282598,2.983402,2.226172,2.282598
133.3729,0.04550835,2.272835,3.100605,2.227326,2.272835
133.5253,0.04860222,2.265448,3.054634,2.216846,2.265448
133.6777,0.05227066,2.266976,2.979068,2.214706,2.266976
133.8301,0.05804045,2.28673,3.030365,2.228689,2.28673
133.9825,0.06715994,2.321649,3.092934,2.254489,2.321649
134.1349,0.06525768,2.34913,3.104044,2.283872,2.34913
134.2873,0.05390422,2.354516,3.08343,2.300612,2.354516
134.4397,0.0589871,2.355572,2.994086,2.296584,2.355572
134.5921,0.0804883,2.364237,2.990129,2.283748,2.364237
134.7445,0.09395105,2.368064,3.019519,2.274113,2.368064
134.8969,0.09888618,2.374193,3.001163,2.275307,2.374193
135.0493,0.1028761,2.386515,3.064694,2.283639,2.386515
135.2017,0.09491147,2.382601,3.137081,2.28769,2.382601
135.3541,0.08161347,2.366313,3.240035,2.284699,2.366313
135.5065,0.08344404,2.352257,3.397095,2.268813,2.352257
135.6589,0.09817418,2.344234,3.427259,2.246059,2.344234
135.8113,0.1102982,2.334707,3.396841,2.224409,2.334707
135.9637,0.1443894,2.33185,3.219696,2.187461,2.33185
136.1161,0.1645692,2.302021,3.092749,2.137452,2.302021
136.2685,0.1622038,2.277691,2.968092,2.115487,2.277691
136.4209,0.1517967,2.271737,2.994789,2.11994,2.271737
136.5733,0.189205,2.343742,3.010841,2.154537,2.343742
136.7257,0.1566495,2.341938,3.155875,2.185289,2.341938
136.8781,0.1101207,2.317838,3.10612,2.207717,2.317838
137.0305,0.1158368,2.344412,3.205654,2.228575,2.344412
137.1829,0.1436975,2.372121,3.189901,2.228423,2.372121
137.3353,0.1441899,2.384528,3.092307,2.240338,2.384528
137.4877,0.1308133,2.382146,3.062793,2.251333,2.382146
137.6401,0.131643,2.405917,3.171962,2.274274,2.405917
137.7925,0.1079507,2.403229,3.42675,2.295278,2.403229
137.9449,0.06909058,2.378881,3.424304,2.30979,2.378881
138.0973,0.03742945,2.345264,3.446946,2.307835,2.345264
138.2497,0.04724105,2.3324,3.369969,2.285159,2.3324
138.4021,0.06699301,2.330265,3.355302,2.263272,2.330265
138.5545,0.07973326,2.333989,3.219368,2.254256,2.333989
138.7069,0.0883057,2.343332,3.086698,2.255027,2.343332
138.8593,0.0836836,2.332036,2.977799,2.248353,2.332036
139.0117,0.06222963,2.306711,2.910939,2.244482,2.306711
139.1641,0.04340385,2.295168,3.041786,2.251765,2.295168
139.3165,0.05882711,2.313739,3.321292,2.254912,2.313739
139.4689,0.100993,2.343902,3.461563,2.242909,2.343902
139.6213,0.125858,2.349346,3.302624,2.223489,2.349346
139.7737,0.1353964,2.36799,3.179343,2.232594,2.36799
139.9261,0.1547384,2.420329,3.274812,2.265591,2.420329
140.0785,0.1541426,2.443064,3.602879,2.288922,2.443064
140.2309,0.098785,2.397336,3.680232,2.298551,2.397336
140.3833,0.05894974,2.356759,3.555436,2.297809,2.356759
140.5357,0.06810637,2.370491,3.344081,2.302385,2.370491
140.6881,0.0663444,2.367817,3.435427,2.301473,2.367817
140.8405,0.04981067,2.332249,3.464239,2.282439,2.332249
140.9929,0.07145821,2.32246,3.644333,2.251002,2.32246
141.1453,0.08760167,2.326991,3.547083,2.23939,2.326991
141.2977,0.1021166,2.338279,3.43233,2.236162,2.338279
141.4501,0.1440096,2.398409,3.33973,2.254399,2.398409
141.6025,0.168705,2.417923,3.391893,2.249218,2.417923
141.7549,0.1758562,2.426263,3.508947,2.250407,2.426263
141.9073,0.2023874,2.442372,3.31992,2.239985,2.442372
142.0597,0.1957186,2.419098,3.143677,2.223379,2.419098
142.2121,0.1677096,2.379711,2.944786,2.212001,2.379711
142.3645,0.1573187,2.362543,3.058028,2.205225,2.362543
142.5169,0.1526416,2.35834,3.205673,2.205698,2.35834
142.6693,0.1343639,2.334963,3.46789,2.200599,2.334963
142.8217,0.1252371,2.317202,3.47373,2.191965,2.317202
142.9741,0.1217426,2.298183,3.244743,2.176441,2.298183
143.1265,0.1059935,2.266595,3.003511,2.160601,2.266595
143.2789,0.08579534,2.252296,2.96663,2.166501,2.252296
143.4313,0.08041116,2.277081,3.245961,2.196669,2.277081
143.5837,0.08486224,2.308155,3.53447,2.223293,2.308155
143.7361,0.08544425,2.315539,3.642369,2.230095,2.315539
143.8885,0.09238312,2.308455,3.511533,2.216072,2.308455
144.0409,0.1200859,2.30768,3.234339,2.187594,2.30768
144.1933,0.1487417,2.27191,2.82136,2.123168,2.27191
144.3457,0.1532872,2.206069,2.418887,2.052782,2.206069
144.4981,0.1514906,2.15648,2.206583,2.004989,2.15648
144.6505,0.1551998,2.138561,2.161089,1.983361,2.138561
144.8029,0.1394655,2.116072,2.140865,1.976607,2.116072
144.9553,0.1172565,2.102492,2.182204,1.985236,2.102492
145.1077,0.1209701,2.140987,2.465012,2.020017,2.140987
145.2601,0.1230789,2.187097,3.026233,2.064018,2.187097
145.4125,0.1092104,2.213348,3.434938,2.104138,2.213348
145.5649,0.1156722,2.23776,3.480591,2.122087,2.23776
145.7173,0.1205902,2.249014,3.389569,2.128424,2.249014
145.8697,0.1141689,2.225957,3.245177,2.111789,2.225957
146.0221,0.1060783,2.195335,3.116547,2.089257,2.195335
146.1745,0.107554,2.183033,3.165555,2.075479,2.183033
146.3269,0.09778567,2.18688,3.251197,2.089094,2.18688
146.4793,0.08558372,2.202266,3.288976,2.116683,2.202266
146.6317,0.06804501,2.215285,3.155345,2.14724,2.215285
146.7841,0.05818187,2.229024,3.16916,2.170842,2.229024
146.9365,0.06271876,2.240499,3.259381,2.177781,2.240499
147.0889,0.05302052,2.232591,3.24956,2.17957,2.232591
147.2413,0.03549438,2.211218,3.219698,2.175724,2.211218
147.3937,0.02916675,2.210981,3.312706,2.181814,2.210981
147.5461,0.03112865,2.219532,3.442981,2.188403,2.219532
147.6985,0.01840759,2.209826,3.517919,2.191419,2.209826
147.8509,0.01701755,2.207099,3.408985,2.190082,2.207099
148.0033,0.01524487,2.183549,3.345885,2.168304,2.183549
148.1557,0.01597915,2.151829,3.236889,2.13585,2.151829
148.3081,0.02081246,2.12254,3.416921,2.101728,2.12254
148.4605,0.02021772,2.099916,3.533799,2.079698,2.099916
148.6129,0.01683415,2.08067,3.649498,2.063836,2.08067
148.7653,0.01822642,2.063422,3.646131,2.045196,2.063422
148.9177,0.04185155,2.043953,3.257584,2.002102,2.043953
149.0701,0.0372417,2.008763,3.020104,1.971521,2.008763
149.2225,0.04807107,2.016787,2.722137,1.968716,2.016787
149.3749,0.06237274,2.053,2.880287,1.990627,2.053
149.5273,0.07576272,2.089461,2.944937,2.013698,2.089461
149.6797,0.0441232,2.057351,3.065598,2.013228,2.057351
149.8321,0.04928376,2.056356,3.097913,2.007072,2.056356
149.9845,0.04705865,2.041501,3.114152,1.994442,2.041501
150.1369,0.05379736,2.042774,2.962261,1.988977,2.042774
150.2893,0.0525167,2.067453,2.959952,2.014936,2.067453
150.4417,0.05388033,2.096626,2.962896,2.042745,2.096626
150.5941,0.04935689,2.124446,3.023714,2.075089,2.124446
150.7465,0.04852428,2.120083,3.010588,2.071558,2.120083
150.8989,0.03750576,2.107205,3.035604,2.069699,2.107205
151.0513,0.03922093,2.104201,3.049456,2.06498,2.104201
151.2037,0.05541914,2.115004,3.144232,2.059584,2.115004
151.3561,0.07798542,2.115209,3.252299,2.037223,2.115209
151.5085,0.1115255,2.12799,3.4836,2.016464,2.12799
151.6609,0.1566616,2.150209,3.260083,1.993547,2.150209
151.8133,0.1610292,2.161544,3.061681,2.000515,2.161544
151.9657,0.1354695,2.130892,2.747703,1.995422,2.130892
152.1181,0.09901552,2.134842,2.991829,2.035826,2.134842
152.2705,0.05544575,2.138703,3.189682,2.083257,2.138703
152.4229,0.02928775,2.165958,3.235901,2.136671,2.165958
152.5753,0.04012413,2.081873,2.845182,2.041749,2.081873
152.7277,0.04964606,1.94997,2.846241,1.900324,1.94997
152.8801,0.07770166,1.878757,2.89255,1.801055,1.878757
153.0325,0.1146182,1.901804,3.05666,1.787185,1.901804
153.1849,0.1493898,1.961022,3.095357,1.811632,1.961022
153.3373,0.1282015,1.957592,3.211028,1.82939,1.957592
153.4897,0.1256453,1.938006,2.760021,1.81236,1.938006
153.6421,0.1169225,1.850091,2.443803,1.733169,1.850091
153.7945,0.1306013,1.85969,2.234227,1.729089,1.85969
153.9469,0.1284993,1.909301,2.368346,1.780802,1.909301
154.0993,0.1497678,2.086932,2.753989,1.937164,2.086932
154.2517,0.1300431,2.144666,2.82189,2.014623,2.144666
154.4041,0.1181155,2.117558,2.890792,1.999443,2.117558
154.5565,0.08401788,2.056951,2.846992,1.972933,2.056951
154.7089,0.06645022,2.052306,2.840018,1.985856,2.052306
154.8613,0.07951275,2.080132,2.972262,2.000619,2.080132
155.0137,0.1276648,2.108907,3.112921,1.981242,2.108907
155.1661,0.1147922,2.049133,3.080264,1.93434,2.049133
155.3185,0.1253334,2.019659,2.987036,1.894325,2.019659
155.4709,0.1666387,2.054633,2.778683,1.887994,2.054633
155.6233,0.198323,2.098185,2.623442,1.899862,2.098185
155.7757,0.1546129,2.103973,2.54003,1.949361,2.103973
155.9281,0.1185876,2.116145,2.653217,1.997558,2.116145
156.0805,0.09241419,2.136026,2.898371,2.043612,2.136026
156.2329,0.08741385,2.13046,3.206985,2.043046,2.13046
156.3853,0.1107558,2.117996,3.514977,2.007241,2.117996
156.5377,0.1697569,2.116877,3.628253,1.94712,2.116877
156.6901,0.2211796,2.098875,3.197984,1.877695,2.098875
156.8425,0.2386037,2.04631,2.875406,1.807706,2.04631
156.9949,0.2090556,1.914554,2.319411,1.705499,1.914554
157.1473,0.1414549,1.782985,1.976494,1.64153,1.782985
157.2997,0.07323707,1.727039,1.639211,1.653802,1.727039
157.4521,0.04495465,1.794955,1.648882,1.750001,1.794955
157.6045,0.04874828,1.916115,1.830216,1.867366,1.916115
157.7569,0.04905916,1.968513,1.911624,1.919454,1.968513
157.9093,0.06889414,1.999393,2.072885,1.930499,1.999393
158.0617,0.09257241,2.056637,2.446288,1.964065,2.056637
158.2141,0.1068089,2.127156,2.923361,2.020348,2.127156
158.3665,0.1214436,2.191615,3.148322,2.070171,2.191615
158.5189,0.1231545,2.190038,3.100355,2.066884,2.190038
158.6713,0.10347,2.143683,3.119265,2.040213,2.143683
158.8237,0.09032737,2.131588,3.153841,2.041261,2.131588
158.9761,0.09085316,2.155682,3.01812,2.064829,2.155682
159.1285,0.08994462,2.177586,2.852813,2.087641,2.177586
159.2809,0.07564402,2.179474,2.830495,2.10383,2.179474
159.4333,0.07534587,2.179891,2.967628,2.104546,2.179891
159.5857,0.1030099,2.153742,2.932629,2.050732,2.153742
159.7381,0.1105141,2.087629,2.603442,1.977114,2.087629
159.8905,0.1022162,2.053352,2.344245,1.951135,2.053352
160.0429,0.1194632,2.094388,2.394862,1.974924,2.094388
160.1953,0.1500314,2.165458,2.779102,2.015427,2.165458
160.3477,0.1368351,2.168213,3.041622,2.031378,2.168213
160.5001,0.1207249,2.172243,3.057647,2.051518,2.172243
160.6525,0.1400005,2.203117,2.990899,2.063117,2.203117
160.8049,0.1413819,2.21072,2.970935,2.069338,2.21072
160.9573,0.1216905,2.195998,2.941083,2.074307,2.195998
161.1097,0.09125733,2.199854,2.953752,2.108597,2.199854
161.2621,0.1018561,2.233908,3.007899,2.132051,2.233908
161.4145,0.09845752,2.257141,3.106834,2.158683,2.257141
161.5669,0.08091883,2.269332,3.162706,2.188413,2.269332
161.7193,0.06187277,2.293517,3.194493,2.231644,2.293517
161.8717,0.06623457,2.333632,3.188148,2.267397,2.333632
162.0241,0.0414291,2.316716,3.098957,2.280713,2.322142
162.1765,0.0233427,2.284499,3.035222,2.282629,2.305972
162.3289,0.02942471,2.294785,3.211882,2.26536,2.294785
162.4813,0.04308446,2.278959,3.305857,2.235874,2.278959
162.6337,0.03806233,2.253122,3.400925,2.21506,2.253122
162.7861,0.05260126,2.254191,3.44883,2.201589,2.254191
162.9385,0.06277734,2.231128,3.57792,2.168351,2.231128
163.0909,0.06669864,2.208931,3.563338,2.142233,2.208931
163.2433,0.0542022,2.173318,3.342752,2.119116,2.173318
163.3957,0.06065457,2.17528,3.335572,2.114626,2.17528
163.5481,0.09077754,2.158154,3.339022,2.067377,2.158154
163.7005,0.09315997,2.147667,3.514696,2.054507,2.147667
163.8529,0.1337643,2.177285,3.42064,2.043521,2.177285
164.0053,0.1432147,2.215835,3.22964,2.07262,2.215835
164.1577,0.1315829,2.220904,3.046428,2.089321,2.220904
164.3101,0.08891644,2.214559,2.990894,2.125643,2.214559
164.4625,0.06938057,2.24306,3.063587,2.173679,2.24306
164.6149,0.02871205,2.246688,3.216265,2.217976,2.246688
164.7673,0.01899144,2.250112,3.19857,2.231121,2.250112
164.9197,0.02558741,2.24226,3.31203,2.216672,2.24226
165.0721,0.04739313,2.226541,3.072446,2.179147,2.226541
165.2245,0.04577828,2.202405,3.001207,2.156627,2.202405
165.3769,0.04930634,2.210314,2.97324,2.161007,2.210314
165.5293,0.05393211,2.238516,3.153851,2.184584,2.238516
165.6817,0.04726634,2.25055,3.456733,2.203284,2.25055
165.8341,0.01804231,2.213249,3.298836,2.193485,2.211527
165.9865,0.02832019,2.215125,3.185592,2.186805,2.215125
166.1389,0.02973752,2.203256,3.094663,2.173519,2.203256
166.2913,0.03615569,2.202982,3.173701,2.166827,2.202982
166.4437,0.03829076,2.208885,3.158751,2.170594,2.208885
166.5961,0.03132158,2.210391,3.061044,2.179069,2.210391
166.7485,0.02971247,2.208096,3.087699,2.178383,2.208096
166.9009,0.02744896,2.184192,3.217768,2.156744,2.184192
167.0533,0.0199192,2.157385,3.22742,2.137466,2.157385
167.2057,0.02634856,2.160492,3.274859,2.134144,2.160492
167.3581,0.03293519,2.171686,3.351705,2.138751,2.171686
167.5105,0.03321789,2.173716,3.436466,2.140498,2.173716
167.6629,0.02459831,2.160879,3.452022,2.136281,2.160879
167.8153,0.01704118,2.154441,3.399088,2.141832,2.158873
167.9677,0.01463535,2.165054,3.236556,2.152603,2.167238
168.1201,0.01691652,2.200819,3.139412,2.174073,2.19099
168.2725,0.0229762,2.219725,3.087178,2.192781,2.215758
168.4249,0.03253021,2.237485,3.103477,2.204955,2.237485
168.5773,0.0384327,2.257633,3.061867,2.2192,2.257633
168.7297,0.04434142,2.281796,3.066049,2.237455,2.281796
168.8821,0.04769662,2.287403,3.109462,2.239706,2.287403
169.0345,0.04462493,2.251122,3.107974,2.206497,2.251122
169.1869,0.05293932,2.204767,3.015734,2.151828,2.204767
169.3393,0.06322423,2.185764,2.892863,2.12254,2.185764
169.4917,0.07089008,2.199658,2.747064,2.128768,2.199658
169.6441,0.08263402,2.250207,2.777871,2.167573,2.250207
169.7965,0.07752382,2.274511,2.816798,2.196988,2.274511
169.9489,0.06307487,2.254742,2.951511,2.191668,2.254742
170.1013,0.06864467,2.229232,2.899578,2.160587,2.229232
170.2537,0.06912579,2.206365,2.918368,2.137239,2.206365
170.4061,0.07337624,2.214489,2.999774,2.141112,2.214489
170.5585,0.08316837,2.244694,3.270571,2.161525,2.244694
170.7109,0.06819712,2.247031,3.328786,2.178833,2.247031
170.8633,0.04044398,2.229213,3.149978,2.188769,2.229213
171.0157,0.02924269,2.224058,3.047121,2.194815,2.224058
171.1681,0.03355323,2.229145,2.929837,2.195592,2.229145
171.3205,0.02557865,2.215475,2.881585,2.189897,2.215475
171.4729,0.02400529,2.21072,2.984061,2.186715,2.21072
171.6253,0.02660601,2.209785,3.108037,2.183179,2.209785
171.7777,0.0432473,2.216572,3.147065,2.173325,2.216572
171.9301,0.04066678,2.191454,2.933063,2.150787,2.191454
172.0825,0.06567539,2.187313,2.91147,2.121637,2.187313
172.2349,0.1037226,2.203896,2.988185,2.100173,2.203896
172.3873,0.1380284,2.237985,3.250574,2.099957,2.237985
172.5397,0.1325298,2.241352,3.32396,2.108822,2.241352
172.6921,0.1274886,2.254119,3.25611,2.126631,2.254119
172.8445,0.1065507,2.249507,2.962478,2.142957,2.249507
172.9969,0.08329236,2.246264,2.794634,2.162972,2.246264
173.1493,0.07663371,2.246221,2.786371,2.169587,2.246221
173.3017,0.08296897,2.240378,2.896099,2.157409,2.240378
173.4541,0.08151378,2.213977,2.983124,2.132463,2.213977
173.6065,0.07214463,2.182285,2.976645,2.11014,2.182285
173.7589,0.06957702,2.179211,3.079049,2.109634,2.179211
173.9113,0.09033115,2.212687,3.167677,2.122356,2.212687
174.0637,0.1059747,2.238809,3.083823,2.132834,2.238809
174.2161,0.09678109,2.234842,2.711526,2.138061,2.234842
174.3685,0.0879396,2.236651,2.51676,2.148712,2.236651
174.5209,0.08193182,2.261782,2.613214,2.17985,2.261782
174.6733,0.06144621,2.274679,2.986786,2.213233,2.274679
174.8257,0.05715105,2.288487,3.074707,2.231336,2.288487
174.9781,0.06530862,2.299626,3.192518,2.234317,2.299626
175.1305,0.06829201,2.307413,3.335563,2.239121,2.307413
175.2829,0.06957731,2.320079,3.502884,2.250502,2.320079
175.4353,0.06035085,2.312238,3.18137,2.251887,2.312238
175.5877,0.04391935,2.286576,2.99552,2.242656,2.286576
175.7401,0.03713414,2.267728,2.888587,2.230594,2.267728
175.8925,0.04302458,2.271285,3.067713,2.22826,2.271285
176.0449,0.04171449,2.270645,3.085301,2.228931,2.270645
176.1973,0.05430481,2.287507,3.255888,2.233202,2.287507
176.3497,0.06360658,2.295784,3.128511,2.232178,2.295784
176.5021,0.06649056,2.304897,3.119724,2.238406,2.304897
176.6545,0.0626777,2.305864,2.930291,2.243186,2.305864
176.8069,0.07130837,2.31168,2.980169,2.240372,2.31168
176.9593,0.05646268,2.293162,3.043379,2.236699,2.293162
177.1117,0.0339898,2.255702,3.079294,2.221712,2.255702
177.2641,0.01909856,2.244292,3.058638,2.210914,2.230012
177.4165,0.005980213,2.269125,3.01904,2.196489,2.202469
177.5689,-0.007792605,2.180781,3.07762,2.194194,2.186402
177.7213,-0.00947232,2.191354,3.135752,2.196929,2.187456
177.8737,-0.002309541,2.226291,3.085774,2.218583,2.216273
178.0261,0.009454044,2.251189,3.094315,2.241589,2.251043
178.1785,0.02880589,2.278651,3.104,2.249845,2.278651
178.3309,0.04179087,2.274435,3.012759,2.232644,2.274435
178.4833,0.0378316,2.252012,2.898048,2.21418,2.252012
178.6357,0.04010456,2.24559,2.840703,2.205486,2.24559
178.7881,0.04232708,2.247498,2.892329,2.205171,2.247498
178.9405,0.03392437,2.236457,2.962357,2.202533,2.236457
179.0929,0.02677864,2.227928,3.160701,2.201149,2.227928
179.2453,0.03117752,2.198595,3.037162,2.167417,2.198595
179.3977,0.02007925,2.103404,2.725833,2.083325,2.103404
179.5501,0.01903259,2.052199,2.489809,2.033167,2.052199
179.7025,0.03873937,2.091653,2.705202,2.052913,2.091653
179.8549,0.07421951,2.208657,2.989118,2.134437,2.208657
180.0073,0.07928193,2.257477,3.24041,2.178195,2.257477
180.1597,0.07291719,2.254662,3.304033,2.181745,2.254662
180.3121,0.06506275,2.246457,3.267645,2.181394,2.246457
180.4645,0.0548438,2.239267,3.221925,2.184424,2.239267
180.6169,0.04921226,2.243143,3.143871,2.193931,2.243143
180.7693,0.04141928,2.225832,3.150428,2.184413,2.225832
180.9217,0.03149642,2.191326,3.193894,2.159829,2.191326
181.0741,0.02408099,2.1572,3.228489,2.133119,2.1572
181.2265,0.02739771,2.163685,3.159492,2.136288,2.163685
181.3789,0.03928113,2.197258,3.076938,2.157977,2.197258
181.5313,0.04959583,2.230392,3.042009,2.180796,2.230392
181.6837,0.05456436,2.243315,2.996844,2.18875,2.243315
181.8361,0.05352618,2.240781,2.843987,2.187254,2.240781
181.9885,0.05442056,2.240811,2.776765,2.186391,2.240811
182.1409,0.05390657,2.23126,2.868323,2.177354,2.23126
182.2933,0.05421929,2.222368,2.947114,2.168149,2.222368
182.4457,0.05135084,2.219035,2.869756,2.167684,2.219035
182.5981,0.04511761,2.221471,2.844146,2.176353,2.221471
182.7505,0.04273235,2.22472,2.9609,2.181987,2.22472
182.9029,0.04306556,2.216366,3.062436,2.1733,2.216366
183.0553,0.04903905,2.190132,3.007444,2.141093,2.190132
183.2077,0.05106922,2.165714,2.858629,2.114645,2.165714
183.3601,0.05428314,2.161759,2.745983,2.107476,2.161759
183.5125,0.0634058,2.18742,2.805218,2.124014,2.18742
183.6649,0.06765445,2.206431,2.881529,2.138777,2.206431
183.8173,0.0596515,2.201595,3.017875,2.141943,2.201595
183.9697,0.06352702,2.206758,3.08563,2.143231,2.206758
184.1221,0.07194481,2.212756,3.084519,2.140811,2.212756
184.2745,0.0851765,2.210788,3.053223,2.125611,2.210788
184.4269,0.1129101,2.19118,2.88133,2.07827,2.19118
184.5793,0.0987407,2.124273,2.885901,2.025532,2.124273
184.7317,0.08517948,2.083953,2.810436,1.998774,2.083953
184.8841,0.08107004,2.082045,2.810624,2.000975,2.082045
185.0365,0.07842571,2.090109,2.707646,2.011683,2.090109
185.1889,0.04864011,2.059198,2.700768,2.010558,2.059198
185.3413,0.04651253,2.058484,2.716295,2.011972,2.058484
185.4937,0.05506394,2.082158,2.628008,2.027094,2.082158
185.6461,0.06945597,2.134307,2.643276,2.064852,2.134307
185.7985,0.07013717,2.160769,2.743209,2.090631,2.160769
185.9509,0.07024595,2.171811,3.006677,2.101565,2.171811
186.1033,0.07209442,2.159529,3.089242,2.087435,2.159529
186.2557,0.07704664,2.165048,3.058652,2.088001,2.165048
186.4081,0.0795061,2.183453,3.005328,2.103946,2.183453
186.5605,0.08248637,2.195888,3.03859,2.113402,2.195888
186.7129,0.07826428,2.203865,3.166088,2.125601,2.203865
186.8653,0.06226249,2.190928,3.15747,2.128665,2.190928
187.0177,0.06423192,2.205856,3.226466,2.141624,2.205856
187.1701,0.08020055,2.226761,3.294614,2.146561,2.226761
187.3225,0.09110719,2.234835,3.409145,2.143728,2.234835
187.4749,0.09545977,2.230844,3.333607,2.135384,2.230844
187.6273,0.1077315,2.217296,3.329311,2.109565,2.217296
187.7797,0.1134499,2.202696,3.365978,2.089246,2.202696
187.9321,0.1042572,2.180929,3.540415,2.076672,2.180929
188.0845,0.08898814,2.169767,3.248822,2.080778,2.169767
188.2369,0.07942493,2.165279,3.240882,2.085854,2.165279
188.3893,0.06425042,2.171755,3.264259,2.107504,2.171755
188.5417,0.05648033,2.195305,3.596171,2.138824,2.195305
188.6941,0.06152023,2.227621,3.667089,2.166101,2.227621
188.8465,0.07201716,2.230488,3.24367,2.15847,2.230488
188.9989,0.09432596,2.24149,3.251466,2.147164,2.24149
189.1513,0.126215,2.280339,3.078747,2.154124,2.280339
189.3037,0.1492992,2.325267,3.39582,2.175968,2.325267
189.4561,0.1638547,2.354743,3.390588,2.190889,2.354743
189.6085,0.1514531,2.349471,3.307667,2.198018,2.349471
189.7609,0.1201058,2.319188,3.096346,2.199083,2.319188
189.9133,0.08832397,2.305251,3.127527,2.216927,2.305251
190.0657,0.06718802,2.296679,3.251004,2.229491,2.296679
190.2181,0.05010439,2.305563,3.435824,2.255458,2.305563
190.3705,0.04222071,2.314031,3.235768,2.271811,2.314031
190.5229,0.0406078,2.330733,3.104113,2.290125,2.330733
190.6753,0.03727457,2.334491,3.012163,2.297216,2.334491
190.8277,0.02720829,2.320898,3.040835,2.29369,2.320898
190.9801,0.03866727,2.309852,3.256242,2.271185,2.309852
191.1325,0.03795851,2.267915,3.312814,2.229957,2.267915
191.2849,0.03082244,2.220956,3.216846,2.190134,2.220956
191.4373,0.03336807,2.215361,2.982828,2.181993,2.215361
191.5897,0.03458708,2.229147,2.758666,2.19456,2.229147
191.7421,0.01721234,2.225917,2.62988,2.208705,2.225917
191.8945,0.002869452,2.242489,2.573094,2.206793,2.209662
192.0469,-0.003677787,2.214087,2.726027,2.204128,2.20045
192.1993,0.0007914651,2.226404,3.038177,2.216119,2.21691
192.3517,0.01277222,2.242609,3.248424,2.234555,2.247327
192.5041,0.02031325,2.280452,3.123423,2.260141,2.280454
192.6565,0.03145438,2.292308,3.042108,2.260853,2.292308
192.8089,0.02142659,2.263074,3.023699,2.24293,2.264357
192.9613,0.005870987,2.058602,3.068774,2.219197,2.225067
193.1137,-0.003360281,2.281472,2.927462,2.198947,2.195586
193.2661,0.005515168,2.313181,2.980704,2.174744,2.180259
193.4185,0.008503574,2.204114,3.050729,2.157569,2.166073
193.5709,0.02594404,2.172297,3.037878,2.146353,2.172297
193.7233,0.0429826,2.196249,2.900814,2.153267,2.196249
193.8757,0.05223463,2.197115,2.793643,2.144881,2.197115
194.0281,0.05494602,2.200126,2.900007,2.14518,2.200126
194.1805,0.06255771,2.193889,2.926344,2.131331,2.193889
194.3329,0.1211259,2.211623,2.691319,2.090498,2.211623
194.4853,0.1724846,2.131682,2.449907,1.959197,2.131682
194.6377,0.1664777,2.119956,2.3307,1.953479,2.119956
194.7901,0.171124,2.179846,2.35856,2.008722,2.179846
194.9425,0.211851,2.400228,2.550043,2.188377,2.400228
195.0949,0.1177845,2.362146,2.490524,2.244361,2.362146
195.2473,0.02321958,2.278072,2.556168,2.254852,2.278072
195.3997,0.03248369,2.281943,2.637738,2.249459,2.281943
195.5521,0.04109727,2.287067,3.00794,2.245969,2.287067
