#HOLE:,U1528D
#EXPEDITION:,376
#TOP:,60.3733
#BOTTOM:,332.4073
DEPTH_WMSF,DRH,NRHB,PEFL,RHL,RHOM
m,g/cm3,g/cm3,barns/e-,g/cm3,g/cm3
86.4337,0.0432096,2.22256,3.186753,2.17935,2.22256
86.5861,0.03525595,2.208269,3.124939,2.173013,2.208269
86.7385,0.03743354,2.214183,3.265766,2.176749,2.214183
86.8909,0.04115037,2.232133,3.324227,2.190982,2.232133
87.0433,0.04602877,2.249375,3.341334,2.203346,2.249375
87.1957,0.04462695,2.228212,3.317708,2.183585,2.228212
87.3481,0.04257024,2.192002,3.304778,2.149432,2.192002
87.5005,0.05024942,2.16159,2.870388,2.111341,2.16159
87.6529,0.04313591,2.105,2.494696,2.061865,2.105
87.8053,0.04941541,2.07684,2.597521,2.027425,2.07684
87.9577,0.07323447,2.089478,3.125819,2.016244,2.089478
88.1101,0.1300486,2.148485,3.732476,2.018437,2.148485
88.2625,0.1695776,2.190118,3.52896,2.02054,2.190118
88.4149,0.1789791,2.190203,3.191092,2.011224,2.190203
88.5673,0.205198,2.208202,2.908432,2.003004,2.208202
88.7197,0.1819201,2.20502,2.876453,2.0231,2.20502
88.8721,0.114925,2.154841,2.964657,2.039916,2.154841
89.0245,0.0820599,2.140071,2.927145,2.058012,2.140071
89.1769,0.1138807,2.140753,2.883267,2.026872,2.140753
89.3293,0.08311657,2.120531,2.714293,2.037415,2.120531
89.4817,0.09077693,2.134975,2.815613,2.044198,2.134975
89.6341,0.1553625,2.189333,2.912414,2.033971,2.189333
89.7865,0.2167459,2.199506,3.139243,1.98276,2.199506
89.9389,0.2520924,2.194612,3.323033,1.94252,2.194612
90.0913,0.3741399,2.279835,3.086105,1.905695,2.279835
90.2437,0.4341217,2.275086,2.837992,1.840964,2.275086
90.3961,0.3657164,2.194234,2.482922,1.828517,2.194234
90.5485,0.2606719,2.114993,2.406967,1.854321,2.114993
90.7009,0.1785034,2.121866,2.58588,1.943363,2.121866
90.8533,0.1294496,2.142597,2.864754,2.013148,2.142597
91.0057,0.08179223,2.163507,3.174689,2.081714,2.163507
91.1581,0.0756912,2.199464,3.089266,2.123772,2.199464
91.3105,0.07424348,2.205642,3.011364,2.131399,2.205642
91.4629,0.06874364,2.198783,2.981676,2.130039,2.198783
91.6153,0.05250107,2.178647,2.989002,2.126146,2.178647
91.7677,0.05462404,2.183281,3.108098,2.128657,2.183281
91.9201,0.05636102,2.184345,3.067993,2.127985,2.184345
92.0725,0.05471354,2.187322,3.141897,2.132609,2.187322
92.2249,0.04733433,2.190486,3.055744,2.143152,2.190486
92.3773,0.04052707,2.191422,3.080735,2.150895,2.191422
92.5297,0.03554564,2.182525,3.001425,2.14698,2.182525
92.6821,0.02754704,2.165756,2.944577,2.138209,2.165756
92.8345,0.02602084,2.16234,2.861365,2.136319,2.16234
92.9869,0.03808096,2.174271,2.85189,2.13619,2.174271
93.1393,0.04929177,2.184739,2.83601,2.135447,2.184739
93.2917,0.04781603,2.185632,2.835834,2.137816,2.185632
93.4441,0.0453719,2.183018,2.788968,2.137646,2.183018
93.5965,0.03778678,2.178272,2.877991,2.140485,2.178272
93.7489,0.02146363,2.164446,3.00291,2.142983,2.164446
93.9013,0.01362753,2.160333,3.107494,2.146705,2.160333
94.0537,0.02779572,2.168528,3.156261,2.140732,2.168528
94.2061,0.06041256,2.162749,2.978655,2.102337,2.162749
94.3585,0.07828998,2.13904,2.789278,2.06075,2.13904
94.5109,0.08855152,2.140794,2.623452,2.052243,2.140794
94.6633,0.1048564,2.175093,2.685205,2.070237,2.175093
94.8157,0.1027583,2.195313,2.759359,2.092555,2.195313
94.9681,0.06264552,2.156351,2.78356,2.093705,2.156351
95.1205,0.04394476,2.141275,2.79925,2.09733,2.141275
95.2729,0.04604247,2.15293,2.766755,2.106888,2.15293
95.4253,0.06082621,2.176036,2.733506,2.115209,2.176036
95.5777,0.06809988,2.2005,2.786416,2.1324,2.2005
95.7301,0.07716077,2.2382,3.032881,2.161039,2.2382
95.8825,0.09171803,2.265941,3.167357,2.174223,2.265941
96.0349,0.09645768,2.279295,3.137437,2.182838,2.279295
96.1873,0.07078832,2.261029,3.089188,2.19024,2.261029
96.3397,0.06525208,2.271034,3.147361,2.205782,2.271034
96.4921,0.06952108,2.276121,3.106696,2.2066,2.276121
96.6445,0.0619925,2.229465,2.790959,2.167472,2.229465
96.7969,0.06705911,2.135007,2.351907,2.067948,2.135007
96.9493,0.0916218,2.058718,2.120313,1.967096,2.058718
97.1017,0.1097152,2.052389,2.165559,1.942674,2.052389
97.2541,0.1525995,2.137047,2.457497,1.984448,2.137047
97.4065,0.1919235,2.253486,2.826405,2.061562,2.253486
97.5589,0.1598439,2.264307,2.902836,2.104463,2.264307
97.7113,0.1132783,2.253963,2.894263,2.140685,2.253963
97.8637,0.1025328,2.242287,2.748288,2.139754,2.242287
98.0161,0.08046592,2.108053,2.210148,2.027587,2.108053
98.1685,0.02587592,1.9316,1.873921,1.905724,1.9316
98.3209,0.0214049,1.888371,1.672241,1.866966,1.888371
98.4733,0.06358405,1.969483,1.814314,1.905899,1.969483
98.6257,0.09484827,2.08602,2.177352,1.991172,2.08602
98.7781,0.0637865,2.114096,2.551133,2.050309,2.114096
98.9305,0.0707595,2.170037,2.852238,2.099277,2.170037
99.0829,0.07284752,2.204116,2.991111,2.131269,2.204116
99.2353,0.05569221,2.200001,3.093219,2.144308,2.200001
99.3877,0.03639952,2.197591,3.094414,2.161191,2.197591
99.5401,0.03919396,2.202005,2.991012,2.162812,2.202005
99.6925,0.03317215,2.193538,2.926196,2.160366,2.193538
99.8449,0.02472564,2.184271,2.875551,2.159546,2.184271
99.9973,0.02222172,2.18265,2.810323,2.160428,2.18265
100.1497,0.01851787,2.185401,2.87702,2.166883,2.185401
100.3021,0.01175093,2.184837,2.86117,2.171035,2.182786
100.4545,0.01143892,2.1804,3.017668,2.164548,2.175987
100.6069,0.01345394,2.149799,3.078657,2.136345,2.149799
100.7593,0.02972278,2.1287,3.155824,2.098977,2.1287
100.9117,0.07643741,2.134096,3.11633,2.057658,2.134096
101.0641,0.132449,2.144628,2.982152,2.012178,2.144628
101.2165,0.1804361,2.156582,2.84818,1.976146,2.156582
101.3689,0.1890952,2.170399,2.638019,1.981304,2.170399
101.5213,0.1751299,2.194613,2.500907,2.019483,2.194613
101.6737,0.1367495,2.228104,2.563173,2.091354,2.228104
101.8261,0.09370102,2.253394,2.893438,2.159693,2.253394
101.9785,0.05710505,2.275785,3.20177,2.21868,2.275785
102.1309,0.04755892,2.280341,3.224451,2.232782,2.280341
102.2833,0.05745583,2.257011,3.129083,2.199555,2.257011
102.4357,0.07455395,2.213998,2.782761,2.139444,2.213998
102.5881,0.05957542,2.172023,2.739214,2.112448,2.172023
102.7405,0.07484007,2.185493,2.883259,2.110653,2.185493
102.8929,0.1009723,2.124941,3.343829,2.023968,2.124941
103.0453,0.07638784,1.893417,3.575227,1.817029,1.893417
103.1977,0.06215707,1.710764,3.67115,1.648606,1.710764
103.3501,0.1058564,1.667216,3.680305,1.561359,1.667216
103.5025,0.1373037,1.672692,3.400402,1.535389,1.672692
103.6549,0.1239951,1.652169,2.912119,1.528173,1.652169
103.8073,0.1014547,1.663147,2.413885,1.561692,1.663147
103.9597,0.0959742,1.77311,2.188544,1.677135,1.77311
104.1121,0.1244478,1.980977,2.400474,1.856529,1.980977
104.2645,0.143327,2.161412,2.624116,2.018084,2.161412
104.4169,0.1218837,2.177096,2.422891,2.055213,2.177096
104.5693,0.1033808,2.155933,2.286385,2.052552,2.155933
104.7217,0.09071542,2.137728,2.450208,2.047013,2.137728
104.8741,0.07333303,2.132754,2.65675,2.05942,2.132754
105.0265,0.07140674,2.137601,2.7424,2.066194,2.137601
105.1789,0.07386788,2.136639,2.625245,2.062771,2.136639
105.3313,0.06529842,2.127582,2.68636,2.062284,2.127582
105.4837,0.05603909,2.146804,2.904269,2.090765,2.146804
105.6361,0.05242853,2.199739,3.349559,2.14731,2.199739
105.7885,0.04583336,2.232763,3.546842,2.186929,2.232763
105.9409,0.03216231,2.217591,3.495775,2.185429,2.217591
106.0933,0.02172028,2.19052,3.480367,2.168799,2.19052
106.2457,0.02481853,2.186526,3.511273,2.161707,2.186526
106.3981,0.03822237,2.203308,3.541893,2.165086,2.203308
106.5505,0.04477196,2.207952,3.377217,2.163181,2.207952
106.7029,0.04100509,2.204804,3.197006,2.163799,2.204804
106.8553,0.03803995,2.208071,3.014478,2.170031,2.208071
107.0077,0.03751212,2.22107,2.951683,2.183558,2.22107
107.1601,0.03676606,2.226402,3.038966,2.189636,2.226402
107.3125,0.03332263,2.220587,3.173712,2.187265,2.220587
107.4649,0.03089766,2.216554,3.294535,2.185656,2.216554
107.6173,0.03070712,2.219376,3.270475,2.188668,2.219376
107.7697,0.03622249,2.235391,3.178961,2.199169,2.235391
107.9221,0.03565234,2.240961,3.182833,2.205308,2.240961
108.0745,0.03212935,2.2391,3.308224,2.20697,2.2391
108.2269,0.03178564,2.227005,3.466178,2.195219,2.227005
108.3793,0.03214571,2.213799,3.430589,2.181654,2.213799
108.5317,0.02559327,2.194773,3.227459,2.16918,2.194773
108.6841,0.01952251,2.186942,3.036139,2.167419,2.186942
108.8365,0.02029893,2.193819,3.016233,2.17352,2.193819
108.9889,0.01993424,2.200687,3.127393,2.180753,2.200687
109.1413,0.01633279,2.196087,3.185971,2.179755,2.196087
109.2937,0.01538505,2.190407,3.168424,2.175021,2.190407
109.4461,0.01887649,2.185739,3.102647,2.166862,2.185739
109.5985,0.02172112,2.181872,3.00369,2.160151,2.181872
109.7509,0.02365044,2.172632,2.854135,2.148981,2.172632
109.9033,0.02568221,2.167581,2.749017,2.141899,2.167581
110.0557,0.02587449,2.171481,2.881502,2.145607,2.171481
110.2081,0.02543211,2.18371,3.080031,2.158278,2.18371
110.3605,0.02715248,2.211183,3.224628,2.184031,2.211183
110.5129,0.02906937,2.237082,3.284194,2.208013,2.237082
110.6653,0.03021512,2.258353,3.407261,2.228137,2.258353
110.8177,0.04145627,2.253942,3.505455,2.212485,2.253942
110.9701,0.07502352,2.234485,3.406883,2.159461,2.234485
111.1225,0.106657,2.220144,3.195739,2.113487,2.220144
111.2749,0.1203626,2.225209,3.042202,2.104846,2.225209
111.4273,0.1295962,2.255935,3.075705,2.126339,2.255935
111.5797,0.1257177,2.268597,3.156795,2.142879,2.268597
111.7321,0.08738947,2.240093,3.147444,2.152703,2.240093
111.8845,0.04836574,2.216102,3.115143,2.167737,2.216102
112.0369,0.035655,2.218086,3.189879,2.182431,2.218086
112.1893,0.03345501,2.220006,3.382993,2.186551,2.220006
112.3417,0.02627221,2.21143,3.443943,2.185158,2.21143
112.4941,0.01779474,2.202969,3.41107,2.185174,2.202969
112.6465,0.019851,2.204846,3.330495,2.184995,2.204846
112.7989,0.02314357,2.210835,3.340478,2.187692,2.210835
112.9513,0.02626322,2.213018,3.354073,2.186755,2.213018
113.1037,0.03011994,2.215049,3.404269,2.184929,2.215049
113.2561,0.03118912,2.214498,3.481614,2.183309,2.214498
113.4085,0.02842797,2.213227,3.550664,2.184799,2.213227
113.5609,0.03061397,2.215993,3.535487,2.185379,2.215993
113.7133,0.03249253,2.20887,3.445598,2.176378,2.20887
113.8657,0.02758883,2.192485,3.387791,2.164896,2.192485
114.0181,0.02849557,2.187352,3.345027,2.158856,2.187352
114.1705,0.0387797,2.202653,3.297566,2.163873,2.202653
114.3229,0.04800433,2.221488,3.303401,2.173484,2.221488
114.4753,0.04776702,2.22803,3.372288,2.180263,2.22803
114.6277,0.0430668,2.227151,3.510456,2.184084,2.227151
114.7801,0.03712813,2.220135,3.575562,2.183007,2.220135
114.9325,0.03464782,2.212148,3.423566,2.1775,2.212148
115.0849,0.03395787,2.208846,3.164522,2.174888,2.208846
115.2373,0.0374804,2.220961,2.986519,2.183481,2.220961
115.3897,0.04985254,2.250212,3.03422,2.20036,2.250212
115.5421,0.05799634,2.266708,3.174688,2.208711,2.266708
115.6945,0.05183867,2.257665,3.204653,2.205826,2.257665
115.8469,0.0443985,2.239089,3.165336,2.194691,2.239089
115.9993,0.0477742,2.235278,3.093952,2.187504,2.235278
116.1517,0.04950872,2.241761,3.08332,2.192253,2.241761
116.3041,0.06081641,2.255159,3.090098,2.194343,2.255159
116.4565,0.07614172,2.25686,3.183699,2.180718,2.25686
116.6089,0.09239765,2.234556,3.278926,2.142158,2.234556
116.7613,0.09833658,2.187045,3.175411,2.088709,2.187045
116.9137,0.1009253,2.135563,2.944096,2.034637,2.135563
117.0661,0.1101815,2.10442,2.782609,1.994239,2.10442
117.2185,0.1259272,2.110546,2.826025,1.984619,2.110546
117.3709,0.1281813,2.137013,2.927868,2.008832,2.137013
117.5233,0.1186489,2.173402,2.887115,2.054753,2.173402
117.6757,0.1133476,2.215545,2.846628,2.102197,2.215545
117.8281,0.0906526,2.224812,2.968132,2.13416,2.224812
117.9805,0.05529139,2.204976,3.274412,2.149684,2.204976
118.1329,0.02814082,2.183063,3.413592,2.154922,2.183063
118.2853,0.01962123,2.178741,3.327867,2.15912,2.178741
118.4377,0.01806515,2.180986,3.202711,2.162921,2.180986
118.5901,0.01962764,2.185195,3.177926,2.165567,2.185195
118.7425,0.02228371,2.185654,3.304405,2.16337,2.185654
118.8949,0.02829203,2.183329,3.450312,2.155037,2.183329
119.0473,0.03669694,2.184503,3.566674,2.147806,2.184503
119.1997,0.04040056,2.187332,3.515262,2.146932,2.187332
119.3521,0.04434181,2.19391,3.329542,2.149568,2.19391
119.5045,0.04862235,2.197843,3.188406,2.14922,2.197843
119.6569,0.04655273,2.185018,3.266937,2.138465,2.185018
119.8093,0.05700152,2.178008,3.44792,2.121006,2.178008
119.9617,0.08564453,2.190715,3.602633,2.105071,2.190715
120.1141,0.1201798,2.216232,3.641443,2.096052,2.216232
120.2665,0.1396834,2.240502,3.57914,2.100818,2.240502
120.4189,0.1391355,2.249247,3.473316,2.110111,2.249247
120.5713,0.1176182,2.23331,3.435434,2.115692,2.23331
120.7237,0.08649815,2.20131,3.525906,2.114811,2.20131
120.8761,0.05324343,2.168677,3.591261,2.115433,2.168677
121.0285,0.03959521,2.161853,3.572425,2.122258,2.161853
121.1809,0.03830186,2.170895,3.497519,2.132593,2.170895
121.3333,0.02968656,2.173841,3.542509,2.144155,2.173841
121.4857,0.01826769,2.169881,3.572569,2.151613,2.169881
121.6381,0.01014719,2.169692,3.537592,2.15244,2.162587
121.7905,0.005307526,2.160615,3.544295,2.147606,2.152914
121.9429,0.01247199,2.151461,3.430662,2.137611,2.150083
122.0953,0.02505781,2.1364,3.226118,2.111342,2.1364
122.2477,0.03363216,2.13426,3.006282,2.100628,2.13426
122.4001,0.04038336,2.167858,2.897827,2.127475,2.167858
122.5525,0.05004468,2.232612,2.858992,2.182567,2.232612
122.7049,0.04727531,2.274957,2.726861,2.227681,2.274957
122.8573,0.02702806,2.278091,2.618503,2.247077,2.274106
123.0097,0.01637198,2.273476,2.817932,2.263258,2.279629
123.1621,0.05110748,2.284444,3.196284,2.241583,2.292691
123.3145,0.10077,2.268322,3.461179,2.167552,2.268322
123.4669,0.1215952,2.209962,3.41838,2.088367,2.209962
123.6193,0.1360435,2.160756,3.158907,2.024713,2.160756
123.7717,0.1819573,2.174919,2.967258,1.992961,2.174919
123.9241,0.1740703,2.180636,2.920236,2.006565,2.180636
124.0765,0.1198779,2.190556,3.03478,2.070678,2.190556
124.2289,0.1110518,2.263962,3.108402,2.15291,2.263962
124.3813,0.1061589,2.301722,3.027182,2.195563,2.301722
124.5337,0.07265111,2.270705,2.872776,2.198054,2.270705
124.6861,0.04596788,2.235719,2.730264,2.189752,2.235719
124.8385,0.04007112,2.224702,2.637065,2.18463,2.224702
124.9909,0.02961776,2.209207,2.613297,2.17959,2.209207
125.1433,0.02045393,2.202528,2.68923,2.182074,2.202528
125.2957,0.02361768,2.214969,2.887585,2.191351,2.214969
125.4481,0.02941751,2.239467,3.089449,2.21005,2.239467
125.6005,0.04093131,2.269495,3.186305,2.228563,2.269495
125.7529,0.04887905,2.287894,3.034638,2.239016,2.287894
125.9053,0.04649378,2.289564,2.905374,2.243071,2.289564
126.0577,0.0315812,2.284814,2.819737,2.238307,2.269888
126.2101,0.01704679,2.281712,2.804307,2.234803,2.25185
126.3625,0.004206508,2.27349,2.937754,2.240956,2.245162
126.5149,0.003878268,2.287873,3.152505,2.259582,2.26346
126.6673,0.02057939,2.304292,3.465354,2.272802,2.293382
126.8197,0.03162547,2.301022,3.587708,2.269396,2.301022
126.9721,0.03783081,2.295803,3.61196,2.257972,2.295803
127.1245,0.04677443,2.296987,3.558141,2.250213,2.296987
127.2769,0.0523771,2.304541,3.487516,2.252164,2.304541
