#HOLE:,U1517A
#EXPEDITION:,372
#TOP:,0.1348
#BOTTOM:,186.6724
DEPTH_LSF,A16B,A16H,A16L,A22B,A22H,A22L,A28B,A28H,A28L,A34B,A34H,A34L,A40B,A40H,A40L
m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m
22.9948,1.280596,1.128014,1.370337,1.328732,1.232128,1.390669,1.367574,1.308521,1.408327,1.366828,1.308124,1.407142,1.338415,1.258881,1.389064
23.1472,1.267601,1.110098,1.353855,1.301193,1.192463,1.36321,1.334331,1.260805,1.379252,1.363796,1.31262,1.397569,1.388453,1.357528,1.409937
23.2996,1.292567,1.230449,1.32208,1.308473,1.268812,1.327816,1.32764,1.309146,1.337043,1.360198,1.35776,1.361579,1.400494,1.409889,1.394376
23.4520,1.202647,1.141958,1.219738,1.260981,1.220353,1.276508,1.295738,1.27706,1.303891,1.3514,1.367019,1.343236,1.452545,1.518834,1.40704
23.6044,1.098047,1.009462,1.108863,1.217437,1.183232,1.227503,1.274209,1.273217,1.274581,1.343314,1.399951,1.317022,1.522159,1.71058,1.397728
23.7568,0.9380226,0.7311152,0.9380203,1.111827,0.9398199,1.139771,1.203186,1.085855,1.240297,1.272428,1.231889,1.288896,1.440463,1.545298,1.377017
23.9092,0.8064816,0.5121264,0.8064806,1.039783,0.7638088,1.056224,1.163221,0.9689705,1.217079,1.22466,1.105484,1.268373,1.364343,1.394312,1.348321
24.0616,0.7155343,0.3684475,0.7155342,0.9828512,0.6048248,0.982851,1.116953,0.8325956,1.178908,1.165814,0.9307359,1.240079,1.257577,1.133558,1.314464
24.2140,0.6832806,0.3197527,0.6832805,0.9305981,0.4718276,0.9305981,1.060424,0.615935,1.12244,1.108627,0.7167837,1.217616,1.185266,0.9041331,1.31387
24.3664,0.7024913,0.3199859,0.7024909,0.9161238,0.4136429,0.9161238,1.041814,0.5135284,1.101477,1.088056,0.6141611,1.228075,1.131892,0.7299789,1.328592
24.5188,0.7816034,0.3883123,0.7816033,0.9331111,0.4454952,0.9331111,1.040532,0.5522196,1.087153,1.095939,0.6699897,1.207393,1.123762,0.723597,1.277325
24.6712,0.8383077,0.4632899,0.8383074,0.9426384,0.4997556,0.9426384,1.043351,0.6370826,1.077466,1.114091,0.8049923,1.183608,1.129551,0.8271427,1.209882
24.8236,0.9610979,0.6463448,0.9610979,0.982412,0.6569981,0.982412,1.05585,0.8176342,1.075228,1.127321,1.018783,1.145856,1.107673,1.007095,1.121596
24.9760,1.019193,0.765293,1.02596,1.014314,0.7890523,1.018579,1.08672,0.96282,1.100575,1.161275,1.174436,1.158791,1.121645,1.15039,1.117806
25.1284,1.078858,0.9298849,1.094383,1.040931,0.9532498,1.045069,1.101221,1.108232,1.100438,1.153311,1.219227,1.142369,1.096186,1.114196,1.094311
25.2808,1.053795,0.9842795,1.058082,0.9898434,0.9740951,0.9898437,1.012775,1.002485,1.012909,1.068523,1.000465,1.073957,1.080808,0.9361473,1.096207
25.4332,1.107531,1.100999,1.108324,0.9996641,1.060642,0.9996641,0.9933981,1.067572,0.9933981,1.04592,1.028345,1.046783,1.08163,0.9276897,1.098439
25.5856,0.9610677,1.149549,0.961063,0.9364024,1.066417,0.9364011,0.9246557,1.032773,0.9246551,0.9999971,1.017527,0.9999968,1.158019,0.988687,1.20048
25.7380,0.7808487,0.9900739,0.7808409,0.84222,0.9540601,0.8422167,0.8580138,0.9352491,0.8580123,0.9558473,0.9496499,0.955846,1.178636,0.9838755,1.240216
25.8904,0.5653473,0.6944616,0.5653434,0.6901961,0.6970614,0.6901935,0.7492388,0.6910003,0.7492372,0.8488665,0.7754329,0.8488647,1.115212,1.007871,1.131456
26.0428,0.4224685,0.4294161,0.4224677,0.5590584,0.4394702,0.5590574,0.6409233,0.4370239,0.6409227,0.7254485,0.5047023,0.7254481,0.9558792,0.7366633,0.9558792
26.1952,0.3588674,0.3166589,0.3588674,0.4782949,0.3259897,0.4782948,0.5712715,0.3280225,0.5712714,0.6598403,0.3553029,0.6598402,0.8510715,0.4248644,0.8510715
26.3476,0.3469185,0.2898312,0.3469184,0.4505692,0.3035903,0.4505692,0.5369132,0.3104225,0.5369132,0.6258358,0.3244252,0.6258358,0.7674404,0.3563848,0.7674404
26.5000,0.3725606,0.2720103,0.3725605,0.4398868,0.2971369,0.4398867,0.526314,0.3125535,0.526314,0.6225711,0.319601,0.6225709,0.6887891,0.3329224,0.6887891
26.6524,0.4131024,0.2836111,0.4131021,0.4671941,0.3067697,0.4671939,0.568866,0.3245588,0.5688657,0.6755688,0.3340308,0.6755684,0.7219557,0.3442393,0.7219557
26.8048,0.5222476,0.3633075,0.5222475,0.5635735,0.3835436,0.5635734,0.683611,0.4255027,0.683611,0.8258662,0.4634674,0.825866,0.8368806,0.4697754,0.8368806
26.9572,0.5758156,0.4704522,0.5758156,0.6111353,0.4912764,0.6111352,0.7273433,0.5337686,0.7273432,0.8575907,0.568408,0.8575907,0.8590024,0.5706189,0.8590024
27.1096,0.744328,0.7089638,0.7443264,0.77891,0.7391745,0.7789086,0.8851987,0.7885029,0.8851975,0.9748327,0.8256013,0.9748321,0.9652209,0.8277696,0.9652209
27.2620,0.844075,0.8470403,0.8440743,0.8772237,0.8733722,0.8772231,0.9533745,0.9107407,0.9533743,1.014903,0.9401261,1.016129,1.009856,0.9483693,1.010509
27.4144,0.9757416,1.010089,0.9757403,1.016224,1.051895,1.015654,1.070786,1.091311,1.069257,1.101331,1.113221,1.100008,1.099861,1.117032,1.097994
27.5668,1.188491,1.209254,1.183814,1.23286,1.255114,1.226348,1.239513,1.277703,1.228219,1.228945,1.283244,1.214147,1.228414,1.290948,1.211628
27.7192,1.331424,1.338485,1.327978,1.365991,1.381718,1.357249,1.354556,1.394248,1.334598,1.329277,1.387512,1.303858,1.327574,1.388029,1.301482
27.8716,1.409485,1.412029,1.407732,1.431531,1.438426,1.426405,1.420026,1.443504,1.404104,1.398689,1.438036,1.375073,1.395452,1.44033,1.369187
28.0240,1.506297,1.515982,1.496737,1.513475,1.525866,1.501032,1.503188,1.528326,1.479985,1.493206,1.533854,1.458753,1.497775,1.547557,1.456039
28.1764,1.53101,1.544188,1.516909,1.554749,1.57021,1.536829,1.55011,1.581201,1.51685,1.544966,1.594303,1.496346,1.559218,1.619954,1.498779
28.3288,1.489628,1.468372,1.511921,1.551915,1.54522,1.560451,1.574288,1.585614,1.55988,1.581972,1.608099,1.550035,1.608736,1.646789,1.560254
28.4812,1.467397,1.435009,1.499753,1.54729,1.53373,1.564895,1.579143,1.586529,1.569378,1.583225,1.601579,1.559878,1.604717,1.628745,1.572535
28.6336,1.431402,1.367352,1.49391,1.524752,1.491697,1.568259,1.574661,1.568858,1.582765,1.586521,1.596626,1.572963,1.611017,1.636201,1.576707
28.7860,1.375101,1.256949,1.487479,1.48367,1.414579,1.578491,1.558761,1.525592,1.610821,1.591756,1.580476,1.609352,1.618593,1.622807,1.611948
28.9384,1.399021,1.29878,1.49877,1.497242,1.436932,1.580802,1.564124,1.535637,1.608379,1.585848,1.576375,1.60006,1.595,1.598319,1.590219
29.0908,1.448827,1.374826,1.533432,1.530238,1.481206,1.605493,1.588255,1.564825,1.627769,1.594697,1.581415,1.616003,1.579123,1.563898,1.602169
29.2432,1.443796,1.358828,1.545971,1.498493,1.433105,1.594263,1.548004,1.505471,1.61633,1.595508,1.583289,1.61503,1.635007,1.653858,1.606012
29.3956,1.436174,1.360353,1.517493,1.477148,1.410975,1.562085,1.524337,1.480352,1.586803,1.566454,1.549997,1.590151,1.585827,1.587811,1.583052
29.5480,1.471022,1.408286,1.546678,1.511187,1.469411,1.565575,1.563737,1.549091,1.584325,1.598044,1.603165,1.590656,1.598711,1.609649,1.583395
29.7004,1.48461,1.447258,1.526071,1.524819,1.500139,1.555684,1.576852,1.576083,1.577904,1.611745,1.629412,1.586669,1.618633,1.643083,1.58427
29.8528,1.44545,1.402338,1.486252,1.514953,1.496081,1.536825,1.572452,1.578394,1.564742,1.602787,1.628196,1.569212,1.623172,1.667336,1.565657
30.0052,1.372765,1.285151,1.442227,1.468848,1.430901,1.508033,1.521399,1.506968,1.538217,1.540552,1.537868,1.54375,1.575955,1.590881,1.557176
30.1576,1.305519,1.161175,1.402928,1.407785,1.325828,1.484953,1.457684,1.401273,1.518408,1.473648,1.423651,1.530037,1.515104,1.481834,1.556923
30.3100,1.296482,1.134389,1.408362,1.390294,1.284905,1.492615,1.448984,1.375171,1.533345,1.489977,1.43435,1.561088,1.559723,1.526911,1.611335
30.4624,1.297209,1.153614,1.388399,1.379854,1.274905,1.47469,1.433753,1.360357,1.510209,1.479524,1.426798,1.541893,1.545844,1.509598,1.600278
30.6148,1.24886,1.046886,1.364911,1.348662,1.217023,1.461461,1.421312,1.336295,1.509687,1.456151,1.390225,1.530702,1.48551,1.431537,1.552016
30.7672,1.258414,1.071896,1.366163,1.380958,1.279758,1.471097,1.477657,1.429522,1.532481,1.526013,1.498266,1.561551,1.570353,1.557653,1.588516
30.9196,1.247398,1.051529,1.355383,1.347337,1.222506,1.449101,1.417308,1.331022,1.50552,1.449207,1.375851,1.532895,1.477521,1.421753,1.544068
31.0720,1.253783,1.039554,1.391771,1.361014,1.229614,1.484523,1.43771,1.344277,1.553564,1.469614,1.388656,1.582629,1.504698,1.443802,1.593672
31.2244,1.27206,1.066206,1.422927,1.368315,1.233746,1.50634,1.454293,1.363085,1.580513,1.509416,1.442397,1.617705,1.556942,1.512764,1.633208
31.3768,1.350309,1.214208,1.471927,1.375544,1.246186,1.510377,1.424193,1.318161,1.558097,1.465487,1.379875,1.58733,1.470219,1.386227,1.592179
31.5292,1.49953,1.457277,1.551481,1.510108,1.465832,1.56842,1.549804,1.519702,1.593808,1.580419,1.564625,1.604565,1.565872,1.54684,1.593679
31.6816,1.565815,1.544884,1.596796,1.585809,1.569587,1.611325,1.623821,1.621556,1.627639,1.649157,1.659999,1.630645,1.642221,1.656555,1.61894
31.8340,1.55543,1.522801,1.605515,1.578967,1.552315,1.623011,1.625501,1.617457,1.63979,1.654161,1.661054,1.64181,1.640032,1.646335,1.629332
31.9864,1.57959,1.551341,1.627094,1.59975,1.576841,1.640579,1.636524,1.628768,1.650991,1.657082,1.662973,1.646318,1.643988,1.65232,1.629812
32.1388,1.637426,1.627366,1.656669,1.657852,1.651206,1.671434,1.666483,1.663149,1.673357,1.662747,1.664319,1.659699,1.655566,1.663598,1.641213
32.2912,1.659099,1.652947,1.671685,1.67249,1.667634,1.682952,1.671388,1.665555,1.684016,1.674089,1.67124,1.680148,1.690979,1.697247,1.677793
32.4436,1.633269,1.614385,1.671947,1.657431,1.642692,1.69028,1.665001,1.654898,1.687198,1.677229,1.675192,1.681588,1.70569,1.714558,1.686289
32.5960,1.602345,1.57039,1.66609,1.696892,1.688363,1.71868,1.74393,1.750683,1.726033,1.764975,1.784212,1.716385,1.801023,1.833976,1.717379
32.7484,1.520469,1.457917,1.6245,1.636747,1.613206,1.68887,1.686617,1.681176,1.699268,1.692857,1.696561,1.684808,1.723276,1.743894,1.679554
32.9008,1.513039,1.456287,1.597172,1.599232,1.56703,1.662423,1.635828,1.617089,1.674691,1.638706,1.628849,1.65764,1.655695,1.661184,1.645692
33.0532,1.465788,1.374498,1.606481,1.540016,1.478295,1.659625,1.602594,1.565597,1.681904,1.633426,1.611707,1.679467,1.649757,1.639408,1.670849
33.2056,1.455476,1.362201,1.589328,1.535876,1.469736,1.670409,1.585773,1.535832,1.70529,1.609707,1.571558,1.697793,1.639286,1.621082,1.677534
33.3580,1.503559,1.435459,1.610139,1.52353,1.461547,1.628305,1.567398,1.524241,1.646235,1.61269,1.590265,1.655328,1.626493,1.612127,1.653597
33.5104,1.50026,1.440637,1.583939,1.530859,1.481632,1.606841,1.570427,1.539387,1.621367,1.599183,1.581585,1.629024,1.605692,1.590037,1.632655
33.6628,1.566754,1.555302,1.582748,1.562413,1.54881,1.581299,1.579557,1.576557,1.583763,1.593829,1.603698,1.580191,1.586312,1.59903,1.569489
33.8152,1.516978,1.496462,1.541177,1.531118,1.512193,1.554691,1.556168,1.548931,1.56559,1.574036,1.578671,1.567943,1.572935,1.580799,1.56281
33.9676,1.529588,1.513819,1.548765,1.534548,1.519179,1.553608,1.548103,1.540517,1.557666,1.554104,1.557129,1.550401,1.544886,1.553981,1.534446
34.1200,1.473806,1.451535,1.495696,1.490659,1.466879,1.516013,1.506896,1.485562,1.531056,1.516736,1.499084,1.537227,1.51903,1.503454,1.537102
34.2724,1.475319,1.455942,1.494256,1.489095,1.466327,1.513088,1.500397,1.478251,1.524859,1.504981,1.486855,1.525016,1.50388,1.489868,1.519
34.4248,1.478677,1.45916,1.498042,1.485536,1.467132,1.504256,1.493793,1.474829,1.513836,1.497008,1.479216,1.515975,1.49422,1.479968,1.508995
34.5772,1.47884,1.463084,1.494238,1.488399,1.472676,1.504402,1.495744,1.479073,1.513328,1.498193,1.48107,1.516484,1.497594,1.481039,1.515187
34.7296,1.483036,1.47158,1.49423,1.491824,1.47867,1.505258,1.496816,1.484766,1.509323,1.497195,1.48774,1.506916,1.495875,1.488037,1.503835
34.8820,1.482229,1.47333,1.490807,1.494279,1.480982,1.508008,1.504024,1.48983,1.519362,1.505313,1.494775,1.516572,1.500032,1.494198,1.506009
35.0344,1.486649,1.47729,1.495854,1.495326,1.484465,1.506472,1.501532,1.491073,1.512528,1.503206,1.495115,1.511685,1.502087,1.496608,1.507737
35.1868,1.489966,1.486895,1.492952,1.501663,1.4941,1.50952,1.509014,1.498806,1.520075,1.511448,1.501028,1.522867,1.511947,1.502521,1.522251
35.3392,1.493143,1.486464,1.499817,1.502924,1.494963,1.511252,1.507185,1.499398,1.515469,1.507394,1.502314,1.51274,1.507326,1.506761,1.507909
35.4916,1.494005,1.48421,1.503956,1.508463,1.494814,1.523456,1.512765,1.50141,1.525332,1.513066,1.505818,1.520948,1.515742,1.510836,1.52108
35.6440,1.500102,1.487771,1.513096,1.507698,1.498247,1.517848,1.508075,1.501874,1.514651,1.50151,1.502078,1.50094,1.496289,1.505402,1.487617
35.7964,1.494632,1.481769,1.507908,1.50948,1.494956,1.525569,1.515421,1.502767,1.529671,1.517528,1.506874,1.529518,1.521461,1.511676,1.532611
35.9488,1.499682,1.485744,1.51445,1.514955,1.497927,1.534509,1.521715,1.507255,1.538593,1.522807,1.512227,1.53498,1.524075,1.515897,1.533425
36.1012,1.499819,1.485435,1.5151,1.514669,1.498442,1.533205,1.522159,1.508367,1.538236,1.525034,1.513345,1.538683,1.528251,1.516914,1.541648
36.2536,1.509248,1.490779,1.53008,1.52201,1.505164,1.541941,1.531891,1.517418,1.549547,1.533864,1.524257,1.545389,1.530444,1.52803,1.5332
36.4060,1.52736,1.513026,1.544495,1.540858,1.525507,1.56043,1.54622,1.533962,1.561943,1.545513,1.538784,1.553866,1.544125,1.542379,1.546227
36.5584,1.530078,1.517024,1.545762,1.543001,1.530069,1.559421,1.550127,1.539392,1.564014,1.550514,1.543611,1.559272,1.547897,1.544943,1.551529
36.7108,1.545315,1.532409,1.561866,1.557371,1.543612,1.576068,1.563269,1.551962,1.578806,1.562167,1.557274,1.568616,1.55813,1.560953,1.554615
36.8632,1.548247,1.536881,1.562882,1.561914,1.550209,1.577941,1.569189,1.559224,1.583128,1.569539,1.562992,1.578526,1.567071,1.564217,1.570868
37.0156,1.566343,1.556025,1.580628,1.577636,1.568154,1.591357,1.58147,1.574952,1.590885,1.579539,1.577603,1.582236,1.57718,1.579737,1.573737
37.1680,1.576081,1.568284,1.58717,1.58676,1.578258,1.599485,1.591392,1.584231,1.602234,1.589389,1.585694,1.594812,1.584993,1.585368,1.584465
37.3204,1.589885,1.582536,1.600953,1.595972,1.588275,1.607906,1.598763,1.591851,1.609554,1.595883,1.592576,1.600861,1.589884,1.59184,1.587103
37.4728,1.595799,1.587042,1.609464,1.601813,1.593463,1.615162,1.603108,1.597952,1.611215,1.599069,1.598854,1.599392,1.593458,1.597341,1.587918
37.6252,1.596732,1.591553,1.604652,1.604187,1.59805,1.613947,1.606834,1.602526,1.613676,1.606794,1.604455,1.610461,1.607,1.604953,1.610204
37.7776,1.6024,1.593623,1.616509,1.607931,1.599741,1.62137,1.609923,1.603435,1.620533,1.607095,1.604923,1.6105,1.602201,1.605698,1.597021
37.9300,1.602926,1.595232,1.615227,1.609457,1.602891,1.620178,1.612836,1.608296,1.62025,1.611438,1.610365,1.613139,1.607577,1.610364,1.603337
38.0824,1.598174,1.59471,1.603445,1.610179,1.605675,1.617449,1.612886,1.609082,1.619066,1.610915,1.608575,1.614647,1.610704,1.609863,1.61203
38.2348,1.594608,1.585085,1.60947,1.608882,1.600645,1.622464,1.613129,1.608159,1.621283,1.611724,1.611789,1.611621,1.611795,1.617156,1.60363
38.3872,1.592147,1.584488,1.603821,1.607079,1.599207,1.619919,1.611515,1.605458,1.621458,1.611545,1.6084,1.616603,1.614232,1.614072,1.614488
38.5396,1.59057,1.57927,1.608103,1.602827,1.592805,1.619119,1.606565,1.599327,1.61829,1.604299,1.601509,1.608638,1.602224,1.604325,1.599084
38.6920,1.588482,1.576905,1.60631,1.601179,1.590893,1.617807,1.605332,1.597745,1.617586,1.605476,1.601008,1.612542,1.607434,1.605639,1.610244
38.8444,1.587555,1.577445,1.602905,1.601033,1.588962,1.620796,1.605773,1.596684,1.620644,1.60391,1.599623,1.610633,1.601334,1.600138,1.603151
38.9968,1.587912,1.578922,1.601481,1.599792,1.58957,1.616204,1.60618,1.598259,1.619052,1.607207,1.602548,1.614639,1.606068,1.603191,1.61058
39.1492,1.593845,1.583323,1.610324,1.603268,1.591541,1.622615,1.607111,1.598163,1.621822,1.606504,1.601677,1.614189,1.605036,1.602668,1.608719
39.3016,1.590543,1.583557,1.60107,1.602031,1.592199,1.617934,1.608953,1.600358,1.623166,1.610512,1.605434,1.618754,1.609015,1.606941,1.612289
39.4540,1.598001,1.588351,1.613307,1.60762,1.596631,1.626015,1.611546,1.603392,1.625146,1.611138,1.607172,1.617542,1.61001,1.608461,1.612459
39.6064,1.602706,1.593345,1.617839,1.611722,1.602174,1.62783,1.616802,1.608827,1.630405,1.616304,1.612611,1.62239,1.612766,1.614527,1.610012
39.7588,1.603417,1.592878,1.620659,1.613492,1.602982,1.631505,1.616747,1.608563,1.630726,1.615467,1.611053,1.622755,1.614386,1.613441,1.615901
39.9112,1.596972,1.584501,1.61707,1.611153,1.600305,1.629591,1.616652,1.607364,1.632646,1.61594,1.609331,1.627053,1.615182,1.612555,1.619458
40.0636,1.603214,1.589602,1.625998,1.614393,1.601848,1.636346,1.618636,1.60801,1.637306,1.619321,1.610689,1.634292,1.621052,1.614075,1.633091
40.2160,1.604911,1.591814,1.626919,1.61405,1.602699,1.633686,1.618163,1.608802,1.634407,1.618379,1.610859,1.631252,1.618102,1.612107,1.628233
40.3684,1.607635,1.594393,1.630203,1.614812,1.603038,1.635323,1.619392,1.609933,1.635914,1.620571,1.614507,1.630938,1.619877,1.617338,1.624091
40.5208,1.611935,1.600558,1.631427,1.620557,1.608823,1.64156,1.625368,1.616016,1.64215,1.626432,1.62082,1.636248,1.625926,1.62324,1.630509
40.6732,1.611134,1.59805,1.633777,1.62267,1.611104,1.643551,1.627194,1.619058,1.641771,1.626493,1.621893,1.634476,1.625467,1.622983,1.62969
40.8256,1.610826,1.598716,1.631588,1.62297,1.611207,1.644275,1.629039,1.619562,1.646362,1.629767,1.623474,1.641002,1.629045,1.625436,1.635333
40.9780,1.612402,1.59877,1.636246,1.625561,1.612982,1.6488,1.630891,1.621727,1.647741,1.631459,1.624719,1.643631,1.632399,1.62559,1.644757
41.1304,1.615217,1.604185,1.634356,1.625976,1.615471,1.645068,1.63113,1.621915,1.648103,1.631864,1.624794,1.644691,1.631822,1.627287,1.639881
41.2828,1.629408,1.616036,1.654771,1.639764,1.629259,1.66017,1.645564,1.639967,1.656249,1.648914,1.646595,1.653284,1.652349,1.650016,1.656814
41.4352,1.615544,1.604513,1.63471,1.63075,1.619929,1.650928,1.635506,1.626393,1.652626,1.634377,1.629822,1.642564,1.634641,1.636576,1.631326
41.5876,1.617393,1.606613,1.636249,1.628579,1.616782,1.65054,1.635352,1.624998,1.655012,1.636858,1.629641,1.650276,1.635534,1.631404,1.642971
41.7400,1.613836,1.601397,1.635524,1.625974,1.611789,1.652625,1.632444,1.618,1.660551,1.634138,1.621327,1.658884,1.634377,1.624387,1.653194
41.8924,1.622423,1.609208,1.646603,1.631085,1.616781,1.658691,1.635223,1.623477,1.657801,1.635445,1.627843,1.649536,1.634497,1.629779,1.642995
42.0448,1.62251,1.607799,1.649809,1.632301,1.618369,1.659254,1.63969,1.627664,1.663389,1.642636,1.632932,1.661607,1.64213,1.634244,1.657251
42.1972,1.627418,1.61458,1.651408,1.640383,1.627093,1.667002,1.646475,1.636447,1.666517,1.647916,1.641807,1.659764,1.648962,1.644711,1.657107
42.3496,1.631586,1.618534,1.656535,1.642532,1.629779,1.668218,1.648616,1.63848,1.669113,1.64977,1.643397,1.662267,1.648959,1.645637,1.655273
42.5020,1.637188,1.625715,1.659401,1.651055,1.638454,1.67753,1.657564,1.64607,1.682243,1.658036,1.649469,1.675902,1.657146,1.651963,1.667554
42.6544,1.644929,1.633552,1.667801,1.657663,1.644871,1.685551,1.661532,1.651251,1.683763,1.660134,1.65421,1.672288,1.659537,1.656976,1.664613
42.8068,1.647517,1.637087,1.668556,1.661342,1.649817,1.686591,1.66779,1.658674,1.68788,1.668823,1.663043,1.681173,1.669041,1.665123,1.677261
42.9592,1.651603,1.64316,1.668642,1.665116,1.655556,1.686001,1.67259,1.663767,1.692455,1.675089,1.667403,1.692386,1.676024,1.668998,1.691796
43.1116,1.652067,1.641131,1.674756,1.664148,1.65311,1.688551,1.670504,1.662308,1.68863,1.670663,1.66579,1.681068,1.668299,1.664981,1.675196
43.2640,1.660322,1.649077,1.684746,1.671043,1.660326,1.695525,1.676305,1.668096,1.695014,1.675877,1.67073,1.687186,1.673446,1.670315,1.680105
43.4164,1.664073,1.655645,1.682161,1.673532,1.664481,1.694067,1.677313,1.67012,1.693595,1.675562,1.672348,1.68247,1.672174,1.6731,1.670293
43.5688,1.670267,1.661379,1.690056,1.676063,1.667036,1.696808,1.679022,1.671201,1.697013,1.677413,1.673131,1.686804,1.673132,1.673479,1.672419
43.7212,1.670267,1.660307,1.692719,1.676377,1.668632,1.693937,1.680661,1.675285,1.692784,1.680594,1.677278,1.687902,1.677377,1.675361,1.681697
43.8736,1.668673,1.660012,1.687749,1.675344,1.668876,1.689723,1.677517,1.673417,1.686494,1.671646,1.67199,1.670944,1.661604,1.667831,1.650037
44.0260,1.65793,1.648945,1.676742,1.667255,1.659689,1.6836,1.669273,1.664605,1.679153,1.665383,1.664071,1.668022,1.661254,1.662402,1.659036
44.1784,1.652382,1.64283,1.671947,1.663964,1.656249,1.680387,1.667516,1.661984,1.679229,1.666185,1.662995,1.672743,1.665807,1.664876,1.667679
44.3308,1.646432,1.636922,1.665338,1.655866,1.647102,1.673983,1.65895,1.653448,1.670127,1.661241,1.662545,1.658724,1.666774,1.676178,1.649359
44.4832,1.636667,1.632377,1.644443,1.651023,1.64648,1.659837,1.656265,1.65404,1.660595,1.656398,1.658423,1.652595,1.65754,1.66396,1.645833
44.6356,1.61929,1.603766,1.647849,1.629495,1.615392,1.65644,1.631619,1.61913,1.655369,1.634689,1.624949,1.653019,1.644012,1.638197,1.655055
44.7880,1.601362,1.587561,1.624296,1.612732,1.599348,1.636129,1.615884,1.604448,1.635854,1.613476,1.604568,1.62855,1.611439,1.604663,1.622618
44.9404,1.597417,1.582976,1.621087,1.612995,1.60094,1.633865,1.621374,1.612059,1.637777,1.622529,1.616917,1.632175,1.6213,1.620021,1.623419
45.0928,1.593628,1.580767,1.614093,1.608464,1.594913,1.631707,1.619494,1.609024,1.637942,1.621734,1.614377,1.634508,1.616919,1.610008,1.628615
45.2452,1.591893,1.572629,1.623841,1.60903,1.592743,1.637696,1.617367,1.6062,1.63696,1.61994,1.61362,1.630737,1.622552,1.61907,1.628442
45.3976,1.588538,1.571545,1.615772,1.605571,1.591395,1.629675,1.616923,1.60654,1.634986,1.620616,1.613096,1.633619,1.619929,1.613649,1.63065
45.5500,1.597925,1.583057,1.622436,1.60911,1.596453,1.630728,1.616879,1.607639,1.632804,1.618037,1.611205,1.629653,1.61462,1.608146,1.625429
45.7024,1.605386,1.600754,1.612714,1.623609,1.618301,1.632754,1.63598,1.632016,1.643123,1.641049,1.638277,1.646109,1.641606,1.638998,1.646374
45.8548,1.603239,1.59443,1.617457,1.616103,1.607015,1.631691,1.622695,1.614829,1.636466,1.621729,1.616234,1.631131,1.617462,1.614507,1.622332
46.0072,1.60263,1.596265,1.612702,1.610963,1.598579,1.632255,1.615344,1.602029,1.638902,1.614467,1.604514,1.631525,1.610239,1.604653,1.619326
46.1596,1.609457,1.603695,1.618812,1.623472,1.619916,1.629514,1.631078,1.629167,1.634394,1.633294,1.632218,1.635166,1.634207,1.63387,1.634793
46.3120,1.617127,1.610403,1.628501,1.624671,1.615665,1.640733,1.628636,1.621441,1.641511,1.627938,1.626099,1.631083,1.62463,1.628441,1.618452
46.4644,1.612296,1.602997,1.627995,1.620015,1.61306,1.631957,1.624024,1.61962,1.631575,1.624897,1.623262,1.627653,1.625064,1.626035,1.623456
46.6168,1.611284,1.603375,1.624434,1.619954,1.611817,1.634053,1.624114,1.617681,1.635323,1.623536,1.620067,1.629428,1.621191,1.620447,1.622415
46.7692,1.60348,1.592549,1.621424,1.613254,1.603687,1.629508,1.618613,1.611241,1.631231,1.620489,1.615004,1.629822,1.621503,1.617071,1.629018
46.9216,1.599365,1.588703,1.616506,1.609334,1.599186,1.626346,1.615225,1.607075,1.629045,1.617774,1.611668,1.628088,1.619163,1.614184,1.627551
47.0740,1.602322,1.591066,1.620745,1.612823,1.60147,1.632349,1.617294,1.607129,1.634977,1.618432,1.609021,1.634789,1.619923,1.61038,1.636645
47.2264,1.599869,1.587723,1.619656,1.610092,1.597145,1.632361,1.613376,1.602656,1.631768,1.61309,1.606102,1.624724,1.613806,1.609899,1.620184
47.3788,1.596224,1.578539,1.625801,1.60721,1.591121,1.635228,1.613947,1.60147,1.635721,1.614597,1.605961,1.629254,1.61186,1.605515,1.622314
47.5312,1.597433,1.584406,1.618559,1.609991,1.596848,1.632622,1.614754,1.603887,1.63354,1.616295,1.607899,1.630628,1.6195,1.612394,1.631686
47.6836,1.604967,1.591446,1.627772,1.615387,1.601673,1.639741,1.62049,1.609351,1.64032,1.623591,1.61661,1.635776,1.627675,1.624372,1.633382
47.8360,1.60538,1.590696,1.630427,1.619277,1.606304,1.642602,1.624934,1.615663,1.641526,1.623361,1.619176,1.630502,1.620475,1.621032,1.619568
47.9884,1.606576,1.591047,1.633405,1.618038,1.604274,1.642809,1.622424,1.612974,1.639164,1.62136,1.616653,1.629351,1.619903,1.618137,1.62282
48.1408,1.614334,1.604348,1.631441,1.619033,1.609648,1.635387,1.623322,1.614346,1.639226,1.623553,1.617868,1.633374,1.619853,1.620038,1.619553
48.2932,1.614714,1.601416,1.638168,1.62522,1.611504,1.65078,1.629729,1.618659,1.650314,1.627805,1.621115,1.639681,1.623617,1.620592,1.62874
48.4456,1.641464,1.638433,1.647019,1.648442,1.647285,1.650595,1.653637,1.654014,1.652928,1.65499,1.657515,1.650294,1.653495,1.658736,1.644014
48.5980,1.646153,1.641833,1.654331,1.654405,1.65143,1.660187,1.661384,1.660168,1.663786,1.665231,1.668084,1.6597,1.666109,1.674636,1.650254
