#HOLE:,U1520B
#EXPEDITION:,372
#TOP:,0.7174
#BOTTOM:,720.8074
DEPTH_LSF,DTCO,DTSM,VCO,VSH
m,us/ft,us/ft,km/s,km/s
46.7422,189.33961,-999.25,1.6098,-999.25
46.8946,189.28348,-999.25,1.6103,-999.25
47.0470,189.34753,-999.25,1.6097,-999.25
47.1994,189.57439,-999.25,1.6078,-999.25
47.3518,189.77054,-999.25,1.6062,-999.25
47.5042,189.74200,-999.25,1.6064,-999.25
47.6566,189.60689,-999.25,1.6075,-999.25
47.8090,189.79149,-999.25,1.6060,-999.25
47.9614,190.60114,-999.25,1.5992,-999.25
48.1138,191.12744,-999.25,1.5947,-999.25
48.2662,190.87395,-999.25,1.5969,-999.25
48.4186,189.90909,-999.25,1.6050,-999.25
48.5710,188.67686,-999.25,1.6155,-999.25
48.7234,188.14194,-999.25,1.6201,-999.25
48.8758,187.85413,-999.25,1.6225,-999.25
49.0282,187.66312,-999.25,1.6242,-999.25
49.1806,187.83510,-999.25,1.6227,-999.25
49.3330,188.47932,-999.25,1.6172,-999.25
49.4854,189.14081,-999.25,1.6115,-999.25
49.6378,189.37259,-999.25,1.6095,-999.25
49.7902,189.14890,-999.25,1.6114,-999.25
49.9426,189.31599,-999.25,1.6100,-999.25
50.0950,189.62981,-999.25,1.6073,-999.25
50.2474,189.95847,-999.25,1.6046,-999.25
50.3998,190.46623,-999.25,1.6003,-999.25
50.5522,190.25948,-999.25,1.6020,-999.25
50.7046,190.01942,-999.25,1.6040,-999.25
50.8570,190.59985,-999.25,1.5992,-999.25
51.0094,191.53465,-999.25,1.5914,-999.25
51.1618,191.45778,-999.25,1.5920,-999.25
51.3142,191.35457,-999.25,1.5929,-999.25
51.4666,191.49976,-999.25,1.5916,-999.25
51.6190,190.06100,-999.25,1.6037,-999.25
51.7714,188.39034,-999.25,1.6179,-999.25
51.9238,188.03238,-999.25,1.6210,-999.25
52.0762,189.58748,-999.25,1.6077,-999.25
52.2286,190.66385,-999.25,1.5986,-999.25
52.3810,189.63255,-999.25,1.6073,-999.25
52.5334,189.54300,-999.25,1.6081,-999.25
52.6858,189.32759,-999.25,1.6099,-999.25
52.8382,189.66080,-999.25,1.6071,-999.25
52.9906,190.28488,-999.25,1.6018,-999.25
53.1430,190.50407,-999.25,1.6000,-999.25
53.2954,190.07906,-999.25,1.6035,-999.25
53.4478,189.38992,-999.25,1.6094,-999.25
53.6002,188.56528,-999.25,1.6164,-999.25
53.7526,187.43130,-999.25,1.6262,-999.25
53.9050,186.78343,-999.25,1.6318,-999.25
54.0574,187.23898,-999.25,1.6279,-999.25
54.2098,188.22026,-999.25,1.6194,-999.25
54.3622,188.80247,-999.25,1.6144,-999.25
54.5146,188.35211,-999.25,1.6182,-999.25
54.6670,187.63188,-999.25,1.6245,-999.25
54.8194,187.49832,-999.25,1.6256,-999.25
54.9718,187.25337,-999.25,1.6277,-999.25
55.1242,187.95473,-999.25,1.6217,-999.25
55.2766,188.52835,-999.25,1.6167,-999.25
55.4290,188.49382,-999.25,1.6170,-999.25
55.5814,187.29231,-999.25,1.6274,-999.25
55.7338,185.80052,-999.25,1.6405,-999.25
55.8862,185.66504,-999.25,1.6417,-999.25
56.0386,186.43356,-999.25,1.6349,-999.25
56.1910,186.13588,-999.25,1.6375,-999.25
56.3434,187.15599,-999.25,1.6286,-999.25
56.4958,190.75430,-999.25,1.5979,-999.25
56.6482,193.42178,-999.25,1.5758,-999.25
56.8006,194.89122,-999.25,1.5639,-999.25
56.9530,194.07841,-999.25,1.5705,-999.25
57.1054,191.98323,-999.25,1.5876,-999.25
57.2578,191.18083,-999.25,1.5943,-999.25
57.4102,191.28780,-999.25,1.5934,-999.25
57.5626,192.36235,-999.25,1.5845,-999.25
57.7150,191.77228,-999.25,1.5894,-999.25
57.8674,191.20761,-999.25,1.5941,-999.25
58.0198,190.47583,-999.25,1.6002,-999.25
58.1722,190.86758,-999.25,1.5969,-999.25
58.3246,191.39771,-999.25,1.5925,-999.25
58.4770,190.19327,-999.25,1.6026,-999.25
58.6294,190.25737,-999.25,1.6020,-999.25
58.7818,191.20633,-999.25,1.5941,-999.25
58.9342,191.08997,-999.25,1.5951,-999.25
59.0866,189.86589,-999.25,1.6053,-999.25
59.2390,190.45802,-999.25,1.6004,-999.25
59.3914,191.39438,-999.25,1.5925,-999.25
59.5438,191.07222,-999.25,1.5952,-999.25
59.6962,190.10544,-999.25,1.6033,-999.25
59.8486,189.45552,-999.25,1.6088,-999.25
60.0010,189.43707,-999.25,1.6090,-999.25
60.1534,189.82841,-999.25,1.6057,-999.25
60.3058,189.97015,-999.25,1.6045,-999.25
60.4582,189.67126,-999.25,1.6070,-999.25
60.6106,189.99321,-999.25,1.6043,-999.25
60.7630,191.99490,-999.25,1.5875,-999.25
60.9154,192.99709,-999.25,1.5793,-999.25
61.0678,192.34677,-999.25,1.5846,-999.25
61.2202,191.78828,-999.25,1.5893,-999.25
61.3726,191.97285,-999.25,1.5877,-999.25
61.5250,190.26820,-999.25,1.6019,-999.25
61.6774,187.45384,-999.25,1.6260,-999.25
61.8298,185.37862,-999.25,1.6442,-999.25
61.9822,185.37122,-999.25,1.6443,-999.25
62.1346,189.29713,-999.25,1.6102,-999.25
62.2870,193.62086,-999.25,1.5742,-999.25
62.4394,195.13342,-999.25,1.5620,-999.25
62.5918,195.00067,-999.25,1.5631,-999.25
62.7442,194.40437,-999.25,1.5679,-999.25
62.8966,192.06070,-999.25,1.5870,-999.25
63.0490,190.57288,-999.25,1.5994,-999.25
63.2014,189.93607,-999.25,1.6048,-999.25
63.3538,188.99663,-999.25,1.6127,-999.25
63.5062,188.36256,-999.25,1.6182,-999.25
63.6586,187.51418,-999.25,1.6255,-999.25
63.8110,187.47823,-999.25,1.6258,-999.25
63.9634,187.84026,-999.25,1.6227,-999.25
64.1158,187.27402,-999.25,1.6276,-999.25
64.2682,186.56902,-999.25,1.6337,-999.25
64.4206,186.05777,-999.25,1.6382,-999.25
64.5730,185.98933,-999.25,1.6388,-999.25
64.7254,185.66780,-999.25,1.6416,-999.25
64.8778,185.68111,-999.25,1.6415,-999.25
65.0302,187.63432,-999.25,1.6244,-999.25
65.1826,190.93843,-999.25,1.5963,-999.25
65.3350,193.02031,-999.25,1.5791,-999.25
65.4874,193.54488,-999.25,1.5748,-999.25
65.6398,193.75687,-999.25,1.5731,-999.25
65.7922,193.75526,-999.25,1.5731,-999.25
65.9446,193.87877,-999.25,1.5721,-999.25
66.0970,192.60612,-999.25,1.5825,-999.25
66.2494,190.96605,-999.25,1.5961,-999.25
66.4018,188.66724,-999.25,1.6155,-999.25
66.5542,187.22221,-999.25,1.6280,-999.25
66.7066,186.40260,-999.25,1.6352,-999.25
66.8590,186.27037,-999.25,1.6363,-999.25
67.0114,186.25700,-999.25,1.6364,-999.25
67.1638,186.18494,-999.25,1.6371,-999.25
67.3162,185.69286,-999.25,1.6414,-999.25
67.4686,185.05473,-999.25,1.6471,-999.25
67.6210,184.72232,-999.25,1.6500,-999.25
67.7734,184.95486,-999.25,1.6480,-999.25
67.9258,185.05772,-999.25,1.6471,-999.25
68.0782,186.38118,-999.25,1.6354,-999.25
68.2306,188.66766,-999.25,1.6155,-999.25
68.3830,190.85880,-999.25,1.5970,-999.25
68.5354,192.03870,-999.25,1.5872,-999.25
68.6878,191.13330,-999.25,1.5947,-999.25
68.8402,190.57016,-999.25,1.5994,-999.25
68.9926,191.14079,-999.25,1.5946,-999.25
69.1450,191.11623,-999.25,1.5948,-999.25
69.2974,190.47304,-999.25,1.6002,-999.25
69.4498,188.60956,-999.25,1.6160,-999.25
69.6022,189.24341,-999.25,1.6106,-999.25
69.7546,190.37584,-999.25,1.6010,-999.25
69.9070,190.25539,-999.25,1.6021,-999.25
70.0594,189.85660,-999.25,1.6054,-999.25
70.2118,190.64969,-999.25,1.5987,-999.25
70.3642,191.40135,-999.25,1.5925,-999.25
70.5166,191.21477,-999.25,1.5940,-999.25
70.6690,191.06374,-999.25,1.5953,-999.25
70.8214,191.92747,-999.25,1.5881,-999.25
70.9738,194.41986,-999.25,1.5677,-999.25
71.1262,196.83144,-999.25,1.5485,-999.25
71.2786,197.82889,-999.25,1.5407,-999.25
71.4310,197.65945,-999.25,1.5420,-999.25
71.5834,197.15256,-999.25,1.5460,-999.25
71.7358,194.35437,-999.25,1.5683,-999.25
