#HOLE:,U1517A
#EXPEDITION:,372
#TOP:,0.4396
#BOTTOM:,189.7204
DEPTH_LSF,GRMA
m,gAPI
42.5020,60.98676
42.5325,60.6898
42.5630,60.39238
42.5935,60.09542
42.6239,59.7986
42.6544,59.50169
42.6849,59.3445
42.7154,59.18706
42.7459,59.02987
42.7763,58.87274
42.8068,58.71559
42.8373,58.79466
42.8678,58.87354
42.8983,58.95245
42.9287,59.03132
42.9592,59.11024
42.9897,59.24424
43.0202,59.37791
43.0507,59.51164
43.0811,59.64532
43.1116,59.77932
43.1421,59.91286
43.1726,60.04634
43.2031,60.17988
43.2335,60.31337
43.2640,60.44765
43.2945,60.85783
43.3250,61.26783
43.3555,61.67802
43.3859,62.08884
43.4164,62.49893
43.4469,62.84848
43.4774,63.19788
43.5079,63.54743
43.5383,63.89753
43.5688,64.24667
43.5993,64.30968
43.6298,64.37265
43.6603,64.43566
43.6907,64.49876
43.7212,64.56188
43.7517,64.72132
43.7822,64.88068
43.8127,65.04011
43.8431,65.19978
43.8736,65.35866
43.9041,65.01292
43.9346,64.66733
43.9651,64.32089
43.9955,63.97531
44.0260,63.62954
44.0565,63.25284
44.0870,62.8763
44.1175,62.49885
44.1479,62.12232
44.1784,61.74539
44.2089,61.07473
44.2394,60.40302
44.2699,59.73236
44.3003,59.06199
44.3308,58.39145
44.3613,57.91378
44.3918,57.43536
44.4223,56.9577
44.4527,56.48024
44.4832,56.00278
44.5137,55.98898
44.5442,55.97515
44.5747,55.96134
44.6051,55.94754
44.6356,55.93377
44.6661,56.01208
44.6966,56.09052
44.7271,56.16883
44.7575,56.24711
44.7880,56.32542
44.8185,56.40934
44.8490,56.49304
44.8795,56.57678
44.9099,56.66049
44.9404,56.74423
44.9709,56.74604
45.0014,56.74786
45.0319,56.74966
45.0623,56.75147
45.0928,56.75349
45.1233,56.86496
45.1538,56.97638
45.1843,57.08785
45.2147,57.19949
45.2452,57.31026
45.2757,57.00082
45.3062,56.69153
45.3367,56.3821
45.3671,56.07218
45.3976,55.7626
45.4281,55.35857
45.4586,54.95471
45.4891,54.55068
45.5195,54.14602
45.5500,53.74195
45.5805,53.31935
45.6110,52.89693
45.6415,52.47432
45.6719,52.05106
45.7024,51.6297
45.7329,52.23512
45.7634,52.84028
45.7939,53.44571
45.8243,54.05209
45.8548,54.65715
45.8853,54.91854
45.9158,55.17982
45.9463,55.44173
45.9767,55.70301
46.0072,55.96431
46.0377,56.125
46.0682,56.28595
46.0987,56.44664
46.1291,56.60727
46.1596,56.7676
46.1901,56.4452
46.2206,56.1223
46.2511,55.7999
46.2815,55.47764
46.3120,55.15527
46.3425,54.89188
46.3730,54.62808
46.4035,54.36469
46.4339,54.10141
46.4644,53.8381
46.4949,53.77803
46.5254,53.71785
46.5559,53.65778
46.5863,53.59773
46.6168,53.53754
46.6473,53.02361
46.6778,52.50887
46.7083,51.99494
46.7387,51.48124
46.7692,50.96739
46.7997,51.26469
46.8302,51.56126
46.8607,51.85797
46.8911,52.15454
46.9216,52.4514
46.9521,52.51898
46.9826,52.58652
47.0131,52.6541
47.0435,52.72165
47.0740,52.79087
47.1045,53.69797
47.1350,54.60466
47.1655,55.51176
47.1959,56.42027
47.2264,57.32605
47.2569,57.42341
47.2874,57.52073
47.3179,57.61809
47.3483,57.71561
47.3788,57.81332
47.4093,58.14703
47.4398,58.48059
47.4703,58.8143
47.5007,59.14853
47.5312,59.48131
47.5617,59.11132
47.5922,58.74148
47.6227,58.37149
47.6531,58.00092
47.6836,57.63134
47.7141,57.62746
47.7446,57.62357
47.7751,57.61969
47.8055,57.6158
47.8360,57.61191
47.8665,57.60192
47.8970,57.59195
47.9275,57.58194
47.9579,57.57196
47.9884,57.56223
48.0189,57.85588
48.0494,58.14999
48.0799,58.44364
48.1103,58.73716
48.1408,59.03072
48.1713,59.19087
48.2018,59.35128
48.2323,59.51144
48.2627,59.67152
48.2932,59.83164
48.3237,59.91437
48.3542,59.99723
48.3847,60.07995
48.4151,60.16265
48.4456,60.24541
48.4761,60.43829
48.5066,60.63147
48.5371,60.82435
48.5675,61.01715
48.5980,61.20998
48.6285,61.19072
48.6590,61.17143
48.6895,61.15217
48.7199,61.13292
48.7504,61.11364
48.7809,60.8344
48.8114,60.55584
48.8419,60.27715
48.8723,59.99858
48.9028,59.719
48.9333,59.26114
48.9638,58.80348
48.9943,58.34562
49.0247,57.88795
49.0552,57.42978
49.0857,57.31419
49.1162,57.19864
49.1467,57.08305
49.1771,56.96728
49.2076,56.85205
49.2381,56.96491
49.2686,57.07772
49.2991,57.19059
49.3295,57.30363
49.3600,57.41653
49.3905,57.54945
49.4210,57.6823
49.4515,57.81522
49.4819,57.94835
49.5124,58.08153
49.5429,58.42078
49.5734,58.75988
49.6039,59.09913
49.6343,59.43892
49.6648,59.77795
49.6953,59.91878
49.7258,60.05955
49.7563,60.20066
49.7867,60.34143
49.8172,60.48235
49.8477,60.71379
49.8782,60.94514
49.9087,61.17705
49.9391,61.4084
49.9696,61.6394
50.0001,61.30626
50.0306,60.97261
50.0611,60.63948
50.0915,60.3065
50.1220,59.97375
50.1525,60.2577
50.1830,60.54209
50.2135,60.82603
50.2439,61.10985
50.2744,61.39377
50.3049,61.61332
50.3354,61.83322
50.3659,62.05277
50.3963,62.27223
50.4268,62.49182
50.4573,62.83567
50.4878,63.18005
50.5183,63.52389
50.5487,63.86758
50.5792,64.21134
50.6097,64.03531
50.6402,63.8597
50.6707,63.68401
50.7011,63.5084
50.7316,63.33271
50.7621,63.12329
50.7926,62.91437
50.8231,62.70537
50.8535,62.49646
50.8840,62.28755
50.9145,62.35893
50.9450,62.43027
50.9755,62.50166
51.0059,62.573
51.0364,62.64473
51.0669,62.8405
51.0974,63.03618
51.1279,63.23195
51.1583,63.42802
51.1888,63.62398
51.2193,63.94624
51.2498,64.26835
51.2803,64.59061
51.3107,64.91338
51.3412,65.23511
51.3717,65.17518
51.4022,65.11528
51.4327,65.05535
51.4631,64.99533
51.4936,64.93498
51.5241,64.53564
51.5546,64.13647
51.5851,63.73712
51.6155,63.33715
51.6460,62.93791
51.6765,62.63834
51.7070,62.3389
51.7375,62.03873
51.7679,61.73929
51.7984,61.43982
51.8289,61.25976
51.8594,61.07977
51.8899,60.89935
51.9203,60.71937
51.9508,60.5397
51.9813,60.88792
52.0118,61.23669
52.0423,61.5849
52.0727,61.93297
52.1032,62.28109
52.1337,62.44952
52.1642,62.61821
52.1947,62.78664
52.2251,62.955
52.2556,63.12338
52.2861,63.1782
52.3166,63.2331
52.3471,63.28792
52.3775,63.34272
52.4080,63.39737
52.4385,62.86335
52.4690,62.3285
52.4995,61.79448
52.5299,61.26069
52.5604,60.72673
52.5909,60.70534
52.6214,60.68401
52.6519,60.66266
52.6823,60.64132
52.7128,60.61998
52.7433,60.78274
52.7738,60.94511
52.8043,61.10755
52.8347,61.26992
52.8652,61.43286
52.8957,61.69225
52.9262,61.95153
52.9567,62.21092
52.9871,62.47072
53.0176,62.7291
53.0481,62.3741
53.0786,62.01926
53.1091,61.66426
53.1395,61.30871
53.1700,60.95399
53.2005,60.7868
53.2310,60.61967
53.2615,60.45248
53.2919,60.28503
53.3224,60.11812
53.3529,60.16584
53.3834,60.21355
53.4139,60.26127
53.4443,60.30907
53.4748,60.35738
53.5053,60.90573
53.5358,61.45385
53.5663,62.0022
53.5967,62.55141
53.6272,63.09941
53.6577,63.29425
53.6882,63.48901
53.7187,63.68423
53.7491,63.87899
53.7796,64.07396
53.8101,64.41222
53.8406,64.75101
53.8711,65.08928
53.9015,65.4274
53.9320,65.76497
53.9625,65.10851
53.9930,64.45103
54.0235,63.79456
54.0539,63.13839
54.0844,62.48229
54.1149,62.49902
54.1454,62.51577
54.1759,62.53251
54.2063,62.54922
54.2368,62.56586
54.2673,62.35852
54.2978,62.15086
54.3283,61.94352
54.3587,61.73627
54.3892,61.52916
54.4197,62.34716
54.4502,63.16644
54.4807,63.98444
54.5111,64.80208
54.5416,65.62004
54.5721,65.88536
54.6026,66.15002
54.6331,66.41481
54.6635,66.67947
54.6940,66.94418
54.7245,66.89301
54.7550,66.84185
54.7855,66.79068
54.8159,66.73952
54.8464,66.68806
54.8769,66.5312
54.9074,66.37441
54.9379,66.21754
54.9683,66.06044
54.9988,65.90337
55.0293,65.60941
55.0598,65.3156
55.0903,65.02165
55.1207,64.72725
55.1512,64.43375
55.1817,64.45528
55.2122,64.47678
55.2427,64.49829
55.2731,64.51984
55.3036,64.54116
55.3341,64.41052
55.3646,64.27995
55.3951,64.14931
55.4255,64.01848
55.4560,63.88811
55.4865,63.99478
55.5170,64.1014
55.5475,64.20808
55.5779,64.31491
55.6084,64.42128
55.6389,64.21615
55.6694,64.01111
55.6999,63.80556
55.7303,63.60052
55.7608,63.39539
55.7913,63.19091
55.8218,62.98613
55.8523,62.78165
55.8827,62.57728
55.9132,62.37305
55.9437,62.5396
55.9742,62.70641
56.0047,62.87297
56.0351,63.03944
56.0656,63.20583
56.0961,63.03055
56.1266,62.855
56.1571,62.67972
56.1875,62.50452
56.2180,62.32938
56.2485,62.57451
56.2790,62.82001
56.3095,63.06514
56.3399,63.31015
56.3704,63.55518
56.4009,63.2697
56.4314,62.98378
56.4619,62.6983
56.4923,62.41296
56.5228,62.12748
56.5533,62.41339
56.5838,62.6986
56.6143,62.98394
56.6447,63.26915
56.6752,63.55414
56.7057,63.34601
56.7362,63.13796
56.7667,62.92982
56.7971,62.72177
56.8276,62.51334
56.8581,62.37346
56.8886,62.23365
56.9191,62.09377
56.9495,61.95367
56.9800,61.81384
57.0105,61.70092
57.0410,61.58805
57.0715,61.47513
57.1019,61.36204
57.1324,61.24952
57.1629,61.42016
57.1934,61.59073
57.2239,61.76138
57.2543,61.93229
57.2848,62.10217
57.3153,61.6447
57.3458,61.18744
57.3763,60.72998
57.4067,60.27181
57.4372,59.8148
57.4677,59.77723
57.4982,59.73969
57.5287,59.70204
57.5591,59.6645
57.5896,59.62702
57.6201,59.68373
57.6506,59.74043
57.6811,59.79726
57.7115,59.85396
57.7420,59.91115
57.7725,60.58784
57.8030,61.26559
57.8335,61.94229
57.8639,62.61869
57.8944,63.29533
57.9249,63.89156
57.9554,64.48872
57.9859,65.08495
58.0163,65.68092
58.0468,66.27673
58.0773,65.94655
58.1078,65.61585
58.1383,65.28567
58.1687,64.95563
58.1992,64.62558
58.2297,64.75114
58.2602,64.87691
58.2907,65.00248
58.3211,65.12799
58.3516,65.25347
58.3821,64.6364
58.4126,64.02084
58.4431,63.405
58.4735,62.78943
58.5040,62.17359
58.5345,62.22134
58.5650,62.26899
58.5955,62.31666
58.6259,62.36431
58.6564,62.41078
58.6869,61.74364
58.7174,61.07678
58.7479,60.40964
58.7783,59.74279
58.8088,59.07577
58.8393,59.2916
58.8698,59.50733
58.9003,59.72316
58.9307,59.93932
58.9612,60.15498
58.9917,60.25907
59.0222,60.36311
59.0527,60.4672
59.0831,60.57145
59.1136,60.67634
59.1441,61.37929
59.1746,62.08194
59.2051,62.78489
59.2355,63.48895
59.2660,64.19118
59.2965,64.28136
59.3270,64.37149
59.3575,64.46168
59.3879,64.55199
59.4184,64.64214
59.4489,64.69345
59.4794,64.74474
59.5099,64.79615
59.5403,64.84744
59.5708,64.89851
59.6013,64.65775
59.6318,64.4171
59.6623,64.17587
59.6927,63.93522
59.7232,63.69446
59.7537,63.44676
59.7842,63.19867
59.8147,62.95096
59.8451,62.70337
59.8756,62.45581
59.9061,62.4709
59.9366,62.48602
59.9671,62.50111
59.9975,62.5162
60.0280,62.53132
60.0585,62.62241
60.0890,62.71364
60.1195,62.80473
60.1499,62.89577
60.1804,62.98693
60.2109,63.42036
60.2414,63.85447
60.2719,64.2879
60.3023,64.72112
60.3328,65.15452
60.3633,65.17409
60.3938,65.1936
60.4243,65.21313
60.4547,65.23264
60.4852,65.25217
60.5157,65.13956
60.5462,65.02721
60.5767,64.91479
60.6071,64.80244
60.6376,64.68945
60.6681,64.368
60.6986,64.04668
60.7291,63.72524
60.7595,63.40329
60.7900,63.08189
60.8205,62.79694
60.8510,62.5121
60.8815,62.22715
60.9119,61.94175
60.9424,61.65715
60.9729,61.62327
61.0034,61.5894
61.0339,61.55552
61.0643,61.52158
61.0948,61.48759
61.1253,61.36743
61.1558,61.24732
61.1863,61.12716
61.2167,61.00681
61.2472,60.88711
61.2777,61.17411
61.3082,61.46099
61.3387,61.74799
61.3691,62.03544
61.3996,62.32215
61.4301,62.30672
61.4606,62.29131
61.4911,62.27586
61.5215,62.26044
61.5520,62.24508
61.5825,62.30486
61.6130,62.36472
61.6435,62.4245
61.6739,62.48424
61.7044,62.5438
61.7349,62.27946
61.7654,62.01472
61.7959,61.75038
61.8263,61.48616
61.8568,61.22176
61.8873,60.82306
61.9178,60.42374
61.9483,60.02504
61.9787,59.62652
62.0092,59.22806
62.0397,59.51953
62.0702,59.81146
62.1007,60.10293
62.1311,60.39428
62.1616,60.68576
62.1921,61.04224
62.2226,61.39928
62.2531,61.75576
62.2835,62.11209
62.3140,62.46857
62.3445,62.9137
62.3750,63.35774
62.4055,63.80198
62.4359,64.24602
62.4664,64.69004
62.4969,64.54224
62.5274,64.39449
62.5579,64.24668
62.5883,64.09894
62.6188,63.95006
62.6493,63.35315
62.6798,62.7565
62.7103,62.15958
62.7407,61.56174
62.7712,60.96535
62.8017,60.70876
62.8322,60.45229
62.8627,60.1957
62.8931,59.93871
62.9236,59.68221
62.9541,59.4918
62.9846,59.30146
63.0151,59.11105
63.0455,58.92034
63.0760,58.73042
63.1065,58.94125
63.1370,59.15198
63.1675,59.3628
63.1979,59.57396
63.2284,59.78473
63.2589,59.94236
63.2894,60.09991
63.3199,60.25755
63.3503,60.41542
63.3808,60.57294
63.4113,60.6203
63.4418,60.66764
63.4723,60.71508
63.5027,60.76242
63.5332,60.81015
63.5637,61.35658
63.5942,61.90385
63.6247,62.45028
63.6551,62.99646
63.6856,63.5427
63.7161,63.79169
63.7466,64.04106
63.7771,64.29005
63.8075,64.53893
63.8380,64.78781
63.8685,64.82217
63.8990,64.85659
63.9295,64.89095
63.9599,64.9253
63.9904,64.95947
64.0209,64.33936
64.0514,63.71827
64.0819,63.09816
64.1123,62.47832
64.1428,61.85826
64.1733,61.68274
64.2038,61.50694
64.2343,61.33142
64.2647,61.15597
64.2952,60.98045
64.3257,61.09641
64.3562,61.2121
64.3867,61.32784
64.4171,61.44353
64.4476,61.55967
64.4781,61.77105
64.5086,61.98232
64.5391,62.1937
64.5695,62.40498
64.6000,62.616
64.6305,62.36263
64.6610,62.10936
64.6915,61.856
64.7219,61.60223
64.7524,61.34964
64.7829,61.61505
64.8134,61.88034
64.8439,62.14576
64.8743,62.41159
64.9048,62.67655
64.9353,62.60554
64.9658,62.53456
64.9963,62.46355
65.0267,62.39243
65.0572,62.32194
65.0877,62.69117
65.1182,63.06022
65.1487,63.42944
65.1791,63.79924
65.2096,64.16784
65.2401,63.93317
65.2706,63.6986
65.3011,63.46347
65.3315,63.2289
65.3620,62.9943
65.3925,62.84549
65.4230,62.69675
65.4535,62.54764
65.4839,62.3989
65.5144,62.25009
65.5449,62.10501
65.5754,61.9597
65.6059,61.81462
65.6363,61.66961
65.6668,61.52451
65.6973,61.3534
65.7278,61.18204
65.7583,61.01093
65.7887,60.8399
65.8192,60.66897
65.8497,60.91922
65.8802,61.16987
65.9107,61.42012
65.9411,61.67027
65.9716,61.92044
66.0021,61.84127
66.0326,61.76196
66.0631,61.68279
66.0935,61.60365
66.1240,61.52451
66.1545,61.93167
66.1850,62.33785
66.2155,62.7442
66.2459,63.15038
66.2764,63.55673
66.3069,63.97644
66.3374,64.39513
66.3679,64.814
66.3983,65.2327
66.4288,65.6524
66.4593,66.07229
66.4898,66.49198
66.5203,66.91187
66.5507,67.33157
66.5812,67.75172
66.6117,67.82317
66.6422,67.89458
66.6727,67.96603
66.7031,68.03758
66.7336,68.10855
66.7641,67.84933
66.7946,67.59024
66.8251,67.33102
66.8555,67.07141
66.8860,66.81247
66.9165,66.76242
66.9470,66.71239
66.9775,66.66234
67.0079,66.61221
67.0384,66.56193
67.0689,66.31526
67.0994,66.0687
67.1299,65.82203
67.1603,65.57497
67.1908,65.32834
67.2213,65.12064
67.2518,64.91303
67.2823,64.70492
67.3127,64.49731
67.3432,64.28976
67.3737,64.27077
67.4042,64.25179
67.4347,64.23276
67.4651,64.21378
67.4956,64.19477
67.5261,64.14335
67.5566,64.09184
67.5871,64.04041
67.6175,63.98902
67.6480,63.93759
67.6785,63.88837
67.7090,63.83908
67.7395,63.78986
67.7699,63.74066
67.8004,63.69136
67.8309,63.40215
67.8614,63.11248
67.8919,62.82327
67.9223,62.53419
67.9528,62.24508
67.9833,62.4765
68.0138,62.70828
68.0443,62.9397
68.0747,63.17102
68.1052,63.40243
68.1357,63.20444
68.1662,63.00694
68.1967,62.80935
68.2271,62.61185
68.2576,62.41426
68.2881,62.37719
68.3186,62.34023
68.3491,62.30325
68.3795,62.26629
68.4100,62.22911
68.4405,62.11331
68.4710,61.99757
68.5015,61.88178
68.5319,61.7658
68.5624,61.6508
68.5929,62.03785
68.6234,62.42474
68.6539,62.81179
68.6843,63.19946
68.7148,63.5866
68.7453,64.03575
68.7758,64.48471
68.8063,64.93388
68.8367,65.38374
68.8672,65.83262
68.8977,66.05946
68.9282,66.2862
68.9587,66.51305
68.9891,66.74024
69.0196,66.96706
69.0501,67.17356
69.0806,67.37997
69.1111,67.58649
69.1415,67.79331
69.1720,67.99953
69.2025,67.91331
69.2330,67.82714
69.2635,67.74075
69.2939,67.65456
69.3244,67.56821
69.3549,67.30731
69.3854,67.046
69.4159,66.7851
69.4463,66.52431
69.4768,66.2635
69.5073,66.14762
69.5378,66.03157
69.5683,65.91571
69.5987,65.79989
69.6292,65.68411
69.6597,65.76172
69.6902,65.83945
69.7207,65.91707
69.7511,65.99464
69.7816,66.07224
69.8121,66.12036
69.8426,66.16856
69.8731,66.21669
69.9035,66.26479
69.9340,66.3129
69.9645,66.31268
69.9950,66.31246
70.0255,66.31224
70.0559,66.31202
70.0864,66.3118
70.1169,66.13702
70.1474,65.96267
70.1779,65.78823
70.2083,65.61388
70.2388,65.43992
70.2693,65.71233
70.2998,65.98463
70.3303,66.25704
70.3607,66.52933
70.3912,66.80167
70.4217,66.70369
70.4522,66.60575
70.4827,66.50777
70.5131,66.40965
70.5436,66.31178
70.5741,66.28417
70.6046,66.25658
70.6351,66.229
70.6655,66.20135
70.6960,66.17328
70.7265,65.79539
70.7570,65.41766
70.7875,65.03977
70.8179,64.66129
70.8484,64.28383
70.8789,64.26198
70.9094,64.24014
70.9399,64.21828
70.9703,64.1964
71.0008,64.17444
71.0313,64.04051
71.0618,63.90665
71.0923,63.77273
71.1227,63.6386
71.1532,63.50454
71.1837,63.21341
71.2142,62.9224
71.2447,62.63069
71.2751,62.33969
71.3056,62.04864
71.3361,61.87762
71.3666,61.70633
71.3971,61.53532
71.4275,61.36437
71.4580,61.1934
71.4885,61.10211
71.5190,61.01067
71.5495,60.91938
71.5799,60.82813
71.6104,60.73679
71.6409,60.52047
71.6714,60.30382
71.7019,60.0875
71.7323,59.87128
71.7628,59.65504
71.7933,59.72528
71.8238,59.79563
71.8543,59.86586
71.8847,59.93607
71.9152,60.0063
71.9457,59.97133
71.9762,59.93631
72.0067,59.90134
72.0371,59.86638
72.0676,59.83142
72.0981,60.10669
72.1286,60.38131
72.1591,60.65605
72.1895,60.93068
72.2200,61.20521
72.2505,61.05441
72.2810,60.90367
72.3115,60.75286
72.3419,60.60212
72.3724,60.45067
72.4029,60.08966
72.4334,59.72881
72.4639,59.3678
72.4943,59.00622
72.5248,58.64574
72.5553,58.64578
72.5858,58.64582
72.6163,58.64586
72.6467,58.6459
72.6772,58.64579
72.7077,58.52784
72.7382,58.40993
72.7687,58.29197
72.7991,58.17382
72.8296,58.05659
72.8601,58.56911
72.8906,59.0814
72.9211,59.59392
72.9515,60.10723
72.9820,60.61927
73.0125,60.64247
73.0430,60.66565
73.0735,60.6889
73.1039,60.71209
73.1344,60.73546
73.1649,60.96762
73.1954,61.19968
73.2259,61.43231
73.2563,61.66437
73.2868,61.89621
73.3173,61.65318
73.3478,61.40976
73.3783,61.16672
73.4087,60.92379
73.4392,60.68089
73.4697,60.69691
73.5002,60.71296
73.5307,60.72897
73.5611,60.74499
73.5916,60.76099
73.6221,60.73447
73.6526,60.70792
73.6831,60.6814
73.7135,60.6549
73.7440,60.62844
73.7745,60.91046
73.8050,61.19291
73.8355,61.47493
73.8659,61.75681
73.8964,62.03882
73.9269,62.09415
73.9574,62.14934
73.9879,62.20455
74.0183,62.25974
74.0488,62.31496
74.0793,62.48914
74.1098,62.66291
74.1403,62.83675
74.1707,63.01052
74.2012,63.18469
74.2317,63.34555
74.2622,63.50634
74.2927,63.6672
74.3231,63.828
74.3536,63.98883
74.3841,63.9316
74.4146,63.87439
74.4451,63.81715
74.4755,63.75983
74.5060,63.70276
74.5365,63.76561
74.5670,63.82842
74.5975,63.89126
74.6279,63.9542
74.6584,64.0165
74.6889,63.64512
74.7194,63.2739
74.7499,62.90252
74.7803,62.53055
74.8108,62.15983
74.8413,62.38981
74.8718,62.61969
74.9023,62.84967
74.9327,63.08002
74.9632,63.3097
74.9937,63.22457
75.0242,63.13947
75.0547,63.05416
75.0851,62.96906
75.1156,62.88411
75.1461,63.03463
75.1766,63.18509
75.2071,63.3359
75.2375,63.48635
75.2680,63.63669
75.2985,63.49333
75.3290,63.34974
75.3595,63.20638
75.3899,63.06307
75.4204,62.91973
75.4509,62.83036
75.4814,62.74083
75.5119,62.65145
75.5423,62.56211
75.5728,62.4729
75.6033,62.94016
75.6338,63.40815
75.6643,63.8754
75.6947,64.34245
75.7252,64.80966
75.7557,65.00527
75.7862,65.20119
75.8167,65.3968
75.8471,65.59232
75.8776,65.78793
75.9081,65.92122
75.9386,66.05419
75.9691,66.18721
75.9995,66.32018
76.0300,66.4532
76.0605,66.01642
76.0910,65.5806
76.1215,65.14461
76.1519,64.70879
76.1824,64.27214
76.2129,63.96946
76.2434,63.66691
76.2739,63.36423
76.3043,63.06107
76.3348,62.75852
76.3653,62.54403
76.3958,62.32963
76.4263,62.11515
76.4567,61.90032
76.4872,61.68604
76.5177,61.62975
76.5482,61.57348
76.5787,61.51719
76.6091,61.4608
76.6396,61.40503
76.6701,61.77887
76.7006,62.15255
76.7311,62.5264
76.7615,62.90083
76.7920,63.27433
76.8225,63.31656
76.8530,63.35878
76.8835,63.40102
76.9139,63.44332
76.9444,63.48571
76.9749,63.69791
77.0054,63.91002
77.0359,64.12264
77.0663,64.33475
77.0968,64.54682
77.1273,64.57347
77.1578,64.60017
77.1883,64.62682
77.2187,64.65345
77.2492,64.68019
77.2797,64.85087
77.3102,65.02181
77.3407,65.1925
77.3711,65.36311
77.4016,65.53367
77.4321,65.42184
77.4626,65.30985
77.4931,65.19803
77.5235,65.08627
77.5540,64.97436
77.5845,64.53249
77.6150,64.08994
77.6455,63.64808
77.6759,63.20641
77.7064,62.76456
77.7369,62.43324
77.7674,62.1014
77.7979,61.77008
77.8283,61.43891
77.8588,61.10759
77.8893,61.02875
77.9198,60.95011
77.9503,60.87143
77.9807,60.79279
78.0112,60.71412
78.0417,60.91573
78.0722,61.11691
78.1027,61.31817
78.1331,61.51935
78.1636,61.72135
78.1941,62.12888
78.2246,62.53621
78.2551,62.94373
78.2855,63.35189
78.3160,63.75901
78.3465,63.89457
78.3770,64.03006
78.4075,64.16561
78.4379,64.30138
78.4684,64.43706
78.4989,64.67052
78.5294,64.90387
78.5599,65.13733
78.5903,65.37115
78.6208,65.60474
78.6513,65.95434
78.6818,66.30377
78.7123,66.65336
78.7427,67.00349
78.7732,67.35298
78.8037,67.60017
78.8342,67.84726
78.8647,68.09446
78.8951,68.34204
78.9256,68.58894
78.9561,68.47848
78.9866,68.36806
79.0171,68.25738
79.0475,68.14697
79.0780,68.03669
79.1085,68.19357
79.1390,68.3507
79.1695,68.50758
79.1999,68.66439
79.2304,68.8211
79.2609,68.65247
79.2914,68.48356
79.3219,68.31493
79.3523,68.14636
79.3828,67.97781
79.4133,68.06424
79.4438,68.15081
79.4743,68.23724
79.5047,68.32363
79.5352,68.40993
79.5657,67.88093
79.5962,67.3511
79.6267,66.8221
79.6571,66.29333
79.6876,65.76434
79.7181,65.6497
79.7486,65.53487
79.7791,65.42023
79.8095,65.30563
79.8400,65.19099
79.8705,65.34765
79.9010,65.50396
79.9315,65.66034
79.9619,65.81666
79.9924,65.97205
80.0229,65.38638
80.0534,64.80095
80.0839,64.21527
80.1143,63.62984
80.1448,63.04344
80.1753,62.7395
80.2058,62.43569
80.2363,62.13175
80.2667,61.82734
80.2972,61.52335
80.3277,61.18737
80.3582,60.85154
80.3887,60.51555
80.4191,60.17905
80.4496,59.84427
80.4801,60.45986
80.5106,61.07518
80.5411,61.69077
80.5715,62.30732
80.6020,62.9222
80.6325,62.8992
80.6630,62.87621
80.6935,62.85321
80.7239,62.83017
80.7544,62.80711
80.7849,62.72753
80.8154,62.64798
80.8459,62.56824
80.8763,62.48869
80.9068,62.40917
80.9373,62.40318
80.9678,62.39719
80.9983,62.3912
81.0287,62.38521
81.0592,62.37939
81.0897,62.62821
81.1202,62.87742
81.1507,63.12624
81.1811,63.37495
81.2116,63.62379
81.2421,63.92263
81.2726,64.22194
81.3031,64.52078
81.3335,64.81949
81.3640,65.11816
81.3945,64.88998
81.4250,64.66145
81.4555,64.43327
81.4859,64.2052
81.5164,63.9771
81.5469,64.17035
81.5774,64.3639
81.6079,64.55714
81.6383,64.75031
81.6688,64.94356
81.6993,64.71722
81.7298,64.49144
81.7603,64.26556
81.7907,64.03977
81.8212,63.81389
81.8517,64.06509
81.8822,64.31576
81.9127,64.56652
81.9431,64.81718
81.9736,65.06763
82.0041,64.8346
82.0346,64.60167
82.0651,64.36863
82.0955,64.1357
82.1260,63.90235
82.1565,63.76757
82.1870,63.63285
82.2175,63.49808
82.2479,63.36309
82.2784,63.22816
82.3089,62.97778
82.3394,62.7275
82.3699,62.47712
82.4003,62.22635
82.4308,61.97611
82.4613,61.84192
82.4918,61.70778
82.5223,61.57359
82.5527,61.43918
82.5832,61.30517
82.6137,61.34062
82.6442,61.37606
82.6747,61.41152
82.7051,61.44703
82.7356,61.48256
82.7661,61.59553
82.7966,61.70845
82.8271,61.82164
82.8575,61.93456
82.8880,62.04759
82.9185,62.23452
82.9490,62.42138
82.9795,62.60868
83.0099,62.79554
83.0404,62.98252
83.0709,63.24052
83.1014,63.49894
83.1319,63.75694
83.1623,64.01483
83.1928,64.27266
83.2233,64.12082
83.2538,63.96874
83.2843,63.81689
83.3147,63.66511
83.3452,63.51339
83.3757,63.79408
83.4062,64.0752
83.4367,64.35589
83.4671,64.63646
83.4976,64.91709
83.5281,64.68773
83.5586,64.458
83.5891,64.22865
83.6195,63.99939
83.6500,63.77002
83.6805,63.52731
83.7110,63.28519
83.7415,63.04296
83.7719,62.80085
83.8024,62.55862
83.8329,62.30401
83.8634,62.05002
83.8939,61.79591
83.9243,61.54192
83.9548,61.28838
83.9853,61.68951
84.0158,62.09045
84.0463,62.49158
84.0767,62.89333
84.1072,63.29419
84.1377,63.51506
84.1682,63.73582
84.1987,63.95668
84.2291,64.17789
84.2596,64.39808
84.2901,64.1097
84.3206,63.82145
84.3511,63.53308
84.3815,63.24425
84.4120,62.95584
84.4425,62.63502
84.4730,62.31434
84.5035,61.99352
84.5339,61.6722
84.5644,61.3514
84.5949,61.04467
84.6254,60.73807
84.6559,60.43133
84.6863,60.12412
84.7168,59.8174
84.7473,59.52135
84.7778,59.22545
84.8083,58.92882
84.8387,58.63291
84.8692,58.33671
84.8997,57.81497
84.9302,57.29241
84.9607,56.77067
