#HOLE:,U1520A
#EXPEDITION:,372
#TOP:,0.1272
#BOTTOM:,104.3689
DEPTH_LSF,RES_BD,RES_BIT,RES_BM,RES_BS,RES_RING
14.9100,1.224498,1.269495,1.194839,0.9280286,1.142251
15.0624,1.23101,1.345726,1.102597,1.002602,1.159804
15.2148,1.303891,1.271924,1.193147,1.008251,1.176918
15.3672,1.201534,1.316697,1.235325,1.003964,1.148335
15.5196,1.074473,1.31027,1.135042,0.9611545,1.082806
15.6720,1.05643,1.080387,1.058585,1.073175,1.156133
15.8244,1.068464,1.151753,1.377354,0.9764102,1.188426
15.9768,1.335,1.346098,1.146234,1.154134,1.114488
16.1292,1.28264,1.254854,1.182037,1.18371,1.233619
16.2816,1.155974,1.190762,1.158473,1.141468,1.162381
16.4340,1.207481,1.145413,1.389069,1.116297,1.105455
16.5864,1.226348,1.152586,1.249332,1.092081,1.199981
16.7388,1.197387,1.097072,1.280474,1.094188,1.15253
16.8912,1.180305,1.059762,1.029061,1.056401,1.075866
17.0436,1.14188,1.06984,1.064436,1.250337,1.028692
17.1960,1.149461,1.12096,1.1338,0.8758941,1.23105
17.3484,1.218916,1.052356,1.313283,0.953496,1.033928
17.5008,1.046063,1.268556,1.090975,1.001161,1.21551
17.6532,1.141595,1.210827,1.098626,1.061695,1.073209
17.8056,1.151065,1.175379,1.158231,1.011211,1.097857
17.9580,1.258333,1.166981,1.231545,1.051053,1.207167
18.1104,1.075249,1.153677,1.195444,1.101392,1.176517
18.2628,1.137247,1.231384,1.432443,0.8110139,1.054173
18.4152,1.154545,1.244241,1.206975,0.9228356,1.147956
18.5676,1.080669,1.123778,1.157604,1.057201,1.079366
18.7200,1.052857,1.375575,1.076019,1.066752,0.9681755
18.8724,1.040655,1.089626,1.066333,0.9912499,0.9898621
19.0248,1.034617,1.173602,1.064318,0.9616038,1.139219
19.1772,0.9970392,1.177758,1.427411,1.012527,1.052213
19.3296,1.320498,1.137906,1.165341,1.101214,1.019016
19.4820,1.211016,1.305795,1.160764,1.076239,1.172601
19.6344,1.200402,1.213773,1.202746,0.9941821,1.300133
19.7868,0.9534122,1.275498,1.151408,1.005924,1.055435
19.9392,1.175372,1.241099,1.152476,0.7863699,1.067219
20.0916,1.109708,1.212937,1.272287,0.6289173,1.047711
20.2440,1.085021,1.13693,0.9678648,0.77083,1.080565
20.3964,0.9796885,1.136599,1.251302,1.159923,1.018509
20.5488,1.100166,1.308909,1.165923,0.8359686,1.23929
20.7012,1.410392,1.151631,1.129411,1.174834,1.279468
20.8536,1.344307,1.123409,1.25343,0.864608,1.234997
21.0060,1.276464,1.017352,1.076673,0.9405613,1.265553
21.1584,1.073461,0.9235461,1.116197,0.8530853,1.297546
21.3108,0.9489791,0.8814058,1.218039,0.6938224,1.014674
21.4632,1.024913,0.9227295,0.9008355,0.6124548,0.9634209
21.6156,1.039206,1.254849,0.9557887,0.7551864,1.001811
21.7680,0.934612,1.110294,0.9499801,0.7389371,1.070192
21.9204,1.072129,1.053951,0.953431,0.7217391,1.107641
22.0728,1.113712,1.110161,0.9472079,0.7966111,1.112625
22.2252,1.134783,1.18762,1.00668,0.5706943,1.13727
22.3776,1.127027,1.113673,1.078907,0.863797,1.128762
22.5300,1.212939,1.29304,1.019983,0.9564545,1.258733
22.6824,1.224008,1.306104,1.298825,0.8485721,1.258981
22.8348,1.217956,1.33942,1.25754,0.9009062,1.176504
22.9872,1.225774,1.173734,1.156273,1.021181,1.23875
23.1396,1.112525,1.191133,1.188527,1.09326,1.17211
23.2920,1.215117,1.180087,1.37643,0.9994518,1.201084
23.4444,1.360529,1.108068,1.135058,0.9375244,1.126393
23.5968,1.105923,1.064622,1.141269,0.8327292,1.16634
23.7492,1.057308,0.9798303,1.122457,0.7461566,1.090961
23.9016,1.094572,0.9553463,1.039152,0.9509529,0.9542687
24.0540,0.843166,0.9505702,0.7295474,0.6019849,0.9997464
24.2064,0.765732,0.9315048,1.035887,0.5729356,1.096846
24.3588,0.6915383,0.9324582,0.8616868,0.7610106,1.132206
24.5112,0.929309,0.9995036,0.6906499,0.7191844,1.102288
24.6636,1.116774,1.006276,0.944343,0.7180148,0.9366092
24.8160,1.099044,0.964949,0.9586378,0.7764245,0.896516
24.9684,1.072981,0.9930462,0.9442466,0.7209505,1.070393
25.1208,1.132072,1.11216,1.004504,0.7491662,1.269423
25.2732,0.8363921,1.103662,1.108723,0.9146179,1.03707
25.4256,0.968905,1.143643,0.9785417,0.9055898,1.214794
25.5780,1.100842,1.09806,0.9476814,0.9958639,1.059852
25.7304,1.040976,1.295557,1.212614,0.8682989,1.103317
25.8828,1.212938,1.122196,1.168608,0.981903,1.108291
26.0352,1.201951,1.352299,1.265684,1.028977,1.235915
26.1876,1.22027,1.327961,1.122277,1.570644,0.9818742
26.3400,1.258761,1.174054,1.82868,0.8382469,1.20527
26.4924,1.821854,1.206374,1.039191,1.04453,1.150678
26.6448,0.884339,1.090073,1.253575,0.7918988,1.390651
26.7972,1.366832,1.104062,0.9877529,1.050564,0.8818579
26.9496,1.012712,1.114834,1.042375,0.9430745,1.404375
27.1020,1.282562,1.139324,1.155984,0.9833362,0.9439884
27.2544,1.336374,1.095583,1.025305,0.8085921,1.195336
27.4068,0.9852873,1.066367,1.110836,1.14087,1.024091
27.5592,0.9146986,0.9970993,0.920783,1.205854,1.170561
27.7116,0.9427875,1.069707,1.215431,1.045231,1.003122
27.8640,1.088742,1.125027,1.438565,0.8856712,1.271115
28.0164,1.052677,1.488175,0.9754425,0.9528828,1.372926
28.1688,1.321352,1.142906,1.371135,1.277558,1.194215
28.3212,1.314306,1.33131,1.435896,1.142167,1.301229
28.4736,1.398604,1.25707,1.161908,1.407044,1.188065
28.6260,1.242999,1.095978,1.251198,0.9791029,1.330407
28.7784,1.439055,0.9718947,0.8307803,0.9692021,1.054287
28.9308,1.114243,0.9555891,1.185687,0.4387498,1.140693
29.0832,1.289837,0.9619765,0.8840505,0.7770683,0.8035724
29.2356,1.178257,1.115545,0.9945995,0.5674854,0.9113744
29.3880,1.448027,1.260901,1.224105,0.88639,1.457263
29.5404,1.181861,1.164349,1.214031,0.9249671,1.049001
29.6928,1.060994,1.192803,1.232906,0.9103606,1.185263
29.8452,1.186755,1.146943,1.222872,0.8437752,1.102187
29.9976,1.060968,1.296179,1.157101,1.036846,1.097701
30.1500,1.276586,1.165014,1.031513,0.6401417,0.8655552
30.3024,0.9683486,1.286265,1.192469,0.9272895,1.328025
30.4548,1.568431,1.24811,1.058976,0.8572572,1.058193
30.6072,1.152143,1.261935,0.976535,0.8880296,1.195668
30.7596,1.241941,1.230241,1.171597,0.950843,1.225798
30.9120,1.195648,1.132115,1.294193,1.035747,1.128167
31.0644,1.097037,1.174438,0.868934,0.8533059,1.089251
31.2168,0.9710795,1.133887,1.081287,0.7113065,1.159233
31.3692,1.030467,1.30096,1.035863,0.8493857,1.015857
31.5216,1.020596,1.135669,0.9771965,0.7542234,1.097148
31.6740,1.190097,1.342372,1.082847,0.7143804,1.085425
31.8264,1.062183,1.144458,0.9968722,0.6936985,1.153382
31.9788,1.192757,1.06207,1.047517,0.7988235,1.084169
32.1312,0.9899953,1.077041,1.141405,0.7588031,1.08999
32.2836,1.111785,1.196596,1.05493,0.6961572,1.020669
32.4360,1.085097,1.194114,1.045848,0.6404245,1.031639
32.5884,1.140014,1.083381,0.8812631,0.802106,1.095265
32.7408,1.066367,1.234445,0.9850286,0.7715322,1.117275
32.8932,1.003753,1.092261,1.16096,0.8686301,1.052716
33.0456,1.046892,1.066256,1.178738,0.6528419,1.20355
33.1980,0.9935874,1.142683,0.9436654,0.6762826,1.060935
33.3504,0.9946987,1.131345,0.890969,0.9210203,1.3435
33.5028,0.9041003,1.077633,1.02488,0.6364111,1.036112
33.6552,1.108073,1.109383,0.7691458,0.6259713,1.61461
33.8076,1.105194,1.033125,0.9710492,0.6065361,0.8609019
33.9600,1.105515,1.139759,1.133456,0.6718819,1.057488
34.1124,1.122176,1.067979,1.017685,0.7639048,0.7615417
34.2648,1.067889,0.9022047,0.9225169,0.4504727,0.8393124
34.4172,1.426001,0.8980419,0.694672,0.7481486,1.10664
34.5696,0.9862611,0.8905291,0.8939898,0.7953504,1.17081
34.7220,1.421412,1.245599,0.8234691,0.641991,0.9089869
34.8744,0.7090128,1.163867,1.040969,0.5615206,1.089365
35.0268,0.8831087,1.152896,0.8097173,0.9757836,0.9668562
35.1792,1.170125,1.147488,1.21148,0.8291578,1.014569
35.3316,1.133092,1.048723,0.9684964,0.7464043,1.072821
35.4840,1.072128,1.157423,0.9114237,0.7750589,1.278904
35.6364,1.085548,1.170864,1.073583,0.8292367,1.22721
35.7888,1.052933,1.124797,1.067767,0.764925,1.142156
35.9412,1.103297,1.178452,1.012457,0.8019634,1.052688
36.0936,1.080614,1.164969,1.04952,0.6621022,1.087811
36.2460,1.110596,1.103365,0.9398359,0.7295679,0.9421571
36.3984,1.364143,1.253004,0.8498736,0.7031132,0.9894055
36.5508,0.990596,1.171647,0.8291221,0.7571408,0.9884419
36.7032,0.7287032,1.365038,1.104024,0.8488938,1.074522
36.8556,1.024825,1.101291,1.16546,0.8010318,0.8024642
37.0080,1.117632,1.052755,1.021336,0.6516732,1.100704
37.1604,1.249819,1.168814,1.137571,0.8480315,1.145957
37.3128,1.105742,1.075117,0.964908,0.7770734,1.180853
37.4652,1.089965,1.091188,1.025372,0.9561832,0.6257368
37.6176,1.16175,1.128448,0.9644654,0.7390042,1.156766
37.7700,0.7160552,1.030697,0.9771572,0.60536,1.131795
37.9224,1.033291,1.154847,0.9259405,0.8521743,1.002579
38.0748,1.292413,1.074758,0.9822457,0.942178,1.055734
38.2272,0.9616334,1.242188,1.02587,0.6218204,0.9451662
38.3796,1.045333,1.216736,1.120427,0.905254,1.063024
38.5320,1.152193,1.206005,0.9822214,0.9236959,1.21124
38.6844,1.291447,1.43276,1.126773,0.856543,1.110497
38.8368,1.13149,1.119513,1.131088,1.033174,1.038431
38.9892,1.164439,1.179495,1.143082,0.7840167,1.208347
39.1416,1.206783,1.102961,1.333176,0.779629,1.134511
39.2940,0.9706565,1.082641,1.121674,0.8377556,1.127493
39.4464,1.028278,1.056875,1.183186,0.8129524,1.103093
39.5988,1.193484,1.043636,0.8482532,0.7488176,1.117349
39.7512,1.126197,1.126407,1.005776,0.7412944,1.196405
39.9036,1.107571,1.116386,0.9966097,0.9061022,1.139564
40.0560,1.125979,1.28667,1.138594,0.6720594,1.190249
40.2084,1.045981,1.047815,0.9314298,0.8425032,1.180198
40.3608,1.051858,1.1769,1.121186,0.8434413,1.210806
40.5132,1.139654,1.159328,1.0232,0.838843,1.104234
40.6656,1.083326,1.068452,1.055998,0.6576591,1.197229
40.8180,1.056518,1.03059,1.045154,0.7755982,1.145824
40.9704,0.8902553,1.054576,1.047412,0.743996,1.082691
41.1228,1.14677,1.112865,0.9734929,0.6901457,1.048929
41.2752,1.133409,1.004599,1.063922,0.6904305,1.16198
41.4276,1.027829,0.9733067,0.9949468,0.7441596,1.079706
41.5800,1.148845,0.8895224,0.8662866,0.508733,1.111231
41.7324,0.9089086,0.9794389,0.6549892,0.5886222,0.9540185
41.8848,0.6498985,0.9073987,0.6003035,0.5060953,0.7978125
42.0372,0.8237501,0.8567573,0.6028436,0.4893639,0.6180736
42.1896,0.6368152,0.8850339,0.5201561,0.6369529,0.8006296
42.3420,0.6221528,0.8668696,0.675236,0.4500759,0.6751705
42.4944,0.7016964,0.8585973,0.5278404,0.4755888,0.679643
42.6468,0.6320315,0.8528671,0.5533073,0.3994512,0.7008601
42.7992,0.6545544,0.8620762,0.5134087,0.2603269,0.6916936
42.9516,0.5739676,0.9000677,0.3538689,0.4554403,0.7249596
43.1040,0.3486102,0.9429322,0.5744053,0.3956011,0.6064991
43.2564,0.6089633,0.8526177,0.5510681,0.4135632,0.3333459
43.4088,0.5356762,0.8103368,0.5611857,0.3981021,0.6498167
43.5612,0.5760767,0.7899309,0.4755743,0.344947,0.4470304
43.7136,0.5359945,0.7709732,0.3597889,0.3761704,0.567951
43.8660,0.5033531,0.823288,0.4364411,0.3455858,0.5626476
44.0184,0.5219563,0.7466792,0.4128293,0.3572778,0.5111752
44.1708,0.5196942,0.7323371,0.4729635,0.3823288,0.5366057
44.3232,0.7373437,0.983956,0.4589588,0.3628054,0.6774228
44.4756,0.5340706,0.8906325,0.5265223,0.3784612,0.6288792
44.6280,0.4913188,0.9775558,0.5998135,0.62021,0.7638166
44.7804,1.030728,0.8815035,0.603866,0.4558801,0.7563484
44.9328,0.8098164,0.9772279,0.6973311,0.6659082,0.9370067
45.0852,0.9383815,0.9968897,0.9378712,0.6375287,1.145843
45.2376,0.9838896,1.039574,0.8916444,0.7074851,1.030381
45.3900,0.9720787,0.9902582,0.915758,0.6760083,0.9146909
45.5424,0.8419442,0.9442974,0.8521541,0.6241032,1.094684
45.6948,0.9467309,0.945188,0.9012738,0.6311737,1.005391
45.8472,0.9843355,1.082173,0.7214534,0.6211362,1.032926
45.9996,1.10667,0.8983181,0.8044842,0.6677079,1.055675
46.1520,0.9830585,0.9575539,0.9084976,0.5954983,0.9937997
46.3044,1.064994,1.109113,1.004983,0.6677658,1.0743
46.4568,0.9993389,1.043544,0.8806484,0.5959306,1.075997
46.6092,1.01937,0.9860074,0.9405338,0.576135,1.047276
46.7616,0.9656661,1.016201,0.8760937,0.5399075,1.076075
46.9140,0.8931878,0.9334737,0.8441437,0.5246829,0.9166861
47.0664,0.8178806,0.9266695,0.8757871,0.6029986,0.8965143
47.2188,1.026793,1.008386,0.9175333,0.4550573,0.8404808
47.3712,0.9285945,0.9194665,0.8113279,0.5275286,0.817284
47.5236,0.9024133,0.9536473,0.7031979,0.5027169,0.9040483
47.6760,0.661846,0.9794922,0.6093242,0.730566,0.7924736
47.8284,0.9632749,0.9721979,0.7098029,0.5128797,0.7121783
47.9808,0.6264699,0.9155104,0.7161012,0.5363713,0.93538
48.1332,0.9392163,0.9722217,0.6433179,0.44203,0.9563203
48.2856,0.7508439,1.067076,0.6433052,0.7390069,1.084265
48.4380,0.9502214,0.8688226,0.8205535,0.4461611,0.9191582
48.5904,0.6899819,0.9003082,0.5513631,0.5035672,0.8278456
48.7428,0.8429519,1.109121,0.7280379,0.6022496,0.9900846
48.8952,1.021283,0.9275705,0.6722766,0.6006095,1.014744
49.0476,1.0932,0.8973277,0.7114411,0.7491477,1.117535
49.2000,0.9098105,0.9237954,0.9919561,0.5083823,1.051248
49.3524,0.9316509,0.8975554,0.9165657,0.6633958,0.9691046
49.5048,0.7299809,0.882773,0.8698019,0.5744611,0.9967322
49.6572,0.9714897,0.8743087,0.8132514,0.6656411,0.9707487
49.8096,0.903344,0.9600531,0.9104414,0.7325863,0.9051785
49.9620,1.006646,0.8550988,0.930185,0.5690132,0.9447889
50.1144,1.057215,0.841377,0.7649862,0.4446823,1.013
50.2668,0.7709421,0.7854171,0.7351813,0.5154845,1.090788
50.4192,0.7143834,0.9140131,0.6170993,0.3926723,0.8533927
50.5716,0.6967973,0.8827489,0.5817441,0.4553101,0.7842568
50.7240,0.5934591,0.9971312,0.5895986,0.5790964,0.8268519
50.8764,0.9258305,0.8556181,0.676568,0.6515661,0.5790142
51.0288,0.9580995,0.8056625,0.7846218,0.5161876,0.9068586
51.1812,0.7030652,0.9071949,0.6278821,0.4235245,0.8567009
51.3336,0.7806309,1.035968,0.4337428,0.512853,0.6588859
51.4860,0.4934931,1.029685,0.6752902,0.5147861,0.8576177
51.6384,0.7728978,0.9769215,0.5452777,0.622207,0.7107726
51.7908,0.8533064,0.9228044,0.8079255,0.8085003,0.8724784
51.9432,0.6970858,0.8532785,0.6493492,0.440175,1.082249
52.0956,0.7373721,0.9266216,0.4706523,0.4921598,0.805907
52.2480,0.8143969,0.93186,0.7260199,0.5797275,0.7533461
52.4004,0.7632408,0.8940762,0.7142022,0.5195704,1.081343
52.5528,0.6541494,0.9083838,0.7113791,0.4049939,0.7992619
52.7052,1.050026,0.9473415,0.5878337,0.4558477,0.8214231
52.8576,0.8872762,0.9494252,0.7738059,0.429998,0.923524
53.0100,1.051888,0.9225947,0.9716346,0.4912879,0.854529
53.1624,0.9334247,1.000371,0.9229739,0.5033787,0.9438942
53.3148,0.911225,1.081462,0.7793707,0.6185871,1.313711
53.4672,1.075967,1.002242,0.8267943,0.5285122,0.9164597
53.6196,1.126597,1.217703,0.9792302,0.6392508,1.059062
53.7720,1.044994,0.9755626,1.071715,0.6769668,1.144331
53.9244,0.9618055,1.026757,1.087645,0.6913345,1.076726
54.0768,1.132031,1.080327,1.117468,0.8644045,1.078779
54.2292,1.078199,1.002355,1.091974,0.8142573,1.065182
54.3816,1.068557,1.081734,0.9553294,0.7477471,0.9708368
54.5340,1.066095,0.9691962,0.8856124,0.6840546,1.018098
54.6864,0.9968826,1.075705,0.9326147,0.762974,1.162284
54.8388,1.025191,0.9490474,0.9714332,0.5092542,0.949001
54.9912,1.026869,0.9111118,1.122812,0.6279649,1.038793
55.1436,0.8359679,0.9179888,0.8770984,0.6062781,1.159287
55.2960,0.8449391,0.9178717,0.6809718,0.4639321,0.6498298
55.4484,0.8722318,0.865705,0.4989725,0.5149884,0.8574047
55.6008,0.5642247,0.8734696,0.7102318,0.5436888,0.5726053
55.7532,0.5752502,0.8162786,0.6580567,0.3313225,0.5891813
55.9056,0.6302343,0.7491609,0.4308822,0.4091948,0.5240518
56.0580,0.4027295,0.744306,0.41314,0.4000362,0.492225
56.2104,0.5391293,0.8213108,0.4106888,0.3711828,0.4133323
56.3628,0.5001108,0.6906381,0.4112014,0.4196155,0.5214259
56.5152,0.4436783,0.7594293,0.4456172,0.407474,0.5247493
56.6676,0.5456018,0.9047915,0.4969013,0.3469771,0.5357811
56.8200,0.5959109,0.7150376,0.6152163,0.4322934,0.5919496
56.9724,0.9294333,0.9006136,0.5382181,0.4180657,0.6789384
57.1248,0.5635222,0.9164414,0.7780036,0.5438802,0.7302923
57.2772,0.7023596,0.9452038,0.6874025,0.5779209,0.7741017
57.4296,0.8757042,0.8995508,1.121099,0.6195205,0.8160896
57.5820,1.052518,0.918654,0.6486469,0.5943813,1.171044
57.7344,1.617396,0.8842633,0.7718501,0.5148423,0.8533237
57.8868,0.915466,0.8663307,0.7580705,0.4898188,0.8284314
58.0392,1.140569,0.8978471,0.646975,0.6517486,0.8853461
58.1917,0.7705956,0.9260024,0.6649663,0.5180529,1.090536
58.3441,0.755285,0.898553,0.6799828,0.4807023,0.7254141
58.4965,0.7904625,0.9212999,0.728143,0.538147,1.0297
58.6489,0.688924,0.877102,0.5498827,0.5010377,0.6406808
58.8013,0.5408822,0.8229792,0.7342401,0.5436358,0.6989034
58.9537,0.741872,0.8331941,0.6171896,0.4269263,0.6236093
59.1061,0.7548596,1.153475,0.5587109,0.4432331,0.9466829
59.2585,0.9237921,1.186196,0.5317556,0.6105308,0.9683959
59.4109,1.023034,0.7519329,0.7981948,0.52165,0.8689567
59.5633,0.9388689,1.098931,1.026667,0.816583,1.07943
59.7157,0.9729506,1.100075,0.7592505,0.6497713,1.152277
59.8681,0.8992593,1.190485,1.043795,0.6232111,0.8545057
60.0205,1.126896,1.004059,0.7682446,0.6724154,1.166948
60.1729,0.8518182,0.9875534,0.8034848,0.598591,1.064036
60.3253,1.035636,0.9303784,0.6870728,0.7130565,1.010483
60.4777,0.9133311,0.9451804,0.8163533,0.6184862,0.7219402
60.6301,0.8120618,0.8815969,1.049427,0.8186363,1.045551
60.7825,0.8734064,0.9419018,1.000121,0.6033954,0.8835109
60.9349,1.139805,1.08096,0.7214813,0.8200304,0.8007411
61.0873,1.053234,1.202825,0.8642756,0.5806392,1.257382
61.2397,0.8427297,0.9606104,0.7803919,0.6417905,1.120726
61.3921,0.9229248,1.104614,0.7821231,0.7144686,1.058423
61.5445,0.8206432,1.219917,0.9770789,0.8478876,1.238634
61.6969,1.268582,1.106552,0.9037936,0.7130695,0.9215459
61.8493,1.015027,1.010321,1.181016,0.8593096,1.080498
62.0017,0.7237957,0.8694798,0.7735433,0.8631314,1.554002
62.1541,0.8830666,1.048129,0.5372539,0.5808589,0.59788
62.3065,0.6217006,0.8632717,0.83684,0.5589793,0.8112813
62.4589,0.6761584,0.8855699,0.6445268,0.4084082,0.5879088
62.6113,0.7080662,0.8965558,0.4633161,0.4030071,0.6639251
62.7637,0.6414065,0.9565213,0.4582459,0.5393096,0.7920983
62.9161,0.6465165,0.8623291,0.4557626,0.5966069,0.7656207
63.0685,0.6615202,0.681678,0.6904976,0.4417765,0.8591446
63.2209,0.6701616,1.044088,0.6812577,0.4921472,0.7217681
63.3733,0.7455365,0.9338984,0.7394025,0.5227997,0.7014452
63.5257,0.9647747,0.9947521,0.6681939,0.7030522,1.078052
63.6781,1.17826,0.9273029,1.035156,0.6465787,1.150647
63.8305,0.9707736,1.109553,0.975899,0.6573004,1.132481
63.9829,1.044051,1.055146,0.8787584,0.7443724,0.93817
64.1353,1.042825,0.9369012,0.9642168,0.7897009,1.119598
64.2877,0.9186419,0.9014959,0.8669727,0.66133,1.135701
64.4401,0.9936331,0.8650571,0.8805773,0.5159647,0.9185311
64.5925,0.913061,0.8522547,0.7666445,0.7282183,0.9504986
64.7449,0.7857108,0.8068711,0.7333413,0.4530977,0.7593099
