#HOLE:,U1517A
#EXPEDITION:,372
#TOP:,0.0129
#BOTTOM:,204.3508
DEPTH_LSF,GR_RAB
m,gAPI
37.8386,84.33971
37.8691,83.79726
37.8996,83.25397
37.9300,82.71199
37.9605,82.52674
37.9910,82.34158
38.0215,82.15633
38.0520,81.97079
38.0824,81.78544
38.1129,81.5091
38.1434,81.23289
38.1739,80.956
38.2044,80.67979
38.2348,80.40356
38.2653,80.24902
38.2958,80.09424
38.3263,79.93969
38.3568,79.78521
38.3872,79.63076
38.4177,79.5888
38.4482,79.54676
38.4787,79.50481
38.5092,79.46286
38.5396,79.42109
38.5701,79.68821
38.6006,79.95576
38.6311,80.22288
38.6616,80.48988
38.6920,80.75719
38.7225,81.42449
38.7530,82.09284
38.7835,82.76015
38.8140,83.42715
38.8444,84.09442
38.8749,84.63788
38.9054,85.18219
38.9359,85.72565
38.9664,86.26888
38.9968,86.81223
39.0273,86.67687
39.0578,86.54183
39.0883,86.40673
39.1188,86.27169
39.1492,86.13531
39.1797,85.48848
39.2102,84.84193
39.2407,84.1951
39.2712,83.54855
39.3016,82.90129
39.3321,82.72798
39.3626,82.55476
39.3931,82.38145
39.4236,82.20787
39.4540,82.0355
39.4845,82.42511
39.5150,82.81454
39.5455,83.20413
39.5760,83.59434
39.6064,83.98329
39.6369,83.94269
39.6674,83.90211
39.6979,83.86152
39.7284,83.82085
39.7588,83.77966
39.7893,83.29794
39.8198,82.81644
39.8503,82.33473
39.8808,81.85226
39.9112,81.37113
39.9417,81.37011
39.9722,81.36909
40.0027,81.36806
40.0332,81.36703
40.0636,81.36609
40.0941,81.43773
40.1246,81.50934
40.1551,81.58113
40.1856,81.65274
40.2160,81.72418
40.2465,81.56828
40.2770,81.41212
40.3075,81.25622
40.3380,81.10037
40.3684,80.94479
40.3989,81.23
40.4294,81.51565
40.4599,81.80086
40.4904,82.08593
40.5208,82.37103
40.5513,82.46758
40.5818,82.56429
40.6123,82.66083
40.6428,82.75734
40.6732,82.85378
40.7037,82.68319
40.7342,82.51234
40.7647,82.34177
40.7952,82.17126
40.8256,82.00078
40.8561,82.21162
40.8866,82.42278
40.9171,82.63361
40.9476,82.84435
40.9780,83.05523
41.0085,83.71771
41.0390,84.37859
41.0695,85.03975
41.1000,85.70062
41.1304,86.36227
