#HOLE:,U1517A
#EXPEDITION:,372
#TOP:,0.1348
#BOTTOM:,188.1964
DEPTH_LSF,UCAV
20.5564,9.254431
20.7088,9.22828
20.8612,9.208495
21.0136,8.933233
21.1660,9.240236
21.3184,9.307494
21.4708,9.308437
21.6232,9.213014
21.7756,9.147115
21.9280,9.283141
22.0804,9.364082
22.2328,9.484761
22.3852,9.568864
22.5376,9.46974
22.6900,9.33894
22.8424,9.387915
22.9948,9.102194
23.1472,8.997923
23.2996,8.845763
23.4520,9.123432
23.6044,9.532231
23.7568,9.457044
23.9092,8.808778
24.0616,8.297282
24.2140,8.235679
24.3664,7.956903
24.5188,8.25142
24.6712,8.360434
24.8236,8.910303
24.9760,9.338424
25.1284,8.914402
25.2808,8.794178
25.4332,9.117959
25.5856,9.486162
25.7380,9.393834
25.8904,9.260599
26.0428,9.117808
26.1952,8.730948
26.3476,8.113976
26.5000,8.314169
26.6524,8.553753
26.8048,8.737393
26.9572,8.989454
27.1096,9.047496
27.2620,9.175488
27.4144,9.110633
27.5668,9.336841
27.7192,9.367899
27.8716,9.281884
28.0240,9.338732
28.1764,9.204793
28.3288,9.220636
28.4812,9.371243
28.6336,9.257187
28.7860,9.192084
28.9384,8.918049
29.0908,9.316122
29.2432,9.16948
29.3956,9.184499
29.5480,9.104603
29.7004,9.191024
29.8528,9.311255
30.0052,9.339445
30.1576,9.551109
30.3100,9.543863
30.4624,9.446252
30.6148,9.503333
30.7672,9.556896
30.9196,9.428757
31.0720,9.487103
31.2244,9.41105
31.3768,9.30199
31.5292,9.259463
31.6816,9.469481
31.8340,9.207534
31.9864,9.425424
32.1388,9.316867
32.2912,9.225247
32.4436,9.17719
32.5960,9.231937
32.7484,9.283499
32.9008,9.329998
33.0532,9.155017
33.2056,9.247697
33.3580,9.263501
33.5104,9.272836
33.6628,9.379418
33.8152,9.625114
33.9676,10.39622
34.1200,10.59989
34.2724,10.69249
34.4248,10.57121
34.5772,10.23438
34.7296,10.09563
34.8820,10.02875
35.0344,10.14124
35.1868,10.19437
35.3392,10.15517
35.4916,10.10749
35.6440,10.04033
35.7964,10.11124
35.9488,10.0525
36.1012,10.07012
36.2536,10.05594
36.4060,10.03656
36.5584,9.990001
36.7108,9.914171
36.8632,9.799913
37.0156,9.743756
37.1680,9.713443
37.3204,9.516221
37.4728,9.391255
37.6252,9.421606
37.7776,9.416874
37.9300,9.41625
38.0824,9.406881
38.2348,9.505007
38.3872,9.715209
38.5396,9.816956
38.6920,9.812707
38.8444,9.781391
38.9968,9.747325
39.1492,9.747191
39.3016,9.763515
39.4540,9.829597
39.6064,9.681824
39.7588,9.928428
39.9112,9.691723
40.0636,9.735621
40.2160,9.672288
40.3684,9.547501
40.5208,9.732674
40.6732,9.850243
40.8256,9.684838
40.9780,9.80607
41.1304,9.960941
41.2828,10.40988
41.4352,10.27761
41.5876,10.14538
41.7400,9.81996
41.8924,9.476089
42.0448,9.419537
42.1972,9.532001
42.3496,9.559583
42.5020,9.634216
42.6544,9.719814
42.8068,9.764683
42.9592,9.834053
43.1116,9.708889
43.2640,9.544746
43.4164,9.318236
43.5688,9.235772
43.7212,9.174381
43.8736,9.23188
44.0260,9.296875
44.1784,9.303758
44.3308,9.86828
44.4832,10.11561
44.6356,10.09878
44.7880,9.938456
44.9404,10.1731
45.0928,10.39701
45.2452,10.23869
45.3976,10.48461
45.5500,10.65635
45.7024,9.827541
45.8548,10.24228
46.0072,10.3165
46.1596,10.76209
46.3120,11.4663
46.4644,11.29541
46.6168,11.23155
46.7692,11.01609
46.9216,10.68036
47.0740,10.46846
47.2264,10.07626
47.3788,10.14301
47.5312,10.22285
47.6836,10.52373
47.8360,10.28271
47.9884,10.27624
48.1408,10.0525
48.2932,9.552587
48.4456,9.474379
48.5980,9.471666
48.7504,9.266777
48.9028,9.299069
49.0552,9.51287
49.2076,9.414272
49.3600,9.427089
49.5124,9.456972
49.6648,9.534372
49.8172,9.516251
49.9696,9.518438
50.1220,9.546945
50.2744,9.467504
50.4268,9.516497
50.5792,9.417868
50.7316,9.298453
50.8840,9.244991
51.0364,9.203391
51.1888,9.197502
51.3412,9.20687
51.4936,9.173744
51.6460,9.121259
51.7984,9.232501
51.9508,9.255116
52.1032,9.379997
52.2556,9.272818
52.4080,9.293123
52.5604,9.265003
52.7128,9.281456
52.8652,9.264215
53.0176,9.308962
53.1700,9.330009
53.3224,9.386878
53.4748,9.412247
53.6272,9.37687
53.7796,9.307921
53.9320,9.440249
54.0844,9.336253
54.2368,9.264691
54.3892,9.252085
54.5416,9.298744
54.6940,9.349986
54.8464,9.295583
54.9988,9.099856
55.1512,9.000207
55.3036,8.995619
55.4560,8.937125
55.6084,8.933754
55.7608,8.990417
55.9132,9.01
56.0656,9.018333
56.2180,9.049543
56.3704,9.151865
56.5228,9.104797
56.6752,9.099872
56.8276,9.082502
56.9800,9.094389
57.1324,9.169505
57.2848,9.209056
57.4372,9.146248
57.5896,9.127254
57.7420,9.176877
57.8944,9.276427
58.0468,9.424815
58.1992,9.541616
58.3516,9.471993
58.5040,9.514682
58.6564,9.589649
58.8088,9.571244
58.9612,9.541628
59.1136,9.558741
59.2660,9.485763
59.4184,9.598911
59.5708,9.660305
59.7232,9.508886
59.8756,9.238256
60.0280,9.122366
60.1804,9.1275
60.3328,9.186556
60.4852,9.179585
60.6376,9.196038
60.7900,9.176998
60.9424,9.164822
61.0948,9.163996
61.2472,9.137706
61.3996,9.113928
61.5520,9.098751
61.7044,9.107917
61.8568,9.13578
62.0092,9.181664
62.1616,9.203053
62.3140,9.202679
62.4664,9.224508
62.6188,9.259584
62.7712,9.263744
62.9236,9.233226
63.0760,9.30814
63.2284,9.42979
63.3808,9.420938
63.5332,9.442751
63.6856,9.455626
63.8380,9.594995
63.9904,9.620623
64.1428,9.673031
64.2952,9.740376
64.4476,9.764253
64.6000,9.775538
64.7524,9.791245
64.9048,9.765001
65.0572,9.780272
65.2096,9.720248
65.3620,9.707344
65.5144,9.698541
65.6668,9.667
65.8192,9.618752
65.9716,9.589169
66.1240,9.570252
66.2764,9.552503
66.4288,9.475503
66.5812,9.330603
66.7336,9.220823
66.8860,9.161455
67.0384,9.140536
67.1908,9.159686
67.3432,9.145714
67.4956,9.14775
67.6480,9.158125
67.8004,9.123753
67.9528,9.116073
68.1052,9.178273
68.2576,9.18729
68.4100,9.174113
68.5624,9.198236
68.7148,9.118965
68.8672,9.163747
69.0196,9.142812
69.1720,9.131374
69.3244,9.131249
69.4768,9.094584
69.6292,9.100625
69.7816,9.093906
69.9340,9.101874
70.0864,9.100312
70.2388,9.105309
70.3912,9.091251
70.5436,9.097591
70.6960,9.023757
70.8484,9.06958
71.0008,9.04708
71.1532,9.013333
71.3056,9.019231
71.4580,9.036375
71.6104,9.101604
71.7628,9.148997
71.9152,9.189163
72.0676,9.207747
72.2200,9.225207
72.3724,9.219375
72.5248,9.220621
72.6772,9.197029
72.8296,9.180997
72.9820,9.149377
73.1344,9.166391
73.2868,9.217501
73.4392,9.266145
73.5916,9.214287
73.7440,9.178753
73.8964,9.142754
74.0488,9.119127
74.2012,9.14126
74.3536,9.184795
74.5060,9.202324
74.6584,9.217005
74.8108,9.244748
74.9632,9.237509
75.1156,9.367709
75.2680,9.390313
75.4204,9.381563
75.5728,9.361876
75.7252,9.253917
75.8776,9.249063
76.0300,9.244519
76.1824,9.165471
76.3348,9.177798
76.4872,9.10393
76.6396,9.107911
76.7920,9.062854
76.9444,9.022494
77.0968,8.939792
77.2492,8.927187
77.4016,8.9325
77.5540,8.924822
77.7064,8.919501
77.8588,8.936499
78.0112,8.951248
78.1636,8.969768
78.3160,8.976878
78.4684,8.993624
78.6208,8.985835
78.7732,9.002497
78.9256,8.962292
79.0780,8.954861
79.2304,8.9425
79.3828,8.954999
79.5352,8.98906
79.6876,8.975001
79.8400,8.977291
79.9924,8.980502
80.1448,8.98708
80.2972,8.966254
80.4496,8.991949
80.6020,9.023231
80.7544,9.028889
80.9068,9.028333
81.0592,9.012917
81.2116,9.025625
81.3640,9.027322
81.5164,8.989378
81.6688,9.00225
81.8212,9.006457
81.9736,9.01188
82.1260,9.034645
82.2784,9.043468
82.4308,9.018436
82.5832,9.008125
82.7356,9.003751
82.8880,9.01875
83.0404,9.019108
83.1928,9.002501
83.3452,8.99975
83.4976,8.999375
83.6500,8.989376
83.8024,8.975002
83.9548,8.977856
84.1072,8.968228
84.2596,8.963121
84.4120,8.947501
84.5644,8.951875
84.7168,8.950625
84.8692,8.9575
85.0216,8.959063
85.1740,8.957001
85.3264,8.967187
85.4788,8.97354
85.6312,9.00583
85.7836,9.001251
85.9360,8.987957
86.0884,9.000629
86.2408,9.02068
86.3932,9.005363
86.5456,9.04403
86.6980,9.065501
86.8504,9.08177
87.0028,9.072322
87.1552,9.080501
87.3076,9.060804
87.4600,9.095465
87.6124,9.170301
87.7648,9.118325
87.9172,9.082
88.0696,9.078754
88.2220,9.100161
88.3744,9.055251
88.5268,9.065272
88.6792,9.11221
88.8316,9.068611
88.9840,9.067308
89.1364,9.054377
89.2888,8.985631
89.4412,8.977501
89.5936,8.975938
89.7460,8.978123
89.8984,8.971572
90.0508,9.025902
90.2032,9.080373
90.3556,9.198141
90.5080,9.356668
90.6604,9.370713
90.8128,9.345417
90.9652,9.286876
91.1176,9.23667
91.2700,9.178233
91.4224,9.21944
91.5748,9.24989
91.7272,9.32363
91.8796,9.343773
92.0320,9.464911
92.1844,9.424222
92.3368,9.447497
92.4892,9.430943
92.6416,9.391749
92.7940,9.364843
92.9464,9.383498
93.0988,9.334169
93.2512,9.469849
93.4036,9.351457
93.5560,9.256474
93.7084,9.322648
93.8608,9.180153
94.0132,9.164993
94.1656,9.123034
94.3180,9.112082
94.4704,9.085359
94.6228,9.097084
94.7752,9.117188
94.9276,9.160254
95.0800,9.327846
95.2324,9.280318
95.3848,9.194022
95.5372,9.51249
95.6896,9.473329
95.8420,9.348989
95.9944,11.46373
96.1468,9.835431
96.2992,9.205415
96.4516,9.178888
96.6040,9.175625
96.7564,9.223125
96.9088,9.259582
97.0612,9.331244
97.2136,9.400305
97.3660,9.296951
97.5184,9.353799
97.6708,9.567257
97.8232,9.387737
97.9756,9.309367
98.1280,9.25431
98.2804,9.305534
98.4328,9.50332
98.5852,9.158958
98.7376,9.234999
98.8900,9.577689
99.0424,9.430951
99.1948,9.415127
99.3472,9.388024
99.4996,9.610997
99.6520,9.307881
99.8044,9.34304
99.9568,9.517983
100.1092,9.30816
100.2616,9.694263
100.4140,9.613118
100.5664,9.38625
100.7188,8.888142
100.8712,9.392675
101.0236,9.708736
101.1760,9.840608
101.3284,9.738559
101.4808,9.704454
101.6332,9.686259
101.7856,9.85377
101.9380,9.991285
102.0904,9.904695
102.2428,9.735662
102.3952,10.46001
102.5476,10.769
102.7000,11.60226
102.8524,11.51751
103.0048,11.44938
103.1572,11.32947
103.3096,10.20245
103.4620,9.968909
103.6144,9.929143
103.7668,9.788633
103.9192,9.764977
104.0716,9.536743
104.2240,9.464996
104.3764,9.382642
104.5288,9.497839
104.6812,9.68124
104.8336,9.717914
104.9860,9.62876
105.1384,9.630625
105.2908,9.492324
105.4432,9.637762
105.5956,9.561184
105.7480,9.15501
105.9004,9.224787
106.0528,9.180928
106.2052,9.0425
106.3576,9.053929
106.5100,9.089464
106.6624,9.08125
106.8148,9.053039
106.9672,9.227122
107.1196,9.131734
107.2720,9.078748
107.4244,9.068515
107.5768,9.026244
107.7292,8.981253
107.8816,9.004793
108.0340,9.027389
108.1864,9.036874
108.3388,9.011818
108.4912,8.987779
108.6436,8.972501
108.7960,8.975
108.9484,9.000176
109.1008,9.018278
109.2532,9.039375
109.4056,9.037992
109.5580,8.986636
109.7104,8.775001
109.8628,8.772518
110.0152,8.991056
110.1676,8.99625
110.3200,9.014999
110.4724,9.017813
110.6248,8.998058
110.7772,8.982002
110.9296,9.009996
111.0820,9.024002
111.2344,9.031245
111.3868,9.000934
111.5392,8.97036
111.6916,8.984169
111.8440,9.001964
111.9964,8.993752
112.1488,9.057917
112.3012,9.024251
112.4536,9.043214
112.6060,9.244733
112.7584,9.434978
112.9108,9.532486
113.0632,9.105328
113.2156,8.968925
113.3680,8.950938
113.5204,8.954252
113.6728,8.962809
113.8252,8.909998
113.9776,8.88341
114.1300,8.9
114.2824,8.885208
114.4348,8.896136
114.5872,8.921606
114.7396,8.923282
114.8920,8.924999
115.0444,8.909218
115.1968,8.905941
115.3492,8.921252
115.5016,8.932999
115.6540,8.914066
115.8064,8.954749
115.9588,8.939375
116.1112,8.937501
116.2636,8.929822
116.4160,8.942726
116.5684,9.072321
116.7208,9.008402
116.8732,9.023747
117.0256,8.967998
117.1780,8.954504
117.3304,8.975417
117.4828,8.983438
117.6352,8.989168
117.7876,9.00514
117.9400,9.045
118.0924,9.040501
118.2448,9.025001
118.3972,9.095709
118.5496,9.053755
118.7020,9.04643
118.8544,9.366768
119.0068,9.148836
119.1592,9.58044
119.3116,9.226247
119.4640,9.199835
119.6164,9.608964
119.7688,9.344376
119.9212,9.343906
120.0736,9.390312
120.2260,9.574677
120.3784,9.33652
120.5308,9.386601
120.6832,9.300727
120.8356,9.373423
120.9880,9.306859
121.1404,9.22124
121.2928,9.155828
121.4452,9.112772
121.5976,9.052498
121.7500,9.022186
121.9024,8.967709
122.0548,8.97675
122.2072,9.011248
122.3596,9.040998
122.5120,9.032814
122.6644,9.074457
122.8168,9.268112
122.9692,9.207496
123.1216,9.181456
123.2740,9.167911
123.4264,9.120934
123.5788,9.074063
123.7312,9.085418
123.8836,9.12475
124.0360,9.095626
124.1884,9.10125
124.3408,9.09018
124.4932,9.096249
124.6456,9.066256
124.7980,9.033495
124.9504,9.007759
125.1028,9.055633
125.2552,9.10714
125.4076,9.07849
125.5600,8.95146
125.7124,8.96528
125.8648,9.06125
126.0172,8.998441
126.1696,9.004999
126.3220,9.000625
126.4744,8.971629
126.6268,8.98875
126.7792,8.985833
126.9316,8.98804
127.0840,9.013575
127.2364,9.034579
127.3888,8.999791
127.5412,8.982708
127.6936,8.9795
127.8460,8.968409
127.9984,8.958751
128.1508,8.930627
128.3032,8.930626
128.4556,8.926355
128.6080,8.933002
128.7604,8.942658
128.9128,8.959256
129.0652,8.995939
129.2176,9.008755
129.3700,9.055126
129.5224,9.075419
129.6748,9.15625
129.8272,9.216249
129.9796,9.119797
130.1320,9.10547
130.2844,9.080627
130.4368,9.099884
130.5892,9.073395
130.7416,9.081946
130.8940,8.980692
131.0464,8.961255
131.1988,8.997397
131.3512,9.015225
131.5036,8.983749
131.6560,8.989911
131.8084,8.991249
131.9608,9.026941
132.1132,8.976006
132.2656,9.052073
132.4180,9.080791
132.5704,9.032809
132.7228,9.013116
132.8752,8.955777
133.0276,8.932364
133.1800,8.958744
133.3324,8.889588
133.4848,8.979375
133.6372,8.952084
133.7896,8.97475
133.9420,9.007497
134.0944,8.99932
134.2468,9.002778
134.3992,9.073748
134.5516,9.064365
134.7040,9.014884
134.8564,9.069107
135.0088,9.066529
135.1612,9.084433
135.3136,9.082503
135.4660,9.163998
135.6184,8.918006
135.7708,9.120615
135.9232,9.546328
136.0756,9.448939
136.2280,9.528224
136.3804,9.56501
136.5328,9.611871
136.6852,9.584999
136.8376,9.5704
136.9900,9.688243
137.1424,9.839574
137.2948,9.689281
137.4472,9.568393
137.5996,9.469253
137.7520,9.489062
137.9044,9.482918
138.0568,9.384179
138.2092,9.338757
138.3616,9.295631
138.5140,9.329163
138.6664,9.31
138.8188,9.313811
138.9712,9.836662
139.1236,9.782063
139.2760,9.422498
139.4284,9.341875
139.5808,9.380832
139.7332,9.458467
139.8856,9.412922
140.0380,9.796377
140.1904,9.6168
140.3428,9.575567
140.4952,9.293293
140.6476,9.231799
140.8000,9.323563
140.9524,9.241252
141.1048,9.257086
141.2572,9.32681
141.4096,9.417656
141.5620,9.385419
141.7144,9.352815
141.8668,9.172103
142.0192,9.222909
142.1716,9.210485
142.3240,9.145634
142.4764,9.193044
142.6288,9.456237
142.7812,9.364241
142.9336,9.267773
143.0860,9.186259
143.2384,9.408041
143.3908,9.437499
143.5432,9.503016
143.6956,9.400217
143.8480,9.261516
144.0004,9.433516
144.1528,9.367157
144.3052,9.234132
144.4576,9.052506
144.6100,9.095628
144.7624,9.120099
144.9148,9.149292
145.0672,9.256253
145.2196,9.346389
145.3720,9.18822
145.5244,9.198437
145.6768,9.172379
145.8292,9.197497
145.9816,9.158755
146.1340,9.144883
146.2864,9.181867
146.4388,9.137698
146.5912,9.141875
146.7436,9.148232
146.8960,9.192032
147.0484,9.183748
147.2008,9.117144
147.3532,9.125
147.5056,9.112501
147.6580,9.13708
147.8104,9.12682
147.9628,9.120001
148.1152,9.218956
148.2676,9.206809
148.4200,9.338761
148.5724,9.418239
148.7248,9.4445
148.8772,9.44458
149.0296,9.391877
149.1820,9.524105
149.3344,9.419588
149.4868,9.746224
149.6392,9.492527
149.7916,9.638394
149.9440,9.59751
150.0964,9.642097
150.2488,9.715234
150.4012,9.877434
150.5536,9.85
150.7060,9.853165
150.8584,9.824933
151.0108,9.866775
151.1632,9.584784
151.3156,9.570834
151.4680,9.203533
151.6204,9.42686
151.7728,9.484367
151.9252,9.368185
152.0776,9.323076
152.2300,9.392501
152.3824,9.401258
152.5348,9.453517
152.6872,9.636494
152.8396,9.528395
152.9920,9.59
153.1444,9.390633
153.2968,9.473245
153.4492,9.415006
153.6016,9.409688
153.7540,9.415416
153.9064,9.375532
154.0588,9.263992
154.2112,9.219748
154.3636,9.204798
154.5160,9.254878
154.6684,9.291718
154.8208,9.285373
154.9732,9.17182
155.1256,9.26708
155.2780,9.478579
155.4304,9.323766
155.5828,9.377493
155.7352,9.361149
155.8876,9.423742
156.0400,9.386691
156.1924,9.49564
156.3448,9.60793
156.4972,9.655005
156.6496,9.72438
156.8020,9.818954
156.9544,10.56475
157.1068,11.9552
157.2592,10.70739
157.4116,10.42139
157.5640,11.40236
157.7164,9.536798
157.8688,9.752261
158.0212,9.468533
158.1736,9.673281
158.3260,9.397532
158.4784,9.710691
158.6308,9.882825
158.7832,10.21368
158.9356,9.955548
159.0880,9.135984
159.2404,9.679052
159.3928,9.672882
159.5452,9.495652
159.6976,9.737511
159.8500,9.788715
160.0024,9.76116
160.1548,10.52364
160.3072,10.13749
160.4596,9.994536
160.6120,9.900174
160.7644,9.87625
160.9168,10.31138
161.0692,10.38278
161.2216,10.79089
161.3740,10.43971
161.5264,10.13041
161.6788,9.940857
161.8312,9.997766
161.9836,10.32426
162.1360,11.31521
162.2884,10.45339
162.4408,9.788177
162.5932,9.963037
162.7456,9.93434
162.8980,9.680455
163.0504,9.646796
163.2028,9.75301
163.3552,9.748496
163.5076,9.681073
163.6600,9.920077
163.8124,9.780659
163.9648,9.565646
164.1172,9.717461
164.2696,9.344588
164.4220,9.405646
164.5744,9.86916
164.7268,9.363758
164.8792,10.5274
165.0316,11.68168
165.1840,11.12027
165.3364,10.83186
165.4888,10.18101
165.6412,9.843449
165.7936,9.597199
165.9460,9.672909
166.0984,9.603995
166.2508,9.898511
166.4032,9.452036
166.5556,9.635624
166.7080,9.439256
166.8604,9.477707
167.0128,9.508748
167.1652,9.573117
167.3176,10.18876
167.4700,10.1224
167.6224,10.13088
167.7748,9.263023
167.9272,9.958743
168.0796,10.24809
168.2320,9.941602
168.3844,9.549372
168.5368,9.406271
168.6892,9.382813
168.8416,9.31688
168.9940,9.388448
169.1464,9.452304
169.2988,9.568792
169.4512,9.556987
169.6036,9.417294
169.7560,9.428795
169.9084,9.535789
170.0608,9.420764
170.2132,9.587487
170.3656,9.350215
170.5180,9.663211
170.6704,9.915318
170.8228,10.5964
170.9752,10.10031
171.1276,9.931182
171.2800,9.50563
171.4324,9.617417
171.5848,9.206762
171.7372,9.118444
171.8896,9.168013
172.0420,9.282495
172.1944,9.226873
172.3468,9.201876
172.4992,9.200624
172.6516,9.394782
172.8040,9.29881
172.9564,9.16814
173.1088,9.425796
173.2612,9.267528
173.4136,9.199229
173.5660,9.091014
173.7184,9.1754
173.8708,9.173746
174.0232,9.125003
174.1756,9.171915
174.3280,9.1175
174.4804,9.075516
174.6328,9.0695
174.7852,9.060001
174.9376,9.04219
175.0900,9.034251
175.2424,8.970252
175.3948,8.978441
175.5472,8.996673
175.6996,9.035843
175.8520,9.111882
176.0044,9.18444
176.1568,9.110503
176.3092,9.230832
176.4616,9.383327
176.6140,9.173765
176.7664,9.113755
176.9188,9.141246
177.0712,9.278013
177.2236,9.446466
177.3760,9.395893
177.5284,9.504996
177.6808,9.487349
177.8332,9.723929
177.9856,9.533131
178.1380,9.639994
178.2904,9.352504
178.4428,9.546866
178.5952,9.619681
178.7476,9.546258
178.9000,9.679358
179.0524,9.508935
179.2048,9.430427
179.3572,9.477067
179.5096,9.37832
179.6620,9.290772
179.8144,9.504828
179.9668,9.442504
180.1192,9.532497
180.2716,9.374503
180.4240,9.187509
180.5764,9.262493
180.7288,9.128766
180.8812,9.424554
181.0336,9.514717
181.1860,9.82541
181.3384,9.78929
181.4908,9.684724
181.6432,9.733265
181.7956,9.563853
181.9480,9.776797
182.1004,9.942783
182.2528,9.94
182.4052,9.887695
182.5576,10.06832
182.7100,10.31632
182.8624,10.08658
183.0148,10.16333
183.1672,10.8662
183.3196,10.57412
183.4720,10.29788
183.6244,9.798046
183.7768,9.539831
183.9292,9.012502
184.0816,9.089306
184.2340,9.12979
184.3864,9.294628
184.5388,9.16043
184.6912,9.036735
184.8436,9.602379
184.9960,9.612585
185.1484,9.162513
185.3008,9.234384
185.4532,9.28875
185.6056,9.288818
185.7580,10.1386
185.9104,9.248756
186.0628,9.600828
186.2152,9.76638
186.3676,9.342532
186.5200,9.382079
186.6724,9.659602
186.8248,9.470033
186.9772,9.438832
187.1296,9.851037
187.2820,10.23951
187.4344,10.59038
187.5868,10.20922
187.7392,9.937302
187.8916,10.16499
188.0440,9.396266
188.1964,9.39625

