#HOLE:,U1517A
#EXPEDITION:,372
#TOP:,0.1348
#BOTTOM:,186.8248
DEPTH_LSF,P16B,P16H,P16L,P22B,P22H,P22L,P28B,P28H,P28L,P34B,P34H,P34L,P40B,P40H,P40L
4.4020,1.115893,1.074378,1.121642,1.153566,1.1151,1.160944,1.18914,1.156595,1.197131,1.217924,1.188584,1.226516,1.241148,1.211568,1.251064
4.5544,1.105169,1.049034,1.112268,1.147786,1.097007,1.157261,1.182823,1.137039,1.193832,1.205902,1.162662,1.217953,1.224575,1.18448,1.237031
4.7068,1.110606,1.056182,1.117878,1.153293,1.113205,1.160985,1.190799,1.157967,1.198954,1.215612,1.187554,1.223696,1.234166,1.218496,1.23909
4.8592,1.106105,1.01843,1.117814,1.146488,1.066346,1.161978,1.179345,1.108712,1.196633,1.201311,1.134178,1.220277,1.219527,1.150627,1.241459
5.0116,1.125974,1.043054,1.139405,1.168003,1.09862,1.183607,1.201913,1.142975,1.218379,1.222391,1.168115,1.239481,1.23825,1.188823,1.255184
5.1640,1.184006,1.130361,1.197183,1.231022,1.203217,1.239793,1.271506,1.260643,1.27564,1.292991,1.285883,1.29598,1.303998,1.29926,1.306088
5.3164,1.175057,1.119758,1.187847,1.230821,1.199644,1.240705,1.274632,1.262697,1.279256,1.295646,1.289426,1.29829,1.30836,1.302642,1.31094
5.4688,1.150032,1.068444,1.166307,1.199122,1.140491,1.215199,1.241247,1.197035,1.256499,1.263151,1.222898,1.278704,1.273915,1.238981,1.288049
5.6212,1.129174,1.013949,1.149414,1.173574,1.070131,1.199326,1.21038,1.12094,1.238372,1.231852,1.151598,1.260058,1.245736,1.17056,1.274126
5.7736,1.14359,1.039282,1.164061,1.182375,1.089586,1.206526,1.212904,1.135052,1.237099,1.231659,1.16427,1.254688,1.246904,1.184557,1.26996
5.9260,1.181687,1.102906,1.201576,1.211423,1.13935,1.233361,1.238382,1.177493,1.259748,1.255677,1.203573,1.275489,1.265199,1.21644,1.284597
6.0784,1.2849,1.278456,1.287497,1.298937,1.294716,1.30075,1.31395,1.316549,1.312765,1.324952,1.331646,1.321775,1.330093,1.334075,1.328147
6.2308,1.287053,1.274173,1.292374,1.299968,1.290088,1.30429,1.317917,1.315588,1.319008,1.332581,1.333872,1.331939,1.337865,1.334675,1.339504
6.3832,1.293841,1.280039,1.299749,1.30752,1.298037,1.311817,1.324215,1.32125,1.325647,1.336096,1.336927,1.335677,1.339434,1.339511,1.339395
6.5356,1.299559,1.286712,1.305203,1.312467,1.304464,1.316168,1.326227,1.323468,1.327572,1.334608,1.333756,1.335038,1.336266,1.333965,1.337438
6.6880,1.31704,1.306794,1.321903,1.327654,1.322225,1.330333,1.335801,1.334676,1.336371,1.34062,1.339134,1.34139,1.344142,1.338602,1.347087
6.8404,1.319795,1.313802,1.322649,1.329312,1.32578,1.33106,1.337661,1.335426,1.338807,1.346432,1.342609,1.348476,1.356333,1.349705,1.360063
6.9928,1.313681,1.308509,1.316071,1.33068,1.322429,1.334833,1.342206,1.333699,1.346721,1.361341,1.355335,1.364791,1.393446,1.391161,1.394937
7.1452,1.29141,1.275642,1.298106,1.335129,1.330446,1.337514,1.360596,1.361905,1.35986,1.379289,1.385024,1.375836,1.411399,1.427162,1.400852
7.2976,1.262727,1.248183,1.268053,1.334099,1.333962,1.334168,1.368554,1.374533,1.365115,1.381825,1.391796,1.375821,1.415877,1.439468,1.40014
7.4500,1.222154,1.17656,1.236259,1.331269,1.324009,1.334924,1.393169,1.40527,1.385575,1.405051,1.420157,1.395182,1.431704,1.45798,1.413201
7.6024,1.130647,1.027133,1.148732,1.212439,1.145098,1.232882,1.265072,1.209339,1.287566,1.282922,1.220369,1.31118,1.306149,1.249745,1.334499
7.7548,1.12596,0.9279699,1.165117,1.195403,1.028541,1.251457,1.241962,1.099292,1.304394,1.266437,1.144327,1.325315,1.299652,1.207618,1.348989
7.9072,1.12036,0.9536666,1.14971,1.165971,1.012729,1.205642,1.207232,1.070677,1.253639,1.236769,1.11216,1.286903,1.258415,1.139639,1.312372
8.0596,1.20066,1.099063,1.231212,1.243723,1.155454,1.277647,1.284218,1.211337,1.318234,1.31327,1.246972,1.348773,1.332958,1.264804,1.373604
8.2120,1.320727,1.273214,1.345846,1.347939,1.307174,1.372096,1.387773,1.35971,1.407037,1.422514,1.405075,1.435996,1.436974,1.422828,1.448478
8.3644,1.292564,1.224144,1.325595,1.334603,1.272503,1.371272,1.379179,1.331643,1.412564,1.414907,1.381245,1.441518,1.437503,1.410471,1.460584
8.5168,1.343075,1.31457,1.359042,1.388724,1.376045,1.397073,1.431562,1.428218,1.434127,1.460164,1.464425,1.456583,1.479011,1.496935,1.463525
8.6692,1.305279,1.26632,1.323946,1.360793,1.326846,1.381754,1.404581,1.378782,1.423535,1.43718,1.420905,1.450522,1.471669,1.465619,1.47719
8.8216,1.261296,1.208148,1.28219,1.321361,1.275856,1.345368,1.353575,1.304066,1.384504,1.372542,1.322656,1.406744,1.410238,1.378071,1.435003
8.9740,1.261225,1.181533,1.294489,1.303607,1.226437,1.34409,1.334249,1.263025,1.377429,1.358131,1.292051,1.402677,1.386722,1.324293,1.434734
9.1264,1.289902,1.233381,1.316016,1.334421,1.286448,1.361592,1.368067,1.325375,1.396065,1.392944,1.354173,1.421153,1.421328,1.390342,1.446305
9.2788,1.292593,1.227326,1.323854,1.356838,1.31044,1.386009,1.411138,1.381026,1.434252,1.447838,1.428205,1.464895,1.480732,1.470801,1.490285
9.4312,1.265847,1.186049,1.300056,1.343301,1.288692,1.37624,1.408011,1.375468,1.432848,1.446614,1.424674,1.46574,1.477791,1.461495,1.49368
9.5836,1.218302,1.111652,1.254761,1.294226,1.215219,1.333816,1.355295,1.298064,1.392229,1.384716,1.336318,1.419722,1.403665,1.361283,1.436494
9.7360,1.218235,1.105903,1.257114,1.281705,1.210234,1.314494,1.329718,1.277657,1.358857,1.356646,1.314734,1.382621,1.387709,1.373083,1.397354
9.8884,1.17719,1.041747,1.214084,1.233944,1.117602,1.278952,1.278892,1.179822,1.327036,1.304762,1.213316,1.355119,1.325655,1.238002,1.379193
10.0408,1.208367,1.101781,1.242484,1.254009,1.162871,1.291506,1.294861,1.215904,1.334557,1.322747,1.250972,1.363788,1.343778,1.279905,1.383512
10.1932,1.262735,1.188336,1.293668,1.288427,1.215336,1.323355,1.322555,1.263059,1.355352,1.35392,1.301512,1.387006,1.370175,1.307528,1.41453
10.3456,1.258824,1.195044,1.284138,1.291262,1.228552,1.320893,1.329879,1.280672,1.357225,1.362059,1.321202,1.387957,1.377859,1.329372,1.411806
10.4980,1.301203,1.269514,1.315832,1.338571,1.315944,1.350797,1.376558,1.36594,1.383154,1.405467,1.404205,1.40633,1.423985,1.427807,1.421204
10.6504,1.296629,1.244356,1.321384,1.323793,1.277118,1.348793,1.360098,1.32626,1.380918,1.392833,1.365365,1.412087,1.410008,1.376384,1.436001
10.8028,1.243142,1.181265,1.26551,1.300619,1.258928,1.320261,1.344968,1.319415,1.359297,1.369897,1.350679,1.381763,1.391322,1.37551,1.401949
10.9552,1.21465,1.136168,1.239345,1.276936,1.219839,1.301592,1.320726,1.279699,1.342055,1.340093,1.307764,1.358131,1.357496,1.335378,1.370515
11.1076,1.170472,1.059709,1.197779,1.233658,1.143065,1.266588,1.27338,1.196273,1.307641,1.292534,1.220266,1.327772,1.318973,1.254354,1.354453
11.2600,1.177442,1.069882,1.205214,1.232928,1.143195,1.265336,1.269295,1.191681,1.303042,1.289885,1.216482,1.325271,1.31688,1.249548,1.353735
11.4124,1.202329,1.116246,1.22771,1.245449,1.166159,1.275619,1.278136,1.206771,1.310233,1.303145,1.23514,1.337842,1.330959,1.263489,1.370704
11.5648,1.22665,1.155803,1.250304,1.264858,1.197592,1.292694,1.297947,1.238313,1.32691,1.33103,1.278068,1.360943,1.369234,1.320367,1.402097
11.7172,1.246074,1.197432,1.263475,1.285928,1.235887,1.308224,1.322239,1.27852,1.345297,1.363357,1.332187,1.382679,1.414,1.396242,1.427247
11.8696,1.230461,1.168694,1.25118,1.294813,1.24605,1.317497,1.347556,1.31377,1.367157,1.394391,1.375862,1.407114,1.452489,1.450828,1.453868
12.0220,1.18333,1.095166,1.206236,1.274342,1.210513,1.301952,1.339735,1.297128,1.364134,1.381348,1.354509,1.39918,1.437166,1.429677,1.443125
12.1744,1.148988,1.032376,1.173456,1.255232,1.183875,1.283457,1.33134,1.289902,1.354049,1.37297,1.344935,1.390963,1.433529,1.426978,1.438645
12.3268,1.057924,0.8516518,1.074537,1.167675,1.019063,1.206301,1.249672,1.140201,1.295612,1.286816,1.192572,1.334099,1.332106,1.260626,1.374991
12.4792,1.02331,0.7854967,1.03089,1.12041,0.9244673,1.156865,1.194466,1.031753,1.248177,1.230755,1.083287,1.291398,1.269019,1.143007,1.331509
12.6316,1.018314,0.7633584,1.024796,1.0973,0.8687325,1.132085,1.161181,0.9603685,1.216754,1.199577,1.012852,1.267908,1.233674,1.057217,1.314709
12.7840,1.074085,0.8524718,1.098222,1.137863,0.9313987,1.184605,1.197268,1.019191,1.259756,1.236907,1.07648,1.308467,1.259308,1.098821,1.343147
12.9364,1.15664,1.02484,1.186944,1.212494,1.087009,1.255575,1.27033,1.164682,1.32006,1.315658,1.225256,1.368384,1.342791,1.252942,1.403592
13.0888,1.071007,0.9323693,1.083665,1.137417,0.9869054,1.167755,1.196438,1.066782,1.236627,1.23584,1.12178,1.280252,1.253976,1.120455,1.315524
13.2412,1.285248,1.225992,1.312135,1.312548,1.255887,1.341997,1.366059,1.328409,1.390144,1.416865,1.39601,1.432777,1.430666,1.408494,1.448712
13.3936,1.309766,1.264702,1.332181,1.335261,1.291389,1.359931,1.38282,1.350952,1.404463,1.427188,1.406228,1.443921,1.440969,1.419742,1.458977
13.5460,1.332722,1.2929,1.354602,1.35604,1.317103,1.379893,1.387736,1.355978,1.409786,1.41566,1.389672,1.435729,1.429313,1.402302,1.451551
13.6984,1.344263,1.308887,1.364559,1.366277,1.332262,1.387826,1.391994,1.362756,1.412526,1.414763,1.388796,1.434734,1.429636,1.402933,1.451628
13.8508,1.352027,1.320365,1.370677,1.375849,1.345543,1.395693,1.398741,1.371208,1.418562,1.419623,1.394026,1.439712,1.438707,1.413853,1.459867
14.0032,1.359347,1.326576,1.37938,1.389075,1.360925,1.408518,1.412516,1.387402,1.431585,1.43295,1.411724,1.45034,1.457042,1.443238,1.469247
14.1556,1.351058,1.313886,1.373189,1.392366,1.363139,1.412923,1.420983,1.396987,1.439824,1.441808,1.423789,1.456971,1.468923,1.461863,1.475318
14.3080,1.327905,1.28057,1.353824,1.382139,1.347753,1.405603,1.41792,1.391252,1.438769,1.439385,1.415074,1.460102,1.467485,1.447466,1.486446
14.4604,1.319271,1.265992,1.347666,1.37964,1.342489,1.404919,1.419056,1.390861,1.441329,1.436529,1.409401,1.4596,1.456223,1.431648,1.478798
14.6128,1.293115,1.222657,1.327413,1.359982,1.309665,1.392489,1.404309,1.366437,1.433261,1.42079,1.38602,1.449139,1.436506,1.405852,1.462929
14.7652,1.253436,1.150403,1.296955,1.32418,1.250479,1.366889,1.370425,1.312863,1.410511,1.390709,1.336752,1.431697,1.417173,1.371132,1.455723
14.9176,1.274166,1.182887,1.316417,1.320252,1.239968,1.366749,1.358131,1.286965,1.406969,1.382291,1.318151,1.430843,1.402063,1.346791,1.446683
15.0700,1.308059,1.222481,1.355201,1.348867,1.270278,1.401612,1.38588,1.318698,1.438303,1.411166,1.358258,1.455409,1.428124,1.38987,1.460819
15.2224,1.384121,1.350397,1.407296,1.400773,1.358407,1.433145,1.427744,1.391844,1.458091,1.452516,1.422311,1.480448,1.460976,1.422282,1.499611
15.3748,1.394101,1.356323,1.421642,1.418141,1.382391,1.447043,1.446918,1.416882,1.473983,1.47234,1.44957,1.494625,1.488548,1.471793,1.505687
15.5272,1.396336,1.361006,1.422147,1.416855,1.392416,1.435726,1.446567,1.426741,1.46371,1.469213,1.448449,1.489091,1.475602,1.454502,1.496401
15.6796,1.424323,1.402834,1.441297,1.455231,1.436718,1.471765,1.483187,1.468703,1.497529,1.501625,1.488402,1.515705,1.513037,1.497991,1.530004
15.8320,1.406211,1.372514,1.43182,1.438144,1.407843,1.46442,1.463622,1.437882,1.488173,1.480387,1.457222,1.503919,1.494251,1.4718,1.51842
15.9844,1.410949,1.379013,1.435596,1.444099,1.415847,1.469058,1.468994,1.443113,1.494291,1.483754,1.45799,1.510638,1.496509,1.470888,1.524805
16.1368,1.403464,1.366318,1.43168,1.44054,1.405706,1.471634,1.46662,1.433804,1.499351,1.479784,1.446657,1.514953,1.490793,1.456524,1.529332
16.2892,1.412915,1.37069,1.447054,1.450874,1.415467,1.484097,1.477122,1.446055,1.509376,1.488572,1.458151,1.521762,1.497129,1.467259,1.53094
16.4416,1.43584,1.398918,1.468368,1.469967,1.441358,1.498394,1.493796,1.468117,1.521818,1.505394,1.48012,1.534402,1.515352,1.494312,1.540056
16.5940,1.438489,1.421017,1.452956,1.462265,1.437862,1.485272,1.482987,1.455252,1.512098,1.496595,1.465269,1.532239,1.504255,1.467266,1.549346
16.7464,1.45796,1.423681,1.491029,1.475561,1.443167,1.509166,1.495886,1.466117,1.529371,1.512373,1.482609,1.548537,1.521346,1.488968,1.563072
16.8988,1.513231,1.495235,1.533841,1.525942,1.507463,1.548381,1.543613,1.527852,1.564001,1.557381,1.543676,1.575998,1.561258,1.546147,1.582327
17.0512,1.492733,1.465372,1.522696,1.50809,1.479716,1.541616,1.52727,1.503384,1.557346,1.543551,1.523168,1.570642,1.552208,1.529968,1.583346
17.2036,1.512284,1.499184,1.526873,1.52937,1.519155,1.541431,1.544747,1.536373,1.555199,1.556715,1.548793,1.567091,1.56676,1.559355,1.576854
17.3560,1.499505,1.4835,1.516611,1.518095,1.507446,1.530108,1.530575,1.520064,1.543069,1.540069,1.527413,1.555912,1.552608,1.54077,1.568184
17.5084,1.493675,1.484581,1.502874,1.512294,1.504844,1.520378,1.526291,1.518299,1.535503,1.5378,1.528164,1.549555,1.550931,1.541064,1.563678
17.6608,1.490553,1.471069,1.510907,1.509135,1.493916,1.526026,1.52325,1.510483,1.538126,1.536068,1.523404,1.55165,1.551713,1.538994,1.568469
17.8132,1.461242,1.445334,1.475675,1.482245,1.468157,1.496115,1.496459,1.48216,1.511427,1.520445,1.507085,1.53587,1.561593,1.553014,1.57311
17.9656,1.437549,1.423498,1.448996,1.472087,1.457944,1.485428,1.494121,1.480501,1.508194,1.523659,1.515,1.533563,1.575099,1.576336,1.573436
18.1180,1.346142,1.31571,1.363523,1.424761,1.404108,1.441057,1.472283,1.459284,1.484499,1.506304,1.500276,1.512643,1.564149,1.568839,1.558222
18.2704,1.317172,1.2305,1.367539,1.373337,1.305549,1.423041,1.415158,1.359633,1.46304,1.454001,1.404989,1.503754,1.509399,1.470783,1.558188
18.4228,1.225198,1.141932,1.253466,1.314966,1.247429,1.351584,1.370071,1.313579,1.409196,1.401438,1.350806,1.441453,1.452956,1.413275,1.491273
18.5752,1.364452,1.342567,1.377736,1.44255,1.425286,1.457085,1.491325,1.48069,1.502048,1.524496,1.521026,1.528382,1.576527,1.581417,1.570044
18.7276,1.265784,1.206222,1.290127,1.377582,1.344727,1.399433,1.446275,1.428788,1.461246,1.48095,1.465607,1.49605,1.540672,1.53091,1.552733
18.8800,1.17864,1.075877,1.205166,1.279132,1.201298,1.314908,1.340163,1.275124,1.38003,1.367157,1.303866,1.411392,1.413059,1.359862,1.458014
19.0324,1.088645,0.901242,1.11237,1.168449,0.9980002,1.215182,1.217159,1.058438,1.278392,1.243847,1.088156,1.315661,1.284058,1.135106,1.372466
19.1848,1.112315,0.9163167,1.145759,1.164195,0.9732806,1.217153,1.209656,1.031167,1.278582,1.239678,1.070718,1.318722,1.258922,1.092996,1.347155
19.3372,1.216239,1.109106,1.252409,1.257586,1.149923,1.304784,1.305951,1.208998,1.360636,1.341457,1.251042,1.402317,1.352531,1.25552,1.423916
19.4896,1.267229,1.169739,1.311295,1.309164,1.214119,1.363425,1.36347,1.278444,1.426772,1.404488,1.329554,1.471281,1.416138,1.345129,1.482288
19.6420,1.349041,1.282853,1.39165,1.381831,1.319895,1.428213,1.436678,1.387601,1.482419,1.480486,1.443571,1.520566,1.486358,1.452537,1.523516
19.7944,1.386956,1.331152,1.428853,1.40987,1.355778,1.455031,1.456636,1.40992,1.504125,1.496761,1.458074,1.542664,1.503517,1.467064,1.547649
19.9468,1.515565,1.494282,1.540608,1.523806,1.504839,1.546678,1.551095,1.534719,1.573076,1.577665,1.561801,1.601621,1.58313,1.56515,1.611419
20.0992,1.593889,1.587348,1.603861,1.602507,1.600114,1.60619,1.616964,1.616087,1.618386,1.63608,1.634941,1.638088,1.654184,1.653584,1.655324
20.2516,1.590549,1.580742,1.605608,1.604048,1.596276,1.616544,1.623734,1.620611,1.629031,1.649794,1.650938,1.647689,1.675752,1.678545,1.670078
20.4040,1.598462,1.589476,1.612677,1.639265,1.633881,1.649229,1.667519,1.666369,1.669851,1.688232,1.690666,1.682989,1.714835,1.720296,1.701972
20.5564,1.591612,1.579086,1.611314,1.665258,1.666242,1.663318,1.708674,1.717429,1.689255,1.718172,1.728578,1.694513,1.729233,1.740763,1.702064
20.7088,1.554334,1.532662,1.584865,1.632932,1.626088,1.645387,1.672881,1.675037,1.668531,1.68268,1.686707,1.674338,1.707523,1.712318,1.696517
20.8612,1.417094,1.35204,1.476248,1.479693,1.427951,1.540573,1.515635,1.470395,1.57746,1.529269,1.484637,1.59478,1.550204,1.508893,1.616659
21.0136,1.386583,1.305421,1.454095,1.425715,1.356407,1.49315,1.458622,1.392428,1.534685,1.473816,1.405174,1.561831,1.479354,1.411471,1.568956
21.1660,1.485348,1.446144,1.529461,1.516182,1.479508,1.563531,1.544304,1.511134,1.59254,1.565659,1.537169,1.61027,1.582803,1.560118,1.619782
21.3184,1.531615,1.505636,1.565415,1.561656,1.538877,1.59514,1.589489,1.572119,1.617536,1.611738,1.599624,1.632596,1.630347,1.621937,1.645672
21.4708,1.547947,1.530541,1.571128,1.576988,1.56555,1.5937,1.612144,1.608397,1.618211,1.64099,1.643513,1.636571,1.656592,1.662767,1.645355
21.6232,1.523354,1.501972,1.549427,1.561526,1.548355,1.579692,1.596537,1.590502,1.605813,1.621719,1.619229,1.625886,1.640684,1.639883,1.642122
21.7756,1.483676,1.45761,1.5109,1.530452,1.515171,1.549056,1.569932,1.563045,1.579417,1.60337,1.601412,1.606384,1.639245,1.64127,1.63571
21.9280,1.371435,1.309652,1.415322,1.444828,1.409191,1.477379,1.491718,1.469264,1.51562,1.52088,1.505005,1.539477,1.56787,1.566014,1.570334
22.0804,1.34171,1.275541,1.382734,1.425084,1.383515,1.460573,1.480817,1.456242,1.505985,1.521494,1.506219,1.539376,1.586298,1.581674,1.593032
22.2328,1.212534,1.098551,1.250663,1.311457,1.23211,1.355159,1.37536,1.313103,1.420542,1.412432,1.353997,1.462765,1.475837,1.432152,1.523906
22.3852,1.251583,1.151428,1.293111,1.362209,1.293846,1.409644,1.440568,1.401329,1.476248,1.501309,1.484837,1.519086,1.601456,1.607728,1.59234
22.5376,1.1343,1.013901,1.156665,1.256041,1.171604,1.290635,1.34589,1.290432,1.379858,1.402317,1.366083,1.429607,1.485767,1.476108,1.495243
22.6900,1.02779,0.8301868,1.034945,1.153889,0.9931229,1.19212,1.247059,1.122053,1.300849,1.298749,1.198024,1.353928,1.367331,1.294359,1.42022
22.8424,0.957045,0.7302691,0.957045,1.077319,0.8719246,1.100188,1.15834,0.9899646,1.200589,1.202849,1.062462,1.249527,1.259717,1.155049,1.30583
22.9948,0.9711224,0.7149886,0.9711224,1.053439,0.8175888,1.071639,1.11412,0.9116548,1.14979,1.155382,0.9870278,1.196573,1.199654,1.073869,1.239202
23.1472,0.9772376,0.7460282,0.9772376,1.037364,0.816983,1.048628,1.092399,0.8922362,1.119588,1.136587,0.9525529,1.175856,1.170019,1.000185,1.21712
23.2996,1.005794,0.792574,1.00738,1.060685,0.876243,1.075815,1.127157,0.9861484,1.152537,1.199183,1.089508,1.232384,1.26477,1.166456,1.308664
23.4520,1.016924,0.882615,1.019611,1.111799,1.016692,1.125439,1.213658,1.176414,1.224433,1.338071,1.335823,1.33922,1.49157,1.48673,1.496332
23.6044,0.9147693,0.7993453,0.9147571,1.070788,0.9735833,1.079136,1.198537,1.159331,1.208865,1.382847,1.415912,1.363894,1.794308,1.875838,1.645705
23.7568,0.6485055,0.5169486,0.6484973,0.8326685,0.6539596,0.83266,0.9722376,0.7697788,0.9722287,1.109175,0.9774916,1.1286,1.545751,1.586008,1.504674
23.9092,0.4530256,0.3423996,0.4530236,0.6029513,0.4106977,0.6029487,0.7180282,0.4632456,0.7180253,0.8337545,0.5826079,0.8337509,1.099507,0.9565335,1.11878
24.0616,0.3614841,0.2672606,0.3614838,0.4826333,0.303114,0.4826326,0.5796506,0.3310478,0.5796497,0.6672882,0.4017522,0.6672869,0.8549527,0.5931135,0.8549527
24.2140,0.3298828,0.2543653,0.3298828,0.419651,0.2701533,0.4196509,0.5001791,0.2865186,0.5001789,0.5681716,0.3277396,0.5681714,0.6846197,0.4128487,0.6846197
24.3664,0.3309886,0.2458519,0.3309886,0.3919606,0.25202,0.3919606,0.4627528,0.2664866,0.4627528,0.5296741,0.2908228,0.5296741,0.5966181,0.3175496,0.5966181
24.5188,0.3534979,0.2299395,0.3534975,0.3923778,0.2342385,0.3923774,0.4624736,0.2615446,0.4624732,0.5371901,0.2964124,0.5371895,0.5758826,0.3074208,0.5758826
24.6712,0.4251507,0.2835651,0.4251499,0.4624011,0.2943126,0.4624004,0.5475432,0.3429596,0.5475423,0.6391386,0.4022572,0.6391375,0.6653388,0.4137263,0.6653388
24.8236,0.5858628,0.4238965,0.5858628,0.6239766,0.4707398,0.6239766,0.7474481,0.5982474,0.7474481,0.8753995,0.735937,0.8753995,0.8724782,0.7390741,0.8724782
24.9760,0.7128235,0.5455914,0.712823,0.7735702,0.6351073,0.7735696,0.9165348,0.7937628,0.9165343,1.033392,0.9232133,1.03771,1.012206,0.9187629,1.013484
25.1284,0.7928925,0.5959678,0.7928922,0.8547544,0.6963251,0.8547542,0.9735225,0.8168156,0.9735224,1.044218,0.909,1.051571,1.015871,0.9576649,1.01687
25.2808,0.8978613,0.8072134,0.8978606,0.9224767,0.9414449,0.9224765,0.9893559,1.060307,0.9893559,1.02798,1.138126,1.02514,0.9841498,1.217987,0.9841499
