#HOLE:,U1528D
#EXPEDITION:,376
#TOP:,84.3753
#BOTTOM:,332.3301
DEPTH_WMSF,RHOM,DRH,PEFL,NRHB
m,g/cm3,g/cm3,barns/e-,g/cm3
164.3853,2.251116,0.02894949,2.942175,2.251116
164.5377,2.247869,0.02174133,3.02367,2.251918
164.6901,2.255011,0.0214991,3.213927,2.258165
164.8425,2.247696,0.02799146,3.305153,2.247696
164.9949,2.222037,0.02994817,3.338526,2.222037
165.1473,2.201768,0.02968683,3.286886,2.201768
165.2997,2.211023,0.03658754,3.242613,2.211023
165.4521,2.225653,0.04172413,3.301294,2.225653
165.6045,2.208672,0.02728362,3.332089,2.208672
165.7569,2.176366,0.0127614,3.271532,2.176366
165.9093,2.156657,0.009796908,3.162279,2.156657
166.0617,2.158402,0.009824922,3.137863,2.158402
166.2141,2.180939,0.01529131,3.125975,2.180939
166.3665,2.204083,0.02103486,3.084475,2.204083
166.5189,2.20515,0.02301226,3.092084,2.20515
166.6713,2.183405,0.01898803,3.203564,2.183405
166.8237,2.157013,0.01236161,3.304365,2.157013
166.9761,2.14976,0.01280431,3.376214,2.14976
167.1285,2.161896,0.01972661,3.465204,2.161896
167.2809,2.175274,0.02503184,3.462426,2.175274
167.4333,2.176186,0.02860865,3.416736,2.176186
167.5857,2.165643,0.0262008,3.386314,2.165643
167.7381,2.152539,0.01372269,3.399717,2.092884
167.8905,2.162923,0.01097549,3.340503,2.096951
168.0429,2.190302,0.01449833,3.144642,2.210662
168.1953,2.199462,0.005940546,2.949471,2.154319
168.3477,2.20053,-0.002116328,2.867159,2.109097
168.5001,2.200157,-0.003554888,2.866627,2.205764
168.6525,2.201031,-0.005790576,2.925042,2.244856
168.8049,2.213895,-0.006689797,2.995895,2.247744
168.9573,2.222003,0.005867329,2.982429,2.233122
169.1097,2.208664,0.02538107,2.973318,2.208664
169.2621,2.191541,0.0376657,2.955152,2.191541
169.4145,2.203603,0.05026821,2.978228,2.203603
169.5669,2.248556,0.07833716,2.961039,2.248556
169.7193,2.26629,0.1058698,3.004812,2.26629
169.8717,2.244417,0.1058804,3.164666,2.244417
170.0241,2.212381,0.09623972,3.260613,2.212381
170.1765,2.201935,0.09623104,3.115188,2.201935
170.3289,2.199894,0.08377963,2.919951,2.199894
170.4813,2.18276,0.0443262,2.887015,2.18276
170.6337,2.190056,0.02083551,3.018755,2.190056
170.7861,2.202582,0.01601168,3.09325,2.207736
170.9385,2.2072,0.008363792,3.200544,2.18932
171.0909,2.207927,0.006528983,3.31729,2.175735
171.2433,2.202477,0.01210445,3.350461,2.216616
171.3957,2.199046,0.02268469,3.328341,2.199046
171.5481,2.198499,0.03346569,3.299922,2.198499
171.7005,2.20752,0.05002729,3.31787,2.20752
171.8529,2.22518,0.06761584,3.231184,2.22518
172.0053,2.246581,0.08538624,3.143375,2.246581
172.1577,2.255991,0.09257505,3.095219,2.255991
172.3101,2.240062,0.08699963,3.207701,2.240062
172.4625,2.222125,0.07877199,3.213508,2.222125
172.6149,2.214486,0.06733952,3.168607,2.214486
172.7673,2.214798,0.0494544,3.078195,2.214798
172.9197,2.20697,0.02878478,3.0051,2.20697
173.0721,2.193975,0.009837691,2.969552,2.196298
173.2245,2.178988,-0.001959602,2.908707,2.204065
173.3769,2.186388,0.006207634,2.980864,2.22861
173.5293,2.190748,0.02260602,3.099573,2.190748
173.6817,2.176966,0.02812262,3.129436,2.176966
173.8341,2.176663,0.04251122,3.178861,2.176663
173.9865,2.201324,0.06479219,3.042621,2.201324
174.1389,2.229354,0.06097442,2.913341,2.229354
174.2913,2.269265,0.0515906,2.703338,2.269265
174.4437,2.306795,0.04709,2.832162,2.306795
174.5961,2.310957,0.03213888,3.133364,2.331928
174.7485,2.271478,0.002606644,3.298843,2.345327
174.9009,2.267485,0.01570353,3.258679,2.322972
175.0533,2.264719,0.02776134,3.120967,2.264719
175.2057,2.272931,0.03730474,3.235253,2.272931
175.3581,2.286114,0.04390199,3.321993,2.286114
175.5105,2.292858,0.04190908,3.271887,2.292858
175.6629,2.277189,0.02624987,3.17896,2.277189
175.8153,2.268586,0.0242692,3.182314,2.268586
175.9677,2.267357,0.02845048,3.427438,2.267357
176.1201,2.275474,0.03965884,3.485947,2.275474
176.2725,2.286608,0.05387358,3.39222,2.286608
176.4249,2.294272,0.06324641,3.150663,2.294272
176.5773,2.300032,0.0641937,3.076104,2.300032
176.7297,2.306752,0.06071766,3.012489,2.306752
176.8821,2.300947,0.05098607,2.961904,2.300947
177.0345,2.277186,0.02620485,2.839521,2.247653
177.1869,2.260951,0.01286075,2.972719,2.189785
177.3393,2.259933,0.01375774,3.119949,2.285091
177.4917,2.224843,-0.0006375608,3.194942,2.216166
177.6441,2.204022,-0.008399513,3.144529,2.083448
177.7965,2.220961,-0.0009360832,3.03339,2.268398
177.9489,2.25547,0.009245424,2.934579,2.293315
178.1013,2.277026,0.008890742,2.893291,2.287301
178.2537,2.272051,0.009840171,3.010606,2.223317
178.4061,2.278364,0.02448077,3.072832,2.274211
178.5585,2.287114,0.04081282,3.123071,2.287114
178.7109,2.296255,0.05078411,3.147015,2.296255
178.8633,2.301814,0.06475273,3.199792,2.301814
179.0157,2.293818,0.07048526,3.21376,2.293818
179.1681,2.242255,0.06343388,3.377419,2.242255
179.3205,2.132206,0.05883478,3.529181,2.132206
179.4729,2.021641,0.0553214,3.513206,2.021641
179.6253,1.961943,0.04852484,2.997288,1.961943
179.7777,1.980613,0.05500908,2.41052,1.980613
179.9301,2.057466,0.0705399,2.214654,2.057466
180.0825,2.135021,0.06509949,2.551427,2.135021
180.2349,2.209517,0.05730489,2.982704,2.209517
180.3873,2.256189,0.05755015,3.004247,2.256189
180.5397,2.256051,0.05026187,3.086389,2.256051
180.6921,2.24181,0.03501189,3.176354,2.24181
180.8445,2.230708,0.02795199,3.225828,2.230708
180.9969,2.212212,0.02484429,3.14016,2.212212
181.1493,2.195752,0.02642813,3.044806,2.195752
181.3017,2.196994,0.03748115,2.966224,2.196994
181.4541,2.211921,0.04938699,2.912061,2.211921
181.6065,2.225624,0.05395515,2.939583,2.225624
181.7589,2.226652,0.0496639,3.041609,2.226652
181.9113,2.220538,0.04104489,3.134138,2.220538
182.0637,2.207968,0.0306732,3.153054,2.207968
182.2161,2.199853,0.02531811,3.131787,2.199853
182.3685,2.202146,0.0280949,3.167095,2.202146
182.5209,2.215378,0.0382031,3.27218,2.215378
182.6733,2.220887,0.0453426,3.338207,2.220887
182.8257,2.219729,0.04585636,3.306739,2.219729
182.9781,2.219071,0.04310137,3.209768,2.219071
183.1305,2.210381,0.04829254,3.033529,2.210381
183.2829,2.187984,0.05717297,2.789211,2.187984
183.4353,2.162453,0.05508434,2.572803,2.162453
183.5877,2.170926,0.05850578,2.53037,2.170926
183.7401,2.205633,0.06984206,2.720329,2.205633
183.8925,2.21101,0.06456771,2.884043,2.21101
184.0449,2.201279,0.05314124,2.940517,2.201279
184.1973,2.199439,0.05181329,3.004913,2.199439
184.3497,2.197833,0.06032574,3.064763,2.197833
184.5021,2.193751,0.0854159,3.041285,2.193751
184.6545,2.161321,0.1008981,2.984727,2.161321
184.8069,2.125285,0.09760862,2.879964,2.125285
184.9593,2.11204,0.09588118,2.878964,2.11204
185.1117,2.108694,0.08744311,2.914735,2.108694
185.2641,2.075455,0.05479527,2.980061,2.075455
185.4165,2.041297,0.02290863,2.841201,2.041297
185.5689,2.033861,0.01260266,2.673733,2.033861
185.7213,2.049839,0.01593052,2.604924,2.049839
185.8737,2.080864,0.02292174,2.820831,2.080864
186.0261,2.124192,0.03401213,3.055647,2.124192
186.1785,2.160878,0.04549367,3.203844,2.160878
186.3309,2.171582,0.05531373,3.311691,2.171582
186.4833,2.167314,0.05883074,3.28729,2.167314
186.6357,2.163936,0.06256159,3.212491,2.163936
186.7881,2.174447,0.06587505,3.083581,2.174447
186.9405,2.185699,0.0676837,3.079207,2.185699
187.0929,2.195508,0.06023403,3.215173,2.195508
187.2453,2.211327,0.0647508,3.164893,2.211327
187.3977,2.221169,0.06911186,3.142588,2.221169
187.5501,2.210319,0.07068374,3.030914,2.210319
187.7025,2.204571,0.07205573,3.113407,2.204571
187.8549,2.207411,0.08846618,3.150748,2.207411
188.0073,2.194641,0.08345642,3.186575,2.194641
188.1597,2.169383,0.07085586,2.927823,2.169383
188.3121,2.160976,0.05748954,2.879173,2.160976
188.4645,2.179073,0.05006387,2.978492,2.179073
188.6169,2.191649,0.0381771,3.548666,2.191649
188.7693,2.210496,0.03784114,3.600946,2.210496
188.9217,2.205851,0.04282423,3.531345,2.205851
189.0741,2.217972,0.05126001,3.32527,2.217972
189.2265,2.228237,0.05291117,3.172433,2.228237
189.3789,2.242319,0.04953318,2.931312,2.242319
189.5313,2.22501,0.04626594,2.956193,2.22501
189.6837,2.211007,0.03904556,2.999017,2.211007
189.8361,2.207462,0.02405259,3.297755,2.207462
189.9885,2.24774,0.03294827,3.407837,2.24774
190.1409,2.281417,0.04275233,3.558136,2.281417
190.2933,2.273556,0.02075545,3.476513,2.273556
190.4457,2.271947,0.003827824,3.093662,2.185994
190.5981,2.294089,0.0149844,2.919128,2.317707
190.7505,2.310013,0.0188387,2.902066,2.313674
190.9029,2.311122,0.01280812,3.188505,2.29265
191.0553,2.311681,0.01732731,3.298911,2.309686
191.2077,2.291561,0.02467237,3.271318,2.291561
191.3601,2.23724,0.017607,3.150743,2.23724
191.5125,2.215501,0.01842307,3.009094,2.213835
191.6649,2.201418,0.01425567,2.826122,2.173549
191.8173,2.226931,0.01909073,2.541375,2.233024
191.9697,2.225442,0.006312188,2.611938,2.303765
192.1221,2.236874,0.003873261,2.807969,2.243893
192.2745,2.257088,0.008844619,3.100143,2.272002
192.4269,2.283841,0.01874725,3.151692,2.279763
192.5793,2.306935,0.02380255,3.064415,2.306935
192.7317,2.328857,0.02560903,3.125862,2.328857
192.8841,2.327747,0.02047518,2.9766,2.327747
193.0365,2.3262,0.02034472,2.862381,2.3262
193.1889,2.314149,0.02554247,2.849643,2.314149
193.3413,2.287112,0.02832277,3.01716,2.287112
193.4937,2.248611,0.03352374,2.92798,2.248611
193.6461,2.22263,0.04492028,2.661766,2.22263
193.7985,2.22499,0.09734331,2.489384,2.22499
193.9509,2.2749,0.1968923,2.552277,2.2749
194.1033,2.390429,0.353583,2.710781,2.390429
194.2557,2.515309,0.4929845,2.865693,2.515309
194.4081,2.644607,0.6247845,2.97912,2.644607
194.5605,2.680362,0.6784728,2.884558,2.680362
194.7129,2.576827,0.643304,2.548215,2.576827
194.8653,2.422783,0.5525247,2.381377,2.422783
195.0177,2.327661,0.4330196,2.200669,2.327661
195.1701,2.352279,0.3461216,2.312138,2.352279
195.3225,2.443989,0.2618357,2.454117,2.443989
195.4749,2.380015,0.1275968,2.789267,2.380015
195.6273,2.314685,0.05490814,2.934214,2.314685
195.7797,2.29416,0.03675511,2.899682,2.29416
195.9321,2.291968,0.0241746,2.957801,2.291968
196.0845,2.311125,0.02057853,3.049338,2.311125
196.2369,2.322944,0.02877212,3.17279,2.322944
196.3893,2.323378,0.03101745,3.035578,2.323378
196.5417,2.305675,0.0353523,2.900995,2.305675
196.6941,2.263232,0.02791231,2.903659,2.263232
196.8465,2.237994,0.03368552,2.946863,2.237994
196.9989,2.195666,0.03959797,3.133264,2.195666
197.1513,2.158185,0.03521382,3.07663,2.158185
197.3037,2.09134,0.02539868,3.146785,2.09134
197.4561,2.062257,0.02429843,3.072204,2.062257
197.6085,2.04466,0.02150398,3.052654,2.04466
197.7609,2.053797,0.01639165,3.023674,2.053797
197.9133,2.065233,0.01636152,2.977712,2.065233
198.0657,2.07386,0.01417497,3.117759,2.07386
198.2181,2.094795,0.01495086,3.263933,2.094795
198.3705,2.126805,0.02341493,3.33094,2.126805
198.5229,2.142536,0.02532353,3.459803,2.142536
198.6753,2.133057,0.0235936,3.46073,2.133057
198.8277,2.116472,0.02374175,3.732677,2.116472
198.9801,2.110262,0.03837001,3.801022,2.110262
199.1325,2.114819,0.05153291,3.644206,2.114819
199.2849,2.129324,0.0603943,3.219114,2.129324
199.4373,2.145912,0.0636168,2.996297,2.145912
199.5897,2.150731,0.06116189,3.003328,2.150731
199.7421,2.130785,0.05169048,2.995897,2.130785
199.8945,2.119969,0.05040681,2.889934,2.119969
200.0469,2.126092,0.06555621,2.745573,2.126092
200.1993,2.150718,0.09172843,2.620621,2.150718
200.3517,2.175297,0.1095293,2.582996,2.175297
200.5041,2.171457,0.1132164,2.592926,2.171457
200.6565,2.15227,0.09991805,2.722214,2.15227
200.8089,2.149865,0.08721478,2.803517,2.149865
200.9613,2.172577,0.07827223,2.782002,2.172577
201.1137,2.197979,0.07311989,2.740524,2.197979
201.2661,2.187972,0.05666364,2.637214,2.187972
201.4185,2.169255,0.05168834,2.593439,2.169255
201.5709,2.172456,0.06127825,2.708297,2.172456
201.7233,2.169798,0.07173365,2.893788,2.169798
201.8757,2.185359,0.1155055,2.963797,2.185359
202.0281,2.18218,0.1607545,2.93624,2.18218
202.1805,2.169037,0.1971005,2.933911,2.169037
202.3329,2.182589,0.2100406,3.079757,2.182589
202.4853,2.225401,0.2608401,3.210081,2.225401
202.6377,2.198279,0.2967813,3.173244,2.198279
202.7901,2.102226,0.2928492,3.102946,2.102226
202.9425,2.06094,0.3170872,3.057304,2.06094
203.0949,2.115119,0.3902005,2.969076,2.115119
203.2473,2.151861,0.4371817,2.8081,2.151861
203.3997,2.141338,0.4130036,2.636502,2.141338
203.5521,2.182705,0.3868345,2.501407,2.182705
203.7045,2.262218,0.3406087,2.54009,2.262218
203.8569,2.352257,0.2838393,2.822948,2.352257
204.0093,2.42889,0.2480821,3.413958,2.42889
204.1617,2.491168,0.2407051,4.09055,2.491168
204.3141,2.521598,0.245604,4.276354,2.521598
204.4665,2.541505,0.2710062,4.05265,2.541505
204.6189,2.53596,0.2900943,3.482091,2.53596
204.7713,2.437688,0.2400714,3.076906,2.437688
204.9237,2.299361,0.1532855,2.998823,2.299361
205.0761,2.218164,0.1009652,3.030367,2.218164
205.2285,2.19074,0.07049714,2.968624,2.19074
205.3809,2.182577,0.04630896,3.008404,2.182577
205.5333,2.178191,0.03238621,3.179407,2.178191
205.6857,2.171274,0.02690598,3.418153,2.171274
205.8381,2.148101,0.01047882,3.464564,2.061507
205.9905,2.132096,0.0009166618,3.470966,2.036727
206.1429,2.130373,0.002680675,3.508142,2.222822
206.2953,2.133899,0.003922847,3.481751,2.179707
206.4477,2.140963,0.007360828,3.396034,2.152677
206.6001,2.144614,0.01739895,3.239814,2.144614
206.7525,2.137114,0.01777506,3.085908,2.137114
206.9049,2.128076,0.01315986,2.970882,2.128076
207.0573,2.133245,0.01368038,3.015848,2.133245
207.2097,2.134983,0.01923056,3.114331,2.134983
207.3621,2.133247,0.03117307,3.159365,2.133247
207.5145,2.122898,0.04541006,3.101023,2.122898
207.6669,2.113516,0.0566868,3.057196,2.113516
207.8193,2.123613,0.06449981,3.077079,2.123613
207.9717,2.144387,0.06088492,3.072914,2.144387
208.1241,2.159637,0.047235,2.987217,2.159637
208.2765,2.149094,0.03035019,2.876987,2.149094
208.4289,2.128422,0.02223294,2.800875,2.128422
208.5813,2.109464,0.01586252,2.645443,2.109464
208.7337,2.116953,0.02599708,2.610907,2.116953
208.8861,2.144069,0.04814502,2.584095,2.144069
209.0385,2.173244,0.06270215,2.688838,2.173244
209.1909,2.195542,0.06670246,2.705781,2.195542
209.3433,2.224189,0.07844788,2.639704,2.224189
209.4957,2.22661,0.07426923,2.605658,2.22661
209.6481,2.210081,0.05873799,2.574167,2.210081
209.8005,2.209914,0.05201671,2.642048,2.209914
209.9529,2.211884,0.04182509,2.670174,2.211884
210.1053,2.206938,0.0328118,2.678617,2.206938
210.2577,2.200035,0.04145444,2.793533,2.200035
210.4101,2.156164,0.02563101,2.885912,2.156164
210.5625,2.137241,0.01175614,2.990714,2.137241
210.7149,2.162849,0.02223424,2.964893,2.162849
210.8673,2.185708,0.03126535,2.990841,2.185708
211.0197,2.143827,0.01618108,2.999789,2.143827
211.1721,2.086897,0.01372237,2.917694,2.086897
211.3245,2.031793,0.01688298,2.746735,2.031793
211.4769,2.002454,0.01716617,2.550352,2.002454
211.6293,1.999381,0.02172969,2.47495,1.999381
211.7817,2.006763,0.02325992,2.47738,2.006763
211.9341,2.002218,0.02364462,2.442959,2.002218
212.0865,2.000318,0.02158356,2.485024,2.000318
212.2389,2.009891,0.02899446,2.550201,2.009891
212.3913,2.012537,0.03393645,2.72932,2.012537
212.5437,1.997097,0.03327204,2.752098,1.997097
212.6961,1.986998,0.03108766,2.786576,1.986998
212.8485,2.014838,0.04464332,2.905252,2.014838
213.0009,2.059154,0.06060382,3.076518,2.059154
213.1533,2.098717,0.07406913,3.220924,2.098717
213.3057,2.129824,0.07799892,3.128724,2.129824
213.4581,2.161544,0.07844968,3.009086,2.161544
213.6105,2.184666,0.0739333,2.798315,2.184666
213.7629,2.189014,0.06087467,2.753675,2.189014
213.9153,2.167378,0.03767048,2.670751,2.167378
214.0677,2.159889,0.02749302,2.807647,2.159889
214.2201,2.152014,0.03019513,2.91664,2.152014
214.3725,2.146595,0.05537587,2.879979,2.146595
214.5249,2.114535,0.06708237,2.513252,2.114535
214.6773,2.107356,0.07577643,2.315623,2.107356
214.8297,2.136003,0.08575192,2.168565,2.136003
214.9821,2.158251,0.08227753,2.301582,2.158251
215.1345,2.135577,0.05977781,2.33976,2.135577
215.2869,2.107419,0.04556696,2.40634,2.107419
215.4393,2.132615,0.06028271,2.642214,2.132615
215.5917,2.195317,0.09018531,2.778989,2.195317
215.7441,2.244722,0.112793,3.045991,2.244722
215.8965,2.256338,0.1068105,3.081919,2.256338
216.0489,2.255417,0.1116469,3.319433,2.255417
216.2013,2.25877,0.1514261,3.541174,2.25877
216.3537,2.217136,0.1871033,3.447964,2.217136
216.5061,2.212919,0.2841825,3.30929,2.212919
216.6585,2.160723,0.3631175,3.078702,2.160723
216.8109,2.126319,0.4192535,3.031255,2.126319
216.9633,2.081909,0.4148434,3.014926,2.081909
217.1157,2.178541,0.4704714,3.081671,2.178541
217.2681,2.257818,0.4950271,3.030659,2.257818
217.4205,2.334863,0.5267435,2.841997,2.334863
217.5729,2.34827,0.538666,2.713492,2.34827
217.7253,2.342803,0.5269054,2.806805,2.342803
217.8777,2.378768,0.5424534,3.015622,2.378768
218.0301,2.405672,0.5571669,3.232854,2.405672
218.1825,2.396491,0.5530148,3.390662,2.396491
218.3349,2.341739,0.5390587,3.378424,2.341739
218.4873,2.292339,0.5454496,3.026321,2.292339
218.6397,2.196862,0.4771497,2.582382,2.196862
218.7921,2.166777,0.396806,2.119814,2.166777
218.9445,2.215368,0.3459886,1.91377,2.215368
219.0969,2.256285,0.2719021,1.967165,2.256285
219.2493,2.222794,0.1545692,2.163895,2.222794
219.4017,2.291879,0.1176633,2.424804,2.291879
219.5541,2.376693,0.105233,2.508596,2.376693
219.7065,2.355602,0.06244279,2.459584,2.355602
219.8589,2.322203,0.03361536,2.466825,2.322203
220.0113,2.30727,0.0285999,2.638626,2.30727
220.1637,2.294884,0.03791392,2.591843,2.294884
220.3161,2.271902,0.05519995,2.578867,2.271902
220.4685,2.247948,0.05541473,2.557175,2.247948
220.6209,2.281753,0.08745883,2.6626,2.281753
220.7733,2.364724,0.1497263,2.792482,2.364724
220.9257,2.42812,0.2100636,2.700836,2.42812
221.0781,2.42285,0.2331268,2.607485,2.42285
221.2305,2.417669,0.2867625,2.63083,2.417669
221.3829,2.393939,0.3333069,2.339987,2.393939
221.5353,2.28291,0.2747976,2.213975,2.28291
221.6877,2.180673,0.2035577,2.213508,2.180673
221.8401,2.092142,0.1821712,2.415728,2.092142
221.9925,2.046245,0.1803164,2.52623,2.046245
222.1449,2.039913,0.1455575,2.435958,2.039913
222.2973,2.169393,0.1841918,2.231787,2.169393
222.4497,2.328573,0.2462454,2.184226,2.328573
222.6021,2.302736,0.2223602,2.319057,2.302736
222.7545,2.238881,0.1685054,2.534167,2.238881
222.9069,2.197719,0.1391237,2.591772,2.197719
223.0593,2.239276,0.1566122,2.511122,2.239276
223.2117,2.410329,0.3179809,2.532648,2.410329
223.3641,2.550565,0.4494302,2.540924,2.550565
223.5165,2.604282,0.5020002,2.607707,2.604282
223.6689,2.62747,0.4897749,2.648543,2.62747
223.8213,2.681393,0.4790434,2.699521,2.681393
223.9737,2.53924,0.3049911,2.643467,2.53924
224.1261,2.402007,0.1366041,2.616392,2.402007
224.2785,2.329091,0.07683495,2.727281,2.329091
224.4309,2.329723,0.1130402,3.058933,2.329723
224.5833,2.204245,0.1304472,3.193236,2.204245
224.7357,2.077694,0.1081303,2.928087,2.077694
224.8881,2.039864,0.1243642,2.831311,2.039864
225.0405,2.112654,0.1484244,2.715956,2.112654
225.1929,2.156617,0.1305943,2.941771,2.156617
225.3453,2.166183,0.08016795,2.754354,2.166183
225.4977,2.227484,0.0791679,2.491132,2.227484
225.6501,2.298851,0.0849557,2.558992,2.298851
225.8025,2.356598,0.08693988,2.760584,2.356598
225.9549,2.31306,0.07110462,3.057218,2.31306
226.1073,2.251014,0.04870332,3.088329,2.251014
226.2597,2.206301,0.03489643,3.104426,2.206301
226.4121,2.172104,0.01931509,3.192812,2.172104
226.5645,2.161774,0.01811716,3.132153,2.161774
226.7169,2.155898,0.02008564,3.015533,2.155898
226.8693,2.144595,0.02555652,2.650505,2.144595
227.0217,2.149113,0.02879662,2.504362,2.149113
227.1741,2.170123,0.02474511,2.368428,2.170123
227.3265,2.220839,0.02408457,2.440032,2.220839
227.4789,2.250136,0.02156421,2.481015,2.25672
227.6313,2.232536,0.005472015,2.662924,2.329338
227.7837,2.214308,-0.002948372,2.778914,2.220402
227.9361,2.218064,0.007330335,2.904161,2.200471
228.0885,2.210659,0.02740541,2.804193,2.210659
228.2409,2.19126,0.03507857,2.717959,2.19126
228.3933,2.18346,0.03962107,2.614676,2.18346
228.5457,2.205815,0.05111081,2.498317,2.205815
228.6981,2.22209,0.04619949,2.521713,2.22209
228.8505,2.279297,0.03214528,2.514179,2.279297
229.0029,2.362258,0.04686563,2.813206,2.362258
229.1553,2.439612,0.06030004,2.836797,2.439612
229.3077,2.397415,0.04196275,2.984658,2.397415
229.4601,2.387897,0.04384333,3.003559,2.387897
229.6125,2.395516,0.05881763,2.959401,2.395516
229.7649,2.400316,0.06236965,3.025263,2.400316
229.9173,2.398556,0.07222941,2.909991,2.398556
230.0697,2.412388,0.07911167,3.037381,2.412388
230.2221,2.418031,0.07425532,2.84895,2.418031
230.3745,2.460008,0.07920083,3.009179,2.460008
230.5269,2.480808,0.08996691,3.057955,2.480808
230.6793,2.479413,0.08314203,3.158091,2.479413
230.8317,2.478575,0.08301535,3.040333,2.478575
230.9841,2.458082,0.07841728,2.941522,2.458082
231.1365,2.427576,0.06967479,2.779743,2.427576
231.2889,2.382541,0.04202841,2.734452,2.382541
231.4413,2.375509,0.03004288,2.93715,2.375561
231.5937,2.372062,0.02643334,3.169225,2.373653
231.7461,2.370012,0.03421862,3.316618,2.370012
231.8985,2.359515,0.03899301,3.261201,2.359515
232.0509,2.355903,0.05429465,3.073681,2.355903
232.2033,2.361634,0.06135298,2.984162,2.361634
232.3557,2.394266,0.07208887,2.868703,2.394266
232.5081,2.449126,0.07606662,2.887173,2.449126
232.6605,2.473607,0.06331532,2.819839,2.473607
232.8129,2.465501,0.03710554,2.783909,2.465501
232.9653,2.459808,0.03270258,2.972558,2.462191
233.1177,2.456594,0.0229634,3.03154,2.495789
233.2701,2.444069,0.01896705,3.016144,2.384456
233.4225,2.453851,0.03844085,2.669795,2.453851
233.5749,2.434241,0.06479147,2.584141,2.434241
233.7273,2.391822,0.08471936,2.612837,2.391822
233.8797,2.372878,0.07855587,2.817405,2.372878
234.0321,2.412542,0.08824925,3.061638,2.412542
234.1845,2.492093,0.1045718,3.224502,2.492093
234.3369,2.470912,0.07566532,3.391104,2.470912
234.4893,2.423039,0.04519625,3.253016,2.423039
234.6417,2.418684,0.05784984,3.219216,2.418684
234.7941,2.405704,0.06276982,3.145115,2.405704
234.9465,2.409836,0.07738736,3.2652,2.409836
235.0989,2.386614,0.07759932,3.10349,2.386614
235.2513,2.373363,0.05742179,3.111757,2.373363
235.4037,2.388183,0.06244012,3.199167,2.388183
235.5561,2.411972,0.06693185,3.435344,2.411972
235.7085,2.387393,0.05118923,3.371855,2.387393
235.8609,2.345752,0.04101213,3.153038,2.345752
236.0133,2.319253,0.04611513,2.850154,2.319253
236.1657,2.28897,0.03943691,2.748547,2.28897
236.3181,2.29574,0.05446711,2.572008,2.29574
236.4705,2.315891,0.0658913,2.752258,2.315891
236.6229,2.310872,0.06394177,2.887458,2.310872
236.7753,2.287426,0.05658121,2.967179,2.287426
236.9277,2.255154,0.03902661,2.911155,2.255154
237.0801,2.259016,0.02676461,2.834383,2.259016
237.2325,2.309484,0.02977055,2.90597,2.309484
237.3849,2.341331,0.03134525,2.935768,2.341331
237.5373,2.337461,0.03111811,3.097569,2.337461
237.6897,2.297998,0.04212042,3.002232,2.297998
237.8421,2.297893,0.06807113,3.085429,2.297893
237.9945,2.321579,0.08592167,2.959241,2.321579
238.1469,2.363474,0.0949958,3.065151,2.363474
238.2993,2.387602,0.1042487,2.94163,2.387602
238.4517,2.359913,0.1054354,3.060661,2.359913
238.6041,2.230122,0.1117469,2.854281,2.230122
238.7565,2.114476,0.09872518,2.910827,2.114476
238.9089,2.167505,0.1361609,2.761135,2.167505
239.0613,2.339928,0.1979641,3.092164,2.339928
239.2137,2.527153,0.2525446,3.039102,2.527153
239.3661,2.419284,0.1287235,3.176023,2.419284
239.5185,2.381404,0.08786628,3.171818,2.381404
239.6709,2.375828,0.06523083,3.291961,2.375828
239.8233,2.351173,0.04587154,3.204305,2.351173
239.9757,2.32571,0.04597827,3.136622,2.32571
240.1281,2.265965,0.05775094,2.951051,2.265965
240.2805,2.200978,0.08040622,2.960119,2.200978
240.4329,2.209465,0.1702911,2.757556,2.209465
240.5853,2.31054,0.3191018,2.65464,2.31054
240.7377,2.406062,0.449987,2.540705,2.406062
240.8901,2.498421,0.5578046,2.604006,2.498421
241.0425,2.54902,0.6239937,2.783881,2.54902
241.1949,2.482672,0.5565183,2.834861,2.482672
241.3473,2.360194,0.4077966,2.750744,2.360194
241.4997,2.252539,0.2450739,2.632901,2.252539
241.6521,2.269032,0.1778161,2.506243,2.269032
241.8045,2.237862,0.1024545,2.64531,2.237862
241.9569,2.216467,0.09284817,2.960232,2.216467
242.1093,2.057258,0.1144553,2.857345,2.057258
242.2617,1.940387,0.1378899,2.619864,1.940387
242.4141,1.847405,0.1389237,2.331899,1.847405
242.5665,1.877598,0.1882581,2.264338,1.877598
242.7189,1.918116,0.2337659,2.216927,1.918116
242.8713,1.952163,0.2450435,2.275667,1.952163
243.0237,2.079339,0.2924969,2.46277,2.079339
243.1761,2.320505,0.4222572,2.821903,2.320505
243.3285,2.44487,0.4568777,2.790514,2.44487
243.4809,2.490735,0.397474,2.627899,2.490735
243.6333,2.532234,0.3213454,2.617935,2.532234
243.7857,2.648714,0.292678,2.762644,2.648714
243.9381,2.476061,0.1047731,2.772627,2.476061
244.0905,2.411324,0.02954627,2.75751,2.411324
244.2429,2.402689,0.02107142,2.628632,2.402689
244.3953,2.361323,0.02859567,2.48941,2.361323
244.5477,2.317485,0.03993128,2.445802,2.317485
244.7001,2.304188,0.06636208,2.396008,2.304188
244.8525,2.335532,0.1048815,2.351467,2.335532
245.0049,2.363918,0.1422786,2.296463,2.363918
245.1573,2.324692,0.1621109,2.443681,2.324692
245.3097,2.22887,0.1774246,2.442466,2.22887
245.4621,2.164478,0.1782506,2.373214,2.164478
245.6145,2.212796,0.1754962,2.152117,2.212796
