#HOLE:,U1528D
#EXPEDITION:,376
#TOP:,82.6989
#BOTTOM:,331.4157
DEPTH_WMSF,LCAL
m,in
291.9441,11.10137
292.0965,11.01897
292.2489,11.00927
292.4013,11.01755
292.5537,11.06096
292.7061,11.12583
292.8585,11.24121
293.0109,11.38905
293.1633,12.09476
293.3157,12.60026
293.4681,12.49879
293.6205,12.23644
293.7729,12.16979
293.9253,12.53917
294.0777,11.24343
294.2301,10.86291
294.3825,10.88798
294.5349,10.93563
294.6873,10.94992
294.8397,11.00115
294.9921,10.96322
295.1445,10.70913
295.2969,10.62539
295.4493,10.65933
295.6017,10.74715
295.7541,10.6891
295.9065,10.67403
296.0589,10.67403
296.2113,10.67209
296.3637,10.66937
296.5161,10.69494
296.6685,10.83216
296.8209,11.16277
296.9733,11.99263
297.1257,12.87177
297.2781,13.14981
297.4305,13.15224
297.5829,13.15487
297.7353,13.07297
297.8877,12.95444
298.0401,13.32284
298.1925,13.97777
298.3449,12.46835
298.4973,11.03633
298.6497,10.77065
298.8021,10.72862
298.9545,10.70484
299.1069,10.65262
299.2593,10.69987
299.4117,11.76465
299.5641,13.50689
299.7165,14.86783
299.8689,16.80442
300.0213,16.95102
300.1737,16.95496
300.3261,16.94597
300.4785,16.9542
300.6309,16.9691
300.7833,16.96445
300.9357,16.95514
301.0881,16.95979
301.2405,16.94583
301.3929,16.95048
301.5453,16.33893
301.6977,14.05011
301.8501,14.65065
302.0025,15.93085
302.1549,16.02856
302.3073,16.00965
302.4597,15.46495
302.6121,13.38319
302.7645,11.90324
302.9169,11.88922
303.0693,11.74494
303.2217,11.20023
303.3741,11.36312
303.5265,11.66112
303.6789,11.64767
303.8313,12.42469
303.9837,12.26079
304.1361,12.19208
304.2885,12.17339
304.4409,12.15484
304.5933,12.05342
304.7457,12.18523
304.8981,11.035
305.0505,11.19889
305.2029,10.9504
305.3553,10.87167
305.5077,11.18997
305.6601,11.0022
305.8125,11.21943
305.9649,11.30855
306.1173,11.40364
306.2697,11.31195
306.4221,11.04191
306.5745,10.91766
306.7269,11.32438
306.8793,11.1959
307.0317,11.1862
307.1841,11.26019
307.3365,11.14481
307.4889,11.1437
307.6413,11.23911
307.7937,11.02779
307.9461,11.00071
308.0985,10.99996
308.2509,11.33142
308.4033,12.70075
308.5557,12.98215
308.7081,13.03946
308.8605,12.27314
309.0129,11.39441
309.1653,11.1695
309.3177,11.17847
309.4701,11.31368
309.6225,11.50424
309.7749,11.50571
309.9273,11.0656
310.0797,11.68426
310.2321,12.41899
310.3845,12.48896
310.5369,12.42487
310.6893,12.10266
310.8417,11.80049
310.9941,12.85331
311.1465,14.92865
311.2989,13.06769
311.4513,12.68082
311.6037,12.68082
311.7561,12.85678
311.9085,13.91589
312.0609,15.87666
312.2133,16.03159
312.3657,12.91888
312.5181,12.44837
312.6705,12.50436
312.8229,12.5428
312.9753,12.17143
313.1277,11.68077
313.2801,11.51513
313.4325,11.50191
313.5849,11.50282
313.7373,11.4991
313.8897,11.62036
314.0421,11.86934
314.1945,13.24514
314.3469,13.46276
314.4993,11.99775
314.6517,11.57883
314.8041,11.54737
314.9565,11.82422
315.1089,11.90432
315.2613,11.91039
315.4137,11.78876
315.5661,11.51595
315.7185,11.60808
315.8709,11.74193
316.0233,11.60734
316.1757,11.62718
316.3281,11.55473
316.4805,11.52835
316.6329,11.5665
316.7853,11.50592
316.9377,11.40457
317.0901,11.48908
317.2425,11.46991
317.3949,11.45367
317.5473,11.45626
317.6997,11.44954
317.8521,11.4456
318.0045,11.44307
318.1569,11.52965
318.3093,11.61038
318.4617,11.63861
318.6141,11.64922
318.7665,11.64509
318.9189,11.63243
319.0713,11.63055
319.2237,11.68645
319.3761,11.94289
319.5285,12.23526
319.6809,12.26595
319.8333,12.31837
319.9857,13.09474
320.1381,14.09221
320.2905,14.46349
320.4429,14.67943
320.5953,15.03364
320.7477,15.21445
320.9001,13.57917
321.0525,12.17434
321.2049,12.20262
321.3573,12.82424
321.5097,12.86348
321.6621,12.84633
321.8145,12.78175
321.9669,12.27697
322.1193,12.21175
322.2717,12.3982
322.4241,12.57698
322.5765,12.92052
322.7289,13.31487
322.8813,12.97161
323.0337,12.337
323.1861,11.81651
323.3385,11.62729
323.4909,11.60525
323.6433,11.59988
323.7957,11.57629
323.9481,11.55457
324.1005,11.51175
324.2529,11.34943
324.4053,11.3058
324.5577,11.26262
324.7101,11.24125
324.8625,11.27783
325.0149,11.03101
325.1673,10.90928
325.3197,10.90125
325.4721,10.89856
325.6245,10.94859
325.7769,11.26401
325.9293,11.06628
326.0817,10.72283
326.2341,10.63678
326.3865,10.6314
326.5389,10.63134
326.6913,10.63011
326.8437,10.63471
326.9961,10.6314
327.1485,10.65084
327.3009,10.86342
327.4533,11.10085
327.6057,11.17005
327.7581,11.21349
327.9105,10.87899
328.0629,10.72841
328.2153,10.71708
328.3677,10.72038
328.5201,10.90786
328.6725,11.45787
328.8249,11.54032
328.9773,11.50096
329.1297,11.52247
329.2821,11.65709
329.4345,11.71389
329.5869,10.89454
329.7393,10.50191
329.8917,10.48095
330.0441,10.47331
330.1965,10.46647
330.3489,10.47081
330.5013,10.46751
330.6537,10.46543
330.8061,10.49232
330.9585,10.47311
331.1109,10.39987
331.2633,10.37872
331.4157,10.37707

