#HOLE:,U1528D
#EXPEDITION:,376
#TOP:,82.6989
#BOTTOM:,331.4157
DEPTH_WMSF,LCAL
m,in
165.4521,11.01105
165.6045,11.01208
165.7569,11.01858
165.9093,11.01122
166.0617,11.07031
166.2141,11.19064
166.3665,11.12225
166.5189,10.87635
166.6713,10.72962
166.8237,10.72998
166.9761,10.81755
167.1285,10.85093
167.2809,10.82065
167.4333,10.82302
167.5857,10.8275
167.7381,10.83234
167.8905,10.84114
168.0429,11.12136
168.1953,11.30951
168.3477,11.43989
168.5001,11.34457
168.6525,10.85141
168.8049,10.8463
168.9573,10.85456
169.1097,10.86902
169.2621,10.92487
169.4145,10.96054
169.5669,10.91087
169.7193,10.90146
169.8717,10.90294
170.0241,10.89174
170.1765,10.83739
170.3289,10.73348
170.4813,10.67307
170.6337,10.66101
170.7861,10.6554
170.9385,10.66626
171.0909,10.67259
171.2433,10.6554
171.3957,10.65891
171.5481,10.67512
171.7005,10.69437
171.8529,10.69052
172.0053,10.67031
172.1577,10.65673
172.3101,10.66763
172.4625,10.68496
172.6149,10.69599
172.7673,10.72865
172.9197,10.76717
173.0721,10.77585
173.2245,10.77217
173.3769,10.8116
173.5293,10.90408
173.6817,11.23107
173.8341,12.227
173.9865,12.87936
174.1389,12.52117
174.2913,11.37502
174.4437,10.99259
174.5961,10.79301
174.7485,10.77779
174.9009,10.78416
175.0533,10.79027
175.2057,10.78958
175.3581,10.82723
175.5105,10.89726
175.6629,11.01171
175.8153,11.43309
175.9677,11.68842
176.1201,11.72109
176.2725,10.96732
176.4249,10.90908
176.5773,10.90094
176.7297,10.89752
176.8821,10.90542
177.0345,10.93223
177.1869,10.9543
177.3393,10.96879
177.4917,10.97349
177.6441,10.9842
177.7965,10.99841
177.9489,10.97001
178.1013,10.91271
178.2537,10.89091
178.4061,10.84848
178.5585,10.79336
178.7109,10.79043
178.8633,10.78863
179.0157,10.81153
179.1681,10.85847
179.3205,10.88108
179.4729,10.89752
179.6253,10.9015
179.7777,10.90683
179.9301,10.90435
180.0825,10.89956
180.2349,10.9018
180.3873,10.95911
180.5397,11.04074
180.6921,11.06514
180.8445,11.06514
180.9969,11.08377
181.1493,11.15207
181.3017,11.27232
181.4541,11.38137
181.6065,11.41901
181.7589,11.42706
181.9113,11.4334
182.0637,11.45112
182.2161,11.47346
182.3685,11.53554
182.5209,11.56974
182.6733,11.5555
182.8257,11.55772
182.9781,11.57462
183.1305,11.57912
183.2829,11.57153
183.4353,11.60313
183.5877,11.64463
183.7401,11.66848
183.8925,11.67205
184.0449,11.67351
184.1973,11.67322
184.3497,11.73722
184.5021,12.04892
184.6545,12.26184
184.8069,12.00846
184.9593,11.88462
185.1117,11.84453
185.2641,11.82875
185.4165,11.82874
185.5689,11.8322
185.7213,11.83689
185.8737,11.84864
186.0261,11.85559
186.1785,11.7738
186.3309,11.64039
186.4833,11.60623
186.6357,11.60525
186.7881,11.60525
186.9405,11.61132
187.0929,11.6104
187.2453,11.76849
187.3977,11.84766
187.5501,11.84485
187.7025,11.91831
187.8549,11.88457
188.0073,11.90798
188.1597,11.81441
188.3121,11.75131
188.4645,11.75326
188.6169,11.74585
188.7693,11.82971
188.9217,12.12041
189.0741,11.73812
189.2265,11.6858
189.3789,11.6493
189.5313,11.61173
189.6837,11.61884
189.8361,11.60571
189.9885,11.61433
190.1409,11.33532
190.2933,11.18752
190.4457,11.16759
190.5981,11.15822
190.7505,11.15215
190.9029,11.15826
191.0553,11.15846
191.2077,11.16497
191.3601,11.18102
191.5125,11.26076
191.6649,11.21215
191.8173,11.25239
191.9697,11.26424
192.1221,11.2518
192.2745,11.2556
192.4269,11.25139
192.5793,11.26858
192.7317,11.41457
192.8841,11.48299
193.0365,11.47488
193.1889,11.47488
193.3413,11.47771
193.4937,11.50096
193.6461,11.55622
193.7985,11.64395
193.9509,11.69682
194.1033,11.78409
194.2557,11.83475
194.4081,11.84141
194.5605,11.84202
194.7129,11.83848
194.8653,11.84547
195.0177,11.86788
195.1701,11.82061
195.3225,11.89786
195.4749,11.76284
195.6273,11.91963
195.7797,11.93253
195.9321,11.79546
196.0845,11.80095
196.2369,11.80634
196.3893,11.85333
196.5417,12.03269
196.6941,12.36787
196.8465,12.31016
196.9989,12.2145
197.1513,12.23703
197.3037,12.28638
197.4561,12.61218
197.6085,12.80862
197.7609,12.64922
197.9133,12.6296
198.0657,12.6296
198.2181,12.45267
198.3705,12.43266
198.5229,12.82508
198.6753,14.02952
198.8277,12.91778
198.9801,12.60689
199.1325,12.70567
199.2849,12.73349
199.4373,12.71456
199.5897,12.64531
199.7421,12.73598
199.8945,12.62374
200.0469,12.51868
200.1993,12.48602
200.3517,12.4806
200.5041,12.4806
200.6565,12.54332
200.8089,12.60145
200.9613,12.41665
201.1137,12.09192
201.2661,11.90143
201.4185,11.82704
201.5709,11.79706
201.7233,11.82996
201.8757,11.94281
202.0281,12.26933
202.1805,12.5673
202.3329,12.4874
202.4853,12.01869
202.6377,11.78207
202.7901,11.82389
202.9425,11.79168
203.0949,11.77287
203.2473,11.7676
203.3997,11.77539
203.5521,11.78524
203.7045,11.79781
203.8569,11.82804
204.0093,11.87013
204.1617,11.96022
204.3141,11.99669
204.4665,11.96764
204.6189,11.96943
204.7713,12.04145
204.9237,12.11742
205.0761,12.11728
205.2285,12.17961
205.3809,12.2307
205.5333,12.26869
205.6857,12.28706
205.8381,12.34758
205.9905,12.44977
206.1429,12.49881
206.2953,12.51496
206.4477,12.53016
206.6001,12.55219
206.7525,12.5742
206.9049,12.65363
207.0573,12.80533
207.2097,12.92759
207.3621,12.87675
207.5145,12.8098
207.6669,12.87285
207.8193,12.90212
207.9717,12.88133
208.1241,13.07428
208.2765,13.40922
208.4289,13.38752
208.5813,13.24484
208.7337,13.02349
208.8861,12.97031
209.0385,12.87896
209.1909,12.69186
209.3433,12.35307
209.4957,12.16251
209.6481,12.12239
209.8005,12.12271
209.9529,12.12208
210.1053,12.11877
210.2577,12.11661
210.4101,12.12229
210.5625,12.10099
210.7149,12.07698
210.8673,12.03802
211.0197,11.93909
211.1721,11.913
211.3245,11.88462
211.4769,11.88462
211.6293,11.8944
211.7817,11.92276
211.9341,11.94603
212.0865,11.97521
212.2389,11.98977
212.3913,12.0004
212.5437,12.02769
212.6961,12.03247
212.8485,11.97795
213.0009,12.05745
213.1533,11.94566
213.3057,11.83755
213.4581,11.8151
213.6105,11.7589
213.7629,11.74263
213.9153,11.69961
214.0677,11.69934
214.2201,11.6915
214.3725,11.69596
214.5249,11.72262
214.6773,11.83132
214.8297,11.89192
214.9821,11.93811
215.1345,11.87049
215.2869,11.95994
215.4393,12.01851
215.5917,12.01499
215.7441,12.02302
215.8965,12.06556
216.0489,12.13073
216.2013,12.16723
216.3537,12.18331
216.5061,12.21715
216.6585,12.29035
216.8109,12.36962
216.9633,12.42673
217.1157,12.46086
217.2681,12.39112
217.4205,12.21088
217.5729,12.19961
217.7253,12.17105
217.8777,12.1386
218.0301,12.13159
218.1825,11.81138
218.3349,11.81508
218.4873,11.81074
218.6397,11.82358
218.7921,11.86238
218.9445,11.82497
219.0969,11.67979
219.2493,11.45716
219.4017,11.42721
219.5541,11.36379
219.7065,11.14954
219.8589,11.15206
220.0113,11.12375
220.1637,11.12809
220.3161,11.14706
220.4685,11.19331
220.6209,11.27045
220.7733,11.3899
220.9257,11.30771
221.0781,11.29758
221.2305,11.32711
221.3829,11.54138
221.5353,11.77866
221.6877,11.89397
221.8401,12.83188
221.9925,12.97121
222.1449,12.64149
222.2973,12.27501
222.4497,12.13236
222.6021,12.55269
222.7545,12.41062
222.9069,12.35109
223.0593,11.62694
223.2117,11.45223
223.3641,11.71113
223.5165,11.92635
223.6689,11.8707
223.8213,11.53467
223.9737,11.07337
224.1261,11.03568
224.2785,11.04179
224.4309,11.04127
224.5833,11.04465
224.7357,11.11265
224.8881,11.53882
225.0405,11.96059
225.1929,12.24797
225.3453,12.78388
225.4977,12.64856
225.6501,12.57212
225.8025,12.80207
225.9549,12.7545
226.1073,12.28109
226.2597,11.96134
226.4121,11.30074
226.5645,11.53212
226.7169,11.19097
226.8693,11.06769
227.0217,11.19525
227.1741,11.53277
227.3265,11.20276
227.4789,11.22917
227.6313,11.22196
227.7837,11.22043
227.9361,11.23523
228.0885,11.22575
228.2409,11.25643
228.3933,11.51435
228.5457,11.5558
228.6981,11.55738
228.8505,11.48743
229.0029,11.12937
229.1553,10.68352
229.3077,10.6555
229.4601,10.65797
229.6125,10.6553
229.7649,10.65267
229.9173,10.66461
230.0697,10.66067
230.2221,10.65836
230.3745,10.65191
230.5269,10.63388
230.6793,10.62145
230.8317,10.63071
230.9841,10.63638
231.1365,10.62201
231.2889,10.65469
231.4413,10.83329
231.5937,10.76912
231.7461,10.83287
231.8985,11.01249
232.0509,11.01523
232.2033,11.00738
232.3557,10.96323
232.5081,10.92861
232.6605,10.80108
232.8129,10.79397
232.9653,10.73925
233.1177,10.77445
233.2701,10.8002
233.4225,10.90903
233.5749,10.79497
233.7273,10.79559
233.8797,10.83243
234.0321,10.8643
234.1845,10.94232
234.3369,11.26349
234.4893,11.41901
234.6417,11.42128
234.7941,11.39988
234.9465,10.80737
235.0989,10.62765
235.2513,10.60932
235.4037,10.61475
235.5561,10.61915
235.7085,10.63001
235.8609,10.63608
236.0133,10.63138
236.1657,10.65847
236.3181,10.73027
236.4705,10.73419
236.6229,10.73824
236.7753,10.73584
236.9277,10.79686
237.0801,10.8918
237.2325,10.92574
237.3849,11.03401
237.5373,11.56612
237.6897,11.43918
237.8421,10.87696
237.9945,10.95099
238.1469,10.98007
238.2993,10.85163
238.4517,10.9387
238.6041,11.16425
238.7565,11.78741
238.9089,11.60674
239.0613,11.52123
239.2137,11.11265
239.3661,11.10903
239.5185,11.12169
239.6709,11.12499
239.8233,11.12324
239.9757,11.13789
240.1281,11.16747
240.2805,11.2932
240.4329,11.41901
240.5853,11.39151
240.7377,11.23182
240.8901,11.15133
241.0425,11.13498
241.1949,11.13498
241.3473,11.13657
241.4997,11.14189
241.6521,11.13131
241.8045,11.13493
241.9569,11.12949
242.1093,11.14844
242.2617,11.25139
242.4141,11.25483
242.5665,11.27141
242.7189,11.28046
242.8713,11.28972
243.0237,11.2467
243.1761,11.09561
243.3285,10.95155
243.4809,10.94688
243.6333,10.9503
243.7857,10.90769
243.9381,10.85835
244.0905,10.86751
244.2429,10.99496
244.3953,11.17886
244.5477,11.03057
244.7001,11.57306
244.8525,12.71257
245.0049,12.97312
245.1573,12.97262
245.3097,13.13909
245.4621,13.6062
245.6145,13.16253
245.7669,12.09153
245.9193,10.97558
246.0717,10.96872
246.2241,10.95471
246.3765,10.98045
246.5289,11.04809
246.6813,10.91816
246.8337,11.07804
246.9861,11.59419
247.1385,12.11024
247.2909,11.83348
247.4433,11.18691
247.5957,10.9675
247.7481,10.84427
247.9005,10.85638
248.0529,10.83973
248.2053,10.87022
248.3577,11.00157
248.5101,11.22027
248.6625,11.03126
248.8149,11.01882
248.9673,11.35776
249.1197,11.93292
249.2721,11.63601
249.4245,11.5459
249.5769,11.23721
249.7293,11.03545
249.8817,11.36061
250.0341,11.99703
250.1865,11.73988
250.3389,10.94009
250.4913,10.8875
250.6437,10.84048
250.7961,10.79001
250.9485,10.7969
251.1009,10.77182
251.2533,10.73134
251.4057,10.73311
251.5581,10.76644
251.7105,10.80509
251.8629,10.71297
252.0153,10.74835
252.1677,10.82948
252.3201,10.81673
252.4725,10.82454
252.6249,10.82737
252.7773,10.81473
252.9297,10.78888
253.0821,10.80296
253.2345,10.85272
253.3869,10.91358
253.5393,10.97202
253.6917,10.97362
253.8441,10.97507
253.9965,10.9785
254.1489,10.9988
254.3013,11.02868
254.4537,11.06243
254.6061,11.02133
254.7585,10.9101
254.9109,10.87456
255.0633,10.85012
255.2157,10.83064
255.3681,10.82083
255.5205,10.80906
255.6729,10.80906
255.8253,10.78468
255.9777,10.6714
256.1301,10.50606
256.2825,10.40358
256.4349,10.35029
256.5873,10.33879
256.7397,10.34239
256.8921,10.34014
257.0445,10.32834
257.1969,10.32947
257.3493,10.3534
257.5017,10.32711
257.6541,10.2317
257.8065,10.22983
257.9589,10.22704
258.1113,10.22704
258.2637,10.23084
258.4161,10.30698
258.5685,10.33568
258.7209,10.21819
258.8733,10.1991
259.0257,10.19715
259.1781,10.19719
259.3305,10.31046
259.4829,10.44004
259.6353,10.41926
259.7877,10.46724
259.9401,10.57062
260.0925,10.58023
260.2449,10.46787
260.3973,10.4159
260.5497,10.41329
260.7021,10.41329
260.8545,10.41163
261.0069,10.41539
261.1593,10.45394
261.3117,10.50504
261.4641,10.52882
261.6165,10.57502
261.7689,10.65862
261.9213,10.71518
262.0737,10.82622
262.2261,11.44071
262.3785,12.01716
262.5309,12.03271
262.6833,11.92053
262.8357,11.39033
262.9881,10.98765
263.1405,11.06396
263.2929,11.13623
263.4453,11.45617
263.5977,11.81112
263.7501,11.71785
263.9025,11.54688
264.0549,11.79256
264.2073,12.08933
264.3597,12.07583
264.5121,12.05686
264.6645,11.9671
264.8169,11.71319
264.9693,11.76477
265.1217,11.79371
265.2741,11.24432
265.4265,10.8919
265.5789,11.27027
265.7313,11.75655
265.8837,11.90191
266.0361,11.9255
266.1885,12.01236
266.3409,11.87685
266.4933,11.33174
266.6457,10.81884
266.7981,10.85452
266.9505,11.02705
267.1029,11.1351
267.2553,11.16927
267.4077,11.1639
267.5601,11.16548
267.7125,11.1631
267.8649,11.12718
268.0173,11.10285
268.1697,11.07887
268.3221,10.98959
268.4745,10.94818
268.6269,10.9994
268.7793,11.05707
268.9317,11.073
269.0841,11.10161
269.2365,11.11959
269.3889,11.12149
269.5413,11.17857
269.6937,11.24074
269.8461,11.28049
269.9985,11.14086
270.1509,10.93485
270.3033,10.90724
270.4557,10.85127
270.6081,10.71286
270.7605,10.6304
270.9129,10.42337
271.0653,9.992561
271.2177,10.18624
271.3701,10.73625
271.5225,11.23739
271.6749,11.68903
271.8273,11.67616
271.9797,11.62442
272.1321,11.67086
272.2845,11.77617
272.4369,11.72993
272.5893,11.70145
272.7417,11.98605
272.8941,12.01535
273.0465,11.91389
273.1989,11.56097
273.3513,11.31051
273.5037,10.97394
273.6561,10.89926
273.8085,10.98221
273.9609,10.82439
274.1133,10.62753
274.2657,10.59024
274.4181,10.54849
274.5705,10.54171
274.7229,10.51852
274.8753,10.47607
275.0277,10.48357
275.1801,10.45446
275.3325,10.41399
275.4849,10.41049
275.6373,10.42909
275.7897,10.4654
275.9421,10.48529
276.0945,10.4935
276.2469,10.49454
276.3993,10.46571
276.5517,10.50616
276.7041,10.65366
276.8565,10.72881
277.0089,10.58265
277.1613,10.47315
277.3137,10.46916
277.4661,10.47181
277.6185,10.49809
277.7709,10.51084
277.9233,10.50641
278.0757,10.50642
278.2281,10.51733
278.3805,10.52025
278.5329,10.66341
278.6853,10.55999
278.8377,10.53186
278.9901,10.52569
279.1425,10.52893
279.2949,10.52969
279.4473,10.52234
279.5997,10.53107
279.7521,10.53089
279.9045,10.55846
280.0569,10.55484
280.2093,10.53893
280.3617,10.53736
280.5141,10.54773
280.6665,10.54737
280.8189,10.55441
280.9713,10.59579
281.1237,10.62528
281.2761,10.64398
281.4285,10.68481
281.5809,10.74124
281.7333,10.80652
281.8857,10.81117
282.0381,10.7788
282.1905,10.8044
282.3429,10.80919
282.4953,10.8151
282.6477,10.80702
282.8001,10.82213
282.9525,10.81867
283.1049,10.66994
283.2573,10.73197
283.4097,10.92037
283.5621,10.9951
283.7145,11.06049
283.8669,11.057
284.0193,11.01821
284.1717,10.90422
284.3241,10.79122
284.4765,10.81072
284.6289,10.72611
284.7813,10.75223
284.9337,10.75757
285.0861,10.79207
285.2385,10.92014
285.3909,10.94289
285.5433,10.95198
285.6957,10.96491
285.8481,10.96363
286.0005,10.96995
286.1529,10.99168
286.3053,11.19347
286.4577,11.12703
286.6101,11.2163
286.7625,11.62221
286.9149,11.63599
287.0673,11.55672
287.2197,11.54451
287.3721,11.26211
287.5245,11.11137
287.6769,11.32973
287.8293,11.48193
287.9817,11.44853
288.1341,11.37936
288.2865,11.37408
288.4389,11.58819
288.5913,11.823
288.7437,11.81444
288.8961,11.78546
289.0485,11.77303
289.2009,11.58098
289.3533,11.34699
289.5057,11.18959
289.6581,11.25829
289.8105,11.49932
289.9629,11.45868
290.1153,11.37845
290.2677,11.29845
290.4201,11.27216
290.5725,11.27636
290.7249,11.2257
290.8773,11.19448
291.0297,11.19765
291.1821,11.07597
291.3345,11.03825
291.4869,11.22651
291.6393,11.28033
291.7917,11.24559
