#HOLE:,U1520B
#EXPEDITION:,372
#TOP:,0.0165
#BOTTOM:,752.1717
DEPTH_LSF,GRMA_FILT
m,gAPI
25.8026,9.282603
25.8331,9.253855
25.8635,9.224971
25.8940,9.447695
25.9245,9.6726
25.9550,9.89533
25.9855,10.12023
26.0159,10.34296
26.0464,10.166
26.0769,9.98631
26.1074,9.808367
26.1379,9.628683
26.1683,9.450737
26.1988,9.240269
26.2293,9.030972
26.2598,8.820374
26.2903,8.611078
26.3207,8.400483
26.3512,7.73963
26.3817,7.081842
26.4122,6.419963
26.4427,5.762175
26.4731,5.100297
26.5036,4.876255
26.5341,4.650219
26.5646,4.426368
26.5951,4.200337
26.6255,3.974582
26.6560,3.676122
26.6865,3.374735
26.7170,3.076272
26.7475,2.774893
26.7779,2.476422
26.8084,2.369668
26.8389,2.264489
26.8694,2.158656
26.8999,2.053477
26.9303,1.947646
26.9608,2.562301
26.9913,3.175239
27.0218,3.791991
27.0523,4.40493
27.0827,5.021677
27.1132,5.290664
27.1437,5.561905
27.1742,5.832682
27.2047,6.101777
27.2351,6.372326
27.2656,6.357933
27.2961,6.343398
27.3266,6.329005
27.3571,6.314471
27.3875,6.300077
27.4180,6.508408
27.4485,6.716643
27.4790,6.926171
27.5095,7.136071
27.5399,7.343938
27.5704,7.76439
27.6009,8.182981
27.6314,8.604178
27.6619,9.02277
27.6923,9.443962
27.7228,9.144325
27.7533,8.845331
27.7838,8.544477
27.8143,8.245482
27.8447,7.944534
27.8752,7.050213
27.9057,6.147133
27.9362,5.252792
27.9667,4.349734
27.9971,3.455371
28.0276,3.179844
28.0581,2.907587
28.0886,2.637972
28.1191,2.36572
28.1495,2.096098
28.1800,3.412036
28.2105,4.726386
28.2410,6.048912
28.2715,7.36326
28.3019,8.685767
28.3324,10.00831
28.3629,11.32266
28.3934,12.64519
28.4239,13.95954
28.4543,15.28206
28.4848,14.89585
28.5153,14.50507
28.5458,14.11806
28.5763,13.72728
28.6067,13.33592
28.6372,12.05377
28.6677,10.75904
28.6982,9.476873
28.7287,8.182178
28.7591,6.899978
28.7896,5.607548
28.8201,4.323098
28.8506,3.030661
28.8811,1.746207
28.9115,0.4537904
28.9420,0.6599838
28.9725,0.8692794
29.0030,1.079877
29.0335,1.289173
29.0639,1.499769
29.0944,1.470184
29.1249,1.440046
29.1554,1.40996
29.1859,1.38006
29.2163,1.350179
29.2468,1.588948
29.2773,1.830055
29.3078,2.068828
29.3383,2.30993
29.3687,2.548708
29.3992,2.579922
29.4297,2.609822
29.4602,2.639908
29.4907,2.670047
29.5211,2.699894
29.5516,3.552322
29.5821,4.402377
29.6126,5.257719
29.6431,6.107773
29.6735,6.963107
29.7040,6.874464
29.7345,6.784765
29.7650,6.694509
29.7955,6.60481
29.8259,6.514555
29.8564,6.425016
29.8869,6.334601
29.9174,6.245061
29.9479,6.154648
29.9783,6.065106
30.0088,5.842355
30.0393,5.618412
30.0698,5.396641
30.1003,5.172701
30.1307,4.950925
30.1612,4.770236
30.1917,4.590839
30.2222,4.410326
30.2527,4.23093
30.2831,4.05042
30.3136,3.869905
30.3441,3.690508
30.3746,3.509995
30.4051,3.330599
30.4355,3.150086
30.4660,3.836129
30.4965,4.529306
30.5270,5.215785
30.5575,5.908945
30.5879,6.600774
30.6184,7.166811
30.6489,7.738398
30.6794,8.304441
30.7099,8.876016
30.7403,9.442072
30.7708,11.15148
30.8013,12.85575
30.8318,14.57061
30.8623,16.27489
30.8927,17.98973
30.9232,18.38474
30.9537,18.77344
30.9842,19.16455
31.0147,19.55324
31.0451,19.94435
31.0756,19.97588
31.1061,20.00681
31.1366,20.03794
31.1671,20.06888
31.1975,20.09934
31.2280,19.22318
31.2585,18.33843
31.2890,17.46226
31.3195,16.57753
31.3499,15.70134
31.3804,14.81816
31.4109,13.94043
31.4414,13.05725
31.4719,12.1725
31.5023,11.29632
31.5328,11.68291
31.5633,12.07161
31.5938,12.46272
31.6243,12.85141
31.6547,13.24252
31.6852,13.16378
31.7157,13.08473
31.7462,13.00518
31.7767,12.92613
31.8071,12.84669
31.8376,13.66316
31.8681,14.48763
31.8986,15.30412
31.9291,16.12856
31.9595,16.94507
31.9900,17.24905
32.0205,17.55043
32.0510,17.84889
32.0815,18.15028
32.1119,18.44874
32.1424,18.98928
32.1729,19.52747
32.2034,20.06901
32.2339,20.6072
32.2643,21.14873
32.2948,20.92728
32.3253,20.70543
32.3558,20.4822
32.3863,20.26035
32.4167,20.03712
32.4472,19.52988
32.4777,19.01753
32.5082,18.51013
32.5387,17.9978
32.5691,17.48632
32.5996,16.97894
32.6301,16.46658
32.6606,15.95919
32.6911,15.44685
32.7215,14.93945
32.7520,14.94958
32.7825,14.96214
32.8130,14.97477
32.8435,14.98733
32.8739,14.99996
32.9044,15.65993
32.9349,16.31771
32.9654,16.97959
32.9959,17.63738
33.0263,18.29926
33.0568,19.53213
33.0873,20.75801
33.1178,21.99151
33.1483,23.21739
33.1787,24.45041
33.2092,25.01748
33.2397,25.59011
33.2702,26.1572
33.3007,26.72982
33.3311,27.29692
33.3616,27.80869
33.3921,28.31698
33.4226,28.82843
33.4531,29.34079
33.4835,29.84818
33.5140,29.49026
33.5445,29.13147
33.5750,28.77044
33.6055,28.41165
33.6359,28.05063
33.6664,26.81863
33.6969,25.59275
33.7274,24.35925
33.7579,23.13337
33.7883,21.89991
33.8188,21.09837
33.8493,20.28898
33.8798,19.48742
33.9103,18.67805
33.9407,17.87648
33.9712,17.30344
34.0017,16.7308
34.0322,16.16372
34.0627,15.5911
34.0931,15.02401
34.1236,15.20019
34.1541,15.37839
34.1846,15.55769
34.2151,15.7359
34.2455,15.9152
34.2760,15.73001
34.3065,15.5451
34.3370,15.35905
34.3675,15.17415
34.3979,14.98809
34.4284,15.3758
34.4589,15.76759
34.4894,16.1556
34.5199,16.54739
34.5503,16.938
34.5808,16.93919
34.6113,16.9404
34.6418,16.94159
34.6723,16.9428
34.7027,16.94399
34.7332,17.54261
34.7637,18.14039
34.7942,18.74189
34.8247,19.33967
34.8551,19.94115
34.8856,18.93745
34.9161,17.9352
34.9466,16.92672
34.9771,15.92447
35.0075,14.916
35.0380,14.61434
35.0685,14.31534
35.0990,14.01449
35.1295,13.71549
35.1599,13.41421
35.1904,12.52023
35.2209,11.61749
35.2514,10.7235
35.2819,9.820786
35.3123,8.926769
35.3428,9.236705
35.3733,9.551266
35.4038,9.867781
35.4343,10.18486
35.4647,10.49887
35.4952,10.79977
35.5257,11.09877
35.5562,11.39962
35.5867,11.69862
35.6171,11.99947
35.6476,12.0901
35.6781,12.1798
35.7086,12.27005
35.7391,12.35975
35.7695,12.45003
35.8000,12.7634
35.8305,13.07983
35.8610,13.39321
35.8915,13.70964
35.9219,14.02302
35.9524,14.05483
35.9829,14.08497
36.0134,14.11481
36.0439,14.14495
36.0743,14.1748
36.1048,14.59316
36.1353,15.01057
36.1658,15.43057
36.1963,15.84797
36.2267,16.26797
36.2572,16.34282
36.2877,16.4164
36.3182,16.49043
36.3487,16.56401
36.3791,16.63804
36.4096,17.0557
36.4401,17.47764
36.4706,17.89884
36.5011,18.31743
36.5315,18.73812
36.5620,18.76915
36.5925,18.80049
36.6230,18.83152
36.6535,18.86285
36.6839,18.89389
36.7144,19.34315
36.7449,19.79165
36.7754,20.24294
36.8059,20.69144
36.8363,21.14272
36.8668,22.37301
36.8973,23.59799
36.9278,24.83059
36.9583,26.05557
36.9887,27.28816
37.0192,29.27241
37.0497,31.24523
37.0802,33.23033
37.1107,35.20316
37.1411,37.18729
37.1716,37.78539
37.2021,38.38935
37.2326,38.98746
37.2631,39.5914
37.2935,40.18953
37.3240,39.77478
37.3545,39.35709
37.3850,38.93679
37.4155,38.51576
37.4459,38.0988
37.4764,37.78576
37.5069,37.47504
37.5374,37.16238
37.5679,36.85166
37.5983,36.53901
37.6288,37.61963
37.6593,38.69601
37.6898,39.77909
37.7203,40.85546
37.7507,41.93851
37.7812,42.59399
37.8117,43.25589
37.8422,43.91138
37.8727,44.57326
37.9031,45.22878
37.9336,45.06446
37.9641,44.89483
37.9946,44.72684
38.0251,44.55722
38.0555,44.38924
38.0860,44.14885
38.1165,43.90966
38.1470,43.66897
38.1775,43.42978
38.2079,43.1891
38.2384,43.1884
38.2689,43.18828
38.2994,43.18816
38.3299,43.18804
38.3603,43.18792
38.3908,42.32401
38.4213,41.45116
38.4518,40.57982
38.4823,39.71389
38.5127,38.84284
38.5432,38.18623
38.5737,37.52318
38.6042,36.86656
38.6347,36.20352
38.6651,35.54689
38.6956,34.85633
38.7261,34.1699
38.7566,33.4792
38.7871,32.79277
38.8175,32.10208
38.8480,32.51994
38.8785,32.93853
38.9090,33.35973
38.9395,33.77832
38.9699,34.19951
39.0004,33.44778
39.0309,32.69934
39.0614,31.94625
39.0919,31.19782
39.1223,30.44446
39.1528,29.30945
39.1833,28.16332
39.2138,27.0283
39.2443,25.88219
39.2747,24.74714
39.3052,23.63294
39.3357,22.52578
39.3662,21.41174
39.3967,20.29572
39.4271,19.19051
39.4576,19.24692
39.4881,19.30719
39.5186,19.36783
39.5491,19.42809
39.5795,19.48873
39.6100,19.92549
39.6405,20.36021
39.6710,20.79764
39.7015,21.23236
39.7319,21.66982
39.7624,22.67054
39.7929,23.68106
39.8234,24.68181
39.8539,25.69231
39.8843,26.69308
39.9148,26.19131
39.9453,25.67944
39.9758,25.17253
40.0063,24.66067
40.0367,24.15375
40.0672,24.1055
40.0977,24.0595
40.1282,24.01321
40.1587,23.9672
40.1891,23.92091
40.2196,23.21464
40.2501,22.51117
40.2806,21.80332
40.3111,21.09984
40.3415,20.39199
40.3720,21.52406
40.4025,22.66824
40.4330,23.81044
40.4635,24.94556
40.4939,26.08702
40.5244,26.66891
40.5549,27.25649
40.5854,27.83838
40.6159,28.42595
40.6463,29.00785
40.6768,29.71118
40.7073,30.41072
40.7378,31.1146
40.7683,31.81415
40.7987,32.51803
40.8292,32.34126
40.8597,32.16292
40.8902,31.98347
40.9207,31.80514
40.9511,31.62569
40.9816,31.76167
41.0121,31.89717
41.0426,32.03351
41.0731,32.16901
41.1035,32.30514
41.1340,32.11506
41.1645,31.92313
41.1950,31.73305
41.2255,31.54112
41.2559,31.35104
41.2864,31.67913
41.3169,32.00803
41.3474,32.33897
41.3779,32.67049
41.4083,32.9988
41.4388,33.32974
41.4693,33.65863
41.4998,33.98957
41.5303,34.31847
41.5607,34.6494
41.5912,35.08444
41.6217,35.51697
41.6522,35.95219
41.6827,36.38472
41.7131,36.81994
41.7436,37.356
41.7741,37.8973
41.8046,38.43337
41.8351,38.97467
41.8655,39.51408
41.8960,39.54393
41.9265,39.57407
41.9570,39.60392
41.9875,39.63405
42.0179,39.6639
42.0484,39.34254
42.0789,39.02168
42.1094,38.69883
42.1399,38.37797
42.1703,38.05511
42.2008,37.3352
42.2313,36.61878
42.2618,35.89791
42.2923,35.1815
42.3227,34.46063
42.3532,33.80399
42.3837,33.14095
42.4142,32.47905
42.4447,31.82126
42.4751,31.15996
42.5056,30.95896
42.5361,30.75598
42.5666,30.55497
42.5971,30.352
42.6275,30.15098
42.6580,30.32964
42.6885,30.50903
42.7190,30.68954
42.7495,30.86894
42.7799,31.04945
42.8104,30.77929
42.8409,30.50944
42.8714,30.23791
42.9019,29.96806
42.9323,29.69654
42.9628,29.18169
42.9933,28.66974
43.0238,28.15461
43.0543,27.64266
43.0847,27.12711
43.1152,25.98931
43.1457,24.84036
43.1762,23.70254
43.2067,22.55362
43.2371,21.41577
43.2676,21.08113
43.2981,20.75299
43.3286,20.42281
43.3591,20.09205
43.3895,19.76449
43.4200,19.73698
43.4505,19.71074
43.4810,19.68434
43.5115,19.65809
43.5419,19.63169
43.5724,20.08578
43.6029,20.53794
43.6334,20.9929
43.6639,21.44505
43.6943,21.9
43.7248,21.92985
43.7553,21.95999
43.7858,21.98983
43.8163,22.01997
43.8467,22.04882
43.8772,21.42205
43.9077,20.78914
43.9382,20.16237
43.9687,19.52947
43.9991,18.90268
44.0296,18.72563
44.0601,18.55161
44.0906,18.3765
44.1211,18.20247
44.1515,18.02736
44.1820,18.1761
44.2125,18.3247
44.2430,18.47422
44.2735,18.62282
44.3039,18.77234
44.3344,20.32351
44.3649,21.89069
44.3954,23.45518
44.4259,25.00995
44.4563,26.57186
44.4868,26.1144
44.5173,25.65247
44.5478,25.19501
44.5783,24.73308
44.6087,24.27561
44.6392,24.60359
44.6697,24.93338
44.7002,25.26522
44.7307,25.59502
44.7611,25.92685
44.7916,25.17801
44.8221,24.43053
44.8526,23.67839
44.8831,22.93091
44.9135,22.17878
44.9440,22.57294
44.9745,22.96605
45.0050,23.3616
45.0355,23.7547
45.0659,24.15036
45.0964,24.71744
45.1269,25.29007
45.1574,25.85715
45.1879,26.42977
45.2183,26.99687
45.2488,26.87435
45.2793,26.74879
45.3098,26.62245
45.3403,26.49588
45.3707,26.37055
45.4012,26.90892
45.4317,27.44639
45.4622,27.9872
45.4927,28.52467
45.5231,29.06548
45.5536,28.61481
45.5841,28.16513
45.6146,27.71265
45.6451,27.26297
45.6755,26.81052
45.7060,27.80291
45.7365,28.80502
45.7670,29.79744
