#HOLE:,U1517A
#EXPEDITION:,372
#TOP:,0.4396
#BOTTOM:,185.9104
DEPTH_LSF,BPHI,TNPH
27.4144,67.4399,67.6585
27.5668,63.8795,63.0489
27.7192,60.7938,60.2250
27.8716,54.1833,51.7676
28.0240,53.0846,52.0853
28.1764,52.6318,52.4985
28.3288,53.4995,54.3416
28.4812,54.4636,55.6272
28.6336,55.5073,56.1889
28.7860,51.3481,48.3368
28.9384,53.1009,50.4712
29.0908,56.7135,55.9178
29.2432,54.8435,52.7866
29.3956,53.9136,53.5171
29.5480,51.7281,51.2638
29.7004,47.3770,45.4286
29.8528,51.8215,51.5027
30.0052,57.5091,59.4954
30.1576,63.1041,68.3903
30.3100,62.2933,64.9671
30.4624,55.3085,51.2191
30.6148,60.2811,58.5685
30.7672,60.4271,58.3639
30.9196,65.7858,69.4408
31.0720,61.8710,62.8869
31.2244,58.1123,56.9777
31.3768,56.1260,55.2319
31.5292,56.8135,57.9787
31.6816,51.7460,51.4220
31.8340,52.5160,54.3318
31.9864,51.8491,55.1952
32.1388,51.4061,54.7355
32.2912,47.5017,47.9604
32.4436,49.8591,51.1167
32.5960,49.2946,49.6714
32.7484,51.7508,51.9393
32.9008,51.1031,49.4530
33.0532,60.3920,64.8305
33.2056,50.5682,48.1509
33.3580,52.4772,50.4160
33.5104,56.9989,58.0527
33.6628,54.9515,54.7614
33.8152,56.2308,56.9850
33.9676,54.6981,54.5693
34.1200,56.9902,59.2228
34.2724,55.6013,56.6563
34.4248,53.7485,53.5556
34.5772,54.0569,54.4706
34.7296,52.6386,52.4456
34.8820,53.1372,54.2597
35.0344,53.3893,54.8531
35.1868,51.3661,51.1401
35.3392,51.0031,50.5315
35.4916,57.2641,61.3818
35.6440,53.2799,53.6393
35.7964,52.9611,53.0111
35.9488,55.9310,58.1107
36.1012,56.1852,58.4153
36.2536,54.2073,55.1198
36.4060,59.4082,65.3823
36.5584,50.2102,50.2355
36.7108,50.1249,50.8250
36.8632,47.7140,47.8131
37.0156,46.9901,47.3326
37.1680,47.8112,49.2259
37.3204,48.6140,50.7795
37.4728,46.3861,47.5256
37.6252,46.8062,48.1152
37.7776,44.8264,44.9339
37.9300,45.8923,46.3987
38.0824,46.9516,47.2840
38.2348,48.2872,49.1384
38.3872,52.0122,55.6471
38.5396,48.3369,49.2546
38.6920,50.2409,52.4363
38.8444,49.0841,50.6540
38.9968,45.1897,44.5380
39.1492,44.4686,43.7500
39.3016,47.8640,49.0399
39.4540,50.2670,52.8777
39.6064,47.1714,47.5542
39.7588,49.2204,51.0488
39.9112,45.4080,45.1622
40.0636,46.1519,46.1341
40.2160,47.5306,47.9356
40.3684,47.0556,47.1086
40.5208,49.0506,49.6664
40.6732,50.0830,50.5907
40.8256,49.4974,49.1365
40.9780,52.2606,53.2526
41.1304,47.8026,46.2712
41.2828,52.2371,53.5226
41.4352,49.6904,49.4173
41.5876,49.6226,49.2769
41.7400,49.0217,48.3201
41.8924,50.9193,51.5704
42.0448,49.6703,49.7333
42.1972,52.6465,55.2332
42.3496,52.2902,55.1564
42.5020,47.9102,48.0790
42.6544,51.8280,54.7155
42.8068,49.0582,50.9668
42.9592,47.8183,49.7516
43.1116,44.9852,45.7543
43.2640,46.8535,48.8617
43.4164,44.6751,45.1835
43.5688,45.7576,47.0654
43.7212,43.6137,43.4469
43.8736,48.5131,50.6566
44.0260,54.6569,60.1429
44.1784,50.0232,50.6006
44.3308,53.0156,54.0025
44.4832,54.1994,54.6011
44.6356,53.4824,51.7652
44.7880,54.0607,51.8041
44.9404,56.5678,55.5507
45.0928,57.9771,58.1144
45.2452,51.3974,48.1283
45.3976,56.7546,56.7848
45.5500,50.8324,46.8985
45.7024,54.5494,52.1919
45.8548,57.1953,56.8635
46.0072,57.4717,56.6069
46.1596,55.1639,53.6937
46.3120,57.2481,58.4663
46.4644,52.9679,52.2675
46.6168,51.5370,50.5155
46.7692,50.0077,49.2303
46.9216,52.4875,53.0895
47.0740,49.3624,47.5519
47.2264,53.6293,54.0399
47.3788,52.6297,53.0138
47.5312,52.5238,52.1544
47.6836,50.4337,49.8818
47.8360,53.1189,54.6869
47.9884,51.0581,50.6874
48.1408,50.4362,49.3664
48.2932,48.5142,46.1643
48.4456,52.3739,51.7651
48.5980,54.2528,54.5822
48.7504,50.9170,49.6585
48.9028,52.1762,51.3456
49.0552,51.1728,49.9572
49.2076,51.6302,51.4574
49.3600,53.2255,54.2933
49.5124,51.6186,52.0037
49.6648,51.7926,52.5407
49.8172,47.3571,46.1495
49.9696,50.7611,51.4075
50.1220,49.0888,48.9227
50.2744,51.4440,52.7644
50.4268,53.0968,56.1609
50.5792,49.2804,49.5324
50.7316,51.7113,53.5854
50.8840,51.6089,52.9129
51.0364,51.2405,52.6779
51.1888,53.3713,55.4128
51.3412,54.0293,56.5530
51.4936,52.2396,53.0737
51.6460,50.3854,50.1845
51.7984,51.0252,51.2891
51.9508,50.4343,50.8540
52.1032,48.9365,47.9469
52.2556,51.3105,52.1202
52.4080,53.3917,55.3265
52.5604,53.6154,55.9250
52.7128,53.9070,56.1023
52.8652,50.3782,49.7111
53.0176,55.4522,58.0299
53.1700,54.5758,56.2664
53.3224,54.3748,55.4590
53.4748,53.7433,54.3064
53.6272,51.2788,50.0675
53.7796,53.6694,54.4339
53.9320,53.0536,54.1009
54.0844,52.9709,54.3465
54.2368,53.2943,55.8270
54.3892,47.1653,46.6298
54.5416,50.0380,52.3603
54.6940,52.3881,57.3465
54.8464,46.7554,48.2546
54.9988,46.2550,48.3618
55.1512,44.9103,47.1354
55.3036,41.3545,41.9407
55.4560,43.8918,46.0060
55.6084,44.3879,47.0413
55.7608,41.4921,42.4870
55.9132,43.0710,44.5749
56.0656,43.4823,45.1242
56.2180,46.0298,48.6996
56.3704,45.3085,47.3142
56.5228,42.8887,43.6245
56.6752,44.2747,45.7685
56.8276,46.5403,49.9906
56.9800,43.0452,44.5758
57.1324,42.5502,43.8298
57.2848,43.6858,45.5416
57.4372,44.2618,46.6831
57.5896,43.6669,45.5666
57.7420,41.4195,41.8362
57.8944,43.7864,44.7862
58.0468,48.1142,51.5708
58.1992,51.6533,56.9701
58.3516,46.0135,47.5538
58.5040,46.9219,48.7826
58.6564,45.8118,46.8313
58.8088,46.6953,48.1119
58.9612,47.0789,48.9474
59.1136,42.5168,41.8830
59.2660,43.9077,43.8607
59.4184,47.5892,49.3257
59.5708,46.9064,47.9067
59.7232,45.9447,46.2605
59.8756,49.7034,51.6068
60.0280,49.1050,49.7794
60.1804,54.3864,58.2878
60.3328,51.6138,52.9093
60.4852,51.5561,52.0405
60.6376,54.0027,56.4478
60.7900,53.6684,55.5113
60.9424,56.6625,61.1927
61.0948,55.4751,58.9780
61.2472,53.8711,55.7344
61.3996,54.7194,56.7371
61.5520,52.1891,51.7958
61.7044,59.3663,63.4896
61.8568,56.1676,56.4403
62.0092,61.9412,67.0601
62.1616,74.1836,100.7804
62.3140,58.1636,60.5504
62.4664,57.1008,59.0190
62.6188,56.5799,59.1429
62.7712,56.2480,58.6506
62.9236,53.2291,53.0836
63.0760,57.2583,59.6460
63.2284,54.5418,54.5371
63.3808,57.5942,59.4206
63.5332,56.7752,57.9371
63.6856,57.0189,57.9594
63.8380,56.6783,57.2193
63.9904,60.5806,64.3171
64.1428,56.0161,55.4449
64.2952,59.9002,62.0691
64.4476,60.0021,62.9731
64.6000,54.4295,52.6101
64.7524,54.5255,53.4961
64.9048,57.2207,58.6975
65.0572,50.1447,47.0955
65.2096,56.8729,58.0598
65.3620,54.7493,54.7651
65.5144,58.7029,60.7715
65.6668,56.9658,57.5807
65.8192,59.0093,61.3454
65.9716,58.9924,61.9445
66.1240,53.6253,52.5602
66.2764,54.1652,53.6858
66.4288,54.6633,55.1128
66.5812,56.7075,58.8958
66.7336,55.3137,55.9920
66.8860,55.6697,57.5215
67.0384,57.4913,61.0692
67.1908,51.7570,51.2495
67.3432,57.8797,62.4679
67.4956,54.5988,55.8293
67.6480,53.7770,54.3186
67.8004,54.1779,55.0196
67.9528,55.2879,56.4112
68.1052,61.3261,66.9279
68.2576,54.1391,53.5534
68.4100,56.7746,58.3349
68.5624,55.3595,56.4145
68.7148,53.7559,53.7944
68.8672,57.5185,61.2063
69.0196,57.7924,62.2534
69.1720,54.5240,56.7096
69.3244,55.0467,58.3210
69.4768,52.0555,53.5298
69.6292,51.4720,52.2694
69.7816,53.0964,55.0285
69.9340,53.7004,55.7095
70.0864,54.0420,56.0885
70.2388,53.5926,55.0513
70.3912,54.1395,55.5548
70.5436,57.2588,61.2975
70.6960,53.4913,54.6110
70.8484,50.4598,49.4667
71.0008,54.3275,56.3657
71.1532,53.9230,55.4289
71.3056,53.9212,54.8076
71.4580,54.6174,56.2078
71.6104,54.7770,56.0997
71.7628,56.3279,58.4036
71.9152,56.3034,58.2038
72.0676,58.9648,63.1774
72.2200,58.8095,62.3438
72.3724,58.3935,61.5143
72.5248,56.4375,57.8958
72.6772,55.3908,55.5912
72.8296,58.0085,60.5970
72.9820,54.7867,55.6007
73.1344,53.1012,52.5174
73.2868,51.0287,49.5976
73.4392,57.9360,61.7415
73.5916,54.3478,54.4115
73.7440,57.4815,59.4914
73.8964,61.2661,67.2163
74.0488,58.0039,60.4434
74.2012,55.6953,56.8173
74.3536,55.7839,57.5488
74.5060,53.8334,54.2246
74.6584,53.6170,54.4709
74.8108,51.9174,52.2055
74.9632,52.2373,52.9397
75.1156,55.4739,58.5020
75.2680,50.2811,49.6731
75.4204,53.3461,55.0326
75.5728,50.6221,51.0653
75.7252,53.4923,55.7128
75.8776,51.8563,53.2899
76.0300,55.9630,61.1760
76.1824,50.1313,50.8133
76.3348,52.9478,55.5263
76.4872,53.1595,56.8298
76.6396,50.9322,52.8226
76.7920,50.4897,52.0259
76.9444,50.9323,53.3767
77.0968,50.9175,53.0046
77.2492,49.3168,50.2232
77.4016,51.0992,53.1134
77.5540,56.7346,63.0106
77.7064,50.9370,51.9940
77.8588,52.0614,53.6502
78.0112,52.7211,54.3084
78.1636,52.6377,54.1630
78.3160,55.1030,57.5081
78.4684,54.9962,57.0552
78.6208,59.9305,66.7874
78.7732,55.5730,58.0720
78.9256,53.1836,53.9605
79.0780,57.0971,60.9871
79.2304,54.3077,56.0395
79.3828,53.9807,55.4140
79.5352,52.9314,53.3894
79.6876,52.3506,52.0338
79.8400,55.5813,57.8594
79.9924,60.7343,67.9818
80.1448,53.1772,54.2053
80.2972,53.0670,54.2484
80.4496,51.1691,51.5161
80.6020,53.9411,56.1911
80.7544,55.9215,59.2897
80.9068,54.4992,56.5381
81.0592,53.4299,55.0598
81.2116,52.6375,53.3929
81.3640,51.6375,51.4817
81.5164,56.4959,59.9553
81.6688,55.2262,58.0480
81.8212,51.2921,51.3919
81.9736,52.1446,52.6757
82.1260,55.9158,59.2114
82.2784,54.8412,57.3475
82.4308,53.9566,55.5655
82.5832,51.6835,51.7343
82.7356,52.8589,53.7595
82.8880,53.9383,55.1138
83.0404,56.8634,60.4113
83.1928,56.3341,59.1186
83.3452,51.0208,49.7623
83.4976,57.3195,60.5798
83.6500,56.3276,59.5192
83.8024,54.8107,56.7763
83.9548,52.9470,53.8596
84.1072,52.2263,53.0015
84.2596,53.4868,55.3444
84.4120,48.6854,47.6860
84.5644,53.8122,55.9283
84.7168,54.6542,57.3438
84.8692,55.0121,57.3490
85.0216,55.4159,57.9839
85.1740,55.7945,58.9021
85.3264,53.7908,55.7123
85.4788,53.6348,55.2519
85.6312,52.2602,52.6142
85.7836,55.0350,56.7743
85.9360,57.0680,59.9906
86.0884,53.2964,53.0476
86.2408,55.9608,57.0965
86.3932,52.4253,51.0534
86.5456,54.5352,54.3512
86.6980,59.1811,62.6936
86.8504,54.1632,53.5918
87.0028,58.4673,61.5457
87.1552,53.9936,53.6880
87.3076,53.6698,53.5260
87.4600,57.6815,60.5557
87.6124,56.4908,58.8840
87.7648,57.6363,61.0430
87.9172,55.1431,56.5233
88.0696,57.1729,60.3263
88.2220,56.3007,58.7213
88.3744,52.2346,52.1606
88.5268,54.4361,56.5020
88.6792,52.9707,53.6506
88.8316,51.2551,50.6651
88.9840,54.1995,55.4168
89.1364,56.4457,59.2198
89.2888,54.5343,55.5602
89.4412,56.9511,59.5526
89.5936,56.5329,58.7759
89.7460,56.2730,58.3214
89.8984,53.8404,53.6022
90.0508,55.3410,55.9533
90.2032,57.5648,59.4745
90.3556,58.2299,59.8130
90.5080,57.5942,58.7494
90.6604,61.0077,64.9293
90.8128,57.6484,58.3418
90.9652,60.8374,64.2567
91.1176,61.1686,65.3301
91.2700,59.4316,61.9678
91.4224,62.9767,69.4256
91.5748,59.3891,62.0109
91.7272,57.2587,57.9951
91.8796,55.9805,55.8669
92.0320,56.9693,57.6392
92.1844,60.7746,64.1395
92.3368,55.4801,53.7287
92.4892,58.6904,59.3066
92.6416,57.4385,57.1895
92.7940,58.8633,59.5198
92.9464,60.6854,63.1251
93.0988,56.9195,56.2476
93.2512,58.8445,59.4356
93.4036,59.1036,60.1491
93.5560,58.1610,58.4692
93.7084,59.8919,61.9823
93.8608,56.9634,57.4960
94.0132,56.1181,56.8304
94.1656,53.9708,53.7884
94.3180,54.8780,55.5579
94.4704,57.0851,58.3598
94.6228,59.4974,60.4886
94.7752,62.2050,63.3329
94.9276,69.7269,74.1692
95.0800,72.8873,74.7241
95.2324,76.8978,79.8924
95.3848,71.3166,66.5288
95.5372,73.5940,70.5830
95.6896,68.9118,66.8544
95.8420,70.3629,74.8541
95.9944,60.3946,59.9005
96.1468,55.8038,55.7517
96.2992,50.2981,49.3804
96.4516,55.5061,58.3165
96.6040,52.8169,54.0382
96.7564,52.3587,53.1414
96.9088,54.6125,55.6645
97.0612,55.8696,54.8330
97.2136,61.6979,62.2541
97.3660,69.3209,74.0342
97.5184,62.4200,58.7932
97.6708,62.4180,58.0657
97.8232,60.6427,55.1999
97.9756,67.9804,69.3031
98.1280,67.6387,70.4452
98.2804,68.6805,72.5215
98.4328,67.1492,68.3023
98.5852,71.2599,76.2182
98.7376,68.5413,69.5650
98.8900,65.1619,62.3090
99.0424,69.2828,69.3327
99.1948,64.7943,61.6727
99.3472,65.8359,63.7061
99.4996,64.3294,60.3202
99.6520,63.2008,57.9872
99.8044,70.7162,70.9869
99.9568,67.9697,64.2336
100.1092,72.1911,70.4050
100.2616,69.3684,62.0547
100.4140,76.6252,72.3581
100.5664,78.6745,75.7002
100.7188,80.4932,79.2899
100.8712,74.0114,66.9075
101.0236,79.6514,80.1989
101.1760,72.6836,68.1718
101.3284,73.7401,71.0528
101.4808,74.8368,75.2369
101.6332,74.4655,76.3718
101.7856,67.5621,63.3101
101.9380,67.1439,63.9441
102.0904,66.6634,65.1059
102.2428,59.1921,54.1747
102.3952,60.7800,57.9692
102.5476,60.7211,58.1273
102.7000,60.5554,57.6340
102.8524,65.5269,66.5233
103.0048,66.6470,67.7187
103.1572,62.8948,61.9937
103.3096,66.4244,71.5123
103.4620,54.7182,52.4264
103.6144,52.9025,52.1767
103.7668,49.1200,49.5245
103.9192,46.5800,47.3013
104.0716,44.4044,45.1300
104.2240,47.9169,50.8400
104.3764,46.5316,48.0375
104.5288,46.8951,48.4416
104.6812,44.2592,44.6554
104.8336,44.6564,45.1462
104.9860,45.3707,46.2458
105.1384,49.1632,51.7599
105.2908,45.8950,45.9721
105.4432,48.0944,49.0233
105.5956,49.0022,49.9220
105.7480,49.5563,49.4816
105.9004,50.2038,49.5406
106.0528,54.2569,56.0172
106.2052,50.9436,50.6204
106.3576,52.4922,53.2892
106.5100,52.0878,52.8013
106.6624,54.1587,56.0889
106.8148,53.1557,53.6690
106.9672,54.3925,56.0636
107.1196,60.4061,67.4396
107.2720,51.0864,50.0990
107.4244,55.6593,57.4385
107.5768,53.7186,55.0977
107.7292,52.2252,53.2206
107.8816,51.4350,52.3601
108.0340,48.7753,48.2779
108.1864,49.9211,49.9110
108.3388,53.0383,54.8736
108.4912,54.6305,57.3030
108.6436,54.3954,56.3712
108.7960,53.6179,54.6968
108.9484,53.7278,54.8530
109.1008,53.2307,53.6048
109.2532,57.7241,62.4425
109.4056,54.9556,56.9638
109.5580,52.0205,51.7115
109.7104,55.5994,58.1480
109.8628,51.5125,51.6084
110.0152,52.2687,52.6847
110.1676,52.8452,54.0877
110.3200,53.9154,55.5624
110.4724,55.5512,58.9444
110.6248,56.7557,60.9886
110.7772,51.4803,51.0984
110.9296,55.3445,57.4715
111.0820,54.3586,55.7141
111.2344,55.4826,57.0952
111.3868,55.7009,57.1221
111.5392,54.5666,54.9223
111.6916,55.2470,56.3088
111.8440,59.0563,63.4075
111.9964,54.9712,55.1430
112.1488,55.4913,54.8304
112.3012,58.1397,57.8669
112.4536,62.9882,64.7804
112.6060,63.2045,64.2838
112.7584,55.9921,51.8492
112.9108,57.9303,55.5902
113.0632,54.3103,51.8518
113.2156,54.6487,54.1928
113.3680,53.4835,53.5371
113.5204,54.7610,56.8691
113.6728,53.4387,54.6397
113.8252,50.7330,50.0257
113.9776,54.1069,56.3483
114.1300,55.3195,58.2668
114.2824,50.5895,49.3449
114.4348,51.3452,50.5101
114.5872,56.9314,60.1336
114.7396,54.8165,55.8767
114.8920,56.3614,59.1190
115.0444,55.7758,57.6831
115.1968,54.8215,55.7826
115.3492,54.9972,56.2776
115.5016,59.9238,65.1261
115.6540,55.6869,56.8054
115.8064,55.3737,56.5096
115.9588,57.1193,59.9204
116.1112,53.4593,53.7562
116.2636,51.6811,50.5736
116.4160,57.5805,60.4515
116.5684,55.6859,57.5517
116.7208,57.4368,60.3137
116.8732,52.2213,51.3382
117.0256,56.3580,58.3749
117.1780,54.9831,55.8993
117.3304,57.9358,61.3181
117.4828,56.1748,58.1960
117.6352,57.1764,60.6124
117.7876,54.1324,54.9937
117.9400,52.1553,51.8785
118.0924,56.8137,60.6036
118.2448,51.9507,52.2478
118.3972,56.1251,59.6144
118.5496,53.5845,55.2646
118.7020,50.1823,49.6001
118.8544,52.0935,53.1121
119.0068,52.0180,53.1761
119.1592,52.5226,53.5981
119.3116,49.4969,49.0697
119.4640,53.0443,55.1010
119.6164,52.1249,53.1014
119.7688,50.4020,49.7508
119.9212,56.7210,60.6457
120.0736,54.5196,56.6279
120.2260,53.1720,53.9328
120.3784,53.6306,54.3745
120.5308,52.4843,52.5083
120.6832,56.0039,58.9163
120.8356,53.3243,54.5970
120.9880,51.5608,51.7642
121.1404,53.0227,54.8408
121.2928,54.2628,57.5267
121.4452,49.9684,50.9511
121.5976,51.9885,54.9965
121.7500,48.1158,48.5092
121.9024,49.9074,51.1002
122.0548,49.0813,49.8305
122.2072,53.4034,56.1022
122.3596,52.7749,54.5201
122.5120,52.8166,53.5721
122.6644,55.5402,57.7739
122.8168,56.8661,59.5211
122.9692,56.9402,59.7844
123.1216,56.4874,59.0525
123.2740,56.2355,59.0581
123.4264,54.0953,54.9523
123.5788,54.6531,55.8996
123.7312,56.6664,59.4318
123.8836,57.0051,59.4917
124.0360,54.4241,54.8775
124.1884,54.8977,55.8163
124.3408,53.8293,53.8617
124.4932,58.9647,63.3529
124.6456,59.3917,64.3403
124.7980,55.4707,57.0882
124.9504,59.2755,64.6928
125.1028,53.0723,53.1827
125.2552,52.0889,51.8254
125.4076,54.6358,56.3105
125.5600,52.8936,52.7341
125.7124,57.6523,60.8069
125.8648,53.2447,53.0555
126.0172,57.4337,60.7644
126.1696,54.3849,55.9964
126.3220,51.1166,50.3839
126.4744,51.5042,51.2599
126.6268,53.0426,53.8161
126.7792,52.1701,52.3261
126.9316,54.5382,56.5872
127.0840,52.7893,53.3796
127.2364,51.9217,51.6551
127.3888,56.3098,59.6142
127.5412,55.9731,58.8340
127.6936,54.6428,56.2346
127.8460,55.2261,57.0502
127.9984,53.4269,54.2875
128.1508,56.1577,59.1520
128.3032,54.4517,56.2756
128.4556,53.9981,55.5240
128.6080,52.6068,53.3838
128.7604,56.2236,59.7154
128.9128,51.5852,51.7492
129.0652,55.0965,57.8898
129.2176,53.5003,55.6444
129.3700,51.2109,51.6315
129.5224,54.8043,57.6821
129.6748,53.1347,54.8353
129.8272,57.9452,63.8541
129.9796,52.9329,54.1337
130.1320,53.0500,53.7483
130.2844,53.4780,54.3195
130.4368,55.3564,57.0980
130.5892,55.4408,56.7313
130.7416,53.9828,53.4750
130.8940,53.3721,52.0013
131.0464,57.2901,58.4927
131.1988,58.5321,60.0869
131.3512,53.5929,51.8561
131.5036,53.4188,51.5821
131.6560,56.3762,55.9085
131.8084,57.7012,58.0507
131.9608,53.5447,51.8088
132.1132,51.3455,48.6292
132.2656,49.5465,46.5104
132.4180,54.3479,52.9245
132.5704,58.7355,59.4615
132.7228,54.2905,51.1845
132.8752,59.1976,58.6743
133.0276,57.1990,54.0900
133.1800,54.4527,49.7499
133.3324,55.3178,52.4126
133.4848,53.3384,50.5578
133.6372,61.1196,64.9754
133.7896,52.6775,50.8073
133.9420,54.7757,54.8286
134.0944,52.1501,50.9934
134.2468,54.2330,54.8325
134.3992,52.5899,52.3190
134.5516,52.0926,51.9001
134.7040,50.8348,50.4406
134.8564,49.0151,48.3196
135.0088,52.8469,55.1557
135.1612,47.2363,46.5662
135.3136,50.1418,50.7086
135.4660,50.6190,50.8325
135.6184,54.7866,56.7108
135.7708,52.4583,52.1381
135.9232,54.2482,54.1236
136.0756,53.2188,51.7076
136.2280,55.1514,53.6402
136.3804,60.6113,62.8017
136.5328,57.2238,56.3352
136.6852,55.6614,53.4560
136.8376,55.3399,52.8973
136.9900,55.2445,53.0287
137.1424,56.4815,55.5594
137.2948,51.6522,49.1526
137.4472,51.1709,48.8175
137.5996,53.8867,53.5721
137.7520,53.9671,54.1013
137.9044,57.4054,60.7233
138.0568,51.1838,50.3217
138.2092,47.7048,45.4406
138.3616,52.5147,52.6882
138.5140,50.9993,50.1042
138.6664,55.2283,57.0506
138.8188,53.2608,54.4177
138.9712,50.3054,49.8754
139.1236,48.8720,47.4034
139.2760,53.1036,53.1457
139.4284,53.0834,51.5286
139.5808,54.3222,52.5906
139.7332,57.8609,58.4253
139.8856,54.5077,53.1427
140.0380,56.1324,56.1903
140.1904,51.7893,49.3919
140.3428,51.7673,50.5335
140.4952,52.9761,53.5775
140.6476,50.5507,49.3860
140.8000,50.7292,48.9051
140.9524,52.0244,50.3669
